GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20USSRPER,G20USSDOSS,G20USSLHAZ,G20PSCRSHA,G20PSCDBRY,G20PSCLMEL,G20PSCRMCD,G20PSCDBLA,G20PSCLWIL
130890000SC,13,089,0000SC,172.1,1653,22.1,165.1,1599.9,53.2,173.1,1555.6,82.4,160.9,1569.7,55.3
130890000SD,13,089,0000SD,356.7,1122.5,9.6,351.9,1077.7,37.7,349.8,1052,54.2,349.6,1044,39.8
130890000SE,13,089,0000SE,1522,2173,52,1707,1935,79,1724,1762,155,1711,1791,125
130890000SF,13,089,0000SF,650,990,29,731,907,35,750,803,81,720,828,71
130890000SG,13,089,0000SG,63,1269,10,47,1252,25,59,1220,47,53,1230,35
130890000SH,13,089,0000SH,686.6,1103.3,22.4,686.4,1076.4,36.5,687.3,1031.4,67.2,696.3,1031.1,54.6
130890000SI,13,089,0000SI,120.2,1109.2,18.3,120.1,1091.7,22.1,112.8,1053.2,54.2,108.2,1066.1,36.7
130890000SJ,13,089,0000SJ,130.5,1417.3,17.7,120.7,1384,37.3,112.8,1348.7,72.6,107,1359.5,42.2
130890000SK,13,089,0000SK,156.1,2855.1,16,124.1,2837.1,40,132.1,2797.1,77.1,131.1,2797,54
130890000SL,13,089,0000SL,73.6,957.9,7.4,66.4,928.9,27.8,63.5,920.2,31.6,61.3,924.2,20.5
130890000SM,13,089,0000SM,96.2,2307.7,19.9,86.8,2289.7,37.9,92.5,2258.2,52.2,90.5,2253.6,46.5
130890000SN,13,089,0000SN,299,1029,10,312,986,26,317,948,56,307,943,51
130890000SO,13,089,0000SO,95,2156,15,83,2136,32,84,2101,58,80,2107,40
130890000SP,13,089,0000SP,192.5,1557.8,23.3,184.1,1528.5,44.4,168.1,1488.5,84,161,1495.6,58.1
130890000SQ,13,089,0000SQ,183.9,802.6,9,180.9,778.5,24.1,167.9,760.5,46,157,768.4,40
130890000SR,13,089,0000SR,70.4,1410.6,8.2,63.3,1372.4,37.4,56.4,1358.1,51.5,58.2,1364,36.5
130890000SS,13,089,0000SS,62,1300,13,60,1278,24,55,1274,29,55,1273,27
130890000ST,13,089,0000ST,154,2431,14,146,2404,35,153,2355,58,151,2366,44
130890000SU,13,089,0000SU,105.9,2061.9,17,96.9,2022.9,46,95.9,2002,67.9,100.9,1992,51
130890000SV,13,089,0000SV,159,2219,19,140,2193,44,141,2166,59,129,2181,44
130890000SW,13,089,0000SW,99.7,2234.2,12.7,90,2190.2,29.3,92.9,2167.8,60.6,86,2160.9,61.6
130890000TA,13,089,0000TA,103.2,1851.1,18.5,89.1,1830.2,40,94.4,1764,93.4,105.3,1776.6,59.7
130890000TC,13,089,0000TC,43,984,6,39,948,31,47,930,31,39,938,22
130890000TF,13,089,0000TF,622.1,1547.4,22.7,656.6,1478.6,37.9,643.5,1414,84.8,649.5,1403.8,80.5
130890000TG,13,089,0000TG,609,674,15,646,619,31,635,557,71,640,555,64
130890000TH,13,089,0000TH,978.7,1735.3,51.6,1008.4,1667.8,70.4,962.8,1574.6,158.7,973.7,1571.7,124
130890000VB,13,089,0000VB,152,643,11,158,632,12,159,589,38,160,593,27
130890000WA,13,089,0000WA,82,1825,15,70,1781,42,75,1749,58,74,1722,56
130890000WB,13,089,0000WB,72.3,2009.4,12.9,70.3,1976.7,26.7,64.4,1952.9,43.6,72.3,1936.1,33.7
130890000WC,13,089,0000WC,230.7,2619.7,45.9,264.9,2552.2,66.5,282.5,2439.8,123.2,279.6,2470.1,90.9
130890000WD,13,089,0000WD,124,1805,15,117,1775,39,111,1754,57,102,1741,57
130890000WF,13,089,0000WF,150.1,1392.5,20.4,181,1343.8,24.2,194.3,1266.5,70.1,196.2,1275.4,51.1
130890000WG,13,089,0000WG,140,2113,19,134,2062,41,131,2030,69,114,2037,48
130890000WI,13,089,0000WI,250.2,670.3,11.1,263.1,643.3,27.1,271,611,41.3,260.9,615,42.3
130890000WJ,13,089,0000WJ,524.2,1720.3,31.9,551.4,1664.1,46.4,573.5,1572.3,96.7,564.8,1580,83.1
130890000WK,13,089,0000WK,62,1461,10,47,1442,36,49,1418,43,48,1424,33
130890000WL,13,089,0000WL,596.1,767.9,20.5,633.2,716.4,29.7,620.9,683.7,59.7,609.7,682.3,56.7
130890000WN,13,089,0000WN,162,2394,11,143,2363,40,146,2320,68,143,2329,53
130890000YA,13,089,0000YA,57,1289,16,49,1269,30,52,1273,30,58,1274,21
13091000LEE,13,091,000LEE,1961.6,1193.7,25,1973.6,1087.8,66,1903.6,1059.8,80,1876.6,1065.8,66
130910CHAUN,13,091,0CHAUN,248,58,2,245,56,3,236,54,5,233,51,6
130910CLARK,13,091,0CLARK,70,3,0,66,4,1,68,3,1,67,3,2
130910EDDIN,13,091,0EDDIN,536.1,233,1,523.3,229,9.9,510.3,211.2,17.9,504.4,215.1,12.9
130910EMPIR,13,091,0EMPIR,295.7,31.9,5,289.6,29.9,11.1,285.4,28.7,6.2,279.3,31.7,6.2
130910JAYBI,13,091,0JAYBI,102,46,0,102,43,2,99,43,1,98,43,1
130910JONES,13,091,0JONES,275,45,3,266,47,7,265,38,9,257,40,9
130910MCCRA,13,091,0MCCRA,190,39,1,191,37,1,187,30,2,183,32,2
130910MILAN,13,091,0MILAN,189,41,1,185,43,1,171,42,3,169,39,5
130910MITCH,13,091,0MITCH,224.5,56.8,3,219.5,53.6,5.1,207.3,51.7,7.2,207.3,50.7,7.1
130910MULLI,13,091,0MULLI,290,75,2,276,72,9,272,59,10,262,56,12
130910PLAIN,13,091,0PLAIN,299,38,2,297,37,1,292,32,3,291,34,2
130910PONDT,13,091,0PONDT,405.8,118,2,397.8,108.8,5.2,389.7,109,5.1,388.6,107.9,7.1
130910RAWLI,13,091,0RAWLI,477.6,162.3,6,483.6,147.4,11.9,459.7,139.4,16.9,455.7,134.4,15.9
130910VILUL,13,091,0VILUL,133,10,1,132,7,2,126,8,1,129,9,0
130910YONKE,13,091,0YONKE,158,24,2,158,22,2,155,18,4,148,20,3
13093000002,13,093,000002,228.4,213.5,3,227.4,210.5,6,222.4,190.7,7,222.4,190.7,7
13093000005,13,093,000005,547,532,8,542,514,20,515,493,17,514,498,12
13093000007,13,093,000007,920.8,880,16.9,921.8,836.3,34.8,888,805.4,39.8,877,814.4,27.8
13093000008,13,093,000008,287.2,105,4.1,291.2,94.7,10.2,281,89.6,10.2,284,88.6,7.2
13093000010,13,093,000010,176.9,180,3,176.9,170,4,165.8,164,9,163.7,164,5.1
13095000001,13,095,000001,793.7,769.2,17.8,797.7,728.5,36.6,782,680,56.4,770.1,687.9,45.5
13095000002,13,095,000002,716,1198,22.8,698.1,1166.2,44.6,704.1,1133.5,57.5,678.3,1142.4,52.6
13095000003,13,095,000003,655,759,18,659,736,19,649,719,37,643,726,24
13095000004,13,095,000004,1394.7,1532.2,18,1410.7,1479.2,32,1410.7,1429.1,42.1,1395.7,1425.1,44
13095000005,13,095,000005,1020,1433,23,1012,1404,30,1020,1341,65,985,1369,46
13095000006,13,095,000006,814.3,773.4,21,817.3,755.4,26,813.3,727.5,51.9,817.3,717.5,39.9
13095000007,13,095,000007,503.7,2044.6,18,526.7,1984.6,28,521.7,1948.5,57.1,498.7,1966.5,40.1
13095000008,13,095,000008,103,1805,9,118,1756,13,115,1717,37,108,1714,31
13095000009,13,095,000009,549,450,8,532,450,13,528,431,22,521,432,11
13095000010,13,095,000010,51.9,1792.2,12.2,71,1738.4,27.5,52.2,1708.4,28.8,58.8,1683.9,35.7
13095000011,13,095,000011,16,494,4,18,484,6,18,479,9,12,483,9
13095000012,13,095,000012,21,623,4,30,605,6,27,591,9,17,601,11
13095000013,13,095,000013,42,663,7,53,630,14,41,619,21,43,616,12
13095000014,13,095,000014,32,656,9,49,628,12,40,616,21,42,610,18
13095000015,13,095,000015,135.3,518.8,8.2,145.3,492.5,15.4,152,464,22.6,137.9,468.1,22.5
13095000016,13,095,000016,17,264,1,22.1,249.8,10.1,19,248.7,9.2,20,248.7,7.2
13095000017,13,095,000017,32,1101,8,47,1061,14,36,1036,25,26,1035,25
13095000018,13,095,000018,114.8,980.4,6.9,112.1,956.5,15.9,117.2,923.7,24.9,105.3,941.4,20
13095000019,13,095,000019,119.2,292.2,5,117.2,290.1,5,118.1,275.1,11,123.1,267.1,10.1
13095000020,13,095,000020,849.1,901.7,12.9,840.2,882.9,28.8,817.4,860.1,38.7,806.5,855.1,37.7
13095000021,13,095,000021,166.3,436.1,1.8,164.5,421.7,6.3,157.3,415.4,11.7,156.4,415.4,5.4
13095000022,13,095,000022,216.2,1294.8,7.4,232.7,1245.5,21.3,204.7,1235.1,40.4,213.1,1226.6,32.4
13095000023,13,095,000023,441.4,848.1,7.7,434.7,820.1,21.2,426,797.8,37.7,413.4,812.3,28
13095000024,13,095,000024,63,871,4,74,840,10,68,806,25,69,811,17
13095000025,13,095,000025,914,583,6,924,559,13,925,531,25,914,543,14
13095000026,13,095,000026,50.7,642.1,7.1,51.6,626,7.2,48.5,610.9,12.3,47.4,605.8,16.2
13095000027,13,095,000027,606,472,10,607,465,19,616,430,25,592,449,21
13095000028,13,095,000028,11.3,370.3,1.9,18,357.1,6.6,22.7,343.9,12.3,18,346.7,11.3
13097000729,13,097,000729,497,2960,35,470,2877,105,452,2847,143,450,2854,98
13097000730,13,097,000730,1013.5,2252.9,46,1009.4,2161.2,106.9,1014.4,2120,133.1,1000.4,2152,88.1
13097000731,13,097,000731,1137.3,1211,24.3,1110.3,1180.4,66.7,1121.3,1137.2,77.8,1087.2,1151.4,63.5
13097000732,13,097,000732,279,1699,16,264,1662,37,258,1644,64,261,1642,46
13097000733,13,097,000733,579,1336,29,570,1307,55,566,1260,88,556,1281,60
13097000734,13,097,000734,1028.4,822.4,29.6,1020,802.9,41.3,999,777.4,65.3,982.9,774.2,62.2
13097000735,13,097,000735,1293.5,1075.7,40.5,1267.5,1035.2,81,1298.3,967.7,107,1276.1,985.1,87.7
13097000737,13,097,000737,671.1,2047.1,37.7,645.4,2015.4,68.4,654.3,1962.9,104.1,640.4,1987.7,78.3
13097000738,13,097,000738,730.5,728.6,23.4,713,711.1,45.7,716,693.6,46.7,710.1,686.8,44.8
13097000739,13,097,000739,1056,2009,38,1058,1940,61,1103,1867,88,1082,1866,70
13097000740,13,097,000740,729,1143,20,735,1119,28,743,1066,54,739,1063,43
13097000784,13,097,000784,770,2347.3,31,750,2296.3,72,760,2247.3,97,735,2269.3,78
13097000785,13,097,000785,375.6,2441.4,27.4,361.9,2417.9,54.8,373.6,2378.8,70.4,361.9,2383.7,60.6
13097001258,13,097,001258,2409.4,2840.7,76.2,2368.8,2747.3,138.5,2386.8,2651,210.5,2336.5,2704.6,163.6
13097001259,13,097,001259,529,743,16,517,731,27,523,701,43,511,715,35
13097001260,13,097,001260,2838,1051,48,2812,1016,85,2813,918,144,2765,952,123
13097001270,13,097,001270,253.3,1890.3,15,233.3,1853.3,50,242.3,1819.3,69.1,239.3,1827.3,53
13097001271,13,097,001271,2258.9,746.4,43.5,2241.1,734.5,57.4,2246,662.2,98,2230.2,671.1,84.1
13097001272,13,097,001272,2157.4,1682.8,47.5,2121.8,1644.2,97.9,2151.5,1564.2,125.6,2123.8,1560.2,127.6
13097001273,13,097,001273,1040,1466,36,1020,1436,53,1015,1388,99,988,1407,83
13097001274,13,097,001274,581,679,32,572,648,54,569,629,70,570,633,54
13097001275,13,097,001275,668,3303.2,37.7,640.2,3243.7,77.4,651.1,3180.3,140.8,630.3,3188.2,105.1
13097001276,13,097,001276,749,1107,16,739,1066,48,734,1054,59,707,1049,65
1309700736N,13,097,00736N,815.5,2138.3,32.5,787.5,2110.8,71,802.7,2036.3,114,790.9,2068.9,78.3
1309700736S,13,097,00736S,1400.6,3269.5,45.6,1375.8,3218.7,75.8,1417.4,3089.8,140.4,1365.8,3138.4,103.6
1309900000A,13,099,00000A,294,369,3,302,354,7,288,353,4,278,351,7
1309900000B,13,099,00000B,833,1452,14,897,1309,40,835,1270,52,830,1269,42
1309900000U,13,099,00000U,420.6,109.5,3,421.6,98.4,9,409.5,98.4,10,403.5,99.4,10
130990000CS,13,099,0000CS,639.4,190.5,1,634.4,171.6,12,618.5,182.6,9,603.5,181.6,11
130990000CU,13,099,0000CU,535,316,7,541,299,9,514,292,14,506,294,11
13101001058,13,101,001058,1256,167,18,1232,162,24,1237,129,35,1198,152,17
1310300001A,13,103,00001A,1168,317,12,1122,312,48,1127,290,43,1109,294,45
1310300001B,13,103,00001B,1739.6,348.2,26.8,1682.1,341.4,62.4,1671,298.8,75.4,1643.3,305.5,62.5
1310300001C,13,103,00001C,780.6,208.5,22.7,764.4,218.2,24,762.4,173.8,39.8,748.4,190.5,30.9
1310300001D,13,103,00001D,1230,202,20,1203,196,33,1210,168,45,1204,175,35
1310300002A,13,103,00002A,1723,510,56,1713,484,78,1710,435,95,1702,436,90
1310300002B,13,103,00002B,1522,549,35,1484,539,64,1464,492,100,1448,515,75
1310300002C,13,103,00002C,2418,931,47,2334,934,97,2360,815,147,2332,841,124
1310300003A,13,103,00003A,827.6,182.7,8,806.9,176.8,20.8,806.9,153.1,27.7,789.2,154.1,21.8
1310300003B,13,103,00003B,727.8,415.8,16.2,733.8,392.8,25.2,727.7,353.6,38.3,714.6,367.6,36.2
1310300003C,13,103,00003C,1111.5,335.2,17,1096.4,329.2,25.1,1087.5,292.1,35.1,1075.4,293.1,34.1
1310300003D,13,103,00003D,1597,604.6,29.8,1561.2,596.6,54.7,1551.2,529,79.6,1528.4,545.9,71.6
1310300004A,13,103,00004A,1928.4,594.8,55.8,1903.4,592.8,67.8,1889.5,541.9,95.7,1867.6,540.9,83.8
1310300004B,13,103,00004B,843.3,417.2,9,821.4,407.2,23.9,833.3,383.3,22.9,821.4,374.4,24.9
1310300004C,13,103,00004C,1602,313,47,1560,330,58,1560,288,71,1540,290,65
1310300005A,13,103,00005A,1545.2,443.3,31.9,1508.3,441.3,50.8,1500.3,390.5,77.7,1491.4,393.5,68.7
1310300005B,13,103,00005B,1715.8,973.9,36.2,1679.6,961.9,64.3,1672.7,895.4,94.5,1663.7,895.4,72.5
1310300005C,13,103,00005C,842,365.8,20.9,823.1,365.8,29.9,831,325.1,47.8,826,319.1,50.7
13105000189,13,105,000189,1317.3,1254.7,21.9,1320.3,1194.1,44.7,1303.4,1169.3,61.6,1296.5,1161.3,53.6
13105000190,13,105,000190,347,122,3,352,109,7,343,115,4,340,104,4
13105000191,13,105,000191,454.7,139.6,2.9,461.5,130.9,3.9,447,131.8,7.8,445,127,5.8
13105000192,13,105,000192,247,55,0,243,48,2,237,51,8,235,46,4
13105000193,13,105,000193,594.7,223.7,1.9,600.4,204.9,4.7,586.2,196.4,12.3,577.8,204.9,8.5
13105000196,13,105,000196,271,83,1,267,78,7,263,77,8,257,81,8
13105000197,13,105,000197,763.5,448.5,11.1,748.6,435.1,27.2,717.5,422,41.3,710.5,426.9,34.3
13105000199,13,105,000199,371,55,9,372,54,5,356,53,13,350,54,12
13105000201,13,105,000201,953.9,245.9,5,946,230,19.8,924.1,225.1,32.7,902.3,238,24.8
13105000202,13,105,000202,215.6,69.4,4.3,221.6,65.8,3.1,206.7,67.8,8.9,213.6,64,4.9
13105000315,13,105,000315,605.1,154.8,5,605.1,141.8,8.1,580.1,135.8,19.1,582.1,134.8,16.1
13107000050,13,107,000050,524.8,61.8,3.6,513.6,65,6.3,495.8,56.2,14.2,488.4,57.2,11.7
13107000052,13,107,000052,65,117,3,65,113,2,66,108,2,65,103,4
13107000053,13,107,000053,2789.8,1785.8,28,2791.8,1665.8,72,2667.8,1597.9,123,2630.8,1589.9,101
13107000057,13,107,000057,288.8,88.6,0,286.9,80.4,2.1,280.7,76.4,4.1,276.7,70.4,5.1
13107000058,13,107,000058,270,128,3,252,125,13,247,112,17,245,117,7
13107001208,13,107,001208,538.9,28.5,2.9,534,29.4,2.9,523.2,27.5,3.9,510.4,30.4,6.9
13107001333,13,107,001333,399.1,101.1,4,397.1,96.1,6,387.1,88.1,6,381.1,90.1,7
13107001429,13,107,001429,294,77,6,294,75,5,291,70,7,295,65,5
13107001502,13,107,001502,222.9,52.1,4,222.9,48.1,4,211.9,48.1,2,210.8,46.1,4
13107001560,13,107,001560,730,400,9,737,385,8,706,362,26,693,373,17
13107001748,13,107,001748,489,74,3,479,66,15,472,66,17,474,63,11
13109000011,13,109,000011,2853.8,1306.5,34.7,2841.8,1234.5,63.4,2765.9,1177,102.9,2720.7,1181.9,88.9
1311100COLW,13,111,00COLW,719.6,151.4,4.1,716.4,148.4,9.2,695.2,139.3,12.2,685,146.2,16.3
1311100FAIR,13,111,00FAIR,726,169,13,715,168,13,693,156,22,682,154,20
1311100FLIN,13,111,00FLIN,1810.2,297.1,13.9,1762.6,286.1,49.6,1712.1,271.2,50.6,1676.4,260.3,63.5
1311100HEMP,13,111,00HEMP,791,181,12,778,170,20,762,148,30,748,148,33
1311100HOTH,13,111,00HOTH,778.7,167.8,5,762.8,154.9,15.9,747.9,143,25.8,739.9,144,23.9
1311100MINE,13,111,00MINE,1164.3,211.4,11,1142.4,205.4,24,1108.5,187.5,34.9,1091.6,190.5,29.9
1311100MOBI,13,111,00MOBI,723.2,126,4.1,708.9,120.9,21.3,680.5,114.8,23.3,678.3,109.8,23.4
1311100MORG,13,111,00MORG,1278.8,270.3,10.1,1267.4,254.9,27.5,1218.2,238.8,47.6,1199,246.8,45.5
1311100NOON,13,111,00NOON,527.7,138.9,1,522.6,128.8,7.1,517.5,118.8,17.1,512.5,121.8,12.1
1311100SKEN,13,111,00SKEN,211,59,0,206,51,11,200,52,10,198,51,10
1311100SUGC,13,111,00SUGC,1431.8,328.4,15.8,1429.9,299.7,30.6,1376.5,277.2,47.5,1350.8,281.2,41.4
1311100TOCC,13,111,00TOCC,1996.6,469.6,19.9,1950.1,425.8,69.6,1911.9,405,80.7,1889,407.1,74.6
13113000001,13,113,000001,598,1490,13,592,1451,34,612,1388,51,597,1399,38
13113000002,13,113,000002,2093.4,465.7,22.5,2083.7,432.5,41.3,2079.7,386.5,60.5,2062.1,391.3,58
13113000003,13,113,000003,323,2211,26,316,2178,42,320,2122,68,316,2133,45
13113000004,13,113,000004,596.6,947.5,26.6,607.1,906.3,46.5,602.3,850.4,80,588.8,872.4,61.4
13113000005,13,113,000005,695.3,934.7,22.8,670.6,916.7,41.8,672.5,870.1,70.3,667.8,873,59.8
13113000006,13,113,000006,372.5,673.7,17.1,362.8,665,22.7,372,641.9,29.1,366.6,640.9,24.2
13113000007,13,113,000007,622.3,1060.3,21.8,604.5,1043.5,40.6,622.3,990,67.4,602.5,1008.8,52.5
13113000008,13,113,000008,909.2,1398.4,24.7,914.2,1378.7,37.5,913.2,1305.5,73.1,884.5,1336.2,54.4
13113000009,13,113,000009,1532.5,828.1,48.1,1563.6,745.9,88.2,1533.6,687.6,107.4,1527.6,694.7,95.3
13113000010,13,113,000010,1343.7,2261.7,40.2,1335.5,2200.5,75.4,1331.7,2118,121.6,1310.5,2145.2,87.5
13113000011,13,113,000011,775,471,20,783,452,26,766,423,50,770,417,41
13113000012,13,113,000012,818,518.4,25,847.2,454.8,43.6,833.4,423.9,65.7,830.8,425.9,57.6
13113000013,13,113,000013,1885,653,34,1901,603,51,1902,519,88,1890,524,75
13113000014,13,113,000014,1820.3,953.2,38.4,1876.2,876.2,50.5,1895.4,778.1,86.5,1876.4,787.6,77.9
13113000015,13,113,000015,1484.4,446.4,18.8,1484.4,411.6,44.1,1490.9,363.8,61,1476.9,369.4,56.3
13113000016,13,113,000016,1619.8,1006.9,28,1697.8,893.9,46,1679.8,821.9,90,1658.8,831.9,80
13113000017,13,113,000017,640,412,17,654,376,27,648,338,50,643,341,44
13113000018,13,113,000018,1986.5,1726.9,64.8,2000.4,1642.1,98.8,2000.4,1517.4,175.6,1996.4,1530.3,142.7
13113000019,13,113,000019,702,386.6,15.1,721.8,350.2,25.4,714.6,316.1,48.3,716.2,316.1,36.4
13113000020,13,113,000020,496,280,33,502,267,38,498,243,58,495,246,55
13113000021,13,113,000021,879,621,34,893,583,47,893,522,85,880,538,68
13113000022,13,113,000022,1114,387,21,1146,331,34,1149,309,42,1137,311,41
13113000023,13,113,000023,155,625,11,158,618,10,166,586,29,166,593,21
13113000024,13,113,000024,538.4,610.5,11.4,528.9,587.7,27.5,531.7,570.6,38,523.2,571.6,26.6
13113000025,13,113,000025,803,478,15,821,440,23,828,403,43,824,408,32
13113000026,13,113,000026,1166,1188,34,1174,1134,54,1175,1054,97,1164,1069,76
13113000027,13,113,000027,1530,986.7,31.3,1564,937.4,54.5,1561,865.6,85.9,1542.7,883.9,74.7
13113000028,13,113,000028,643,1038,13,648,1016,25,644,965,66,649,972,41
13113000029,13,113,000029,664,1299,15,657,1257,42,666,1197,65,654,1202,55
13113000030,13,113,000030,1189,1290,36,1215,1228,46,1217,1182,82,1197,1184,79
13113000031,13,113,000031,1677,1105,46,1727,1032,65,1727,912,141,1719,923,123
13113000032,13,113,000032,967,554,27,972,513,42,986,439,82,995,439,56
13113000033,13,113,000033,1099.7,532.9,24.6,1105.9,497.9,40.5,1102.6,448,56.5,1092.7,453.5,51.1
13113000034,13,113,000034,2253.8,1033.2,45.6,2306.4,946.2,73.8,2335.1,830.5,113.5,2306,846.8,103.8
13113000035,13,113,000035,1119.6,1502.2,25.2,1128.3,1448.2,44.2,1141.4,1359.8,93.7,1118.1,1384.9,73.2
13113000036,13,113,000036,837.2,573.5,24.1,833.4,549.5,37.5,818,528.3,67.4,818,521.6,62.5
13115000001,13,115,000001,1866.7,784.3,33.9,1863.4,716,73.6,1863.3,653.3,98.1,1842.7,660.9,84.7
13115000010,13,115,000010,801.6,156.7,6.1,785.8,150.5,22.2,779.7,140.3,18.2,763.6,135.3,29.1
13115000015,13,115,000015,1543,223,15,1504,230,34,1480,201,56,1479,198,45
13115000020,13,115,000020,883,242,15,862,233,31,856,213,32,850,209,32
13115000025,13,115,000025,775.1,165.2,8,760.7,161.5,20.6,759.8,146.2,26,752.5,149.3,21.6
13115000030,13,115,000030,2969.1,843.8,37.5,2918.5,839,68.4,2868,745.5,116.4,2847.2,761.7,101.7
13115000035,13,115,000035,280,55,2,274,53,6,265,49,12,262,52,10
13115000040,13,115,000040,869,114.9,13.4,864.6,111.7,19.9,858.1,91.7,26.3,836.1,102.7,20.3
13115000045,13,115,000045,599.4,79.9,9.5,584.2,80.7,19.1,583.2,68.3,21.9,572,72.2,19.1
13115000050,13,115,000050,1050.2,467.6,12.7,1016.3,462.5,41.2,1010.9,422.6,49.7,990.7,428.6,42.4
13115000055,13,115,000055,1879.7,615.2,37.2,1839.5,592.5,77.8,1819.3,550.2,92.9,1790.2,562.1,83.6
13115000060,13,115,000060,971,120,6,954,117,14,938,107,18,934,106,18
13115000065,13,115,000065,1827.9,649.6,40.4,1815.6,621.3,65.8,1818.3,568.9,76.8,1803.2,576.8,65.5
13115000075,13,115,000075,1682,1456.9,50.3,1685,1364.1,93.8,1648.5,1298.9,140.2,1632.7,1298,112.5
13115000076,13,115,000076,1352.4,1016.4,31.6,1354.8,968.8,58.3,1354.8,912,78.9,1332.8,912.5,76.3
13115000080,13,115,000080,983.7,216.3,8.2,946.6,207.4,40.2,942.6,189.3,42.2,937.4,197.3,37.2
13115000085,13,115,000085,414,148.6,10.2,409.7,150.5,12.4,399.6,124.4,33.3,403.4,129.4,23.4
13115000090,13,115,000090,1209.1,1120.2,42.9,1226.5,1065.5,60.5,1216.5,978.9,112.7,1216.2,972.7,94.3
13115000105,13,115,000105,1035,970.2,20.2,1025.8,929.1,56.2,1044.3,848.6,73,1039.6,855.9,58
13115000110,13,115,000110,235.9,612.3,12,239.2,566.1,36.4,236.1,542.5,38.5,239,550.4,27.2
13115000115,13,115,000115,530.4,85.3,5.9,536.2,74.5,8.8,534.3,65.7,9.8,531.4,65.7,5.9
13115000125,13,115,000125,434.5,141.5,5.6,421.2,134.7,14.8,413.3,128.4,17.8,403.9,127.9,21
13115000130,13,115,000130,2414.2,432.4,30.6,2363.8,415.6,73,2321.6,380.6,115.2,2293.6,391.6,98.3
13115000135,13,115,000135,1507.8,434.2,26.9,1460.2,432.9,55.6,1454,394.6,64.5,1425,410.8,58.9
13115000140,13,115,000140,1008.2,856.5,36.2,1040.1,802,52.5,1038.6,722.1,76.4,1017.8,736.3,72.2
13117000001,13,117,000001,6477.2,4855,146.7,6583,4553,234.5,6645.2,4153.6,409.2,6592.4,4175.6,365.6
13117000002,13,117,000002,3535.6,3426.9,112.3,3558.7,3275.8,167.5,3614.6,3002.7,292.7,3583.1,3026,256.4
13117000003,13,117,000003,6506.3,1976.7,156.6,6443.7,1838.8,275.7,6407.8,1654.8,392.1,6342.4,1685.2,396.3
13117000004,13,117,000004,4041.3,864.9,93.4,4034.5,813.3,136.2,3998.5,713.1,205.3,3978.1,720.9,194.6
13117000005,13,117,000005,2586.6,938.6,66.1,2578.3,878.5,105.3,2568.2,808.8,141.7,2549.1,812.4,138.1
13117000006,13,117,000006,4311.1,1201.8,99.4,4261,1130.1,180.4,4222.7,1025.2,242.1,4212.3,1021.7,230.6
13117000007,13,117,000007,1994.2,878.7,52.7,1970.4,820,101.1,1954.1,748.4,141.2,1954,758.8,120.3
13117000008,13,117,000008,3987,1677.4,110.1,4045.3,1522.6,151.6,4023.8,1370.2,252.2,4011.8,1370.3,245.2
13117000010,13,117,000010,10891.5,5261.2,247.2,11001.4,4839.2,453.7,11020,4374.6,683.9,10949.9,4440.8,616.9
13117000015,13,117,000015,5144.7,1651.8,98.8,5111.9,1542.8,193.3,5088.9,1361.2,300.4,5076,1375.9,275.9
13117000016,13,117,000016,6988,2820.4,168.1,6982.3,2594.9,309.7,6929.7,2384.2,434.3,6880.8,2402.1,419.6
13117000019,13,117,000019,3640.1,2805.8,70.3,3737.1,2593.6,131.3,3761.3,2337.2,239.7,3724.6,2349.4,224.7
13117000021,13,117,000021,6571.8,4085.7,151,6746.8,3746.7,235.3,6780.5,3392.9,400.3,6709.4,3440,370.2
13117000025,13,117,000025,4086.5,2859.8,79.4,4164.7,2672.3,133.4,4184.5,2419.5,236.2,4139.8,2440.8,214.5
13117000027,13,117,000027,6706.8,2019.6,155.6,6720.3,1853.8,270.3,6675.3,1653.1,393,6635.6,1713.1,346
13117000029,13,117,000029,7660.7,4884.4,172.3,7720.3,4558.7,306.8,7717.7,4182.9,508.9,7638.4,4236.6,469.3
13119000001,13,119,000001,1542.6,189.2,13,1536.4,179.3,18,1493.5,166.8,43.1,1488.7,165.7,33.5
13119000002,13,119,000002,1059.9,128.9,11.1,1049.8,118.8,24.2,1027.6,127.8,29.2,1038.6,114.8,30.2
13119000003,13,119,000003,1715.9,318,13.7,1697.3,288.7,28.4,1669.8,280.8,51.9,1657.1,270.1,48
13119000004,13,119,000004,1199,382,15,1211,336,34,1198,331,46,1192,334,33
13119000005,13,119,000005,805,110,10,780,112,18,781,95,18,767,99,22
13119000006,13,119,000006,1139.2,283,19.1,1129.1,260,32.2,1112.9,250.9,43.2,1107.9,251.9,38.2
13119000007,13,119,000007,1591.5,179.3,21.2,1573.5,168.1,32.1,1540.9,164.2,41.2,1541.1,157.2,40.6
1312100001A,13,121,00001A,247,2579,25,271,2524,55,292,2384,134,292,2409,96
1312100001B,13,121,00001B,301,2984,42,329,2903,73,348,2735,174,356,2745,137
1312100001C,13,121,00001C,49,717,13,43,699,26,43,679,36,43,685,31
1312100001D,13,121,00001D,34,435,3,40,422,6,36,404,19,44,404,9
1312100001E,13,121,00001E,287,2435,37,317,2369,44,358,2214,128,347,2243,99
1312100001F,13,121,00001F,34.1,482,6,23,479,18,20,468,23,24,466,18
