GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREOMCM,G16PREGSTE,G16PREIHED,G16PRECCAS,G16PREIKAH,G16USSRBOO,G16USSDELD,G16USSLGIL,G16USSOWRI
05015000016,05,015,000016,152.4,42.3,3.6,2.6,2.6,0,0.4,1,145.7,46.1,7,0.4
05015000017,05,015,000017,260.2,47,6.4,2.2,0.2,1.1,2.1,0.1,253.3,43.2,10.5,0
05015000018,05,015,000018,137.5,29.8,3.8,2.1,1.2,1.5,0.8,0.2,138.7,29.4,4.2,0.2
05015000019,05,015,000019,82.5,19.7,1,2,0,0,0.1,0.1,79.7,22.5,2.2,0
05015000020,05,015,000020,760.4,500.9,21.7,5.4,29.8,3.6,1.8,0,783.9,473.8,49.7,0.9
05015000021,05,015,000021,267,102.9,6.4,2,6.2,1.1,0,1,259,105.8,16.5,0
05015000022,05,015,000022,65.7,20.1,0.4,2,0.3,0,0,0.1,64.2,20.5,1.6,0
05015000023,05,015,000023,298,64.4,8.1,4.5,2.7,3.2,1.8,0.5,300.7,63.4,9.2,0.5
05015000024,05,015,000024,186.8,23.9,5,1,1,1,0,2,175.9,28.8,6,0
05015000025,05,015,000025,151.7,51.1,3,4,2,1.1,0.3,0.1,145,52.6,11.4,0
05015000026,05,015,000026,96.6,25,3.8,2.1,1.9,0,0,1,97.4,28.8,4.9,0
05015000027,05,015,000027,100.5,89.1,5.5,0.7,5.7,0.6,0.5,0.8,100,89.1,9.9,0.1
05015000028,05,015,000028,51.4,10.6,0,0,0,0.8,1.6,0.8,53.8,7.3,2.5,0
05015000029,05,015,000029,378.6,71.9,8.8,0.1,2,1.9,1,1,374.4,71.1,11.8,0
05015000030,05,015,000030,134.2,16.2,1,0,2,1,1,0,125.1,23.2,2,0
05015000031,05,015,000031,54.1,47.8,2.9,0.4,3,0.3,0.3,0.4,53.8,47.8,5.3,0.1
05017000101,05,017,000101,40.2,127.6,0.7,1.9,1.1,1,0.3,0,50.4,119.1,3,0
05017000102,05,017,000102,60.8,254.6,1,3.6,2.1,2.1,0.5,0,82.1,236.4,5.7,0
05017000103,05,017,000103,201.5,165.1,8.1,3,2,1,0,7,212.3,170.3,7.1,2
05017000104,05,017,000104,861.5,325.5,15.2,8.5,3.9,3,1.2,3,846.2,354,20.3,1
05017000201,05,017,000201,31,106,0,2,1,0,0,0,36,106,3,0
05017000202,05,017,000202,25,169,1,0,1,2,0,0,31,158,10,1
05017000203,05,017,000203,3,184,0,1,0,0,0,1,14,175,4,0
05017000204,05,017,000204,4.6,177.2,1,0,0,0,0,1,11.5,169.3,5.9,0
05017000205,05,017,000205,271.5,130.9,2,1,1,3.9,1,1,272.6,132.8,5.9,0
05017000301,05,017,000301,22.9,240.8,0,3,2,0,0,0,49.4,212.1,10,0
05017000302,05,017,000302,49.5,220.6,2.1,3,0,0.1,1,0,73.7,203.5,5.1,0
05017000303,05,017,000303,67.1,200.4,3.4,0,0.8,2.5,0,0,74.7,197.9,3.4,0
05017000304,05,017,000304,77.9,48.6,0.5,0,0.1,0.4,0,0,70.4,53.9,2.6,0
05019000AW1,05,019,000AW1,145,154,12,27,2,2,0,0,155,166,15,0
05019000AW2,05,019,000AW2,294.2,414.8,22.9,15,6,3,5,2,270.2,442.8,27.9,0
05019000AW3,05,019,000AW3,221.1,354,14,22,5,0,1,1,221.1,364,25,2
05019000AW4,05,019,000AW4,201,567,15,11,11,4,9,1,206,567,20,0
05019000AW5,05,019,000AW5,483.7,446,25.5,20,14.9,2.1,4,4,464.5,497.2,21.2,1
05019000GW1,05,019,000GW1,39.6,36.5,1.6,0.8,0.4,0.8,0.9,0,34.7,38.3,3.5,0
05019000GW2,05,019,000GW2,162.3,150,6.7,3.1,1.6,3.1,3.6,0,142.2,157.2,14.4,0
05019000GW3,05,019,000GW3,64.9,58.4,2.6,1.2,0.6,1.2,1.4,0,56.8,61.5,5.6,0
05019000GW4,05,019,000GW4,31.2,28.8,1.3,0.6,0.3,0.6,0.7,0,27.3,30.2,2.8,0
05019000GW5,05,019,000GW5,19.3,16.9,0.8,0.3,0.2,0.3,0.4,0,16.9,18,1.6,0
0501900AMC1,05,019,00AMC1,132.5,21,5,4,4,0,1,0,109.6,41.9,8.9,0
0501900CEN1,05,019,00CEN1,358,164.5,13,8,3,3,2,1,311.9,203.7,20,0
0501900CRT1,05,019,00CRT1,186.8,95.3,4.8,1,1,1,0,1,154.1,119.4,8.7,0
0501900CVW1,05,019,00CVW1,61,47.2,2.7,0.9,0.9,0,0,0,47.7,59.2,1.8,0
0501900CVW2,05,019,00CVW2,39.2,26.5,1.6,0.6,0.5,0.1,0,0,32.4,33.2,1.1,0
0501900CVW3,05,019,00CVW3,35.9,27.6,1.6,0.5,0.5,0,0,0,28.1,34.6,1,0
0501900ECO1,05,019,00ECO1,233.4,260.1,10.9,4,1,1,4,1,213.6,272.9,12.9,0
0501900GDG1,05,019,00GDG1,205.5,57.2,1,1.9,1,0,1.9,3.9,169.7,90.2,4.8,0
0501900GMS1,05,019,00GMS1,41,21.4,1.3,0.8,0,0.2,0.2,0,31.3,30.5,0.8,0
0501900GSO1,05,019,00GSO1,153.8,80.8,4.8,3.2,0,0.8,0.8,0,117.5,114.8,3.2,0
0501900HWD1,05,019,00HWD1,216.4,140.1,8.6,2.6,4.6,2,0.7,0.7,196.7,156.6,9.2,0
0501900NCO1,05,019,00NCO1,340.7,76.3,13.5,2.9,3.9,4.8,3.9,2.9,287.6,122.6,7.8,0
0501900NEC1,05,019,00NEC1,416.8,224.7,16.4,6.9,3.2,1.8,1,1,373.7,277.1,10.7,0.9
0501900OKC1,05,019,00OKC1,31.4,20.3,1.2,0.4,0.7,0.3,0.1,0.1,28.5,22.7,1.3,0
0501900SCO1,05,019,00SCO1,146.7,54,2.5,0.8,0,0.8,0,0.8,124.4,74.6,3.4,0
0501900WCO1,05,019,00WCO1,83.9,52.4,3.1,1,1.7,0.7,0.3,0.3,75.8,59.2,3.5,0
0501900WHS1,05,019,00WHS1,26.1,9.4,0.4,0.1,0,0.1,0,0.1,22.2,13.2,0.6,0
05021000001,05,021,000001,734,240,16,3,7,6,2,4,627,296,48,1
05021000002,05,021,000002,402,141,9,2,8,1,2,4,336,181,29,0
05021000003,05,021,000003,283.1,102,6.9,1,3,1,2,0,245.5,135.6,15.8,0
05021000004,05,021,000004,283,127,15,3,4,3,3,1,256,153,19,0
05021000005,05,021,000005,133.5,27.1,0,0,1,1,0,1,115.4,36.2,8,0
05021000006,05,021,000006,177,32,4,2,0,2,1,0,152,59,7,0
05021000007,05,021,000007,72,17,2,1,1,1,0,0,63,25,4,0
05021000008,05,021,000008,48,15,3,0,1,0,0,0,41,23,4,0
05021000009,05,021,000009,164,38,2,1,1,1,1,1,137,55,10,0
05021000010,05,021,000010,104,24,2,0,0,0,1,0,85,33,9,0
05021000011,05,021,000011,182,46,6,2,1,0,0,1,151,72,8,0
05021000012,05,021,000012,83.1,29.7,3,0,1,0,2,1,78.1,38.6,2,0
05021000013,05,021,000013,67,26,2,0,0,2,0,0,60,32,4,0
05021000014,05,021,000014,38,16,1,1,0,1,0,0,32,20,5,0
05021000015,05,021,000015,32,17,1,0,0,0,0,0,28,19,3,0
05021000016,05,021,000016,540.5,154.9,20,3,5,3,4,2,475.6,192.8,34,0
05021000017,05,021,000017,434,145,7,1,2,5,1,4,400,154,25,0
05023000002,05,023,000002,86.5,17.9,0.9,1.9,0,1.9,0.9,0,71.4,31,2.8,0
05023000003,05,023,000003,192.5,33.1,1.1,5.1,2,0.1,0.1,1,162.6,59,9.2,0
05023000004,05,023,000004,168.5,33.5,2.5,0.2,0.1,1,0.2,0,132.5,57.2,10.8,0
05023000005,05,023,000005,182.5,28.5,4.4,1.8,0.9,0,1.8,0,158.5,50.8,6.2,0
05023000006,05,023,000006,157,12,2,1,0,0,1,0,147,17,3,0
05023000007,05,023,000007,285.5,54.4,1,0,0,1,2,2,243,76.2,10.9,0
05023000008,05,023,000008,395.5,79.6,8,7,0,2,2,0,338,129.8,14.1,0
05023000009,05,023,000009,318.8,59.5,5.4,6.8,1,2,1.1,2.9,266.9,97.7,16.8,0.1
05023000010,05,023,000010,88.3,19.9,4,1,0,1,0,0,76.4,31.8,3,0
05023000011,05,023,000011,224.6,61,6.8,1.9,2.9,1,1,1.9,202.3,73.6,16.4,0
05023000012,05,023,000012,298.2,91.7,4,3,3,2,0,0,258.3,115.7,14,0
05023000013,05,023,000013,250.3,37.3,2,0,1,2,0,1,204.4,69.2,9,0
05023000014,05,023,000014,345,46,14,2,3,4,2,1,291,93,15,1
05023000015,05,023,000015,526.5,147.2,19,12,6,1,4,5,458.4,190.2,46,0
05023000016,05,023,000016,495,146,19,7,2,4,2,3,453,174,35,0
05023000017,05,023,000017,653.2,200,21,10,4,3,4,1,589.1,262,33,0
05023000018,05,023,000018,586.2,198.4,28.3,11.2,9.1,3.1,3,1,551.8,222.4,40.8,0
05023000019,05,023,000019,1117,201.3,23.7,11.9,8.7,4.9,1.1,1.1,1013,268.1,61.7,0
05023000020,05,023,000020,154,29,3,2,2,0,0,2,141,43,8,0
05023000021,05,023,000021,158.7,52.4,0,0.9,0.9,0,0,0.9,141,59.6,7.4,0
05023000022,05,023,000022,306,34,9,0,2,1,0,2,258,68,19,0
05023000023,05,023,000023,284,37,4,3,2,0,6,3,259,56,15,0
05023000024,05,023,000024,392.1,86.7,14.1,0.9,0,1.9,3.8,0.9,349.7,125.4,10.4,1.9
05023000025,05,023,000025,223,38,6,4,3,0,0,1,203,54,11,1
05023000026,05,023,000026,95,14,2,1,1,1,0,0,80,29,4,0
05023000027,05,023,000027,442.6,70.8,3.6,4.3,3.2,2.1,1.1,1,363.5,123.4,28.4,0
05023000028,05,023,000028,23.5,3.5,0.2,0.1,0.1,0,0,0,21.7,3.4,1.6,0
05023000029,05,023,000029,61.7,12.7,0,0,0,0,2,0,50.9,22.5,2.9,0
05023000030,05,023,000030,168.2,41.4,2,1,1,1,1,1,152.8,49.7,8.1,1
05023000031,05,023,000031,160.5,36.9,1,2,0,1,1,1,145.5,51.8,5,1
05023000032,05,023,000032,222,52.7,6,3.5,2.6,0,0.9,0,209.1,67.4,8.6,0
05023000033,05,023,000033,169.5,45.9,1,4,0,0,0,1,169.5,44.9,5,0
05023000034,05,023,000034,138,43.3,6,2.5,1.4,2,0.1,0,124.9,56.6,6.4,0
05023000035,05,023,000035,76.7,31.5,3.7,0,0,0,0,0,83.9,25.1,1,0
05025000003,05,025,000003,113,70,2,3,0,2,1,2,96,91,5,0
05025000004,05,025,000004,192,32,3,1,0,2,0,0,166,56,5,0
05025000005,05,025,000005,104,19,3,1,0,2,2,0,90,32,6,0
05025000006,05,025,000006,170.3,23.5,5.4,2.6,1,2.2,1,0,140.8,49.4,9.7,0
05025000007,05,025,000007,76.3,25.4,1.5,5.4,0,0.8,0,0,70.9,28.5,2.3,0
05025000008,05,025,000008,249,39,8,3,0,3,1,0,205,83,11,0
05025000009,05,025,000009,102,39,2,2,0,2,0,0,95,49,1,0
05025000010,05,025,000010,173.3,68.6,4.9,8.8,2,2.9,1,0,180.2,72.5,5.9,0
05025000011,05,025,000011,128,20,2,1,0,1,1,0,115,33,3,0
05025000012,05,025,000012,16,1.9,0.9,0,0,0.9,0,0,14.1,3.8,1.9,0
05025000014,05,025,000014,159.4,24.3,3,0,0,1,2,0,143.3,41.3,3,0
05025000015,05,025,000015,59,11,1,0,0,1,0,0,50,17,4,0
05025000016,05,025,000016,317,72,3,3,1,4,1,0,268,120,11,0
0502500001A,05,025,00001A,193.4,156.5,11.6,14.3,2.7,1.8,0,3.6,187.8,176.3,15.2,1.8
0502500001B,05,025,00001B,120.2,43.2,2.4,1.7,0.3,0.2,0,0.4,103.9,57.4,2.8,0.2
0502500002A,05,025,00002A,124.4,53.7,2.4,3.4,1,3.3,1,0,101.5,72.4,9,0
0502500002B,05,025,00002B,159.6,22.3,2.6,2.6,0,1.7,0,0,131.5,49.6,6,0
05027000001,05,027,000001,1239.3,350.6,16.3,13.1,1.9,2.4,9.2,2.7,1215.6,308.7,44,2.1
05027000002,05,027,000002,656.2,430.9,10.2,5,3.2,2,6.1,3,656.3,373.3,24.6,0
05027000003,05,027,000003,451.1,381.6,15.9,3,4,1,3,1,459.1,322,29.8,0
05027000004,05,027,000004,105.4,584.9,9,2.1,3,1,1.1,1,140.9,479.4,16.2,0
05027000005,05,027,000005,610.6,190.7,25.7,8.9,6.2,2.7,9.8,5.3,609.6,199.4,40,0.9
05027000006,05,027,000006,740,329,21,9,9,6,7,2,747,308,33,1
05027000007,05,027,000007,231.2,134.4,1,1.9,1.9,0.9,1,0.9,233,119.3,6.7,0
05027000008,05,027,000008,71,67.2,1,1.1,1.1,0,0,0,77.1,56.6,5.2,0
05027000009,05,027,000009,269,100.8,4.4,0.3,2,0.2,4,1.3,259.6,93.5,10.4,0
05027000010,05,027,000010,104.5,327.5,1,2,2,2,0,2,112.4,268.4,14.1,0
05027000011,05,027,000011,519.3,120.1,7,1,1,0,3,1,475.3,125.1,22,0
05027000012,05,027,000012,51.9,34,2,2,2,0,1,0,50.9,33,4,1
05027000013,05,027,000013,268.7,73.2,1.9,0,2.8,0,0.9,0,264.9,59.9,7.6,0
05027000014,05,027,000014,178.2,20.3,1,1,0,0,0,0,178.2,16.5,1.9,0
05029000001,05,029,000001,105.1,27.4,0,2,0,0,2,0,94,38.5,2.1,0
05029000002,05,029,000002,181.1,49.2,5.9,5.9,0,3.9,2,0,160.4,70.9,10.8,0
05029000003,05,029,000003,173.1,92.6,12.9,1.2,1.2,6.6,0.9,1.1,173.1,103.2,4.3,1
05029000004,05,029,000004,174.5,85.8,3.9,5.9,2,1,0,1,161.7,108.4,2,0
05029000005,05,029,000005,147.8,28.7,3.5,1.7,0.9,0,0,0.9,136.5,38.2,7,0
05029000006,05,029,000006,12.3,136.9,1,0,0,0,0,1,17.2,118.9,5,0
05029000007,05,029,000007,141,149.4,8.4,2.8,1.9,2.8,0,2.8,122.3,164.3,14,0
05029000008,05,029,000008,16,7,1,0,0,0,0,0,14,8,1,0
05029000009,05,029,000009,92,61,3,6,1,1,0,1,97,59,7,0
05029000010,05,029,000010,177.6,73.5,9.3,0.4,1.1,2.1,3.9,1.1,166.1,87.6,8.3,0.1
05029000011,05,029,000011,113.7,40.6,3.9,2.3,0.8,3.1,0.8,0.8,92.8,58.3,7.8,0
05029000012,05,029,000012,210.9,69.6,11.1,3,1,0.3,0,0,193.8,85.1,8.6,0
05029000013,05,029,000013,320,120,8,2,0,6,5,1,282,151,19,0
05029000014,05,029,000014,79.6,23,0.1,1,0,0.1,0,0,69.4,28.3,2.1,0
05029000015,05,029,000015,132.2,119,4.8,4.3,1.2,3.2,2,0.2,121.3,124.7,9.3,1
05029000016,05,029,000016,14,4,0,0,0,0,0,0,10,7,0,0
05029000017,05,029,000017,234.8,254.9,9.4,3.8,4.7,5.7,0,1.9,224.6,244.7,22.5,0.9
05029000018,05,029,000018,418,238.5,14.6,14.7,8.7,5.8,5.8,1.9,380.9,277.6,28.2,1
05029000019,05,029,000019,31.8,7.3,0,0.9,0,0.9,0,0.9,30,7.3,0.9,0.9
05029000020,05,029,000020,221,172,14,0,1,2,0,2,203,181,24,0
05029000021,05,029,000021,219.6,126.6,8.4,0.3,2.1,3.1,2.1,2.1,192.8,152.2,12,0
05029000022,05,029,000022,124.4,34.8,3.1,2.4,0.8,0.8,0,0.8,111.3,44.2,7,0
05029000023,05,029,000023,84.9,41.1,2,0.7,2,0.7,0,0,70.7,55.2,4.7,0
05029000024,05,029,000024,214.5,72.3,4.2,0.1,1,3,1,1,182.5,94,14.5,0
05029000025,05,029,000025,114.6,46.8,1.9,2.9,0,2.9,1.9,0.9,96.4,64,9.6,0
05029000026,05,029,000026,32,14.7,1.1,0,0,0,0,0,27.7,16.2,1.1,0
05029000027,05,029,000027,198.9,75.9,7.9,2.6,1.2,4.5,0.2,0.2,172.2,95.4,12.5,0
05029000028,05,029,000028,77,23.8,0.4,0,0,2.1,0.2,0.1,68.7,31.2,1.3,0
05029000029,05,029,000029,225.5,173.8,14.6,2,3.2,3.1,0.1,0.8,207.1,186.3,17.2,2.3
05029000030,05,029,000030,499.9,244.4,12.3,12.2,5,4,2,1.4,464.4,281.1,23.4,1.6
05029000031,05,029,000031,43.9,32.9,0.5,2.2,2.1,0,0,0.1,42.2,31.4,4.6,1
05031000001,05,031,000001,283,309,24,9,15,3,3,3,305,295,40,0
05031000002,05,031,000002,312,231,17,6,10,0,2,0,323,217,28,0
05031000003,05,031,000003,307.1,216.8,24,2.8,5.5,3.7,3.7,0.9,319.1,204.8,32.3,0
05031000004,05,031,000004,305,261,25,11,11,2,0,1,320,261,29,3
05031000005,05,031,000005,394.6,222.1,22.1,9.3,11.5,6.3,3.3,4.1,407.5,200.1,41.8,1
05031000006,05,031,000006,622.4,185,23.1,18.1,5,2,4,0,656.5,180.8,15.2,4
05031000007,05,031,000007,798,197.2,30,19,2,2,3,0,810.9,185.2,35,1
05031000008,05,031,000008,784.4,203.6,22.1,13.4,0.7,1,3.9,0.2,776.6,196.9,31.3,2.2
05031000009,05,031,000009,519.2,169.8,23.1,18,3,2,2,3,559.3,152.7,20.1,0
05031000010,05,031,000010,434.9,178.9,19.8,12.8,4.9,2,4.9,3,469.5,151.2,27.7,0
05031000011,05,031,000011,473,142.3,14.8,8.6,2.3,0,3.1,0.8,473.8,140,22.6,0.8
05031000012,05,031,000012,448.7,204.1,23.2,13.1,3,3,2,2,465.8,184.1,32.3,0
05031000013,05,031,000013,462,285,32,11,6,1,1,1,482,264,32,1
05031000014,05,031,000014,231.1,270.3,12.7,5.9,16.6,1,2,0,253.7,254.6,18.6,0
05031000015,05,031,000015,438.2,296.5,21.4,13.2,9.4,6,3,1,468.9,269,28.5,1
05031000016,05,031,000016,396.4,214.8,21.6,13.7,4.9,3.9,2,1,427.7,196.2,14.7,1
05031000017,05,031,000017,501.8,249.7,18.7,8.5,4.2,1.2,3.1,3,551.1,221,15.7,0
05031000018,05,031,000018,429.6,276.7,18.9,13.8,8.9,4.9,2,2,476,252.9,27.8,1
05031000019,05,031,000019,134.2,250.5,15.1,1.9,3.8,1.9,1.9,0.9,143.7,220.2,26.5,1.9
05031000020,05,031,000020,426.6,232.2,19.8,4,2,2,1,2,446.5,214.3,16.9,1
05031000021,05,031,000021,486.5,253.9,24.7,9.2,5.2,2.1,4,4,501,250.6,25.7,0.1
05031000022,05,031,000022,355.5,241.9,19.4,6.7,3.9,3.8,1,1.9,347.5,243.4,39.7,1
05031000023,05,031,000023,345,229,22,10,7,6,4,5,370,208,32,1
05031000024,05,031,000024,346,228,20,7,8,4,1,2,367,210,29,1
05031000025,05,031,000025,344.5,259.9,10.2,8.1,7.1,3,1,1,372.7,232.8,17.2,0
05031000026,05,031,000026,171.6,263.1,16.3,8.4,7.5,0.2,1,1,186.6,240.3,27.4,0.1
05031000027,05,031,000027,313.9,219,20.5,7.5,7.5,2.8,0,0,330.7,204.9,23.4,0.9
05031000028,05,031,000028,469,210,18,13,5,3,5,2,469,222,24,1
05031000029,05,031,000029,581.4,245.7,30.6,14.3,10.5,1.9,6.7,1.9,590.9,263.7,32.5,0.9
05031000030,05,031,000030,930,260.9,27.3,13.4,4.4,3.2,0,2,927.8,243.2,32.3,1
05031000031,05,031,000031,487.9,93.1,9.6,7.6,6.5,2.8,0,0,473.1,92.8,22.6,0
05031000032,05,031,000032,71,236,19,5,7,1,3,1,102,207,22,1
05031000033,05,031,000033,274.4,261.4,20.9,6,6,4,2,2,300.2,233.6,25.8,0
05031000034,05,031,000034,174,283,7,3,3,4,2,3,188,264,20,1
05031000035,05,031,000035,241,210,12,4,5,3,3,4,238,199,26,1
05031000036,05,031,000036,550.8,201.1,13,9,9,0,3,1,539.8,209.1,30,1
05031000037,05,031,000037,691.4,147.2,31.9,12.2,5.2,6.1,1.1,4.1,682.7,160.8,37.5,2
05031000038,05,031,000038,494.6,147.8,24.1,5.8,4.8,3.9,2.9,2.9,474.3,165.2,41.5,1
05031000039,05,031,000039,471,153,23,7,6,3,1,4,456,170,32,0
05031000040,05,031,000040,553,124,17,4,5,4,3,2,540,135,22,1
05031000041,05,031,000041,534.6,116.9,23,3,5,0,3,1,489.8,147.7,27,3
05031000042,05,031,000042,449.6,102.7,20.9,7,4,3,7,2,444.6,114.6,20.9,0
05031000043,05,031,000043,731.5,182.5,18.1,6.7,3.1,1.7,3.4,1.1,715.3,187.5,28.5,3
05031000044,05,031,000044,382,145,14.1,3.3,5,3.3,1.7,5,352.5,163.9,34.6,0
05031000045,05,031,000045,494,199.3,25,10.9,5.6,2.2,4.4,3.1,480.3,221.3,30.6,0.1
05031000046,05,031,000046,613.5,185.1,34,14,8,5,8,0,609.4,207.1,38,2
05031000047,05,031,000047,712.6,134.9,19,5,1,1,3,1,681.6,152.9,35,0
05031000048,05,031,000048,562.1,204.5,24,4,9,3,4,1,551.2,203.5,38.9,0
05031000049,05,031,000049,162.5,44,2.9,1.8,0.9,1.9,0,0.1,140,53,9.3,0
05031000050,05,031,000050,428.7,143.4,13.3,3.1,2.2,2,1.1,3,418.4,140.7,29.3,0
05031000051,05,031,000051,490.3,133,11.8,3.9,3,4.9,0,3.9,467.6,147.8,27.5,0
05031000052,05,031,000052,93.3,40.2,2,1,1,0,1,0,99.2,36.3,2.1,0
05031000053,05,031,000053,182.6,42.3,8,2.1,3,0.2,1.9,0,174.2,47.9,11.8,0
05033000001,05,033,000001,438.4,162.9,28.4,7.2,4.1,5.2,5,2,422.4,175.8,36.6,0
05033000002,05,033,000002,163.3,44.3,4.9,5.9,1,3,4.9,0,159.4,51.2,12.8,0
05033000003,05,033,000003,894.7,222.7,32.1,19.1,8,5,5.1,3,907.6,240.8,32.2,0
05033000004,05,033,000004,507,111,20,10,6,2,0,2,490,142,22,1
05033000005,05,033,000005,24,2,0,0,1,0,0,0,20,5,1,0
05033000006,05,033,000006,156.5,40.4,4.9,3.1,0.3,2.1,1.2,0.1,154.6,46.4,4.1,1
05033000007,05,033,000007,645.2,107.2,23.4,15.2,1.1,6.2,7,5.1,606,163.2,27.9,0
05033000008,05,033,000008,146,50,2,3,1,1,1,1,120,62,16,0
05033000009,05,033,000009,82,20,1,0,0,0,0,0,70,26,5,1
05033000010,05,033,000010,637,129,21,6,3,5,3,1,595,163,29,0
05033000011,05,033,000011,419,126.7,20.6,5.4,3.6,3.6,0.9,1.8,395,137.4,35.8,0.9
05033000012,05,033,000012,484.6,150,12,9,5,2,2,2,464.6,144.1,34,0
05033000013,05,033,000013,205,55,10,3,1,1,1,0,210,59,3,0
05033000014,05,033,000014,169,33,0,2,0,1,0,1,161,39,8,0
05033000015,05,033,000015,847.8,159.8,15.6,7.8,2.9,5.8,1,3.9,803,196.8,34.1,0
05033000016,05,033,000016,506.6,85,10.8,4.5,2.7,4.4,0.9,0,476.6,111.7,16.9,0.1
05033000017,05,033,000017,326.4,71,12.4,1,2.9,1,2.9,1,304.4,79.7,25.9,0
05033000018,05,033,000018,219,24,5,1,3,0,0,1,200,34,13,0
05033000019,05,033,000019,96.9,22.8,4,0,1,2,0,0,96.5,21,5.2,0
05033000020,05,033,000020,565.1,175.6,19.6,5.9,7.8,5.9,1,2,515,207,49,1
05033000021,05,033,000021,88.3,24.8,2,1,2,0,0,0,88.3,27.8,2,0
05033000022,05,033,000022,50,8.8,1,0,0,2,0,0,44.7,10.1,3.1,0
05033000023,05,033,000023,345.9,97.5,14.2,4.2,0.4,3,6,4.4,315.3,123,25.4,0
05033000024,05,033,000024,398,86,11,2,0,2,0,1,368,111,15,0
05033000025,05,033,000025,82.9,27.4,2,0,0,1,1,0,65.8,34.4,7.1,0
05033000026,05,033,000026,452,87,15,6,6,3,1,2,434,111,20,0
05033000027,05,033,000027,300,62,10,3,5,3,4,2,260,93,21,6
05033000028,05,033,000028,37.8,6.2,0.2,0,0.1,1,0.2,0.1,34.8,7.5,1.3,1
05033000029,05,033,000029,397.3,135.7,17.8,5.9,6.9,1,1,4,400.2,142.7,19.8,1
05033000030,05,033,000030,632,185,24,14,4,1,4,2,637,188,36,0
05033000031,05,033,000031,1323,336,40,19,13,14,3,2,1260,362,81,2
05033000032,05,033,000032,220,115,19,6,11,3,3,2,215,128,24,1
05033000033,05,033,000033,811.2,307.9,38.6,12.1,13.3,7,5.2,4,800.8,302,55.5,1
05033000034,05,033,000034,440,190,19,11,9,5,0,6,431,197,32,1
05033000035,05,033,000035,332,131,13,3,13,0,2,1,323,143,19,3
05033000036,05,033,000036,355.9,104,8.1,4,5,2,0,2,345,106.1,18,0
05033000037,05,033,000037,460,145,29,13,0,2,2,3,471,136,35,1
05033000038,05,033,000038,604.7,202.8,16.1,7,11,4,2,6,586.6,218.8,21.1,1
05033000039,05,033,000039,478,155,19,12,7,3,4,0,465,164,32,0
05033000040,05,033,000040,762.4,176.2,25.9,10.9,9.9,3,2,2,762.4,193.1,23.9,0
05033000041,05,033,000041,156.4,30,3,0,0,0,0,3,150.4,33.9,6,0
05033000042,05,033,000042,337.1,67.2,4,4,1,2,3,2,302.5,83,19.8,0
05033000043,05,033,000043,22.9,2.9,0,0,0,0,0,0,18.1,6.7,0,0
05035000011,05,035,000011,179.5,72.8,5.7,1.5,1,0.2,0.7,1.2,171.9,67.1,12.1,0.2
05035000012,05,035,000012,545.5,221.2,17.3,4.5,3,0.8,2.3,3.8,522.1,203.9,36.9,0.8
05035000013,05,035,000013,302.1,237,8.7,2.1,2.7,0.8,1.7,1.3,287.5,215.8,18.9,0.6
05035000014,05,035,000014,27.2,21.6,0.8,0.2,0.2,0.1,0.1,0.1,25.9,19.7,1.7,0.1
05035000021,05,035,000021,81.1,705.7,7.9,4.8,7.1,3.2,9.5,2.4,98.4,605.3,26.9,0.8
05035000022,05,035,000022,21.3,186,2.1,1.2,1.9,0.8,2.5,0.6,25.9,159.5,7.1,0.2
05035000023,05,035,000023,9.1,445.5,6,2,5,0,0,2,14.1,376.4,12,1
05035000031,05,035,000031,73.8,58.6,2.1,0.5,0.7,0.2,0.4,0.3,70.2,53.4,4.7,0.1
05035000032,05,035,000032,262.2,180.7,9.3,6.2,4.1,1.1,2,2,243.8,162.8,26.8,1
05035000033,05,035,000033,298.4,237.1,8.7,2.1,2.7,0.8,1.7,1.2,283.7,215.7,18.9,0.6
05035000041,05,035,000041,38.1,498.1,3.5,3,4,0.5,2.5,2,43.1,425.8,11.4,1.5
05035000042,05,035,000042,38.5,503.5,3.5,3,4,0.5,2.5,2,43.5,430.5,11.5,1.5
05035000051,05,035,000051,4,400,4,2,2,0,2,1,13,346,10,1
05035000052,05,035,000052,64.8,438.3,2.7,2.1,4,3.8,3,2,77.9,371.5,11.9,3.8
05035000054,05,035,000054,39.2,12.5,0.9,0.4,0.9,0,0,0,33.6,9.9,3.9,0.4
05035000055,05,035,000055,50.2,16,1.1,0.6,1.1,0,0,0,43.1,12.7,5,0.6
05035000056,05,035,000056,98.7,136.2,0,1,2,1,2,0,92.7,124.3,6.9,0
05035000057,05,035,000057,27.8,59,0,2.8,0,0.9,0,1,24.1,47.4,5.9,0
05035000058,05,035,000058,42,194,1.2,0.2,0,0.1,0,3,44.5,161.2,6.5,1
05035000059,05,035,000059,21.6,88.3,1.1,0.3,0.4,0.4,0.7,0.4,21.4,78.4,3,0.1
05035000060,05,035,000060,38.2,115.3,1,0.5,0.7,0.7,1,0.7,37.2,100.9,4.8,0.2
05035000061,05,035,000061,16.9,50.9,0.4,0.2,0.3,0.3,0.4,0.3,16.4,44.5,2.1,0.1
05035000062,05,035,000062,4.4,181,4.4,0,0,0,0.9,0,7,166.9,2.6,0
