GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRHUT,G18GOVDHEN,G18GOVLWES,G18LTGRGRI,G18LTGDBLA,G18LTGLGIL,G18ATGRRUT,G18ATGDLEE,G18ATGLHIC,G18SOSRTHU,G18SOSDINM,G18SOSLOLS,G18TRERMIL,G18TRELEWA,G18AUDRLEA,G18AUDLDIN,G18LNDRLAN,G18LNDDWIL,G18LNDLCAM
05107001010,05,107,001010,422.93,517.82,24.14,370.62,572.2,21.08,370.7,578.17,20.05,342.44,590.4,28.18,461.46,438.59,488.59,411.46,340.45,596.25,24.19
05107001040,05,107,001040,202.71,683.66,20.75,142.3,743,23.81,144.2,744.99,16.86,121.64,760.69,24.67,254.09,551.19,271.79,529.5,114.61,756.84,29.7
05107001150,05,107,001150,58.35,93.72,4.42,49.66,100.2,4.72,47.89,104.03,3.09,46.42,103.88,4.72,66.75,71.17,66.6,70.14,43.03,106.09,4.86
05107001160,05,107,001160,54.02,29.3,1.59,52.22,31.69,0.8,51.63,31.69,1.2,51.63,32.09,0.8,60.2,21.13,60.2,21.93,50.23,33.09,1.4
05107001161,05,107,001161,118.35,64.2,3.49,114.42,69.44,1.75,113.11,69.44,2.62,113.11,70.31,1.75,131.89,46.29,131.89,48.04,110.06,72.5,3.06
05107001162,05,107,001162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05107001163,05,107,001163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05107001164,05,107,001164,23.96,13.22,0.72,23.14,14.31,0.37,22.88,14.31,0.54,22.85,14.5,0.37,26.7,9.58,26.72,9.91,22.24,14.94,0.63
05107001165,05,107,001165,73.34,48.48,2.54,69.92,52.37,1.61,69,52.85,1.89,68.68,53.37,1.64,81.87,35.73,82,36.42,66.62,54.84,2.35
05107001166,05,107,001166,11.11,7.84,0.41,10.55,8.45,0.28,10.39,8.56,0.3,10.35,8.62,0.28,12.43,5.76,12.43,5.87,10,8.86,0.38
05107001170,05,107,001170,37.56,60.32,2.85,31.96,64.5,3.04,30.82,66.96,1.99,29.88,66.87,3.04,42.97,45.81,42.87,45.15,27.69,68.29,3.13
05107001171,05,107,001171,44.35,71.23,3.36,37.74,76.16,3.58,36.4,79.07,2.35,35.28,78.96,3.58,50.73,54.09,50.62,53.31,32.7,80.64,3.7
05107001173,05,107,001173,25.96,41.69,1.97,22.09,44.57,2.1,21.3,46.27,1.38,20.65,46.21,2.1,29.69,31.66,29.63,31.2,19.14,47.19,2.16
05107001180,05,107,001180,94.58,92.83,3.5,88.45,96.33,7.01,85.82,102.46,1.75,85.82,104.22,1.75,104.22,71.81,105.97,70.94,86.7,102.46,2.63
05107001181,05,107,001181,13.42,13.17,0.5,12.55,13.67,0.99,12.18,14.54,0.25,12.18,14.78,0.25,14.78,10.19,15.03,10.06,12.3,14.54,0.37
05107001200,05,107,001200,1.67,1.6,0.03,1.6,1.54,0.15,1.58,1.69,0.01,1.46,1.76,0.04,1.91,1.24,1.88,1.27,1.43,1.74,0.06
05107001201,05,107,001201,29.87,28.55,0.53,28.55,27.49,2.64,28.28,30.13,0.26,26.17,31.45,0.79,34.1,22.2,33.57,22.73,25.64,31.19,1.06
05107001203,05,107,001203,72.13,14.93,1.41,70.44,16.06,1.97,70.72,17.47,0.28,68.75,18.6,0.56,74.67,12.96,75.23,12.12,68.75,17.47,1.41
05107001204,05,107,001204,10.03,9.58,0.18,9.58,9.23,0.89,9.49,10.11,0.09,8.78,10.56,0.27,11.45,7.45,11.27,7.63,8.61,10.47,0.35
05107001205,05,107,001205,183.87,38.07,3.59,179.56,40.94,5.03,180.28,44.53,0.72,175.25,47.4,1.44,190.33,33.04,191.77,30.88,175.25,44.53,3.59
05107001206,05,107,001206,0.63,0.6,0.01,0.6,0.58,0.06,0.59,0.63,0.01,0.55,0.66,0.02,0.72,0.47,0.7,0.48,0.54,0.65,0.02
05107001300,05,107,001300,52.76,51.59,2.34,51,52.76,2.93,49.24,58.62,1.17,49.83,56.28,1.76,60.97,33.42,60.97,33.42,47.48,57.45,2.93
05107001301,05,107,001301,37.24,36.41,1.66,36,37.24,2.07,34.76,41.38,0.83,35.17,39.72,1.24,43.03,23.58,43.03,23.58,33.52,40.55,2.07
05107001400,05,107,001400,45.03,44.14,1.55,43.48,43.48,3.33,40.15,49.24,1.55,39.48,49.69,1.11,47.69,34.6,49.02,31.5,38.15,51.68,1.11
05107001401,05,107,001401,52.39,51.36,1.81,50.58,50.58,3.87,46.71,57.29,1.81,45.94,57.81,1.29,55.49,40.26,57.03,36.65,44.39,60.13,1.29
05107001402,05,107,001402,27.58,27.04,0.95,26.63,26.63,2.04,24.59,30.16,0.95,24.19,30.44,0.68,29.21,21.2,30.03,19.29,23.37,31.66,0.68
05107001403,05,107,001403,16.72,16.39,0.58,16.14,16.14,1.24,14.91,18.28,0.58,14.66,18.45,0.41,17.71,12.85,18.2,11.7,14.17,19.19,0.41
05107001500,05,107,001500,61.36,60.09,2.12,59.24,59.19,4.53,54.71,67.04,2.11,53.8,67.65,1.51,64.98,47.11,66.8,42.89,51.99,70.37,1.51
05107001600,05,107,001600,45.21,12.64,1.46,40.34,15.07,1.94,39.86,16.04,2.43,40.83,15.55,0.97,43.26,11.18,44.72,9.72,39.86,16.53,1.46
05107001700,05,107,001700,22.9,6.4,0.74,20.44,7.63,0.99,20.19,8.13,1.23,20.69,7.88,0.49,21.92,5.66,22.66,4.93,20.19,8.37,0.74
05107001800,05,107,001800,32.7,51.43,2.28,32.77,51.9,3.37,33.67,50.09,1.47,30.86,54.99,1.19,35.33,34.15,36.61,31.87,28.67,55.18,1.28
05107001801,05,107,001801,16.19,4.53,0.52,14.45,5.4,0.7,14.28,5.75,0.87,14.62,5.57,0.35,15.49,4,16.02,3.48,14.28,5.92,0.52
05107001900,05,107,001900,2,6,0,2,6,0,3,5,0,3,5,0,4,3,3,3,1,7,0
05107001999,05,107,001999,70.86,68.06,1.27,67.71,65.58,6.28,67.08,71.86,0.63,62.06,74.99,1.88,80.92,52.98,79.68,54.21,60.8,74.37,2.52
05107002100,05,107,002100,1.95,13.39,0.42,1.19,14.07,0.59,1.1,14.66,0.17,0.93,14.66,0.17,2.8,11.69,3.39,11.1,0.76,14.74,0.42
05107002101,05,107,002101,0.41,2.79,0.09,0.25,2.93,0.12,0.23,3.05,0.04,0.19,3.05,0.04,0.58,2.44,0.71,2.31,0.16,3.07,0.09
05107002102,05,107,002102,6.29,43.24,1.37,3.83,45.43,1.92,3.56,47.35,0.55,3.01,47.35,0.55,9.03,37.77,10.95,35.85,2.46,47.62,1.37
05107002200,05,107,002200,16.6,99.14,3.14,11.03,104.02,4.38,10.35,108.45,1.26,9.06,108.48,1.26,22.84,86.45,27.17,82.08,7.8,109.14,3.12
05107002300,05,107,002300,90.41,68.99,2.21,89.43,67.33,2.72,87.24,71.68,1.1,85.03,72.79,1.1,93.89,54.8,94.34,52.72,83.84,74.5,1.66
05107002400,05,107,002400,32.67,25.98,0.82,32.23,25.43,1.03,31.43,27.05,0.41,30.62,27.44,0.41,33.91,20.72,34.14,19.89,30.22,28.04,0.62
05107002401,05,107,002401,24.58,19.03,0.6,24.28,18.58,0.75,23.68,19.78,0.3,23.08,20.08,0.3,25.48,15.14,25.63,14.54,22.78,20.53,0.45
05107002402,05,107,002402,16.07,12.44,0.39,15.87,12.15,0.49,15.48,12.93,0.2,15.09,13.13,0.2,16.66,9.9,16.76,9.5,14.89,13.42,0.29
05107002500,05,107,002500,33.93,16.57,1.08,35.08,15.49,1.03,34.03,16.54,1.03,33.96,16.6,1.03,36.27,14.34,36.14,14.47,33.8,16.73,1.05
05109000001,05,109,000001,51.02,56.34,2.06,42.03,63.38,3.02,42.9,65.46,1.05,37.92,68.47,2.03,53.06,44.33,57.07,40.35,37.91,70.45,0.06
05109000002,05,109,000002,178.9,17.31,8.66,179.86,17.31,4.81,171.2,22.12,7.69,170.24,25.97,3.85,182.75,17.31,178.9,19.24,167.36,24.05,9.62
05109000003,05,109,000003,292.2,57.5,13.25,293.15,56.59,9.18,292.99,55.74,13.15,276.7,70.02,10.18,297.5,52.43,300.59,47.24,267.57,71.1,18.22
05109000004,05,109,000004,254.98,47.81,5.97,251.99,49.8,4.98,244.02,58.76,4.98,240.04,62.75,2.99,258.96,43.82,259.96,45.81,229.09,71.71,6.97
05109000005,05,109,000005,349,78,13,356,81,6,345,88,7,347,88,8,376,63,381,56,328,99,16
05109000006,05,109,000006,348.21,54.81,8.6,352.25,51.94,4.32,338.8,66.26,6.43,330.59,71.6,4.28,356.68,47.79,371.67,32.66,324.47,79.52,4.47
05109000007,05,109,000007,156.58,16.04,8.01,159.59,9.04,11,158.59,13.04,8,157.56,14.05,8,165.59,13.04,159.57,17.04,150.56,17.05,10.02
05109000008,05,109,000008,358.33,90.31,7.77,352.5,98.08,6.8,337.93,110.7,8.74,337.93,114.59,4.86,381.63,70.89,375.81,75.74,322.4,120.41,15.54
05109000009,05,109,000009,451.89,110.97,16,456.89,107.97,11,434.9,123.97,17,427.9,133.97,12,481.89,85.98,483.89,83.98,385.91,167.96,22.99
05109000010,05,109,000010,138.42,9.96,1.99,140.41,9.96,1,140.41,9.96,1,133.44,12.95,1,140.41,8.96,135.43,9.96,133.44,12.95,4.98
05109000011,05,109,000011,150.57,28.6,2.56,148.6,28.76,3.2,145.04,31.36,2.26,139.68,35.63,3.56,153.91,25.51,152.74,24.45,134.65,38.68,6.36
05111000001,05,111,000001,110.13,21.39,7.9,109.64,24.07,4.86,104.05,30.75,4.25,105.02,28.69,4.98,111.58,25.04,112.56,21.39,99.67,34.03,4.98
05111000002,05,111,000002,80.87,15.71,5.8,80.52,17.67,3.57,76.41,22.58,3.12,77.12,21.07,3.66,81.94,18.39,82.66,15.71,73.2,24.99,3.66
05111000003,05,111,000003,11.36,2.21,0.82,11.31,2.48,0.5,10.74,3.17,0.44,10.84,2.96,0.51,11.51,2.58,11.61,2.21,10.29,3.51,0.51
05111000004,05,111,000004,80.51,15.64,5.78,80.15,17.59,3.55,76.07,22.48,3.11,76.78,20.97,3.64,81.58,18.31,82.29,15.64,72.87,24.88,3.64
05111000005,05,111,000005,507.04,98.48,36.34,504.79,110.77,22.39,479.05,141.55,19.58,483.55,132.01,22.93,513.72,115.27,518.2,98.48,458.92,156.62,22.96
05111000006,05,111,000006,116.71,22.67,8.37,116.19,25.51,5.15,110.26,32.59,4.51,111.3,30.4,5.28,118.25,26.54,119.28,22.67,105.63,36.07,5.28
05111000007,05,111,000007,8.34,0.48,0.48,8.1,0.48,0.48,8.82,0.48,0.24,8.1,0.95,0.24,8.34,0.95,8.82,0.48,7.15,1.67,0.24
05111000008,05,111,000008,26.66,1.52,1.52,25.9,1.52,1.52,28.18,1.52,0.76,25.9,3.05,0.76,26.66,3.05,28.18,1.52,22.85,5.33,0.76
05111000009,05,111,000009,86.39,13.9,0.99,84.4,12.91,3.97,81.42,17.87,1.99,85.39,13.9,1.99,83.41,16.88,84.4,14.89,79.44,15.89,5.96
05111000010,05,111,000010,183,36,13,189,36,8,180,45,7,184,40,6,186,39,191,30,175,41,11
05111000011,05,111,000011,75.59,19.61,2.25,72.6,22.75,2.4,68.71,26.64,1.8,68.56,26.2,2.54,75.74,21.26,76.34,19.46,67.66,27.39,2.4
05111000012,05,111,000012,35.43,9.19,1.05,34.02,10.66,1.12,32.2,12.49,0.84,32.13,12.28,1.19,35.5,9.96,35.78,9.12,31.71,12.84,1.12
05111000013,05,111,000013,26.79,6.95,0.8,25.73,8.06,0.85,24.35,9.44,0.64,24.3,9.29,0.9,26.85,7.53,27.06,6.9,23.98,9.71,0.85
05111000014,05,111,000014,9.42,2.44,0.28,9.04,2.83,0.3,8.56,3.32,0.22,8.54,3.26,0.32,9.43,2.65,9.51,2.42,8.43,3.41,0.3
05111000015,05,111,000015,243.94,63.23,7.3,234.36,73.29,7.72,221.82,85.83,5.83,221.3,84.47,8.17,244.52,68.4,246.41,62.64,218.34,88.32,7.74
05111000016,05,111,000016,118.39,30.71,3.52,113.7,35.63,3.75,107.6,41.73,2.81,107.37,41.02,3.99,118.62,33.29,119.56,30.48,105.96,42.9,3.75
05111000017,05,111,000017,37.75,17.58,1.95,36.78,19.07,1.23,34.7,21.79,0.71,35.48,20.04,1.49,39.37,16.15,38.92,15.83,34.12,21.34,1.62
05111000018,05,111,000018,35.46,16.51,1.83,34.54,17.91,1.16,32.59,20.47,0.67,33.33,18.83,1.4,36.98,15.17,36.55,14.87,32.05,20.04,1.52
05111000019,05,111,000019,64.22,29.9,3.31,62.56,32.44,2.1,59.03,37.07,1.21,60.35,34.09,2.54,66.97,27.47,66.2,26.92,58.04,36.3,2.76
05111000020,05,111,000020,145.9,67.94,7.52,142.14,73.7,4.76,134.12,84.23,2.76,137.13,77.46,5.77,152.17,62.42,150.41,61.17,131.86,82.48,6.27
05111000021,05,111,000021,231.28,105.18,11.85,225.7,113.97,7.53,213.23,130.29,4.32,217.78,119.93,9.06,241.37,96.46,238.74,94.51,209.6,127.85,9.67
05111000022,05,111,000022,76.28,35.49,3.94,74.31,38.51,2.49,70.12,44.01,1.45,71.69,40.48,3.02,79.55,32.62,78.63,31.97,68.95,43.09,3.27
05111000023,05,111,000023,14.79,2.88,2.16,15.15,3.61,0.72,14.79,3.97,1.08,14.42,3.97,1.44,15.51,4.33,14.42,5.41,16.23,3.61,0
05111000024,05,111,000024,18.88,3.68,2.76,19.34,4.61,0.92,18.88,5.07,1.38,18.42,5.07,1.84,19.81,5.53,18.42,6.91,20.73,4.61,0
05111000025,05,111,000025,6.96,1.36,1.02,7.13,1.7,0.34,6.96,1.87,0.51,6.79,1.87,0.68,7.3,2.04,6.79,2.55,7.64,1.7,0
05111000026,05,111,000026,31.42,4.36,0,30.49,4.82,0,29.05,6.25,0.01,27.61,7.21,0.02,30.02,4.34,31.45,2.43,28.54,6.73,0.02
05111000027,05,111,000027,34.23,4.74,0,33.17,5.27,0,31.59,6.85,0,30.01,7.9,0,32.65,4.74,34.23,2.63,31.07,7.37,0
05111000028,05,111,000028,29.4,8.29,0,28.65,9.05,0,29.4,7.54,1.51,26.39,10.55,0,29.4,7.54,28.65,7.54,27.89,10.55,0
05111000029,05,111,000029,9.6,2.71,0,9.35,2.95,0,9.6,2.46,0.49,8.61,3.45,0,9.6,2.46,9.35,2.46,9.11,3.45,0
05111000030,05,111,000030,104.5,18.79,4.58,106.33,18.79,3.21,103.58,22,1.37,103.12,21.54,3.21,110.91,15.12,111.37,14.67,101.29,24.75,1.37
05111000031,05,111,000031,114.71,20.63,5.03,116.72,20.63,3.52,113.7,24.15,1.51,113.2,23.65,3.52,121.75,16.6,122.25,16.1,111.18,27.17,1.51
05111000032,05,111,000032,115.25,25.99,5.08,112.99,27.68,3.95,111.86,31.64,2.82,109.6,31.64,3.39,116.38,24.86,114.69,23.16,102.26,35.59,5.65
05111000033,05,111,000033,88.39,19.93,3.9,86.66,21.23,3.03,85.79,24.26,2.17,84.06,24.26,2.6,89.26,19.06,87.96,17.77,78.43,27.3,4.33
05111000034,05,111,000034,71.33,16.63,1.92,66.85,19.83,2.88,63.97,22.39,3.52,63.01,24.63,1.6,71.33,15.99,72.93,14.71,60.77,25.59,2.56
05111000035,05,111,000035,151.67,35.37,4.08,142.15,42.17,6.12,136.03,47.61,7.48,133.99,52.37,3.4,151.67,34.01,155.07,31.29,129.23,54.41,5.44
05111000036,05,111,000036,101.45,25.3,4.33,99.22,27.53,3.12,94.5,32.37,3.06,93.49,33.84,2.55,104,24.22,103.75,22.69,90.87,35.11,3.44
05111000037,05,111,000037,274.61,68.48,11.73,268.57,74.52,8.45,255.81,87.63,8.28,253.05,91.59,6.9,281.51,65.55,280.82,61.41,245.98,95.04,9.31
05111000038,05,111,000038,261.3,65.16,11.16,255.55,70.9,8.04,243.41,83.38,7.88,240.78,87.15,6.57,267.86,62.37,267.21,58.43,234.05,90.44,8.86
05111000039,05,111,000039,175.59,43.79,7.5,171.73,47.65,5.4,163.57,56.03,5.29,161.8,58.57,4.41,180,41.91,179.56,39.26,157.28,60.77,5.96
05111000040,05,111,000040,144.35,36,6.17,141.18,39.17,4.44,134.47,46.06,4.35,133.02,48.15,3.63,147.98,34.46,147.61,32.28,129.3,49.96,4.9
05111000041,05,111,000041,630.44,157.2,26.96,616.59,171.07,19.41,587.3,201.16,19.02,580.96,210.26,15.86,646.29,150.5,644.68,141.02,564.76,218.17,21.37
05113000001,05,113,000001,423.31,76.04,28.29,431.44,73.92,23.23,415.36,86.03,30.18,410.14,96.04,20.36,438.38,89.13,439.45,88.06,404.24,98.04,27.27
05113000002,05,113,000002,449.06,117.01,36,456.06,122.01,22,451.06,126.01,26,448.06,135.01,20,480.06,117.01,483.06,113.01,446.06,134.01,24
05113000003,05,113,000003,471,130,24,469,131,18,451,147,21,452,142,19,487,126,493,120,437,155,24
05113000004,05,113,000004,500.07,64.85,18.67,507.93,57.97,14.74,502.03,64.85,12.77,489.26,66.82,21.61,504.98,70.74,508.91,66.81,494.18,66.82,17.68
05113000005,05,113,000005,95.79,22.38,6.27,97.58,23.28,4.48,96.69,25.07,3.58,95.79,25.07,4.48,101.16,22.38,101.16,23.28,98.48,24.17,2.69
05113000006,05,113,000006,286.03,38.03,14.89,286.1,42.32,10.61,282.06,44.47,11.52,280.92,46.49,10.66,295.46,37.4,287.8,45.19,284.16,42.39,10.51
05113000007,05,113,000007,190.9,36,13.9,186.1,44.75,8.96,185.99,43.88,9.95,183.97,45.88,10.92,189.17,48.59,196.86,41.85,183.1,43.84,12.85
05113000008,05,113,000008,66,8,1,67,8,1,66,9,0,65,10,1,67,9,66,9,63,9,3
05113000009,05,113,000009,607.56,78.11,26.04,601.57,93.1,17.03,590.55,103.12,20.04,589.54,113.13,12.03,620.58,90.13,627.58,81.13,578.53,115.14,18.04
05113000010,05,113,000010,278,48,15,292,36,10,283,45,8,280,49,9,293,43,302,35,274,51,13
05113000011,05,113,000011,102.97,27.24,3.06,103.01,24.24,5.03,101.97,28.27,2.03,98.98,31.25,2.04,109.99,21.26,111.03,20.23,98.96,30.28,4.04
05113000012,05,113,000012,363.03,88.76,23.94,375.99,88.76,12.97,362.03,101.73,12.97,365.02,92.75,15.96,370.01,98.74,385.97,84.77,358.04,102.72,15.96
05113000013,05,113,000013,295,55,17,301,52,13,294,60,12,294,60,11,307,55,306,56,293,63,10
05113000014,05,113,000014,286,36,7,274,46,8,272,48,7,272,48,9,284,41,284,41,269,47,11
05113000015,05,113,000015,128,18,3,124,20,5,127,20,2,123,21,5,133,14,132,15,128,20,1
05113000016,05,113,000016,223.52,32.93,7.98,230.51,27.94,6.99,230.51,30.93,5.99,226.52,34.93,4.99,234.5,28.94,239.49,24.95,227.52,34.93,2.99
05113000017,05,113,000017,138.27,28.03,3.01,143.28,23.03,4.01,142.28,27.03,2.01,143.27,26.04,2.01,149.28,21.03,146.3,24.02,143.27,28.03,0.01
05115000001,05,115,000001,34.46,11.34,0.91,35.82,10.88,0.45,32.2,13.15,1.36,32.65,12.7,1.81,38.09,9.07,38.55,8.16,33.56,13.15,0.91
05115000002,05,115,000002,130,28,4,129,26,5,136,24,4,128,28,4,136,25,138,24,124,33,7
05115000003,05,115,000003,577.34,118.22,31.45,586.21,124.24,19.51,570.33,144.18,16.33,563.86,139.14,24.88,619.29,110.78,623.46,104.53,562.11,148.99,20.61
05115000004,05,115,000004,283.13,54.03,10.01,287.13,48.03,12,277.13,58.03,11,274.13,65.03,9.01,296.14,46.02,300.14,47.02,272.12,65.03,9
05115000005,05,115,000005,81.34,12.29,5.46,86.67,11.19,2.4,83.52,14.88,1.87,82.15,14.22,3.43,88.39,10.23,87.04,11.58,84.36,13.22,2.5
05115000006,05,115,000006,82.81,13.87,4.46,85.95,13.95,1.28,83.67,17.29,0.25,80.58,19.22,1.36,86.45,13.7,87.53,11.59,78.52,20.37,2.31
05115000007,05,115,000007,184.21,38.04,21.01,207.21,33.05,5.01,195.21,38.05,11.01,194.21,40.05,7.01,207.23,36.04,209.23,34.04,197.2,37.06,9.01
05115000008,05,115,000008,168,42,19,182,36,12,179,37,14,174,45,11,182,46,191,37,171,48,11
05115000009,05,115,000009,115.25,21.41,2.03,116.3,19.4,2.02,119.17,19.48,1.05,114.19,22.46,3.07,119.39,19.33,122.4,17.3,113.22,26.48,0.03
05115000010,05,115,000010,24,5,0,23,6,0,22,6,0,23,6,0,23,3,24,5,23,6,0
05115000011,05,115,000011,92.38,23.09,7.11,92.38,23.98,6.22,91.49,25.76,4.44,87.05,24.87,9.77,96.82,26.65,98.6,23.98,88.83,24.87,7.11
05115000012,05,115,000012,224.51,25.29,6.45,225.16,25.22,4.99,216.64,30.42,7.33,214.37,30.95,9.72,230.08,25.83,234.55,21.37,222.23,28.95,6.06
05115000013,05,115,000013,363.34,71.67,15.93,365.33,69.68,14.93,348.41,84.61,17.92,364.34,76.65,11.95,389.23,60.72,382.26,69.68,358.37,77.65,12.94
05115000014,05,115,000014,411.7,82.55,12.94,420.61,82.72,3.68,399.67,99.92,7.51,400.16,93.41,13.54,436.21,69.64,433.92,71.19,398.93,99.41,8.77
05115000015,05,115,000015,295.35,69.27,22.1,309.39,64.27,11.06,296.35,74.31,14.05,287.35,81.29,14.07,316.44,65.26,315.46,63.24,296.35,74.3,13.06
05115000016,05,115,000016,993.28,199.05,74.65,1026.13,196.07,41.8,998.26,230.9,35.83,998.26,211,54.74,1063.95,192.09,1078.88,176.16,997.26,222.94,43.79
05115000017,05,115,000017,138,30,6,140,34,1,137,37,1,132,39,4,143,31,148,25,135,39,1
05115000018,05,115,000018,27,5.91,1.31,25.79,7.24,1.18,26.79,7.26,0.18,26.67,6.37,1.2,27.12,7.06,27.19,7.03,26.44,7.47,0.29
05115000019,05,115,000019,83.51,26.53,3.81,88.26,21.81,2.84,85.41,24.66,2.84,83.52,25.61,3.79,90.16,19.91,90.15,18.97,83.5,25.6,3.8
05115000020,05,115,000020,207.77,53.72,12.25,219.61,51.91,3.69,208.22,59.71,5.75,206.65,62.23,6.33,225.37,44.69,222.91,45.57,202.72,59.77,11.26
05115000021,05,115,000021,240.72,48.89,15.05,244.18,52.9,7.59,236.63,58.69,10.29,237.76,57.39,9.52,252.01,49.07,257.88,43.94,231.5,62.15,11.1
05115000022,05,115,000022,650.15,138.94,34.94,660.27,135.19,28.58,653.09,142.18,29.8,635.56,147.33,41.17,702.21,120.44,710.09,110.86,643.37,152.48,29.09
05115000023,05,115,000023,189,56,17,195,59,8,189,62,11,192,63,7,207,53,215,47,187,64,10
05115000024,05,115,000024,94,12,4,93,14,3,91,16,3,90,15,5,95,14,97,13,89,19,2
05115000025,05,115,000025,26,11,4,31,10,0,29,11,1,28,12,1,32,9,33,8,26,11,4
05115000026,05,115,000026,75,19,6,76,22,2,73,24,3,75,21,2,77,22,79,20,75,22,3
05115000027,05,115,000027,45,6,2,47,5,1,46,5,2,42,7,4,48,5,48,5,42,8,3
05115000028,05,115,000028,181,36,11,188,32,8,178,42,8,175,42,11,193,35,191,37,175,42,11
05115000029,05,115,000029,680.66,123.68,40.39,695.39,118.8,27.6,680.59,136.55,26.61,670.69,142.44,29.62,724.07,117.69,728.07,109.77,669.82,150.25,21.72
05115000030,05,115,000030,62.86,9.19,0.04,59.77,12.13,0.19,57.75,14.35,0,55.58,15.35,0.18,58.91,12.19,60.3,10.81,55.56,15.52,0.02
05115000031,05,115,000031,500.79,94.84,31.83,522.07,93.89,13.13,502.47,109.33,17.32,498.98,103.55,22.38,547.01,76.19,552.95,70.21,509.82,103.71,13.86
05115000032,05,115,000032,5.8,4.97,0,4.97,4.97,0.83,4.97,5.8,0,4.14,5.8,0.83,5.8,4.97,7.45,3.31,4.14,6.62,0
05115000034,05,115,000034,157.07,83.63,6.17,155.88,84.34,7.34,148.97,91.14,7.65,142.49,90.78,13.97,169.02,74.39,176.06,67.14,147.18,87.26,10.28
05115000035,05,115,000035,859.71,211.56,35.88,841,234.76,28.69,798.88,276.02,31.35,760.37,264.37,77.03,910.81,183.79,919.82,172.99,800.65,259.89,36.75
05115000036,05,115,000036,117,75,10,124,69,8,107,84,10,108,82,11,134,67,139,62,113,77,10
05115000038,05,115,000038,635.84,226.94,27.99,636.84,232.94,22.99,616.84,256.93,16,595.85,243.94,47.99,690.83,186.95,709.82,173.96,615.84,244.94,20.99
05115000039,05,115,000039,1100,449,43,1076,460,42,1039,498,46,968,499,102,1182,368,1237,324,999,517,50
05115000040,05,115,000040,164,100,14,159,101,16,154,114,9,144,110,24,184,85,213,59,149,115,11
05115000041,05,115,000041,346,163,24,331,166,33,330,179,24,311,184,34,358,169,398,130,303,188,37
05115000042,05,115,000042,505.9,228.72,33.06,506.21,232.48,26.99,492.17,250.58,24.93,472.24,252.58,40.87,555.89,203.82,574.96,186.73,501.05,238.64,26.99
05115000043,05,115,000043,298.24,114.51,20.3,290.45,123.26,14.12,290.41,125.96,14.95,278.92,127.71,22.92,321.24,102.21,325.67,101.25,279.81,126.9,21.98
05115000044,05,115,000044,39.4,12.37,1.82,37.13,14.66,1.73,36.06,15.83,1.67,37.37,13.41,2.77,42.56,10.91,41.67,11.14,38.38,12.67,1.76
05115000045,05,115,000045,136.03,83.41,12.91,134.05,87.38,9.93,132.06,87.38,11.92,121.14,93.34,14.89,154.9,74.47,160.86,66.53,123.13,91.35,14.89
05115000046,05,115,000046,43,31,2,34,36,5,34,38,3,34,35,7,42,32,39,34,35,37,4
05115000047,05,115,000047,3,2,0,3,2,0,4,1,0,4,0,1,5,0,4,1,3,2,0
05115000048,05,115,000048,54.99,25,4,45.99,35,3,42,37,4,43,36,3,53.99,28,57.99,25,42,36,5
05115000049,05,115,000049,14.11,1.76,0.88,13.23,2.65,0.88,13.23,2.65,0,14.11,2.65,0,14.11,2.65,14.11,2.65,13.23,2.65,0.88
05115000050,05,115,000050,246.03,146.13,19.06,240.96,149.19,21.06,230.96,160.19,21,235.03,149.19,26,265.03,141.19,276.03,127.19,239.96,155.19,15.06
05115000051,05,115,000051,339.11,61.89,10.64,337.74,64.24,7.97,328.02,76.5,6.3,323.01,70.79,17,346.48,61.76,363.07,47.41,331.11,70.65,8.82
05115000052,05,115,000052,244.18,81.42,22.88,254.16,81.56,14,251.13,93.95,6.13,239.54,89.24,20.19,271.42,76.66,276.13,72.47,239.62,99.05,11.17
05115000053,05,115,000053,25.14,5.89,1.67,28.47,3.4,0.84,27.63,5.07,0.01,27.63,5.07,0.01,26.82,5.88,28.49,4.21,26.8,5.07,0.84
05115000054,05,115,000054,623.55,123.49,29.45,625.46,134.61,13.35,599.06,159.13,17.22,595.89,152.91,25.67,651.76,122.59,660.52,113.94,586.19,163.9,24.38
05115000055,05,115,000055,159.37,26.68,11.25,167.48,23.67,5.14,160.39,33.78,3.12,152.39,30.72,13.19,165.61,30.65,167.66,28.6,150.38,34.76,11.15
05115000056,05,115,000056,19,3,2,22,1,1,22,2,0,20,3,1,23,1,22,2,20,4,0
05115000057,05,115,000057,39,8,3,42,7,0,40,8,1,40,7,2,41,7,42,7,40,7,2
051170000BT,05,117,0000BT,96.32,10.3,0.99,97.34,11.27,0.01,94.22,12.41,1.99,90.23,17.35,0.04,94.41,12.2,97.44,10.16,91.21,15.39,1
051170000BU,05,117,0000BU,40.18,10.95,0.93,42.16,6.99,2.79,41.23,10.83,0,41.68,10.25,0.12,42.85,9.2,40.99,10.01,37.03,11.3,2.79
051170000CA,05,117,0000CA,87.8,9.43,0.15,81.32,13.19,1.89,81.09,13.37,1.9,78.88,16.48,1.04,84.18,8.31,86.04,8.18,74.18,19.3,1.94
051170000CE,05,117,0000CE,129,7,1,131,5,1,124,11,3,124,14,0,125,13,129,8,124,12,1
