GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREACAR,G20PREOMYE,G20PRESLAR,G20PREIWES,G20PREICOL,G20PREIPIE,G20PREIGAM,G20PREIFUE,G20USSRCOT,G20USSDHAR
05125000033,05,125,000033,744.59,220.57,15.98,0.11,0.02,0.02,1.98,0.02,0.08,6.86,1.03,0.98,0.02,777.11,210.01
05125000034,05,125,000034,426.16,450.87,10.36,3.22,0.07,0.26,1.06,0.01,3.53,2.33,1.44,1.2,1.07,464.49,422.39
05125000035,05,125,000035,1255.15,624.59,11.05,8.95,1,1,0,1.99,4.97,11.97,5.97,3.98,4.99,1410.48,504.13
05125000036,05,125,000036,719.85,372.98,13.23,2.18,2.15,1.21,1.21,1,3.37,3.16,1.41,1.15,1.03,757.48,361.45
05125000037,05,125,000037,1200.99,368,23,2,2,1,0,0,8,5,5,0,0,1245.99,350
05125000038,05,125,000038,1140.02,472.61,14.86,3.88,1.92,1.96,3.81,0.02,4.86,1.08,3.84,1.96,0.02,1181.57,462.33
05125000039,05,125,000039,471.85,356.51,10.03,4.43,0,0.02,0,0.02,1.03,0.94,0.9,2.66,0.02,498.55,341.9
05125000040,05,125,000040,1195.67,714.02,20.13,3.61,0.02,0.98,0.02,0.98,6.95,3.07,1.15,2.33,0.97,1296.81,647.05
05125000041,05,125,000041,777.66,380.07,9.68,1,1.08,1.05,0.98,0.05,4.09,3.01,4.05,1.02,0.02,808.47,361.05
05125000042,05,125,000042,1390.18,326.61,14.26,3.48,2.12,1.97,1.06,0.07,2.45,4.12,3.16,1.08,2.98,1418.31,327.37
05127000001,05,127,000001,26,0,0,0,0,0,0,0,0,0,0,1,0,28,4
05127000002,05,127,000002,55,4,2,0,0,1,0,0,0,0,0,0,0,55,7
05127000003,05,127,000003,17.89,4.47,0,1.79,0,0,0,0.89,0,0.89,0,0,0,18.78,7.15
05127000004,05,127,000004,58.02,14,1,0,0,0,1,0,0,2,0,0,0,57.02,16
05127000005,05,127,000005,37,10,1,0,0,0,0,0,0,0,0,0,0,36,11
05127000006,05,127,000006,93.04,9.52,0,0.21,0,0,0,0.11,0,0.11,0,1,0,95.14,8.84
05127000007,05,127,000007,105,12,4,0,1,0,0,0,1,1,0,2,0,112,15
05127000008,05,127,000008,229.62,61.92,3.12,0,1.99,1,0,0,1,2.25,1.99,1.04,0,241.71,55.16
05127000009,05,127,000009,242.13,45.01,0,0,2,0,1,1,1,1,0,1,1,248.13,43.01
05127000010,05,127,000010,222.02,54,2,2,0,0,1,0,2,1,1,2,1,230.03,54
05127000011,05,127,000011,294.59,24.87,2.87,0,0,0,0,0,0,5.74,0,0.96,0,297.46,29.65
05127000012,05,127,000012,202.09,34.48,1.01,0,1.01,0,0,0,0,0.01,1.01,0,0,206.73,31.46
05127000013,05,127,000013,103,14,0,0,0,0,0,0,0,0,0,0,0,103,13
05127000014,05,127,000014,86,6,0,0,0,0,0,0,0,0,0,0,0,87,5
05127000015,05,127,000015,50,6,1,0,0,0,0,0,0,0,0,2,0,53,6
05127000016,05,127,000016,52,0,0,0,0,0,0,0,0,0,0,0,0,48,3
05127000017,05,127,000017,46.84,9.4,0,0,0,0,0.01,0,0,0,0,0,0,47.79,7.52
05127000018,05,127,000018,126,16,0,0,1,0,0,0,0,2,0,0,0,123,21
05127000019,05,127,000019,35,5,1,0,0,0,0,0,0,1,0,0,0,35,5
05127000020,05,127,000020,232.89,39.98,2,0,0,0,0,0,0,1,0,0,0,236.88,38.98
05127000021,05,127,000021,164.57,29.06,6,0,0,0,0,1,0,1,1,2,0,164.57,39.07
05127000022,05,127,000022,110.35,10.77,0.01,0,0.94,0.02,0,0,0.01,0.95,0,0,0,110.37,14.55
05127000023,05,127,000023,67.26,11.36,0,0,0.06,0,0,0,0,0.06,0,0,0,65.66,11.59
05127000024,05,127,000024,152,20,0,1,1,0,0,0,0,0,0,1,1,153,22
05127000025,05,127,000025,52.16,20.6,0,0,0,0,1.99,0,0,0,0,0,0,58.21,15.48
05127000026,05,127,000026,104,21,4,0,0,0,0,0,0,1,0,2,1,108,24
05129000001,05,129,000001,366.55,47.73,0,0,0.95,0.95,0,0,1.91,0,0,0.95,0,364.64,45.82
05129000002,05,129,000002,354,56,3,0,2,3,1,0,0,0,2,0,0,357,57
05129000003,05,129,000003,354,43,2,0,1,1,0,0,2,1,0,0,0,355,44
05129000004,05,129,000004,109.31,33.76,1.04,0.8,0,0,0,0,0,0,0,0,0,102.5,36.48
05129000005,05,129,000005,228.94,14.38,5,0.99,0,0,0.99,0,0,0,0,0.01,0,227.92,18.37
05129000006,05,129,000006,180,27,5,1,3,0,0,0,0,0,1,0,0,176,34
05129000007,05,129,000007,170,36,0,0,0,0,0,0,1,0,0,0,0,168,38
05129000008,05,129,000008,224.45,28.15,2,0,0,0,0,0,1,0,0,0,0,225.42,29.16
05129000009,05,129,000009,118.74,27.63,1.03,0.96,0,0,0,0,0,0.96,0,0,0,118.47,24.88
05129000010,05,129,000010,207.36,32.99,0,0,0,0,0,0,0.97,0,0,0.97,0,199.63,32.98
05129000011,05,129,000011,74.92,23.5,0.98,0.04,0,0,0,0,0,0.04,0,0,0,71.18,25.27
05129000012,05,129,000012,252.11,63.08,1.08,0,0.13,0.04,0,0,0.08,0,0,1.03,0,251.3,55.82
05129000013,05,129,000013,175.9,26.92,2.94,0.19,0,0,0,0,0,0,0,0,0,169.78,31.16
05129000014,05,129,000014,204.02,55.04,2.02,0.04,1.91,0,0.02,0.02,0.06,0,0,0.06,0,209.51,50.29
05129000015,05,129,000015,347.16,73.61,3.98,0,0,0,0,0,0,0,0,0.99,0,343.18,75.6
051310001-A,05,131,0001-A,419,553,11,3,2,1,1,4,4,1,1,1,2,459,531
051310001-B,05,131,0001-B,146,148,6,1,1,1,2,0,1,2,0,1,0,164,137
051310001-C,05,131,0001-C,410,219,15,4,1,0,0,1,3,1,0,1,0,421,230
051310001-D,05,131,0001-D,516,247,20,2,3,2,0,1,2,0,1,0,0,538,252
051310001-E,05,131,0001-E,29,17,1,0,0,0,0,0,0,0,0,0,0,31,17
051310001-F,05,131,0001-F,143.25,125.71,4.87,0,0,0,0.97,0.97,0,0,0,0,0,149.1,124.74
051310001-G,05,131,0001-G,156,145,6,1,0,1,0,0,1,0,0,0,0,171,138
051310001-H,05,131,0001-H,306,328,14,3,1,0,0,0,6,3,1,1,1,310,342
051310001-I,05,131,0001-I,416,441,11,2,0,2,2,0,2,4,1,0,1,443,424
051310001-J,05,131,0001-J,26,27,1,0,0,0,0,0,0,0,0,0,0,29,23
051310001-K,05,131,0001-K,158,160,8,2,0,1,1,0,1,0,2,0,0,161,168
051310001-L,05,131,0001-L,242.75,216.29,20.13,2,0,1,0.03,0.03,6,1,2,0,1,240.9,244.26
051310001-M,05,131,0001-M,32,10,0,0,0,0,0,0,0,0,0,0,0,35,7
051310002-A,05,131,0002-A,288,468,12,3,0,0,1,1,6,0,4,2,2,321,447
051310002-B,05,131,0002-B,191,501,8,6,3,1,3,0,2,3,0,4,1,253,454
051310002-C,05,131,0002-C,116.77,124.18,12.84,0.9,2.71,0.9,0.01,0,1.82,0.9,0.9,0,0,124.26,127.78
051310002-D,05,131,0002-D,212,317,12,4,0,4,1,0,5,2,1,1,0,222,326
051310002-E,05,131,0002-E,244,321,4,1,0,2,0,1,2,3,0,1,1,276,293
051310002-F,05,131,0002-F,134.63,194.87,6.34,4.1,0.29,1.1,0,2,3.19,2.1,0.1,0,0,149.4,193.26
051310002-G,05,131,0002-G,129.77,150,2.37,0,0,1,0.1,2,2.1,2,0,1,2,145.73,145.8
051310002-H,05,131,0002-H,91,137,1,2,0,0,1,0,0,0,0,0,0,107,120
051310003-A,05,131,0003-A,246.99,199.19,7.97,1.99,1,1,0,0,1.99,1.99,1,0,0,262.93,195.2
051310003-B,05,131,0003-B,494.01,288.81,18.03,3.01,3,2,0,0,5.01,2.01,1,0,1,517.07,293.8
051310003-C,05,131,0003-C,163,94,4,0,1,0,0,0,3,0,0,0,0,178,85
051310003-D,05,131,0003-D,835.22,522.55,38.83,5.39,1.99,1.99,1,1,3.98,1,1,1,1,859.7,544.28
051310003-E,05,131,0003-E,781.8,394.34,27.54,2.95,1.97,2.95,0,0,4.92,2.95,0.98,0,0.98,801.47,412.04
051310003-F,05,131,0003-F,605,317,28,0,1,3,0,0,1,1,1,3,2,628,320
051310003-G,05,131,0003-G,737.79,325.85,16.4,2.99,2.02,0.34,0.97,0.34,4.13,2.02,0.08,0,1.05,762,324.96
051310003-H,05,131,0003-H,971.08,408.4,20.51,0.99,0.96,3.66,0.02,3.66,2.84,0.96,0.92,0,0.94,1013.7,398.34
051310003-I,05,131,0003-I,112,57.22,0.04,0.86,0.01,0.86,0,0.86,0,0,0,0,0,120.63,47.79
051310003-J,05,131,0003-J,109.36,36.76,2.76,0,0,0,0,0,0,0,0,0,0,110.28,35.84
051310003-K,05,131,0003-K,56,22,0,0,1,0,0,0,0,0,0,0,0,59,19
051310003-L,05,131,0003-L,2.09,0.04,0,0,0,0,0,0,0,0,0,0,0,2.09,0.04
051310003-M,05,131,0003-M,23.36,5.4,0.49,0.02,0.07,0.02,0,0,0.05,0.05,0.15,0.05,0,23.28,6.26
051310003-N,05,131,0003-N,0.15,2.71,0,0,0,0,0,0,0,0,0.01,0,0,1.01,1.87
051310003-O,05,131,0003-O,568.34,168.82,7.99,0,0,0.01,1,0,1,1,0,0,0,580.33,168.81
051310004-A,05,131,0004-A,284,218,9,0,0,1,0,1,3,1,1,0,0,305,202
051310004-B,05,131,0004-B,450.83,285.89,14.99,3,0,0,0,1,0,2,1,1,0,471.82,282.89
051310004-C,05,131,0004-C,1187,741,50,5,2,3,1,1,6,6,4,1,1,1228,763
051310004-D,05,131,0004-D,747,366,16,2,2,2,0,0,2,2,1,2,0,769,367
051310004-E,05,131,0004-E,438.4,279.32,11.93,1.99,0,0.99,0.99,0,2.98,2.98,0.99,0,3.97,446.35,294.23
051310004-F,05,131,0004-F,300,170,8,0,1,1,0,0,5,1,1,0,0,314,173
051310004-G,05,131,0004-G,1143.81,584.39,33.96,1,4.99,0,3,0,11.99,6.99,0,3,2,1191.77,601.38
051310004-H,05,131,0004-H,511.94,253.98,14.94,1.99,0,2.99,0,1,2.99,1,1.99,1,1.99,524.89,260.95
051310004-I,05,131,0004-I,371.1,220.52,12.13,0,0,0,1,0,0,1,1,0,0,395.97,209.78
051310004-J,05,131,0004-J,21.42,5.38,0.23,0,0,0,0,0,0,0.09,0,0,0.14,21.56,5.42
051310004-K,05,131,0004-K,611,276,15,2,0,2,1,0,3,1,1,1,1,635,276
051310004-L,05,131,0004-L,307.65,169.45,7.94,0,0,0.99,0,0,0,0,1.02,0,0,311.47,168.67
051310004-M,05,131,0004-M,40.8,13.01,0.84,0.23,0,0,0,0,0.12,0,0,0,0,42.42,12.8
051310004-N,05,131,0004-N,377.78,216.64,10,1,1,2,0,0,4,1,1.05,2,1,397.75,213.72
051310009-J,05,131,0009-J,202.85,92.99,4.86,0.02,0,0,0,0,0.01,1.91,0,0,2.86,205.88,93.92
051310009-L,05,131,0009-L,350.1,163.05,9,0,0,1,0,0,2,0,0,0,1,349.11,173.05
05131009-1A,05,131,009-1A,116.71,19.14,1.02,0,0,0,0,0,0,0,0,0,0,114.69,24.17
05131009-1B,05,131,009-1B,251.71,33.76,1.99,0,0,0,0,0.05,0,0.05,0,0.05,0,242.46,42.7
05131009-1C,05,131,009-1C,336.49,60.17,5.54,0,0,0,0.92,0,1.83,0,0.92,0,0,329.14,77.64
05131009-1D,05,131,009-1D,841.78,143.93,12.98,0.99,0.99,0.99,0,0.01,0,0.01,0,0.01,0,821.87,180.81
05131009-1E,05,131,009-1E,670.56,104.74,8.05,0.4,0.01,0.11,0,0.84,0,1.09,0,0.84,0.2,662.05,123.44
05131009-1F,05,131,009-1F,34.46,8.86,1.97,0,0,0,0,0,0,0,0,0,0,35.45,9.85
05131009-1G,05,131,009-1G,65.58,11.75,1.05,0.03,0,0,0,0,0,0.03,0,0,0.01,62.01,16.37
05131009-1H,05,131,009-1H,111.83,18.89,4.23,0,0,0,0,0.05,0,0.99,0,0.05,0,111.17,24.87
05131009-1I,05,131,009-1I,306.09,97.66,6.11,1.74,0,0,0,0,0.87,0,0,0,0,318.3,95.92
05131009-1K,05,131,009-1K,248.12,97.33,7.67,1.7,0,0,0,0,0.01,1.7,0,0,0.85,253.26,99.9
05131009-1M,05,131,009-1M,55.5,12.18,1.68,0,0.11,0.11,0.11,0.02,0.11,0.02,0,0.02,0.11,55.72,14.03
05131009-1N,05,131,009-1N,225.03,36.01,3,0,1,1,0,0,0,0,0,0,0,223.03,44.01
05131009-1O,05,131,009-1O,119.35,14.47,0.19,0,0,1,0,0,0,0,0,0,0,110.41,20.41
05131009-2A,05,131,009-2A,1227.04,275.26,15.12,2.98,2.03,2.04,3.02,0,2.03,4.96,2.98,1.99,0.04,1215.14,322.28
05131009-2B,05,131,009-2B,235.93,59.05,5.42,0.93,1.86,0,0,0,1.83,0.08,0.93,0,0,237.87,67.25
05131009-2C,05,131,009-2C,1342.86,280.59,30.68,0.62,1.02,0.99,0.99,2.97,5.6,6.95,2.01,0,0,1341.69,325.02
05131009-2D,05,131,009-2D,68.58,11.5,1.18,0.39,0,0,0,0,0.39,0,0,0,0,69.76,11.89
05131009-2E,05,131,009-2E,11.98,2.11,0.02,0,0,0,0,0,0,0.01,0,0,0,11.96,2.17
05131009-2F,05,131,009-2F,267.94,47.33,0.6,0.98,1.96,0,0,0.13,1.06,2.69,0.98,0,0,272.7,50.89
05131009-2G,05,131,009-2G,202.03,32.97,5.07,1.69,0,0,0,0,2.54,0,0,0,0,206.25,34.66
05131009-2H,05,131,009-2H,77.03,11.73,1.1,0.01,0.01,0.01,0,0,1.01,0.01,0.01,0,0.01,75.07,14.84
05131009-2I,05,131,009-2I,91.65,19.92,1.23,0,0.01,0.01,0.01,0.03,0.04,0.05,0.01,0,0,91.66,22.23
05131009-2J,05,131,009-2J,16.45,4.33,0,0,0,0,0,0.87,0,0,0,0,0,16.45,5.2
05131009-2K,05,131,009-2K,161,37,0,0,0,0,0,0,0,0,0,0,0,165,31
05131009-2L,05,131,009-2L,152,21,0,0,0,0,0,0,0,0,0,0,0,156,16
05131009-2M,05,131,009-2M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05131009-3A,05,131,009-3A,209.66,35.14,1.04,0,1.99,0,0,0,1.98,1,0,0,0.99,207.68,44.11
05131009-3B,05,131,009-3B,496.15,90.34,11.04,0.99,1.01,1.04,0.15,0,0.21,1,0.1,0,0.06,496.87,101.2
05131009-3C,05,131,009-3C,347.96,78.91,9.51,0,0,0.95,0,0,0.95,0,1.9,0,0.95,351.76,88.42
05131009-3D,05,131,009-3D,88.96,16.07,2.34,0,0,0.07,0,0,0,0.14,0,0,1,87.48,20.95
05131009-3E,05,131,009-3E,191.04,41.93,4.66,0,0,0.93,0,0,0,1.86,0,0,0,184.52,54.05
05131009-3F,05,131,009-3F,409.63,60.55,2.79,1.2,0,1,1,0,0,0,1.2,0,0,414.04,66.12
05131009-3G,05,131,009-3G,122.3,20.6,2.14,0.03,0,0,0,1,0,0,0.03,1,0,123.2,22.88
05131009-3H,05,131,009-3H,143.07,13.85,3.08,0.77,0,0,0,0,0,0,0.77,0,0,140.76,20
05131009-3I,05,131,009-3I,222.49,24.5,2.02,0.93,0,0,0,0,0,0,0.93,0.95,0,222.37,27.53
05131009-3J,05,131,009-3J,339.17,47.49,5.97,0.07,0,0,0,0,0,0,0.07,1.04,0,335.28,56.46
05131009-3K,05,131,009-3K,179.98,42.94,4.12,0,0,0,0,0,1,0,1,0,0,183.91,44.19
05131009-3L,05,131,009-3L,142.85,31.01,1.88,0,0,0,0,0,0,0,0,0,0,141.92,34.76
05131009-3M,05,131,009-3M,74,20,1,0,0,0,0,0,0,0,0,0,0,75,20
05131009-3N,05,131,009-3N,50,7,1,0,0,0,0,0,0,0,0,0,0,48,10
05131009-3O,05,131,009-3O,71.31,11.01,0.7,0,0,0,0,0,0.69,0,0,1.36,0,71.3,14.45
05131009-3P,05,131,009-3P,118.94,24.62,3.71,0,0,0,0.85,0,1.16,0,0,0.64,0,116.41,33.83
05131009-4A,05,131,009-4A,83.34,24.91,0,0,0,0,0,0,0,0,0,0,0,83.34,24.91
05131009-4B,05,131,009-4B,936.15,139.22,17.55,2.07,1.15,1.99,0,0,1.07,1.22,1.07,0,0.99,944.14,158.34
05131009-4C,05,131,009-4C,736.69,163.21,16.51,0.83,2.48,0.83,0,0.01,1.65,1.65,1.65,1.65,0,744.2,178.8
05131009-4D,05,131,009-4D,56,24,0,0,0,0,0,0,0,0,0,0,0,61,19
05131009-4E,05,131,009-4E,62,6,1,0,0,0,0,0,1,0,0,0,0,61,9
05131009-4F,05,131,009-4F,41,2,0,0,0,0,0,0,0,0,0,0,0,40,3
05131009-4G,05,131,009-4G,189.54,53.43,3.29,0.24,0.33,1.23,0,0.13,0.22,0.22,0.22,0.22,0,194.85,53.1
05131009-4H,05,131,009-4H,228.95,60.29,5.74,0.04,0.11,0.04,0,0,0.07,0.07,0.07,0.07,0,234.29,61.99
05131009-4I,05,131,009-4I,314.24,77.01,4.32,0.02,0.78,0.78,0.79,0,0.78,0.04,0.02,0,0.77,316.48,81.43
05131009-4J,05,131,009-4J,8.62,2.1,0.21,0,0,0,0,0,0,0,0,0,0,8.83,2.1
05131009-4K,05,131,009-4K,526.5,131.27,12.99,0,0.08,0.08,0.08,0,0.08,0,0,0,0.08,522.85,145.23
05131009-4L,05,131,009-4L,1.28,0.31,0.03,0,0,0,0,0,0,0,0,0,0,1.31,0.31
05131009-5A,05,131,009-5A,23.98,13.1,0.64,0.66,0.04,0.06,0,0,0.1,0.05,0.02,0,0.02,23.83,14.68
05131009-5B,05,131,009-5B,12.66,1.81,0.09,0.02,0.01,0,0.01,0,0.02,0.01,0,0,0.01,11.84,2.76
05131009-6A,05,131,009-6A,15,5.86,0.06,0.01,0,0.01,0,0,0.01,0,0.81,0,0.01,12.63,9.11
05131009-6B,05,131,009-6B,66,9,0,0,0,0,0,0,0,0,0,0,0,66,9
05131009-6C,05,131,009-6C,19.59,7.03,1,0.01,0,0.02,0.01,0,0.02,0.02,0.02,0,0.03,18.85,8.78
05133000001,05,133,000001,413.43,122.82,6.63,1.88,0.02,0,2.83,1.88,2.83,1.88,0,0.95,0,453.01,94.56
05133000002,05,133,000002,133.82,18.84,0.7,0,2.08,0.69,0.68,0,0.01,0,0,0,0,137.95,17.44
05133000003,05,133,000003,127,66,5,3,2,2,1,2,1,0,0,0,1,139,68
05133000004,05,133,000004,284.31,113.47,3.13,1.04,5,0,3.06,2.04,1.06,0.04,1,0.02,0,307.11,100.9
05133000006,05,133,000006,162.17,160.31,3,0.04,8.61,0,1.01,4.82,1.97,2.91,0,0.02,1.91,204.1,134.87
05133000007,05,133,000007,124.45,111.55,4.15,0.01,0.39,2,2.05,4.22,4.1,0.14,0,1,0.09,151.44,97.33
05133000008,05,133,000008,105,16,2,0,1,0,0,0,1,0,0,0,0,107,17
05133000011,05,133,000011,702.58,144.54,7.01,1.01,12.03,1.95,0.39,1.01,3.35,1.01,0,1.36,0,714.38,133.06
05133000013,05,133,000013,228.18,26.06,2,0,0.01,0,1,0,0,1,0,0,0,232.19,25.05
05133000015,05,133,000015,64.11,6.66,0.02,0.03,0.01,0,0,0,0.03,0.03,0,0,0,66.06,4.7
05133000017,05,133,000017,371.59,78.88,7.93,0,2.97,0,0.99,0,0.99,0,0,0.99,0,378.71,75.72
05133000020,05,133,000020,321,71,3,0,5,1,1,0,0,0,0,0,1,329,70
05133000022,05,133,000022,162.64,35.35,5.21,0,0.2,0.11,1.21,0.02,0.02,0.05,0.01,0,0,170.51,29.03
05133000023,05,133,000023,483.5,88.29,5.12,2,5.37,2.12,3.12,2,0,0,0,3,3,510.23,82.04
05133000026,05,133,000026,89.26,17.2,0.19,0,0.58,0.19,0.19,0,0,0,0,0,0,91.42,15.81
05133000027,05,133,000027,62.39,1.22,0,0.01,1,0,1,0,1,0.01,0,0,0,62.39,2.22
05133000028,05,133,000028,106.64,45.36,0.08,0.96,4.03,0.02,0.04,0.04,0.04,0.08,0.02,0.96,0,109.95,44.27
05135000001,05,135,000001,139,13,0,0,0,0,0,0,0,1,0,0,1,140,15
05135000002,05,135,000002,756.42,125.4,10.95,5.97,1,0,0.99,0,1,2.99,2.99,0.99,2.98,765.37,135.36
05135000003,05,135,000003,1325.8,457.03,12,4.02,3.02,3.98,1,0.03,2,13.97,7.05,4.02,6.01,1388.71,405.22
05135000004,05,135,000004,87,15,0,0,0,0,0,0,0,0,0,0,0,87,15
05135000005,05,135,000005,166.68,14.92,0.01,0.98,0.02,0,0,0,0,0.99,0,0,0.98,163.71,13.01
05135000006,05,135,000006,419.15,142.94,5.32,3.11,4.99,0.06,0,0.02,0.01,0.03,5.07,2.01,1.07,444.49,122.57
05135000007,05,135,000007,480.86,97.58,2.01,1.97,0.99,0.01,0,1.96,0.99,2.01,3.94,1.97,1.98,486.95,101.32
05135000008,05,135,000008,108,32,1,1,0,0,0,0,2,0,0,1,0,115,28
05135000010,05,135,000010,129,25,0,2,0,0,0,0,0,0,0,0,1,130,26
05135000011,05,135,000011,174,30,1,1,2,0,0,1,2,0,0,1,1,180,32
05135000012,05,135,000012,83.72,16.33,0,1,0,0,0,0,0,1,0,0,0,83.64,16.39
05135000013,05,135,000013,60.28,11.67,0,0,0,0,0,0,0,0,0,0,0,57.36,13.61
05135000014,05,135,000014,17,4,0,0,0,0,0,0,0,0,0,0,0,16,2
05135000015,05,135,000015,42.09,5.02,0,0,0,0,0,0,0,1,0,0,0,41.09,6.02
05135000016,05,135,000016,188.67,57.83,5.69,1.9,0,0.95,0,0,0,0,0.95,0,0.95,194.36,50.25
05135000017,05,135,000017,373,65,5,0,1,0,1,0,0,3,2,0,1,382,59
05135000018,05,135,000018,639.04,140.53,5.99,2.99,2.11,1,0,2,2,4.99,2.99,1,2.99,656.6,134.07
05135000019,05,135,000019,145.96,21.84,0.99,0,0.99,0,0,0,0,1.99,0,2.98,0,152.91,20.85
05135000020,05,135,000020,61,18,0,0,1,0,0,0,0,0,0,0,0,66,14
05135000021,05,135,000021,43,8,0,0,0,0,0,0,0,0,0,0,1,43,9
05135000022,05,135,000022,109,25,0,2,0,0,0,0,2,0,0,0,1,106,28
05135000023,05,135,000023,63,16,0,0,0,0,0,0,1,1,0,0,0,66,11
05135000024,05,135,000024,87,14,0,1,0,0,0,0,0,1,0,1,1,87,15
05135000025,05,135,000025,85.57,14.32,1,0.02,1,0,0,0,0,0.02,0,1,0.02,89.51,13.27
05135000026,05,135,000026,153.74,28.76,0.99,0,1.98,0,0,0,0,0.99,0,0,0,149.77,34.72
05137000101,05,137,000101,246.89,63.46,3.97,0.99,1.98,0,0,0,1.98,0,0,0,0,251.85,60.48
05137000102,05,137,000102,198.49,40.48,1.38,0.14,1.95,0.02,0.08,0,0.34,1.03,0.98,0.1,0.04,195.37,48.25
05137000103,05,137,000103,391.64,97.04,4.98,2.97,0.01,1.98,0,0,1.98,1.98,1.98,0.99,0,405.41,90.18
05137000104,05,137,000104,290.95,88.18,0.06,0.04,0.95,0,1.85,0,3.74,0.03,0.01,0.93,0.94,288.32,94.55
05137000105,05,137,000105,280.5,89.27,4.8,0.01,0.96,0,0,0,4.77,0.01,0,0,0,273.76,95
05137000106,05,137,000106,185.94,43.43,1.22,0.02,0.06,0,0,0,0.26,0.02,0,0,0.01,181.93,45.5
05137000107,05,137,000107,330,91,3,0,2,0,0,0,0,0,0,1,0,338,87
05137000108,05,137,000108,215.38,48.6,1.91,3.81,1.91,0,0,0.95,0.06,0,2.86,0,0,219.07,51.52
05137000109,05,137,000109,54.04,5.02,0,0,0,0,0,0,0,0,0,0,0,53.05,6.01
05137000110,05,137,000110,28.82,15.18,0.01,0.01,0.01,0,0,0,0.94,0,0.01,0,0,26.95,16.13
05137000111,05,137,000111,374.15,79.76,6.9,2.03,0,0,0.06,0,2.85,1.04,0,0.93,0,369.61,95.06
05137000112,05,137,000112,572.81,142.47,3.88,2.91,0.97,0,0,0,2.91,1.94,0,0,0.97,586.37,128.91
05137000114,05,137,000114,110.92,22.38,1.95,0,0,0,0,0,0,0,0,0,0.97,103.13,31.13
05137000118,05,137,000118,185.48,39.79,0.02,2,2,0.01,1.02,0,1,1,0.01,0,0.01,195.51,34.77
05137000119,05,137,000119,73.88,16.01,0.51,0.25,0.25,0,0,0.06,0,0.06,0.13,0,0,72.85,15.8
05137000123,05,137,000123,393.15,122.38,7.46,3.73,3.73,0,0,0.93,0,0.93,1.86,0,0,392.18,133.53
05137000124,05,137,000124,408.52,130.03,3.12,0.18,1.08,0.99,2.98,0.04,0,0,1.13,0,1.02,414.45,126.44
05137000128,05,137,000128,113.52,7.38,0.03,0.01,0.02,0,0,0,0.02,0,0,0,0,108.68,11.27
05137000129,05,137,000129,173.02,40.25,2.03,0,0.1,0,0.07,0,0.14,1.03,0.03,0.03,0.03,172.82,39.73
051390000W1,05,139,0000W1,676.05,729.33,15.05,2,8,3.01,0.01,5.01,7,3.03,3.01,5,1.01,790.38,623.08
051390000W2,05,139,0000W2,950.33,815.53,21.31,6.01,4.09,10,4,5.01,11.03,3.09,9.03,5.05,0,1060.09,720.1
051390000W3,05,139,0000W3,218.03,1010.72,14.85,5.95,10.91,2.98,0,4.94,3.96,0.01,7.92,12.86,0,361.47,833.72
051390000W4,05,139,0000W4,907,821,23,6,10,1,2,4,6,5,6,3,0,1021,704
05139000AUR,05,139,000AUR,110,92,1,1,1,1,0,1,1,0,3,0,0,127,72
05139000CAL,05,139,000CAL,358,38,3,2,1,1,0,0,0,0,0,0,0,363,34
05139000CB1,05,139,000CB1,157.84,105.99,4.01,0.03,0.05,1,0.99,1.01,0.02,1.97,1.02,0.06,0.99,184.12,86.48
05139000CB2,05,139,000CB2,374.93,47.87,2.46,2.07,4.29,2.01,0,0.08,1.02,0.99,1.17,1.29,0,386.79,43.41
05139000CB3,05,139,000CB3,1014.4,90.15,8.54,0.95,5.69,0,0,0.95,0,0,2.85,4.74,0,1035.28,85.4
05139000CB4,05,139,000CB4,507.41,109.42,6.78,0,0.97,0,0,0,0.97,2.91,0,0,0,523.87,97.8
05139000CB6,05,139,000CB6,590,160,10,1,1,0,0,0,1,1,2,0,0,618,133
05139000CB7,05,139,000CB7,122,40,1,0,0,0,0,0,0,0,0,0,0,119,41
05139000CLN,05,139,000CLN,223.97,79.64,6.97,1,1.99,0,0,0,1,1.99,0,1,1,236.92,68.69
05139000FEL,05,139,000FEL,40.33,12.79,0.98,0,0,0,0,0,0,0,0,0,0,42.3,11.8
05139000HIB,05,139,000HIB,266,54,3,0,0,1,0,2,0,1,0,1,0,264,57
05139000HUT,05,139,000HUT,141.6,146.82,5,2.99,2.99,1,0,1,2.99,1,0,2,0,162.57,108.92
05139000JUN,05,139,000JUN,215,109,4,0,2,2,1,0,1,1,2,2,0,246,75
05139000LAW,05,139,000LAW,314.43,100.91,1.02,0,2.02,0.02,0,1,0,1,1,1,0,319.5,80.91
05139000LIS,05,139,000LIS,256.46,41.15,1.91,0.96,0,0,0,0.96,0,0,0.96,0.96,0,258.38,39.23
05139000MTH,05,139,000MTH,158,44,0,0,0,0,0,0,0,0,0,0,0,165,28
05139000NLO,05,139,000NLO,199.3,51.95,0.94,0.94,1.89,0,0,0,0,0.94,0,0.94,0,201.19,43.45
05139000NOR,05,139,000NOR,643,123,12,0,4,0,0,0,1,0,1,0,1,659,110
05139000SMA,05,139,000SMA,653,246,8,0,4,0,2,0,3,3,1,2,0,693,215
