GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,ssd,cd_1990,cd_2000,ndv,nrv
3102500011P,NE,025,11P,411,7,404,0,0,0,0,0,0,292,3,289,0,0,0,0,0,0,NA,02795,90110,NA,NA,78540,2,2,3,61.556756756756755,91.54594594594593
3102500012P,NE,025,12P,244,1,240,0,0,1,0,0,2,182,1,180,0,0,1,0,0,0,NA,NA,92045,NA,NA,78540,2,2,3,41,69
3102500013P,NE,025,13P,831,5,819,1,0,0,0,1,5,627,2,621,1,0,0,0,0,3,NA,08185,90850,NA,NA,73050,2,2,3,174,170
3102500014P,NE,025,14P,407,11,388,0,2,1,0,0,5,296,4,288,0,0,1,0,0,3,NA,33740,92065,07230,NA,74200,2,2,3,58,96
3102500015P,NE,025,15P,722,17,692,0,1,7,0,0,5,523,11,507,0,1,2,0,0,2,NA,49635,91735,07230,NA,74160,2,2,3,103,144
3102500016P,NE,025,16P,2355,45,2270,4,3,7,0,0,26,1701,34,1641,4,1,7,0,0,14,NA,NA,90820,NA,NA,74200,2,2,3,219.97665020206554,313.9250112258644
3102500017P,NE,025,17P,711,10,693,0,0,6,0,0,2,526,7,511,0,0,6,0,0,2,NA,33425,93455,NA,NA,74200,2,2,3,68.02334979793444,97.0749887741356
3102500018P,NE,025,18P,1519,11,1482,10,0,5,1,0,10,1150,8,1127,7,0,4,1,0,3,NA,39345,92400,30090,NA,75660,2,3,3,144.98390557939913,250.48283261802575
3102500019P,NE,025,19P,966,10,938,4,2,2,0,2,8,714,8,693,3,1,1,0,2,6,NA,39345,92400,NA,NA,75660,2,2,3,90.01609442060087,155.51716738197425
3102700001P,NE,027,1P,383,1,378,0,0,0,0,0,4,271,1,270,0,0,0,0,0,0,NA,43090,92470,NA,NA,78990,18,2,2,67,77
3102700002P,NE,027,2P,805,1,792,1,8,0,0,0,3,555,1,549,1,3,0,0,0,1,NA,17110,92480,NA,NA,05630,18,2,2,57,82
3102700003P,NE,027,3P,388,0,385,0,0,0,0,0,3,254,0,251,0,0,0,0,0,3,NA,17110,92500,NA,NA,71520,18,2,2,75,74
3102700004P,NE,027,4P,549,0,549,0,0,0,0,0,0,376,0,376,0,0,0,0,0,0,NA,53905,92510,NA,NA,78990,18,2,2,150,105
3102700005P,NE,027,5P,347,0,343,3,0,0,0,0,1,218,0,218,0,0,0,0,0,0,NA,17110,92560,NA,NA,71520,18,2,2,62,77
3102700006P,NE,027,6P,210,9,199,0,1,0,0,0,1,132,4,126,0,1,0,0,0,1,NA,17110,92550,NA,NA,71520,18,2,2,54,32
3102700007P,NE,027,7P,1038,3,1028,0,1,0,0,0,6,708,1,705,0,0,0,0,0,2,NA,21275,91329,NA,NA,71520,18,2,2,60,74
3102700008P,NE,027,8P,896,1,890,0,1,0,0,0,4,665,0,661,0,1,0,0,0,3,NA,21275,91329,NA,NA,71520,18,2,2,333,447
3102700009P,NE,027,9P,270,4,262,4,0,0,0,0,0,163,1,161,1,0,0,0,0,0,NA,NA,92540,NA,NA,71520,18,2,2,52,51
3102700010P,NE,027,10P,175,0,175,0,0,0,0,0,0,127,0,127,0,0,0,0,0,0,NA,35560,92530,NA,NA,71520,18,2,3,53,51
3102700011P,NE,027,11P,579,5,574,0,0,0,0,0,0,371,3,368,0,0,0,0,0,0,NA,21275,92575,NA,NA,71520,18,2,3,40,54
3102700012P,NE,027,12P,265,0,265,0,0,0,0,0,0,170,0,170,0,0,0,0,0,0,NA,26350,92580,NA,NA,00004,18,2,3,44,96
3102700013P,NE,027,13P,698,3,688,0,0,1,0,0,6,541,3,531,0,0,1,0,0,6,NA,09865,92585,NA,NA,05310,18,2,3,105,245
3102700014P,NE,027,14P,161,0,161,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,NA,NA,92590,NA,NA,05310,18,2,2,14,52
3102700015P,NE,027,15P,203,4,195,0,3,0,0,0,1,153,1,149,0,3,0,0,0,0,NA,30310,92595,NA,NA,78450,18,2,2,30,61
3102700016P,NE,027,16P,607,3,599,1,0,3,0,1,0,438,3,435,0,0,0,0,0,0,NA,40675,92600,NA,NA,75930,18,2,2,73,135
3102700017P,NE,027,17P,534,0,531,0,3,0,0,0,0,420,0,420,0,0,0,0,0,0,NA,40675,92696,NA,NA,75930,18,2,2,158,305
3102700018P,NE,027,18P,298,0,293,1,0,0,0,0,4,211,0,210,0,0,0,0,0,1,NA,03775,92605,NA,NA,75930,18,2,3,56,86
3102700019P,NE,027,19P,531,2,529,0,0,0,0,0,0,384,2,382,0,0,0,0,0,0,NA,26350,92610,NA,NA,00004,18,2,3,61.75929978118162,144.52516411378556
3102700020P,NE,027,20P,678,5,669,0,2,0,1,0,1,530,1,525,0,2,0,1,0,1,NA,26350,92610,NA,NA,00004,18,2,3,85.24070021881839,199.47483588621444
3102900001P,NE,029,1P,198,2,196,0,0,0,0,0,0,135,1,134,0,0,0,0,0,0,NA,26175,91672,39390,05070,01994,44,1,2,43,80
3102900002P,NE,029,2P,467,0,464,0,0,1,0,1,1,330,0,329,0,0,0,0,0,1,NA,23690,91505,08040,05070,01994,44,1,2,56.381909547738694,150.90452261306532
3102900003P,NE,029,3P,225,0,221,3,0,0,0,0,1,156,0,154,1,0,0,0,0,1,NA,51700,93365,08040,05070,00018,44,1,2,26.653266331658294,71.33668341708542
3102900004P,NE,029,4P,201,7,192,2,0,0,0,0,0,153,2,149,2,0,0,0,0,0,NA,NA,92375,08040,05070,00018,44,1,2,38,59
3102900005P,NE,029,5P,370,11,355,0,2,0,0,0,2,294,8,285,0,1,0,0,0,0,NA,NA,90485,15810,05070,00077,44,1,2,52,79
3102900006P,NE,029,6P,625,17,601,1,0,3,1,0,2,509,9,496,0,0,2,1,0,1,NA,51700,93365,NA,NA,00018,44,1,2,86.96482412060301,232.75879396984922
3102900007P,NE,029,7P,882,65,812,0,1,2,0,0,2,651,34,616,0,1,0,0,0,0,NA,23690,91500,08040,05070,NA,44,1,2,109,227
3102900008P,NE,029,8P,1100,37,1059,1,0,1,0,0,2,815,21,791,0,0,1,0,0,2,NA,23690,91510,08040,05070,NA,44,1,2,126,308
3103100001P,NE,031,1P,420,2,390,1,10,0,0,1,16,297,0,282,0,7,0,0,1,7,2810,31815,91960,73680,71090,05280,43,1,2,45,148
3103100002P,NE,031,2P,250,0,240,0,1,4,0,0,5,174,0,168,0,1,1,0,0,4,3235,09760,90550,73680,78020,05280,43,1,2,29,97
3103100003P,NE,031,3P,55,1,50,0,0,0,0,0,4,42,1,39,0,0,0,0,0,2,3235,33985,92095,NA,NA,05280,43,1,2,11.26829268292683,26.634146341463413
3103100004P,NE,031,4P,173,0,159,2,12,0,0,0,0,126,0,117,1,8,0,0,0,0,3235,25405,91590,41190,78020,05280,43,1,2,19,55
3103100005P,NE,031,5P,237,8,223,0,0,0,1,0,5,173,2,168,0,0,0,0,0,3,3235,11475,90615,19200,78020,05280,43,1,2,31,60
3103100006P,NE,031,6P,1396,15,1341,0,26,7,0,0,7,1029,4,996,0,19,4,0,0,6,3235,49950,93280,78010,78020,NA,43,1,2,156.0586715867159,410.46088560885613
3103100007P,NE,031,7P,1209,7,1133,0,51,8,0,0,10,885,2,839,0,28,7,0,0,9,3235,49950,93280,78010,78020,NA,43,1,2,134.21955719557195,353.02029520295207
3103100008P,NE,031,8P,1077,9,946,1,91,4,0,0,26,796,2,718,1,54,4,0,0,17,NA,49950,93280,78010,78020,05280,43,1,2,120.72177121771219,317.5188191881919
3103100009P,NE,031,9P,106,9,87,0,0,0,0,0,10,68,5,59,0,0,0,0,0,4,NA,NA,92810,65730,78020,NA,43,1,2,2,25
3103100010P,NE,031,10P,43,0,43,0,0,0,0,0,0,35,0,35,0,0,0,0,0,0,NA,NA,91610,66690,72210,NA,43,1,2,2,20
3103100011P,NE,031,11P,50,0,50,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,NA,NA,90125,68100,78020,05280,43,1,2,10.73170731707317,25.365853658536587
3103100012P,NE,031,12P,57,2,55,0,0,0,0,0,0,41,1,40,0,0,0,0,0,0,NA,NA,91135,68100,78020,74040,43,1,2,3,25
3103100013P,NE,031,13P,124,2,120,0,0,0,0,0,2,90,1,89,0,0,0,0,0,0,NA,NA,90530,09880,78020,NA,43,1,2,14,56
3103100014P,NE,031,14P,191,0,184,0,2,0,0,0,5,147,0,143,0,2,0,0,0,2,NA,53555,93535,11970,78020,NA,43,1,2,26,84
3103100015P,NE,031,15P,61,0,59,0,2,0,0,0,0,50,0,48,0,2,0,0,0,0,NA,NA,91575,31950,78020,NA,43,1,2,6,29
3103100016P,NE,031,16P,96,0,96,0,0,0,0,0,0,67,0,67,0,0,0,0,0,0,NA,NA,92040,68310,72210,NA,43,1,2,6,25
3103100017P,NE,031,17P,99,0,98,0,0,0,0,0,1,72,0,71,0,0,0,0,0,1,NA,NA,91655,67890,78020,74040,43,1,2,4,25
3103100018P,NE,031,18P,142,0,141,0,0,1,0,0,0,100,0,100,0,0,0,0,0,0,NA,NA,93400,67650,78020,74040,43,1,2,10,51
3103100019P,NE,031,19P,252,1,251,0,0,0,0,0,0,183,1,182,0,0,0,0,0,0,NA,NA,91870,45270,77730,74040,43,1,2,21,82
3103100020P,NE,031,20P,110,1,103,0,0,0,0,0,6,74,1,71,0,0,0,0,0,2,NA,NA,91165,63120,78020,76380,43,1,2,10,58
3103300001P,NE,033,1P,745,16,722,0,3,0,0,1,3,536,10,519,0,3,0,0,1,3,NA,39870,92465,33550,NA,75810,47,1,2,78,198
3103300002P,NE,033,2P,525,0,521,0,1,0,0,0,3,400,0,397,0,1,0,0,0,2,NA,12070,93270,NA,NA,00072,47,1,2,77,149
3103300003P,NE,033,3P,807,15,789,0,2,1,0,0,0,609,6,601,0,1,1,0,0,0,NA,28420,91805,72870,70800,72930,47,1,2,90,191
3103300004P,NE,033,4P,704,15,683,1,3,0,0,0,2,501,7,489,0,3,0,0,0,2,NA,20435,91265,56670,NA,00072,47,1,2,85,180
3103300005P,NE,033,5P,1350,57,1280,2,7,1,0,0,3,1013,35,969,2,5,1,0,0,1,NA,45295,92948,33550,NA,76710,47,1,2,33,89
3103300006P,NE,033,6P,1279,47,1200,2,7,16,0,0,7,951,24,904,2,5,13,0,0,3,NA,45295,92949,33550,NA,76710,47,1,2,12.979527559055118,33.44724409448819
3103300007P,NE,033,7P,1219,48,1151,0,3,9,1,0,7,934,25,892,0,3,7,1,0,6,NA,45295,92946,NA,NA,76710,47,1,2,286.8802106186924,585.2356296621325
3103300008P,NE,033,8P,573,8,557,1,2,4,0,0,1,421,6,409,1,2,2,0,0,1,NA,45295,92946,NA,NA,76710,47,1,2,129.31110136024571,263.79464677490125
3103300009P,NE,033,9P,1271,67,1161,2,20,5,2,0,14,954,40,891,1,11,5,2,0,4,NA,45295,92946,NA,NA,76710,47,1,2,13.020472440944882,33.55275590551181
3103300010P,NE,033,10P,1357,165,1171,3,9,1,0,0,8,924,93,820,2,5,1,0,0,3,NA,45295,92946,NA,NA,76710,47,1,2,283.80868802106187,578.9697235629662
3103500001P,NE,035,1P,484,2,481,0,0,1,0,0,0,337,1,335,0,0,1,0,0,0,NA,49285,26525,54600,02770,77880,34,1,2,32,53
3103500002P,NE,035,2P,1132,123,996,0,7,1,0,0,5,810,65,735,0,5,1,0,0,4,NA,21345,21380,54600,02770,71550,34,1,2,155,278
3103500003P,NE,035,3P,554,14,540,0,0,0,0,0,0,391,7,384,0,0,0,0,0,0,NA,47955,47990,NA,NA,77520,34,1,2,56,66
3103500004P,NE,035,4P,432,7,423,1,1,0,0,0,0,307,4,302,0,1,0,0,0,0,NA,43755,26840,54600,02770,05220,34,1,2,29,53
3103500005P,NE,035,5P,458,0,453,0,0,5,0,0,0,335,0,332,0,0,3,0,0,0,NA,19070,19105,55680,02770,70470,34,1,2,75,147
3103500006P,NE,035,6P,417,5,409,0,1,0,0,0,2,299,3,295,0,1,0,0,0,0,NA,12945,16480,55680,02770,70470,34,1,2,64,76
3103500007P,NE,035,7P,783,5,767,3,6,1,0,0,1,608,4,601,0,2,0,0,0,1,NA,14450,14485,NA,NA,70470,34,1,2,32,56
3103500008P,NE,035,8P,747,26,715,1,0,4,0,0,1,548,14,531,1,0,1,0,0,1,NA,47955,47955,NA,NA,77520,34,1,2,91.07892293407615,246.26926648096568
3103500009P,NE,035,9P,700,29,663,0,3,1,0,3,1,529,18,508,0,2,1,0,0,0,NA,47955,47955,NA,NA,77520,34,1,2,87.92107706592387,237.73073351903435
3103500010P,NE,035,10P,861,26,818,2,1,8,0,0,6,615,11,593,1,1,6,0,0,3,NA,09375,09375,NA,NA,05220,34,1,2,150,256
3103500011P,NE,035,11P,471,8,461,1,1,0,0,0,0,339,2,335,1,1,0,0,0,0,NA,16445,16480,NA,NA,70470,34,1,2,131,127
3103700001P,NE,037,1P,414,1,405,1,1,0,0,0,6,298,1,293,1,1,0,0,0,2,NA,41375,92725,06220,76450,00112,23,2,3,63,108
3103700002P,NE,037,2P,705,19,684,0,0,0,0,0,2,502,7,494,0,0,0,0,0,1,NA,26560,93070,76460,76450,72720,23,2,3,85,221
3103700003P,NE,037,3P,1937,854,1063,3,1,1,1,9,5,1378,554,810,2,1,1,1,6,3,NA,44035,92868,76460,76450,NA,23,2,3,237.00165602081856,303.5055594984623
3103700004P,NE,037,4P,1974,843,1110,1,5,3,0,0,12,1414,523,881,1,4,1,0,0,4,NA,44035,92868,76460,76450,NA,23,2,3,243.19328128696475,311.43458717766737
3103700005P,NE,037,5P,2068,925,1123,0,7,6,0,2,5,1435,558,867,0,5,4,0,0,1,NA,44035,92868,76460,76450,NA,23,2,3,246.8050626922167,316.05985332387036
3103700006P,NE,037,6P,422,4,418,0,0,0,0,0,0,306,2,304,0,0,0,0,0,0,NA,NA,93520,65170,76450,00112,23,2,3,36,57
3103700007P,NE,037,7P,451,15,436,0,0,0,0,0,0,291,8,283,0,0,0,0,0,0,NA,NA,91975,68350,76450,05160,23,2,3,37,70
3103700008P,NE,037,8P,491,9,482,0,0,0,0,0,0,364,6,358,0,0,0,0,0,0,NA,09200,90005,68350,76450,05160,23,2,3,77.16596931659693,137.07112970711296
3103700009P,NE,037,9P,476,0,475,0,0,0,0,0,1,353,0,353,0,0,0,0,0,0,NA,09200,90005,68350,76450,05160,23,2,3,74.83403068340307,132.92887029288704
3103700010P,NE,037,10P,332,37,291,0,0,1,1,0,2,230,22,205,0,0,1,1,0,1,NA,42145,90560,68352,76450,00114,23,2,3,25,47
3103700011P,NE,037,11P,901,9,878,0,1,3,1,0,9,656,3,647,0,1,1,1,0,3,NA,23340,91755,68350,76450,00005,23,2,3,197,228
3103700012P,NE,037,12P,270,16,252,0,2,0,0,0,0,197,6,190,0,1,0,0,0,0,NA,NA,91190,26640,76450,05160,23,2,3,37,72
3103900001P,NE,039,1P,333,9,324,0,0,0,0,0,0,241,6,235,0,0,0,0,0,0,2550,NA,19735,58340,NA,00008,17,2,3,17,54
3103900002P,NE,039,2P,909,3,891,0,6,1,3,0,5,650,3,640,0,2,1,1,0,3,2550,03005,03022,58340,NA,03440,17,2,3,78,205
3103900003P,NE,039,3P,699,2,686,4,0,4,0,0,3,508,1,501,0,0,4,0,0,2,NA,53450,53485,NA,NA,00008,16,2,3,29,51
3103900004P,NE,039,4P,970,28,930,0,3,3,0,0,6,722,16,702,0,1,1,0,0,2,NA,03635,03670,58340,NA,03740,16,2,3,135,240
3103900005P,NE,039,5P,468,0,465,0,0,0,0,0,3,347,0,347,0,0,0,0,0,0,NA,03005,28665,58340,NA,00006,16,2,3,24,80
3103900006P,NE,039,6P,521,0,516,0,0,2,0,0,3,355,0,352,0,0,2,0,0,1,NA,NA,15010,NA,NA,00008,16,2,3,18,80
3103900007P,NE,039,7P,1378,72,1294,0,3,2,0,2,5,925,33,887,0,2,0,0,0,3,NA,52575,44910,NA,NA,00006,16,2,3,27,98
3103900008P,NE,039,8P,525,0,525,0,0,0,0,0,0,348,0,348,0,0,0,0,0,0,NA,NA,32690,NA,NA,00006,23,2,3,42,89
3103900009P,NE,039,9P,741,5,730,1,0,1,0,0,4,596,2,590,0,0,1,0,0,3,NA,53450,53450,NA,NA,00008,16,2,3,159,376
3103900010P,NE,039,10P,1416,356,1044,2,4,3,0,0,7,1024,233,779,2,4,3,0,0,3,NA,52575,52575,NA,NA,00006,16,2,3,181.82827913774204,399.57325538911215
3103900011P,NE,039,11P,994,37,955,0,0,1,0,0,1,743,21,722,0,0,0,0,0,0,NA,52575,52575,NA,NA,00006,16,2,3,131.93204238217024,289.92473511143584
3103900012P,NE,039,12P,1249,47,1192,0,7,2,0,0,1,970,27,936,0,5,2,0,0,0,NA,52575,52575,NA,NA,00006,16,2,3,172.23967848008766,378.5020094994519
3104100001P,NE,041,1P,29,0,29,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,NA,NA,21590,NA,NA,00010,43,1,2,12,21
3104100002P,NE,041,2P,452,0,449,0,1,0,0,0,2,312,0,309,0,1,0,0,0,2,NA,01500,50685,06010,NA,00010,43,1,2,50,122
3104100003P,NE,041,3P,66,0,62,0,0,4,0,0,0,43,0,43,0,0,0,0,0,0,NA,NA,32025,06010,NA,00010,43,1,2,47,116
3104100004P,NE,041,4P,83,0,83,0,0,0,0,0,0,58,0,58,0,0,0,0,0,0,NA,NA,52715,06010,NA,74940,43,1,2,75,138
3104100005P,NE,041,5P,165,0,165,0,0,0,0,0,0,116,0,116,0,0,0,0,0,0,NA,43685,43720,NA,NA,74940,43,1,2,20.902597402597404,31.259740259740262
3104100006P,NE,041,6P,25,2,23,0,0,0,0,0,0,20,2,18,0,0,0,0,0,0,NA,NA,10530,04630,04640,74940,43,1,2,48,60
3104100007P,NE,041,7P,391,11,379,0,1,0,0,0,0,291,5,285,0,1,0,0,0,0,NA,43685,43720,NA,NA,74940,43,1,2,52.43668831168831,78.41883116883116
3104100008P,NE,041,8P,258,3,247,0,4,2,0,1,1,209,2,201,0,3,2,0,1,0,NA,43685,43720,NA,NA,74940,43,1,2,37.660714285714285,56.32142857142858
3104100009P,NE,041,9P,190,0,190,0,0,0,0,0,0,128,0,128,0,0,0,0,0,0,NA,NA,27120,06010,NA,74940,43,1,2,17,61
3104100010P,NE,041,10P,209,0,208,0,0,0,0,0,1,145,0,145,0,0,0,0,0,0,NA,02095,02130,NA,NA,00073,43,1,2,21.865079365079364,47.64285714285714
3104100011P,NE,041,11P,134,0,131,0,0,0,0,0,3,103,0,100,0,0,0,0,0,3,NA,NA,09620,NA,NA,00010,43,1,2,18,53
3104100012P,NE,041,12P,644,5,634,2,2,0,0,0,1,457,4,449,2,2,0,0,0,0,NA,31780,25370,55590,NA,00010,43,1,2,65,219
3104100013P,NE,041,13P,343,0,341,0,0,2,0,0,0,254,0,253,0,0,1,0,0,0,NA,06610,06645,55590,NA,00011,43,1,2,40.33108108108109,119.27702702702703
3104100014P,NE,041,14P,105,0,105,0,0,0,0,0,0,75,0,75,0,0,0,0,0,0,NA,NA,18160,52170,NA,00011,43,1,2,5,43
3104100015P,NE,041,15P,100,1,98,0,1,0,0,0,0,69,0,69,0,0,0,0,0,0,NA,NA,49180,NA,NA,00012,43,1,2,57,50
3104100016P,NE,041,16P,95,1,90,0,0,4,0,0,0,78,0,76,0,0,2,0,0,0,NA,NA,42880,NA,NA,00012,43,1,2,12,31
3104100017P,NE,041,17P,115,0,115,0,0,0,0,0,0,72,0,72,0,0,0,0,0,0,NA,10180,13575,20130,NA,74940,43,1,2,131,178
3104100018P,NE,041,18P,24,0,24,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,NA,NA,46450,NA,NA,74940,43,1,2,169,291
3104100019P,NE,041,19P,191,5,183,0,0,0,0,0,3,150,2,147,0,0,0,0,0,1,NA,10180,10215,28290,04640,74940,41,1,2,91,80
3104100020P,NE,041,20P,127,0,127,0,0,0,0,0,0,98,0,98,0,0,0,0,0,0,NA,NA,14835,67230,NA,00073,43,1,2,29,84
3104100021P,NE,041,21P,138,0,136,0,2,0,0,0,0,98,0,96,0,2,0,0,0,0,NA,NA,51805,69210,NA,71100,43,1,2,18,54
3104100022P,NE,041,22P,796,10,775,0,2,2,0,0,7,595,6,582,0,2,1,0,0,4,NA,07660,12630,NA,NA,00012,43,1,2,83,249
3104100023P,NE,041,23P,81,0,81,0,0,0,0,0,0,59,0,59,0,0,0,0,0,0,NA,NA,11930,74700,NA,00012,43,1,2,12,33
3104100024P,NE,041,24P,429,3,426,0,0,0,0,0,0,291,2,289,0,0,0,0,0,0,NA,06610,06645,68910,NA,00011,43,1,2,46.20608108108108,136.65202702702703
3104100025P,NE,041,25P,289,3,285,0,0,1,0,0,0,191,1,190,0,0,0,0,0,0,NA,04650,04685,68910,NA,00011,43,1,2,36,87
3104100026P,NE,041,26P,175,0,175,0,0,0,0,0,0,129,0,129,0,0,0,0,0,0,NA,NA,52365,20130,NA,03060,43,1,2,42,92
3104100027P,NE,041,27P,124,0,124,0,0,0,0,0,0,83,0,83,0,0,0,0,0,0,NA,NA,33495,73350,NA,03060,43,1,2,44,97
3104100028P,NE,041,28P,91,2,88,0,1,0,0,0,0,57,1,55,0,1,0,0,0,0,NA,NA,19770,74700,NA,00012,43,1,2,5,15
3104100029P,NE,041,29P,349,8,340,0,0,0,0,0,1,274,4,269,0,0,0,0,0,1,NA,35665,53625,74700,NA,00012,43,1,2,49,108
3104100030P,NE,041,30P,75,1,74,0,0,0,0,0,0,48,1,47,0,0,0,0,0,0,NA,NA,14170,67470,NA,00011,43,1,2,111,175
3104100031P,NE,041,31P,160,0,156,0,0,0,0,0,4,109,0,107,0,0,0,0,0,2,NA,NA,29365,67470,NA,77340,43,1,2,17,71
3104100032P,NE,041,32P,146,2,144,0,0,0,0,0,0,108,1,107,0,0,0,0,0,0,NA,NA,14940,67470,NA,03060,43,1,2,14,47
3104100033P,NE,041,33P,332,3,318,0,6,0,0,0,5,244,0,238,0,3,0,0,0,3,NA,31115,00835,73350,NA,03060,43,1,2,44,89
3104100034P,NE,041,34P,671,8,661,0,2,0,0,0,0,500,2,496,0,2,0,0,0,0,NA,01535,01570,68910,NA,03060,43,1,2,107,189
3104100035P,NE,041,35P,509,2,500,0,3,0,0,0,4,396,2,389,0,3,0,0,0,2,NA,06610,06610,55590,NA,00011,43,1,2,62.87837837837838,185.95945945945948
3104100036P,NE,041,36P,630,11,615,0,3,0,0,0,1,485,4,479,0,1,0,0,0,1,NA,02095,02130,NA,NA,00073,43,1,2,73.13492063492063,159.35714285714286
3104100037P,NE,041,37P,1342,8,1309,0,11,1,0,0,13,1067,5,1045,0,11,1,0,0,5,NA,06610,06610,NA,NA,00011,43,1,2,169.4222972972973,501.0574324324324
3104100038P,NE,041,38P,622,4,612,0,4,0,0,0,2,479,4,469,0,4,0,0,0,2,NA,06610,06610,NA,NA,00011,43,1,2,76.05743243243242,224.9358108108108
3104100039P,NE,041,39P,1088,15,1051,6,4,2,0,3,7,769,6,753,3,4,0,0,0,3,NA,06610,06610,NA,NA,00011,43,1,2,122.10472972972973,361.1182432432432
3104300001P,NE,043,1P,754,7,736,0,4,2,0,0,5,516,1,507,0,4,1,0,0,3,NA,24355,92825,72300,NA,75770,17,2,3,61,49
3104300002P,NE,043,2P,3025,1173,1609,9,16,181,1,0,36,1986,627,1205,6,13,115,1,0,19,NA,46030,90590,72300,NA,76860,17,2,3,247,234
3104300003P,NE,043,3P,563,42,510,0,8,0,0,0,3,421,27,384,0,8,0,0,0,2,4625,15710,90910,NA,NA,00108,17,2,3,92,133
3104300004P,NE,043,4P,496,8,482,0,0,1,0,0,5,350,2,344,0,0,1,0,0,3,NA,23375,91475,72300,NA,00108,17,2,3,140,68
3104300005P,NE,043,5P,574,18,523,0,6,24,0,0,3,423,11,394,0,3,14,0,0,1,NA,12000,90640,72300,NA,72000,17,2,3,105,143
3104300006P,NE,043,6P,1102,7,1070,0,22,0,0,0,3,762,4,751,0,5,0,0,0,2,4625,22920,92235,NA,NA,72000,17,2,3,164,230
3104300007P,NE,043,7P,759,143,586,2,16,6,0,0,6,538,82,436,2,11,4,0,0,3,NA,12000,90642,NA,NA,76860,17,2,3,0,0
3104300008P,NE,043,8P,1062,225,785,4,17,27,0,0,4,717,130,559,4,9,15,0,0,0,NA,12000,90642,NA,NA,76860,17,2,3,0,0
3104300009P,NE,043,9P,2107,768,1180,14,39,83,0,0,23,1474,439,932,10,29,54,0,0,10,NA,46030,93018,NA,NA,76860,17,2,3,238.2934353700825,238.2934353700825
3104300010P,NE,043,10P,2788,880,1641,19,109,104,0,0,35,1960,523,1261,15,68,73,0,0,20,NA,46030,93018,NA,NA,76860,17,2,3,316.86236996293195,316.86236996293195
3104300011P,NE,043,11P,1353,428,824,15,32,19,0,3,32,913,251,611,7,18,13,0,0,13,NA,46030,93018,NA,NA,76860,17,2,3,147.59966519191678,147.59966519191678
3104300012P,NE,043,12P,1811,481,1203,27,33,33,7,3,24,1207,263,872,12,24,24,6,1,5,NA,46030,93018,NA,NA,76860,17,2,3,195.12902068635657,195.12902068635657
3104300013P,NE,043,13P,2233,228,1880,11,21,69,0,1,23,1668,135,1445,5,12,55,0,0,16,NA,46030,93018,NA,NA,76860,17,2,3,269.65634341743396,269.65634341743396
3104300014P,NE,043,14P,1626,173,1339,10,16,70,0,0,18,1141,105,963,7,13,48,0,0,5,NA,46030,93018,NA,NA,76860,17,2,3,184.45916537127826,184.45916537127826
3104500001P,NE,045,1P,578,21,518,3,24,1,0,0,11,434,12,405,3,10,1,0,0,3,NA,08605,92472,NA,NA,04980,49,1,2,84.01603665521192,142.67812142038946
3104500002P,NE,045,2P,1170,43,1052,6,49,3,0,3,14,935,28,860,4,33,3,0,3,4,NA,08605,92482,00074,NA,04980,49,1,2,151,270
3104500003P,NE,045,3P,991,20,929,2,23,2,1,3,11,760,15,723,2,12,2,1,0,5,NA,08605,92492,NA,NA,04980,49,1,2,120,225
3104500004P,NE,045,4P,674,21,627,0,9,2,0,1,14,534,14,504,0,7,2,0,1,6,NA,08605,92502,NA,NA,04980,49,1,2,82,240
3104500005P,NE,045,5P,2298,49,2115,23,71,10,4,0,26,1998,39,1876,17,43,7,4,0,12,NA,08605,92512,NA,NA,04980,49,1,2,135,271
3104500006P,NE,045,6P,575,1,559,1,4,8,0,0,2,439,1,427,0,4,6,0,0,1,2810,08605,92522,07840,00135,04980,49,1,2,84.98396334478808,144.32187857961054
3104500007P,NE,045,7P,554,25,483,33,6,1,0,0,6,370,11,332,18,5,1,0,0,3,NA,NA,92532,53520,76800,71730,49,1,2,95,157
3104500008P,NE,045,8P,483,6,452,1,14,1,0,0,9,369,5,344,1,13,1,0,0,5,NA,08605,92542,53190,NA,04980,49,1,2,74,136
3104500009P,NE,045,9P,256,4,252,0,0,0,0,0,0,195,3,192,0,0,0,0,0,0,NA,52925,92547,50370,76800,71730,49,1,2,31,113
3104500010P,NE,045,10P,797,7,772,0,7,0,0,0,11,622,2,603,0,7,0,0,0,10,NA,11195,92557,37290,76800,05520,49,1,2,122,217
3104500011P,NE,045,11P,684,23,613,1,35,0,0,2,10,486,11,448,0,21,0,0,2,4,NA,11195,92562,29250,76800,05520,49,1,2,64,155
3104700001P,NE,047,1P,288,3,283,0,0,0,0,0,2,215,2,211,0,0,0,0,0,2,NA,NA,91100,62970,NA,71100,36,1,2,41,93
3104700002P,NE,047,2P,270,7,260,0,0,0,0,0,3,203,3,197,0,0,0,0,0,3,NA,11020,91130,16800,NA,00012,36,1,2,42,70
