GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,cd_1990,cd_2000,ndv,nrv
06001427400,06,001,4274,1252,767,115,178,14,71,27,4,76,817,532,73,109,7,49,15,0,32,NA,00562,90020,NA,NA,01770,11,9,3374.68239838207,2181.212850606724
06001427500,06,001,4275,545,338,25,67,86,10,0,0,19,431,288,13,56,54,10,0,0,10,NA,00562,90020,NA,NA,01770,11,7,1780.2792089383993,1150.6765466481002
06001427600,06,001,4276,5079,828,1515,615,19,1684,27,23,368,3423,673,869,382,15,1251,19,10,204,NA,00562,90020,NA,NA,01770,11,9,14138.969216232346,9138.667793912871
06001427700,06,001,4277,5130,2608,246,472,27,1496,40,19,222,4265,2323,203,353,16,1196,31,11,132,NA,00562,90020,NA,NA,01770,11,9,17616.916069889263,11386.625223791525
06001427800,06,001,4278,4715,2739,183,415,17,1081,15,19,246,3727,2279,139,311,11,839,12,12,124,NA,00562,90020,NA,NA,01770,11,9,15394.664992374512,9950.28187785956
06001427900,06,001,4279,4658,2881,213,541,19,743,32,14,215,3749,2443,147,378,17,611,25,8,120,NA,00562,90020,NA,NA,01770,11,9,15485.537713016378,10009.017107618858
06001428000,06,001,4280,2901,1327,181,463,23,697,22,18,170,2323,1157,126,343,20,554,14,14,95,NA,00562,90020,NA,NA,01770,11,9,9595.333184138983,6201.906305947882
06001428100,06,001,4281,4490,3045,102,467,20,631,24,9,192,3525,2478,81,314,20,500,22,4,106,NA,00562,90020,NA,NA,01770,11,9,14560.28819375373,9410.98567734235
06001428200,06,001,4282,6132,3841,169,443,19,1329,21,19,291,4951,3245,118,325,13,1044,19,15,172,NA,00562,90020,NA,NA,01770,11,9,20450.492722631123,13218.096479013328
06001428301,06,001,428301,6247,3286,187,412,13,2048,19,21,261,4855,2781,147,259,12,1510,13,12,121,NA,00562,90020,04200,18930,01770,11,7,20053.957214375703,12961.79729460911
06001428302,06,001,428302,7451,3692,183,284,8,2974,19,22,269,5438,2860,134,192,8,2152,10,8,74,NA,00562,90020,NA,NA,01770,11,9,22462.084311385188,14518.280883230555
06001428400,06,001,4284,4496,2549,260,465,27,911,43,19,222,3697,2252,203,335,23,704,21,15,144,NA,00562,90020,04200,18930,01770,11,9,15270.747646044692,9870.18838273324
06001428500,06,001,4285,3298,1765,138,210,10,950,11,10,204,2707,1567,106,153,8,736,11,5,121,NA,00562,90020,NA,NA,01770,11,9,11181.475217160665,7227.103043564751
06001428600,06,001,4286,3387,1538,234,284,9,1171,5,4,142,2944,1441,191,207,7,988,5,4,101,NA,00562,90020,NA,NA,01770,11,9,12160.422253166234,7859.841655062662
06001430100,06,001,4301,8338,4360,235,569,19,2785,31,21,318,6283,3497,182,394,17,2008,26,12,147,NA,11964,91260,07350,01650,07800,1,7,5954.329372791687,3848.557645277967
06001430200,06,001,4302,7077,5335,170,566,10,741,6,11,238,5236,4045,140,372,7,537,6,9,120,NA,11964,91260,NA,NA,07800,1,7,4962.099092143447,3207.233460238013
06001430300,06,001,4303,3649,2893,49,272,13,289,9,14,110,2771,2254,40,175,10,218,7,8,59,NA,11964,91260,NA,NA,07800,1,7,2626.045948114876,1697.3345909701172
06001430400,06,001,4304,2087,1607,27,169,4,212,2,3,63,1599,1258,20,118,4,166,2,2,29,NA,11964,91260,NA,NA,07800,1,7,1515.3545546862817,979.4435261498438
06001430500,06,001,4305,6014,2857,1195,979,29,611,56,24,263,4470,2418,715,619,26,470,44,12,166,NA,11964,91260,NA,NA,34710,1,7,4236.1693930254405,2738.0316209442167
06001430600,06,001,4306,5688,3793,209,591,16,821,8,10,240,4336,3033,154,380,11,611,8,6,133,NA,11964,91260,NA,NA,07800,1,7,4109.179080124902,2655.9519258197142
06001430700,06,001,4307,3714,2709,36,442,11,379,7,6,124,2756,2096,26,271,11,279,4,3,66,NA,11964,91260,NA,NA,07800,1,7,2611.8306145812335,1688.146565396479
06001430800,06,001,4308,5169,3945,64,568,24,401,11,15,141,3982,3113,45,372,18,331,11,8,84,NA,11964,91260,NA,NA,07800,1,7,3773.6972087309405,2439.11452228185
06001430900,06,001,4309,4667,2855,201,865,34,459,37,11,205,3616,2355,145,587,28,342,28,8,123,NA,11964,91260,NA,NA,07800,1,7,3426.8430705100654,2214.9266982850754
06001431000,06,001,4310,2585,1600,118,462,15,256,12,7,115,2002,1300,86,308,13,208,10,3,74,NA,11964,91260,NA,NA,07800,1,7,1897.2731822901414,1226.2951465615931
06001431100,06,001,4311,3137,1868,230,599,13,247,30,17,133,2418,1546,159,404,7,199,19,10,74,NA,11964,91260,NA,NA,16740,19,7,2291.5117656231578,1481.1097224704954
06001431200,06,001,4312,5988,3749,503,864,15,573,33,14,237,4976,3296,390,612,12,487,25,11,143,NA,11964,91260,NA,NA,16740,19,7,4715.699977560312,3047.974350294949
06001432100,06,001,4321,3607,1965,509,560,26,369,14,14,150,2710,1581,355,366,16,290,12,9,81,NA,68084,91260,NA,NA,34680,19,9,2568.2369250780635,1659.9699536373214
06001432200,06,001,4322,3939,2156,601,669,14,303,24,6,166,3140,1847,435,456,13,257,20,4,108,NA,68084,91260,NA,NA,34680,19,9,2975.7431530424797,1923.3600200816197
06001432300,06,001,4323,3282,1307,324,1121,16,384,17,8,105,2563,1154,241,763,14,312,12,7,60,NA,68084,91260,NA,NA,34680,19,9,2428.926656448368,1569.927303015666
06001432400,06,001,4324,5411,2037,377,1605,24,1099,64,4,201,3971,1675,254,1045,19,792,48,2,136,NA,68084,91260,NA,NA,34680,19,9,3763.2726308062693,2432.376636861182
06001432500,06,001,4325,8676,2506,725,2254,52,2642,117,24,356,6426,2157,510,1446,40,1963,78,16,216,NA,68084,91260,NA,NA,34680,19,9,6089.848885812412,3936.1501557466518
06001432600,06,001,4326,6401,2642,1054,1339,46,964,49,24,283,5176,2359,816,943,33,779,37,19,190,NA,68084,91260,NA,NA,34680,19,9,4905.237758008877,3170.4813579434594
06001432700,06,001,4327,2408,1558,165,344,6,213,7,6,109,1937,1298,126,259,6,171,6,5,66,NA,68084,91260,NA,NA,34680,19,9,1835.6734036443577,1186.4803690758272
06001432800,06,001,4328,3658,2007,317,457,8,669,17,7,176,2999,1772,239,316,6,552,13,4,97,NA,68084,91260,NA,NA,34680,1,7,2842.1190178262405,1836.9925796894195
06001433000,06,001,4330,3371,1865,189,559,4,622,12,8,112,2753,1633,140,391,4,494,12,5,74,NA,68084,91260,NA,NA,34680,19,9,2608.987547874505,1686.308960281751
06001433101,06,001,433101,7067,2609,1372,1778,32,909,69,20,278,5597,2315,1066,1250,30,715,35,19,167,NA,68084,91260,NA,NA,34680,19,9,5304.214785853108,3428.358609043575
06001433102,06,001,433102,3683,1352,247,797,16,1101,36,9,125,2815,1145,169,514,11,859,31,7,79,NA,68084,91260,NA,NA,34680,19,9,2667.7442598135603,1724.2861326527895
06001433200,06,001,4332,6562,2537,739,1103,19,1853,34,13,264,5246,2246,565,769,16,1442,27,12,169,NA,68084,91260,NA,NA,34680,19,9,4971.5759811658745,3213.3588106204384
06001433300,06,001,4333,6635,3007,182,1372,38,1750,55,20,211,5026,2524,112,898,32,1291,39,13,117,NA,68084,91260,NA,NA,34710,19,9,4763.084422672453,3078.6011022070766
06001433400,06,001,4334,6014,1976,405,548,13,2822,30,8,212,4790,1764,298,398,12,2165,21,5,127,NA,68084,91260,NA,NA,34680,19,9,4539.4298417431455,2934.042833181834
06001433500,06,001,4335,4092,2110,98,707,18,1002,42,1,114,3142,1754,55,458,12,758,30,1,74,NA,68084,91260,NA,NA,34710,19,9,2977.638530846965,1924.5850901581045
06001433600,06,001,4336,5901,2595,442,976,34,1548,49,7,250,4495,2174,289,665,24,1166,28,2,147,NA,68084,91260,NA,NA,34710,19,9,4259.861615581511,2753.3449969002804
06001433700,06,001,4337,2849,1126,266,941,35,305,33,12,131,2111,929,188,617,26,235,27,9,80,NA,02980,91260,NA,NA,34710,1,7,2000.5712726346098,1293.0614657300316
06001433800,06,001,4338,7100,1947,1018,2026,41,1688,77,20,283,5294,1664,711,1345,32,1293,55,11,183,NA,02980,91260,NA,NA,34710,1,9,5017.065048473531,3242.760492456081
06001433900,06,001,4339,6301,1180,1985,2103,35,652,72,6,268,4272,971,1239,1308,27,508,48,6,165,NA,02980,91260,NA,NA,34710,1,7,4048.5269903813605,2616.7496833721907
06001434000,06,001,4340,4616,1338,819,1696,47,419,49,16,232,3248,1138,515,1065,26,321,29,12,142,NA,02980,91260,NA,NA,34710,1,7,3078.093554484705,1989.5138042118156
06001435101,06,001,435101,10579,4124,1322,1838,23,2610,111,45,506,7930,3320,961,1255,19,1978,84,25,288,NA,33000,91260,NA,NA,07800,19,9,7515.172994785625,4857.402853263453
06001435102,06,001,435102,5031,2339,767,518,7,1073,44,23,260,4172,2008,613,395,7,918,38,19,174,NA,33000,91260,NA,NA,16740,19,9,3953.758100157078,2555.4961795479353
06001435200,06,001,4352,4198,1567,1250,620,17,472,54,14,204,3125,1277,949,387,15,344,35,9,109,NA,23350,91260,NA,NA,16740,19,7,2961.5278195088367,1914.1719945079813
06001435300,06,001,4353,4707,1834,904,1189,23,407,34,38,278,3497,1560,633,751,22,319,23,26,163,NA,33000,91260,NA,NA,16740,19,9,3314.0680911431687,2142.035028734211
06001435400,06,001,4354,4365,1783,775,1202,29,359,24,13,180,3438,1610,567,794,22,291,20,10,124,NA,33000,91260,NA,NA,16740,19,9,3258.1544459108422,2105.8954614779004
06001435500,06,001,4355,3694,1616,369,1223,16,262,43,4,161,2849,1401,253,826,15,210,31,4,109,NA,12902,91260,NA,NA,16740,19,7,2699.9656824898166,1745.1123239530364
06001435600,06,001,4356,9524,3422,928,4071,44,622,114,16,307,6933,2841,624,2660,32,503,75,8,190,NA,12902,91260,NA,NA,16740,19,7,6570.327159249526,4246.705420135627
06001435700,06,001,4357,4181,1952,231,1246,17,552,13,12,158,3149,1639,149,817,13,419,12,8,92,NA,68112,91260,NA,NA,34710,19,9,2984.272353162665,1928.8728354258026
06001435800,06,001,4358,5034,2454,137,1259,29,957,18,13,167,3687,1956,86,788,25,718,13,9,92,NA,68112,91260,NA,NA,34710,19,9,3494.1289825693066,2258.4166860002965
06001435900,06,001,4359,4817,2651,92,848,17,947,24,7,231,3712,2211,60,559,13,705,20,7,137,NA,68112,91260,NA,NA,34710,19,9,3517.8212051253768,2273.7300619563603
06001436000,06,001,4360,4252,2525,60,1072,20,390,10,13,162,3141,1997,38,680,18,297,9,7,95,NA,68112,91260,NA,NA,34710,19,9,2976.6908419447223,1923.9725551198621
06001436100,06,001,4361,4873,2337,184,1349,26,740,34,8,195,3624,1894,122,876,22,555,27,4,124,NA,68112,91260,NA,NA,34710,19,9,3434.424581728008,2219.8269785910156
06001436200,06,001,4362,3330,956,473,1286,15,387,31,4,178,2295,781,301,812,10,274,22,3,92,NA,33000,91260,NA,NA,34710,19,9,2174.94603064729,1405.7679127666615
06001436300,06,001,4363,6378,1383,564,3518,17,561,79,8,248,4410,1127,359,2272,15,433,50,8,146,NA,33000,91260,NA,NA,16740,19,9,4179.308058890871,2701.279518649663
06001436401,06,001,436401,7145,3690,900,1481,25,624,50,41,334,5531,3105,669,959,17,514,31,18,218,NA,33000,91260,NA,NA,16740,19,7,5241.667318305082,3387.9312965195663
06001436402,06,001,436402,2844,1846,251,295,6,321,5,7,113,2256,1550,180,186,3,261,4,5,67,NA,23350,91260,NA,NA,16740,19,7,2137.9861634598196,1381.8790462752017
06001436500,06,001,4365,4797,1580,683,1412,22,817,83,11,189,3772,1371,481,976,17,715,65,8,139,NA,33000,91260,NA,NA,16740,19,9,3574.6825392599467,2310.4821642509137
06001436601,06,001,436601,6424,1500,757,3219,26,567,104,15,236,4342,1199,484,2000,23,423,76,10,127,NA,33000,91260,NA,NA,16740,19,9,4114.865213538359,2659.6271360491696
06001436602,06,001,436602,4344,781,685,1759,18,767,112,44,178,3145,648,489,1163,15,610,76,32,112,NA,33000,91260,NA,NA,16740,19,9,2980.4815975536935,1926.4226952728325
06001436700,06,001,4367,2989,705,154,1810,15,225,26,5,49,2122,585,102,1202,13,164,22,3,31,NA,33000,91260,NA,NA,16740,19,9,2010.9958505592808,1299.7993511506997
06001436800,06,001,4368,3790,1077,513,1284,17,639,48,17,195,2850,929,380,864,13,508,34,11,111,NA,33000,91260,NA,NA,16740,19,9,2700.9133713920596,1745.724858991279
06001436900,06,001,4369,6868,1452,594,3414,27,1057,103,9,212,4708,1182,367,2185,21,764,62,7,120,NA,33000,91260,NA,NA,16740,19,9,4461.719351759233,2883.814960045944
06001437000,06,001,4370,3430,1313,337,792,20,680,52,22,214,2630,1112,246,542,13,538,33,15,131,NA,33000,91260,NA,NA,16740,19,9,2492.421812898637,1610.9671505779172
06001437100,06,001,4371,8721,2086,826,2176,35,2793,225,46,534,6476,1776,590,1409,28,2143,156,31,343,NA,33000,91260,24900,34980,16740,19,9,6137.233330924553,3966.77690765878
06001437200,06,001,4372,6239,2135,577,1173,17,1926,104,31,276,4840,1865,403,850,13,1456,73,18,162,NA,33000,91260,NA,NA,16740,19,9,4586.814286855287,2964.6695850939614
06001437300,06,001,4373,3270,872,317,934,18,804,87,28,210,2285,733,212,591,14,563,53,10,109,NA,33000,91260,NA,NA,16740,19,9,2165.4691416248615,1399.642562384236
06001437400,06,001,4374,3357,1068,190,1449,22,436,48,14,130,2416,878,111,972,17,324,34,7,73,NA,33000,91260,NA,NA,16740,19,9,2289.616387818672,1479.8846523940106
06001437500,06,001,4375,4872,746,449,2609,13,677,144,44,190,3250,603,286,1629,10,495,76,29,122,NA,33000,91260,NA,NA,16740,19,9,3079.988932289191,1990.7388742883006
06001437600,06,001,4376,3184,976,314,1062,9,591,85,20,127,2332,828,218,677,7,434,63,13,92,NA,33000,91260,NA,NA,16740,19,9,2210.0105200302746,1428.4317091816358
06001437700,06,001,4377,8827,1063,869,4838,18,1183,300,62,494,5677,818,515,2961,8,817,190,40,328,NA,33000,91260,NA,NA,16740,19,9,5380.029898032533,3477.361412102979
06001437800,06,001,4378,4118,1142,378,1231,16,1049,93,21,188,2946,921,266,792,14,757,64,17,115,NA,33000,91260,NA,NA,16740,19,9,2791.891506007371,1804.528222662564
06001437900,06,001,4379,2276,464,154,1114,25,301,44,10,164,1639,399,113,724,13,252,31,7,100,NA,33000,91260,NA,NA,16740,19,9,1553.2621107759949,1003.944927679546
06001438000,06,001,4380,3021,1532,155,720,33,399,20,5,157,2298,1253,113,486,22,311,13,2,98,NA,33000,91260,NA,NA,26910,19,9,2177.7890973540184,1407.605517881389
06001438100,06,001,4381,7109,2462,526,2485,34,1219,57,18,308,5009,1958,341,1532,29,906,42,14,187,NA,33000,91260,NA,NA,26910,19,9,4746.973711334324,3068.188006556953
06001438201,06,001,438201,4469,997,283,2082,17,783,121,9,177,3178,873,185,1324,12,574,79,5,126,NA,33000,91260,NA,NA,16740,19,9,3011.755331327707,1946.6363515348366
06001438202,06,001,438202,8812,2677,610,1834,29,3074,149,57,382,6744,2422,429,1247,21,2254,103,44,224,NA,33000,91260,NA,NA,16740,19,9,6391.213956725631,4130.936297907784
06001438300,06,001,4383,3759,590,323,1293,17,1159,153,42,182,2668,489,236,837,12,860,92,28,114,NA,33000,91260,NA,NA,16740,19,9,2528.4339911838647,1634.2434820311341
06001438400,06,001,4384,2254,829,124,574,15,572,22,11,107,1695,705,89,388,11,420,13,6,63,NA,33000,91260,NA,NA,16740,19,9,1606.3326893015933,1038.2468898211291
06001440100,06,001,4401,2283,952,244,351,10,569,17,2,138,1765,816,157,240,8,451,14,1,78,NA,81204,91070,NA,NA,26910,19,9,1916.9910904597305,1239.0397398623468
06001440200,06,001,4402,6346,434,134,5165,18,427,10,3,155,4140,340,69,3326,15,293,10,1,86,NA,81204,91070,NA,NA,26910,19,9,4496.51167960526,2906.302845909414
06001440301,06,001,440301,7001,1951,456,2006,21,2292,41,23,211,5110,1596,322,1299,18,1705,32,14,124,NA,81204,91070,NA,NA,26910,19,9,5550.042193908908,3587.2481986949533
06001440302,06,001,440302,7432,1238,569,922,9,4073,97,42,482,5369,983,416,628,6,2996,65,27,248,NA,81204,91070,NA,NA,26910,19,9,5831.345702367305,3769.0676279438753
06001440304,06,001,440304,5022,805,351,654,9,2812,82,12,297,3590,601,219,428,8,2086,59,8,181,NA,81204,91070,NA,NA,26910,19,9,3899.14901685577,2520.1998108248304
06001440305,06,001,440305,4321,911,309,721,6,2077,95,9,193,3218,740,234,481,3,1571,69,5,115,NA,81204,91070,NA,NA,26910,19,9,3495.114634050659,2259.053758003984
06001440306,06,001,440306,4195,514,497,528,2,2368,20,27,239,2892,380,308,332,0,1702,16,20,134,NA,81204,91070,NA,NA,26910,19,9,3141.0414921300517,2030.1999590265762
06001440307,06,001,440307,4333,1419,260,827,6,1589,15,9,208,3414,1272,189,583,5,1211,10,5,139,NA,81204,91070,NA,NA,26910,19,9,3707.992964775932,2396.646839597763
06001440308,06,001,440308,6001,1357,344,1894,11,2001,66,18,310,4535,1142,249,1331,7,1552,47,9,198,NA,81204,91070,NA,NA,26910,19,9,4925.526682852623,3183.595025651979
06001440309,06,001,440309,7009,1606,476,1308,17,3200,20,19,363,5271,1310,327,840,14,2507,17,14,242,NA,81204,91070,NA,NA,26910,19,9,5724.906537004668,3700.2710871469853
06001440331,06,001,440331,3346,501,215,816,5,1601,40,12,156,2331,375,135,542,4,1150,24,9,92,NA,81204,91070,NA,NA,26910,19,9,2531.7315761255704,1636.3748632403003
06001440332,06,001,440332,3318,490,111,206,1,2338,12,22,138,2248,344,76,131,1,1619,7,12,58,NA,81204,91070,NA,NA,26910,19,9,2441.584119747011,1578.1084052184451
06001441100,06,001,4411,4167,2485,89,638,17,727,16,7,188,3108,1915,62,440,16,561,15,5,94,NA,26000,91070,NA,NA,14400,19,9,3375.6421015007604,2181.8331509870673
06001441200,06,001,4412,6442,3424,138,1104,36,1442,41,20,237,4899,2754,103,792,25,1056,31,9,129,NA,26000,91070,NA,NA,14400,19,9,5320.872154199558,3439.1250343261395
06001441301,06,001,441301,2721,982,134,212,13,1267,7,8,98,2182,837,104,152,10,1006,7,2,64,NA,26000,91070,NA,NA,14400,19,9,2369.9006002170718,1531.776041008295
06001441302,06,001,441302,5622,2675,166,668,14,1770,19,10,300,4317,2160,123,447,12,1387,17,5,166,NA,26000,91070,NA,NA,14400,19,9,4688.753845617369,3030.557822654816
06001441401,06,001,441401,7115,2507,324,842,21,2846,40,32,503,5362,1969,237,587,18,2201,28,20,302,NA,26000,91070,NA,NA,14400,19,9,5823.742904841402,3764.153589315526
06001441402,06,001,441402,5232,2018,169,509,6,2151,28,11,340,3920,1590,131,336,5,1637,19,10,192,NA,26000,91070,NA,NA,14400,19,9,4257.566614505464,2751.8616318755803
06001441501,06,001,441501,5273,1009,290,376,7,3261,57,5,268,3677,736,194,219,7,2338,36,3,144,NA,81204,91070,NA,NA,26910,19,9,3993.6409289634157,2581.2742909200274
06001441503,06,001,441503,10783,2086,279,544,12,7410,25,29,398,7778,1672,210,354,11,5274,22,14,221,NA,26000,91070,31860,36390,14400,19,9,8447.794165210076,5460.198921614353
06001441521,06,001,441521,6100,1620,196,373,10,3459,26,33,383,4296,1244,121,244,10,2444,21,21,191,NA,26000,91070,NA,NA,14400,19,9,4665.9454530396615,3015.8157067697684
06001441522,06,001,441522,4996,1330,212,682,9,2470,27,30,236,3648,1052,144,453,7,1817,22,20,133,NA,26000,91070,NA,NA,14400,19,9,3962.143624927534,2560.916130888295
06001441601,06,001,441601,4484,2398,106,897,23,803,11,5,241,3364,1900,76,613,17,617,10,2,129,NA,26000,91070,NA,NA,14400,19,9,3653.6872681623418,2361.5465636809827
06001441602,06,001,441602,6908,2919,322,1558,37,1632,33,30,377,5076,2280,226,1021,22,1266,23,12,226,NA,26000,91070,NA,NA,14400,19,9,5513.114320211666,3563.380011071542
06001441700,06,001,4417,6493,2699,293,1253,30,1762,65,13,378,4972,2175,235,852,22,1366,42,8,272,NA,26000,91070,NA,NA,14400,19,9,5400.1584712553995,3490.371437164639
06001441800,06,001,4418,6643,3396,282,926,16,1643,37,9,334,5060,2695,203,637,13,1285,26,7,194,NA,26000,91070,NA,NA,14400,19,9,5495.736497295318,3552.1479227781724
06001441901,06,001,441901,11485,4437,413,1437,26,4597,20,39,516,9238,3679,319,1036,23,3794,17,26,344,NA,26000,91070,NA,NA,14400,19,9,10033.520506326906,6485.126978384339
06001441921,06,001,441921,2982,1147,116,886,24,645,10,16,138,2174,879,94,583,16,496,7,8,91,NA,26000,91070,NA,NA,14400,19,9,2361.2116887588977,1526.1599968616101
06001441922,06,001,441922,7870,2324,367,1270,20,3392,23,19,455,6157,1955,251,893,16,2695,18,13,316,NA,26000,91070,NA,NA,14400,19,9,6687.203480997485,4322.247976392334
06001441923,06,001,441923,5247,1626,266,806,16,2270,13,5,245,4318,1433,216,604,16,1850,12,5,182,NA,26000,91070,NA,NA,14400,19,9,4689.83995954964,3031.2598281731516
06001442000,06,001,4420,3357,1218,31,140,3,1867,5,8,85,2316,931,19,96,3,1222,4,3,38,NA,26000,91070,NA,NA,14400,19,9,2515.4398671414933,1625.8447804652662
06001442100,06,001,4421,5079,1978,33,221,9,2680,8,16,134,3587,1583,28,163,5,1729,7,11,61,NA,26000,91070,NA,NA,14400,19,9,3895.890675058954,2518.0937942698233
06001442200,06,001,4422,6482,3488,109,549,20,2074,11,13,218,4681,2742,75,368,16,1348,9,6,117,NA,26000,91070,NA,NA,14400,19,9,5084.099316964305,3286.0878313289772
06001442300,06,001,4423,7987,3818,478,1383,47,1793,45,29,394,5948,2991,327,903,39,1397,33,23,235,NA,26000,91070,NA,NA,14400,19,9,6460.205669152679,4175.528823060192
06001442400,06,001,4424,5953,2835,118,1595,40,1090,41,26,208,4309,2155,75,1034,31,853,31,19,111,NA,26000,91070,NA,NA,14400,19,9,4680.064934159195,3024.941778508132
06001442500,06,001,4425,7186,3233,189,1458,19,1915,26,19,327,5335,2514,130,1005,15,1442,25,10,194,NA,26000,91070,NA,NA,14400,19,9,5794.417828670064,3745.199440320465
06001442600,06,001,4426,8632,4912,255,1456,24,1637,8,17,323,6449,3788,170,985,18,1281,8,13,186,NA,26000,91070,NA,NA,14400,19,9,7004.348749220851,4527.233587746331
06001442700,06,001,4427,2877,2049,31,282,20,362,6,1,126,2177,1608,31,186,12,276,5,1,58,NA,26000,91070,NA,NA,14400,19,9,2364.4700305557126,1528.2660134166167
06001442800,06,001,4428,2962,1554,61,533,7,638,16,9,144,2176,1191,43,354,6,479,12,6,85,NA,26000,91070,NA,NA,14400,19,9,2363.383916623441,1527.5640078982813
06001442900,06,001,4429,7149,3628,177,1136,27,1873,27,15,266,5277,2740,111,766,20,1449,19,11,161,NA,26000,91070,NA,NA,14400,19,9,5731.423220598299,3704.483120256999
06001443001,06,001,443001,2987,1233,76,889,13,667,12,3,94,2111,940,55,581,9,470,9,3,44,NA,26000,91070,NA,NA,14400,19,9,2292.786511025774,1481.933649206467
06001443002,06,001,443002,6069,2850,134,1322,46,1427,25,7,258,4392,2195,94,859,28,1043,17,1,155,NA,26000,91070,NA,NA,14400,19,9,4770.212390537754,3083.2082365299866
06001443101,06,001,443101,9329,3590,156,512,19,4678,7,19,348,6500,2761,100,338,14,3108,6,10,163,NA,26000,91070,NA,NA,14400,19,9,7059.740559766713,4563.035869181447
06001443102,06,001,443102,4862,1535,38,190,5,2939,12,4,139,3386,1183,27,135,5,1949,9,4,74,NA,26000,91070,NA,NA,14400,19,9,3677.5817746723214,2376.990685084366
06001443103,06,001,443103,3860,769,33,92,1,2871,8,9,77,2600,570,19,64,1,1898,3,5,40,NA,26000,91070,NA,NA,14400,19,9,2823.896223906685,1825.2143476725787
