GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREUWES,G20PREOOTH,G20USSDHIC,G20USSRGAR,G20USSLDOA,G20USSODOY,G20USSOEVA,G20USSOWRI
08001001248,08,001,001248,210.03,716.5,13.9,1.98,2.97,4.94,3.98,211.95,708.7,13.9,2.97,1.98,0
08001001249,08,001,001249,48.73,280.45,3.98,0,0,0,1.99,47.74,281.45,4.97,0.99,0.99,0
08001001250,08,001,001250,494.48,201.35,14.16,11.44,2.22,2.22,2.33,478.32,194.51,29.33,5.17,9.22,0.06
08001001251,08,001,001251,266.9,829.11,28.54,3.93,0.99,0.99,9.84,256.09,841.88,28.55,4.92,2.96,0
08001001252,08,001,001252,831.92,611.94,19,4,5,0,10,774.93,676.93,16,2,1,0
08001001253,08,001,001253,482.89,91.17,10.13,2.39,1.13,1.41,0.79,476.27,92.89,13.71,3.12,2.23,0
08001001254,08,001,001254,451,231,5,2,1,2,1,453,211,8,8,8,0
08001001255,08,001,001255,355.34,174.45,6.27,2.16,1.11,5.92,1.15,365.55,157.47,11.34,6.05,5.92,0
08003003001,08,003,003001,440.76,196.45,8.97,3.99,1.99,5.98,8.97,442.76,199.44,2.99,1,3.99,0
08003003002,08,003,003002,381.24,225.55,13.03,2.01,5.01,4.02,4.03,374.24,244.56,6.01,1,1.01,0
08003003003,08,003,003003,695.09,631.94,15.83,4.84,3.83,5.94,11.56,679.46,663.35,18.91,6.95,4.15,0
08003003004,08,003,003004,647.78,853.71,16.99,3,6,16.99,14,673.77,824.72,26.99,8,4,0
08003003005,08,003,003005,195,458,4,2,1,2,1,193,451,8,1,4,0
08003003006,08,003,003006,450.22,302.29,8.01,1,3,3.01,6,445.23,297.28,7.01,10,0,0
08003003007,08,003,003007,758.91,648.06,21.17,3.16,1.17,8.06,5.44,744.54,618.65,29.09,10.05,11.85,0
08003003008,08,003,003008,190,497,2,3,0,2,2,181,501,5,2,0,0
08005005101,08,005,005101,695.66,387.97,21.72,2.05,2.87,9.77,8.9,692.08,399.44,15.92,6.95,6.69,0
08005005102,08,005,005102,664.27,389.78,21.6,1.4,3.26,2.08,13.27,651.05,389.8,31.88,8.09,5.26,0.02
08005005103,08,005,005103,367.6,197.89,15.04,3.01,3.99,4.01,2.06,362.42,208.95,13.14,0.06,1.01,0
08005005104,08,005,005104,411.58,122.89,2.93,0,0.98,2.93,8.78,395.98,129.72,6.83,3.9,4.88,0
08005005105,08,005,005105,1047.16,327.97,24.33,3.89,1.95,10.71,10.71,1015.05,367.87,28.22,8.76,1.95,0
08005005106,08,005,005106,376.38,96.39,11.65,2.68,1.8,0.04,1.02,360.98,111.67,11.7,0.06,0.96,0
08005005107,08,005,005107,618,211,12,3,0,1,4,595,229,14,1,2,0
08005005108,08,005,005108,471,165,12,0,1,1,2,452,193,4,0,0,0
08005005109,08,005,005109,473,142,9,0,0,1,3,460,159,8,0,0,0
08005005110,08,005,005110,346.23,133.7,8.98,0,2,2.99,2,331.26,157.65,3.99,0,1,0
08005005111,08,005,005111,817,277,18,3,0,1,6,775,294,24,9,4,0
08005005112,08,005,005112,596,218,13,0,1,7,6,585,232,18,3,0,0
08005005113,08,005,005113,405.44,236.58,4.39,1.09,0.06,0,4.08,390.94,251.93,5.53,0.13,0.02,0
08005005114,08,005,005114,620.56,163.42,20.61,4.91,2.94,0,5.92,589.06,188.07,27.47,5.87,0.98,0
08005005115,08,005,005115,690.18,295.55,10.48,4.03,2.02,3.24,5.2,674.58,304.5,23.35,3.18,5.94,0.98
08005005116,08,005,005116,689,396,14,10,0,3,11,690,393,33,2,1,0
08005005117,08,005,005117,788,291,22,3,2,0,4,741,313,33,5,7,0
08005005118,08,005,005118,584,182,15,3,0,3,2,556,211,14,2,0,0
08005005119,08,005,005119,485,264,18,4,1,2,2,481,271,13,1,3,0
08005005120,08,005,005120,466,182,14,4,1,4,3,465,192,10,4,1,0
08005005121,08,005,005121,343,172,10,0,2,0,6,315,193,10,2,5,0
08005005122,08,005,005122,399.6,262.55,10.06,2,1.02,3,6.95,379.64,272.59,19,5.98,1.01,0
08005005123,08,005,005123,537,323,15,4,0,2,9,528,351,11,6,0,0
08005005124,08,005,005124,807.82,411.41,27.78,1.89,4.22,2.67,11,803.26,429.08,23.78,11.11,2.67,1
08005005125,08,005,005125,384.28,128.77,15.15,6.01,0,1.92,4.81,372.26,137.9,22.59,0.96,0,0
08005005126,08,005,005126,410.24,200.11,11.79,3.28,2.01,0.09,7.26,399.63,197.48,20.17,3.08,5,0
08005005127,08,005,005127,29.21,14.61,1.25,0.42,0,0,0,28.38,15.44,0.83,0,0,0
08005005128,08,005,005128,227.44,126.12,4.41,0.88,1.76,1.76,0.88,217.74,128.79,9.69,3.52,0.88,0
08005005129,08,005,005129,335,250,9,1,1,2,2,317,260,14,3,3,0
08005005130,08,005,005130,559,309,26,3,2,0,2,548,326,19,2,1,0
08005005131,08,005,005131,483,471,5,1,2,2,2,434,537,1,0,0,0
08005005132,08,005,005132,483.16,517.16,9.41,0,0,1.03,2.03,430.99,585.29,1.03,0,0,0
08005005133,08,005,005133,401.84,462.84,12.59,0,0,0.97,0.97,366.01,527.71,0.97,0,0,0
08005005134,08,005,005134,340,171,8,0,2,1,2,315,215,1,0,0,0
08005005135,08,005,005135,204,152,10,0,0,1,0,187,182,1,1,0,0
08005005136,08,005,005136,550,283,6,0,1,4,1,515,333,1,0,1,0
08005005137,08,005,005137,637.41,234.45,17.57,2.12,2,3.02,1.08,610.72,267.42,15.45,0.06,2.06,0
08005005138,08,005,005138,254.26,96.03,6.4,0,0,0,0.91,244.2,111.58,0,0.91,0.91,0
08005005139,08,005,005139,455.78,155.36,7.49,1.87,0,1.87,2.81,437.06,177.82,5.62,0.94,0,0
08005005140,08,005,005140,239.92,182.89,7.87,0.98,0.98,0.98,0.98,229.1,189.77,10.82,2.95,0.98,0
08005005141,08,005,005141,261.5,213.15,3.92,0.99,2.05,2.22,1.24,242.5,244.24,1.19,0.08,0.04,0
08005005142,08,005,005142,473.65,347.48,9.71,0.97,2.91,0.97,4.85,467.83,363.98,10.68,3.88,0.97,0
08005005143,08,005,005143,425,251,21,2,0,1,2,402,274,15,2,4,0
08005005144,08,005,005144,370,300.92,22.05,0,1.92,5.75,5.75,341.18,358.51,4.8,1.92,0.96,0
08005005145,08,005,005145,349,255,14,3,3,3,3,326,272,17,5,2,0
08005005146,08,005,005146,388.11,342.67,11.36,0.95,0,1.89,0,363.5,378.64,2.84,2.84,0,0
08005005147,08,005,005147,421.8,429.21,7.62,1.05,0,0.11,1,396.48,452.18,7.14,0.16,1,0
08005005148,08,005,005148,180.8,185.43,4.64,0,0,0,1.32,170.2,195.37,3.31,0.66,0.66,0
08005005149,08,005,005149,512.05,698.13,7.95,0.15,1.15,2.15,3.31,472.14,757.95,4.08,2.05,1.1,0
08005005150,08,005,005150,680.7,575,38.42,2.85,2.85,2.85,6.37,640.17,632.27,21.62,1.29,2.24,0
08005005151,08,005,005151,544.88,286.67,25.03,1,2,5,5,518.84,329.69,15.04,3.01,1,0
08005005152,08,005,005152,505,285,5,1,1,1,7,489,303,8,3,1,0
08005005153,08,005,005153,639.18,333.59,27.22,3.11,0.78,2.33,7,626.74,349.92,20.22,3.89,2.33,0
08005005154,08,005,005154,647,357,21,1,3,4,8,614,383,30,4,0,0
08005005155,08,005,005155,614,492,18,3,2,1,10,581,555,9,1,1,0
08005005156,08,005,005156,240,189,5,1,3,3,3,226,212,1,1,1,0
08005005157,08,005,005157,426,244,6,1,1,1,2,395,277,6,0,1,0
08005005158,08,005,005158,491,321,14,2,2,3,3,466,351,13,3,3,0
08005005159,08,005,005159,380,268,4,2,1,0,4,376,270,3,2,0,0
08005005160,08,005,005160,465,317,18,1,1,1,3,445,334,17,1,3,0
08005005161,08,005,005161,421,260,10,2,0,1,2,409,263,14,2,3,0
08005005162,08,005,005162,461.56,238.67,14.79,2.96,0.99,0.99,4.93,450.71,239.66,19.72,2.96,0,0
08005005163,08,005,005163,435.7,259.69,5.98,1.99,0,0.99,8.94,429.71,269.65,7.97,1.99,0.99,0
08005005164,08,005,005164,406.39,279.33,10.07,3.01,1,1.02,3.05,388.16,293.65,13.04,0.01,0.01,0
08005005165,08,005,005165,528,378,18,1,1,1,8,508,410,16,1,0,0
08005005166,08,005,005166,250.01,151.73,5.02,0,0.07,0.02,0.99,236.59,161.36,7.85,0.02,0.02,0
08005005167,08,005,005167,462.73,343.06,17.95,2.99,2.99,2.99,5.98,448.77,365,8.98,1,2.99,1
08005005168,08,005,005168,544,325,13,1,1,2,4,518,360,11,2,0,0
08005005169,08,005,005169,552.25,414.64,17.01,0.04,0,1.99,4.96,531.96,442.01,15.01,0.02,0,0
08005005170,08,005,005170,657,493,22,6,1,2,1,634,499,25,4,6,0
08005005171,08,005,005171,753.22,522.46,17.98,2.84,0.95,0.95,0,720.08,571.68,13.25,1.89,0,0
08005005172,08,005,005172,397.78,331.32,10.75,1.95,0,0.98,0.98,371.39,365.53,9.77,0.98,0,0
08005005173,08,005,005173,671.54,388.04,14.25,4,2.01,3,3.12,644.32,425.48,16.19,1.02,1,0
08005005174,08,005,005174,393,254,10,3,1,1,1,366,284,9,1,1,0
08005005175,08,005,005175,499.92,321.11,17.79,0.94,0,2.81,0.94,465.28,364.17,14.98,0,0.94,0
08005005176,08,005,005176,831.82,559.93,21.19,0.22,1.05,0.24,11.06,778.67,615.56,21.73,5.11,4.06,0
08005005177,08,005,005177,444,448,13,4,1,2,1,429,464,11,3,3,0
08005005178,08,005,005178,436.36,314.26,31.27,4.01,2.01,3.03,3.08,419.07,341.66,20.22,6,3.01,0
08005005179,08,005,005179,349.99,276.27,17.98,0,3.93,0.98,3.01,336.41,288.64,18.15,0.98,0.98,0
08005005180,08,005,005180,417,279,9,3,0,0,5,396,312,5,1,1,0
08005005181,08,005,005181,375,277,9,3,2,0,6,349,299,10,2,3,0
08005005182,08,005,005182,533,340,15,5,2,0,3,510,365,17,1,5,0
08005005183,08,005,005183,697,530,24,3,2,7,9,661,584,16,2,1,0
08005005184,08,005,005184,327,322,13,1,5,1,1,314,344,11,1,3,0
08005005185,08,005,005185,482,324,18,6,1,0,5,449,362,15,3,6,0
08005005186,08,005,005186,493.95,363.22,14.84,0,4.95,0,6.92,468.22,401.81,10.89,2.97,1.98,0
08005005187,08,005,005187,484,356,14,0,0,3,3,453,379,17,1,0,0
08005005188,08,005,005188,327.54,249.77,12.86,0,0.04,0.01,5.91,317.45,270.72,9.89,1,0.02,0
08005005189,08,005,005189,574.87,427.19,20.11,5,1,5,5.05,551.78,474.37,15.09,2.01,0,0
08005005190,08,005,005190,670,438,18,2,1,1,5,644,461,22,3,1,0
08005005191,08,005,005191,558,490,10,1,1,1,3,532,527,7,0,0,0
08005005192,08,005,005192,500,454,19,1,2,2,2,460,507,9,0,2,0
08005005193,08,005,005193,471,313,7,1,1,2,4,441,340,9,0,3,0
08005005194,08,005,005194,676.06,470.49,22.61,1.1,1.3,5.2,4.3,664.73,498.44,17.51,3,2,0
08005005195,08,005,005195,498.94,342.51,5.39,0.9,2.7,1.8,2.7,469.27,386.56,4.49,0,0,0
08005005196,08,005,005196,378,208,4,0,0,2,2,364,227,6,1,0,0
08005005197,08,005,005197,457,215,17,0,2,2,3,424,260,9,0,0,0
08005005201,08,005,005201,233.26,196.73,3.61,1.46,1.24,0.24,4.12,215.29,219.74,3.98,0.48,1.12,0
08005005202,08,005,005202,175.91,163.98,3.95,0,0,0.99,0,159.13,184.7,1,0,0,0
08005005203,08,005,005203,324,362,13,1,1,3,1,293,411,6,0,0,0
08005005204,08,005,005204,664,793,16,2,0,1,2,600,898,4,0,0,0
08005005205,08,005,005205,367,252,11,1,0,0,3,364,261,9,0,1,0
08005005206,08,005,005206,432,278,13,1,2,2,4,407,327,8,4,0,0
08005005207,08,005,005207,617,428,23,6,2,1,4,601,466,9,1,2,0
08005005208,08,005,005208,558.03,411.62,12.51,2.95,2.86,2.84,1.91,523.86,448,13.28,0.95,0.05,0
08005005209,08,005,005209,576,355,6,1,0,0,3,543,392,3,1,0,0
08005005210,08,005,005210,819.97,579.38,24.49,9.05,4.14,3.16,3.09,779.14,640,15.72,1.05,2.95,0
08005005211,08,005,005211,424,365,15,2,4,3,4,417,379,15,2,4,0
08005005212,08,005,005212,633,460,18,1,0,3,8,607,494,17,3,1,0
08005005213,08,005,005213,506,396,13,3,3,2,5,489,424,6,3,1,0
08005005214,08,005,005214,421,353,13,1,0,1,2,374,404,9,2,1,0
08005005215,08,005,005215,343,284,4,1,0,2,0,306,326,5,0,0,0
08005005216,08,005,005216,457,402,10,2,0,0,4,437,440,4,0,0,0
08005005217,08,005,005217,480.64,283.75,11.58,0,0.97,0.97,0,446.86,324.28,4.83,0,3.86,0
08005005218,08,005,005218,562.36,302.25,16.42,2,1.03,2.03,2,528.14,338.72,9.17,1,2.14,0
08005005219,08,005,005219,569,466,18,0,0,1,8,514,569,5,0,1,0
08005005220,08,005,005220,547,257,17,1,1,1,1,524,288,12,1,1,0
08005005221,08,005,005221,413.78,290.88,4.8,0.96,0.95,0.97,2.85,364.46,348.77,1.92,0,0.95,0
08005005222,08,005,005222,499,341,5,1,0,2,1,445,401,5,0,0,0
08005005223,08,005,005223,564.99,345.64,18.2,3.05,0.05,5.03,2.15,537.32,388.76,6.09,1,1.05,0
08005005224,08,005,005224,467.23,302.48,6,2.99,0,1,1,465.21,320.47,3,1,1,0
08005005225,08,005,005225,565,306,19,2,1,2,3,535,349,9,1,3,0
08005005226,08,005,005226,439,216,10,0,1,1,0,426,237,4,1,0,0
08005005227,08,005,005227,401.33,249.97,11.25,0,1,1,3.03,394.92,270.68,6.09,0,0.01,0
08005005228,08,005,005228,453,302,9,0,1,4,3,442,328,3,1,2,0
08005005229,08,005,005229,598.07,478.51,20.61,0.13,0,0,1.97,564.87,535.45,7.56,0.09,1.2,0.04
08005005230,08,005,005230,0,0,0,0,0,0,0,0,0,0,0,0,0
08005005231,08,005,005231,737.01,386.34,12.4,3.14,1,8.05,3.11,687.51,420.25,21.24,3.02,3.98,0
08005005232,08,005,005232,906.81,522.29,22.1,0.02,1.01,8.05,2.02,848.47,591.58,17.13,1.02,2.02,0
08005005233,08,005,005233,352.63,144.47,7.11,4.26,0,0,0.71,327.05,157.98,8.53,1.42,1.42,0
08005005234,08,005,005234,1108.41,632.32,27.59,5.25,0.62,4.07,3.91,1055.3,686.25,27.44,3.21,4.18,0
08005005235,08,005,005235,359.28,220.74,15.7,5.54,0.92,0.92,1.85,356.51,230.9,11.08,4.62,1.85,0
08005005236,08,005,005236,276.1,177.76,13.62,1.51,0.76,1.51,0,268.53,193.65,8.32,0.76,0.76,0
08005005237,08,005,005237,669.42,468.93,16.58,2.49,0.09,2.11,2.15,630.03,512.1,15.09,6.4,3.17,1
08005005238,08,005,005238,464,300,11,1,0,2,3,433,336,11,3,1,0
08005005239,08,005,005239,531,270,11,0,3,1,0,501,305,7,0,2,0
08005005240,08,005,005240,938.61,525.1,17.94,1.99,1.99,4.98,1,861.89,610.79,19.93,1.99,2.99,0
08005005241,08,005,005241,636,325,8,2,3,3,4,604,365,13,1,1,0
08005005242,08,005,005242,439,224,15,2,0,4,1,412,274,7,4,0,0
08005005243,08,005,005243,701.87,426.04,16.69,5.11,1.04,2.11,5.09,676.13,443.71,21.69,6.13,4.15,0
08005005244,08,005,005244,631.67,429.91,11.48,5.72,0,0.96,3.82,588.7,475.75,13.37,1.91,3.81,0
08005005245,08,005,005245,310.13,135.01,4.89,2.93,0,0.98,0,302.3,149.68,0.98,0.98,0.98,0
08005005246,08,005,005246,688.48,301.64,15.02,1.01,1,5,4,651.44,359.71,7,2,0,0
08005005247,08,005,005247,1001.44,419.94,26.55,6.28,2,3.04,6.18,972.33,448.19,23.64,2.09,3.19,0
08005005248,08,005,005248,319.13,167.15,8.41,0.13,0.77,1.67,2.43,301.53,190.93,3.17,0.85,1.67,0
08005005249,08,005,005249,569.14,284.01,7.43,1,1.08,1.08,2.24,533.98,327.74,3.26,0,0.08,0
08005005250,08,005,005250,553.81,287.06,4.42,0,0.88,0.88,2.65,529.96,317.09,2.65,0,0.88,0
08005005251,08,005,005251,767.36,410.34,23.66,0.9,0,0.04,2.56,732.21,456.9,14.29,0.85,1.68,0
08005005252,08,005,005252,677.39,383.58,10.61,0.82,0,0.82,2.45,643.92,435,4.9,0,0,0
08005005253,08,005,005253,1134.54,806.66,23.33,1.44,1,2.28,2.06,1065.7,888.05,16.73,0.29,1.45,0
08005005254,08,005,005254,201.93,115.06,4.22,0.17,0.1,0.82,0.86,196.59,125.64,2.82,0.14,0.86,0
08005005255,08,005,005255,1471.19,519.81,34.79,11.12,0,6.77,8.62,1413.58,571.96,53.69,5.56,10.48,0
08005005256,08,005,005256,0,0,0,0,0,0,0,0,0,0,0,0,0
08005005257,08,005,005257,675.37,444.42,6.96,1.11,0.15,3.19,5.26,639.64,480.44,5.7,4.01,2.9,0
08005005258,08,005,005258,219.21,101.98,6.73,0.85,0.82,1.64,2.49,202.71,120.03,5.11,0.84,0.03,0
08005005259,08,005,005259,1016.21,533.11,43.1,8,2.03,2.07,9.07,974.63,557.85,47,5.01,5.97,0
08005005260,08,005,005260,816.57,557.3,31.53,4.92,1.99,4.95,3.96,782.51,588.72,31.51,5.89,6.88,0
08005005261,08,005,005261,786,530,15,2,0,1,5,739,579,11,4,3,0
08005005262,08,005,005262,685,425,30,5,1,4,5,638,498,11,6,1,0
08005005263,08,005,005263,558,392,18,1,0,1,4,517,445,5,1,1,0
08005005264,08,005,005264,729.6,399.12,15.56,0.14,1.07,0.11,4.25,683.66,436.93,18.84,2.28,6.04,0
08005005265,08,005,005265,552,314,16,4,0,1,5,533,314,26,2,3,0
08005005266,08,005,005266,576.66,345.6,22.91,0,0,1.99,1.99,546.78,365.52,20.92,1.99,1,0
08005005267,08,005,005267,534.34,384.4,14.09,0,1,0.01,2.01,504.22,404.48,14.08,7.01,2,0
08005005268,08,005,005268,480.79,305.19,7.25,3,1,1.01,3.11,463.46,327.44,9.29,1.04,1.03,0
08005005269,08,005,005269,539.99,305,18,3,0,4,10,518.99,322,20,7,10,0
08005005270,08,005,005270,451.69,245.5,17.38,4.81,0.96,2.9,2.89,434.31,254.22,14.47,2.9,6.73,0
08005005271,08,005,005271,349.14,235.21,12.86,0,0,1.84,0.92,339.95,243.48,10.11,3.68,0.92,0
08005005272,08,005,005272,423.75,275.39,11.64,0,0,0,5.82,406.3,288,14.55,1.94,1.94,0
08005005273,08,005,005273,453.33,332.24,20.79,1.96,0.98,3.11,1.06,437.78,351.64,12.68,2.29,3.03,0
08005005274,08,005,005274,589.75,477.5,16.22,3.02,2.01,0.03,1.01,562.58,499.71,14.13,3.02,0.03,0
08005005275,08,005,005275,338.31,254.5,13.62,1.19,0.04,3.1,1.11,323.69,267.78,8.53,2.1,0.27,0
08005005276,08,005,005276,146,120,4,0,0,0,3,138,126,6,1,1,0
08005005277,08,005,005277,425,337,19,4,0,0,5,407,357,10,5,2,0
08005005278,08,005,005278,311.34,240.08,8.77,1.21,1.21,0.52,2.1,289.26,263.47,6.35,0.1,1.21,0
08005005279,08,005,005279,458,368,14,3,2,4,1,428,393,17,4,2,0
08005005280,08,005,005280,613,432,21,1,1,4,3,583,478,12,2,1,0
08005005281,08,005,005281,545.66,396.92,15.23,1.79,1.79,4.48,0.9,527.74,417.53,11.65,0.9,1.79,0
08005005282,08,005,005282,733,549,18,5,1,6,7,702,586,13,2,3,0
08005005283,08,005,005283,494.56,313.6,8.94,0.01,0,3.96,2.99,467.79,350.32,5.96,0.99,0,0
08005005284,08,005,005284,361,260,6,0,1,0,0,344,271,12,0,1,0
08005005285,08,005,005285,383.44,332.4,11.06,1.99,1,1.04,6.01,359.21,371.68,7.04,0.01,1,0
08005005286,08,005,005286,989.82,575.17,34.25,3.83,1.89,4.78,0.06,947.49,620.38,30.56,4.75,1.01,0
08005005301,08,005,005301,369,186,13,2,0,2,3,348,201,9,0,4,0
08005005302,08,005,005302,658.93,384.06,9.04,3.01,6,1.01,9.01,643.86,397.13,13.04,6,3.02,1
08005005303,08,005,005303,485,279,16,3,0,2,2,474,290,23,1,4,0
08005005304,08,005,005304,476,276,17,2,1,1,5,461,283,17,0,7,0
08005005305,08,005,005305,712.07,390.94,12.96,4.99,0,1.99,4.99,686.14,414.87,13.96,1,5.98,0
08005005306,08,005,005306,391,310,4,0,0,2,4,375,315,12,0,3,0
08005005307,08,005,005307,395,132,13,2,0,1,2,372,142,16,8,5,0
08005005308,08,005,005308,649,369,13,7,0,4,2,619,385,20,6,6,0
08005005309,08,005,005309,637,399,14,4,4,3,2,615,410,19,6,2,0
08005005310,08,005,005310,1062,466,10,9,0,3,5,1021,494,23,6,5,0
08005005311,08,005,005311,1064.34,572.79,25.23,4.47,7.01,7.13,4.54,1035.74,596.33,23.82,9.48,9.56,0
08005005312,08,005,005312,1001.03,435.78,22.86,5.95,1.01,1,11.88,952.28,468.68,25.81,6.94,9.88,0
08005005313,08,005,005313,541,351,20,4,2,5,2,518,376,21,5,4,1
08005005314,08,005,005314,459.01,261.59,11.85,1.97,1.97,0.99,2.96,430.38,286.26,10.86,1.97,0.99,0
08005005315,08,005,005315,815,496,20,2,0,4,6,786,515,23,10,7,0
08005005316,08,005,005316,404,239,11,6,2,1,4,389,252,19,4,4,0
08005005317,08,005,005317,529,324,13,3,2,2,6,498,344,20,6,7,0
08005005318,08,005,005318,505.27,317.82,18.08,2.85,0,0.95,2.85,479.58,340.66,11.42,3.81,5.71,0
08005005319,08,005,005319,921.73,550.42,28.46,4.03,2.03,4.08,10.12,899.25,565.99,37.43,4.1,5.01,0
08005005320,08,005,005320,793.98,569.34,30.75,1.86,1.85,5.56,8.4,761.3,607.52,28.9,6.5,0.97,0
08005005321,08,005,005321,668.39,495.96,14.05,3.01,0,4.01,3,624.32,545.05,12.03,1.01,2.01,0
08005005322,08,005,005322,582,463,9,2,2,1,2,559,501,3,1,2,0
08005005323,08,005,005323,11,29,1,0,0,0,0,11,30,0,0,0,0
08005005324,08,005,005324,229.82,315.18,8.32,3.02,1.05,0.08,5.06,214.54,343.78,5.26,0.02,3.06,0
08005005325,08,005,005325,692.02,912.44,20.08,1.1,2.99,5,4.03,612.5,1012.42,16.3,1.1,3.91,0
08005005326,08,005,005326,482.79,714.88,8.36,1.86,0.93,1.86,1.86,461.44,750.17,10.21,1.86,0,0
08005005327,08,005,005327,578.99,470.99,16,3,0,1,3,558.99,493.99,9,5,4,0
08005005328,08,005,005328,214.83,236.78,8.57,0.57,0.37,0.94,0.36,205.22,250.11,6.95,0.3,0.64,0
08005005329,08,005,005329,634.74,440.23,16.44,3.75,2.78,6.53,3.75,610.55,465.87,25.32,0.96,5.46,0
08005005330,08,005,005330,937.55,738.43,19.81,2.37,2.18,1.47,5.54,896.47,772.03,14.32,2.23,4.33,0
08005005331,08,005,005331,327.19,306.58,13.13,2.02,0.02,2.01,2.04,312.88,330.8,5.1,0.02,0.03,0
08005005332,08,005,005332,520,423,15,2,1,1,9,485,460,13,2,2,0
08005005333,08,005,005333,413,317,13,1,4,1,6,387,334,20,3,4,0
08005005334,08,005,005334,829.41,700.99,38.62,4.83,1.93,4.83,6.76,793.68,759.89,30.9,2.9,2.9,0
08005005335,08,005,005335,767.87,587.76,17.43,3.87,3.87,3.87,4.84,715.58,635.21,22.27,2.9,3.87,0
08005005336,08,005,005336,741.5,560.28,29.68,4.94,2.97,1.98,1.02,689.95,620.66,19.83,3.97,3,0
08005005337,08,005,005337,658,509,35,5,3,4,5,624,550,26,6,6,0
08005005338,08,005,005338,494.8,345.86,14.1,4.02,1.01,1.01,2.01,462.63,374.06,16.06,3.03,3.01,0
08005005339,08,005,005339,659.25,439.5,23.86,3.98,1.99,2.98,1.99,620.47,486.23,13.92,6.96,1.99,0
08005005340,08,005,005340,1400.51,909.69,30.55,3.94,2.96,2.96,8.87,1319.7,977.69,31.54,6.9,11.83,0
08005005341,08,005,005341,824.42,550.21,22.4,1.79,3.58,6.27,0.9,796.64,579.78,17.03,3.58,0.9,0
08005005342,08,005,005342,910.09,667.8,27.33,4.04,2.03,7.03,4.1,883.22,695.53,20.34,8.07,3.13,0
08005005343,08,005,005343,653.73,450.7,22.8,2.02,1.93,5.83,3.96,628.77,490.08,13.89,3.02,5.01,0
08005005344,08,005,005344,827,592,19,4,0,6,5,782,623,15,1,9,0
08005005345,08,005,005345,261.06,175.4,3,0.01,0.01,1,0.98,244.32,192.12,3.98,0.99,0.01,0
08005005346,08,005,005346,667.18,613.07,28.95,3.98,1.99,9.98,7.99,646.81,640.41,24,5,4.98,0
08005005347,08,005,005347,689.26,507.05,8.19,1.03,1.02,1.05,5.07,653.08,514.24,29.19,3.05,3.03,0
08005005348,08,005,005348,0,0,0,0,0,0,0,0,0,0,0,0,0
08005005349,08,005,005349,0,0,0,0,0,0,0,0,0,0,0,0,0
08005005350,08,005,005350,0,0,0,0,0,0,0,0,0,0,0,0,0
08005005351,08,005,005351,854,782,40,1,2,3,5,803,840,27,2,9,0
08005005352,08,005,005352,591.92,367.57,19.04,0,0,0.83,4.97,553.84,401.51,17.39,2.48,3.31,0
08005005353,08,005,005353,557,438,16,3,1,2,5,514,496,12,1,3,0
08005005354,08,005,005354,769.55,720.16,20.64,1.19,0.06,3.94,4.06,725.11,777.24,7.32,0.95,1.01,0
08005005355,08,005,005355,1711,1317,40,3,1,12,7,1574,1447,41,5,6,0
08005005356,08,005,005356,716.55,624.41,22.87,5,1,3.98,5.01,649.73,701.18,16.95,2.95,2.97,0
08005005357,08,005,005357,0,0,0,0,0,0,0,0,0,0,0,0,0
08005005358,08,005,005358,2.03,10.02,0,0,0,0,0,2.03,10.02,0,0,0,0
08005005359,08,005,005359,0,0,0,0,0,0,0,0,0,0,0,0,0
08005005360,08,005,005360,432.06,275.13,12.91,1.99,1.99,1.99,6.95,416.17,289.03,15.89,4.97,1.99,0
08005005361,08,005,005361,13.23,34.5,0.83,0,0.14,0.19,0.05,12.53,35.15,0.97,0.05,0.05,0
08005005362,08,005,005362,263.14,691.21,16.68,0,2.78,3.71,0.93,249.24,704.19,19.46,0.93,0.93,0
08005005363,08,005,005363,229.18,912.59,18.45,3.05,5.06,2.01,2.14,222.67,903.84,25.62,4.12,1.12,0
08005005364,08,005,005364,265.93,985.91,22.55,2.92,3.92,0.99,5.91,245.34,991.71,31.43,5.99,4.88,0
08005005365,08,005,005365,141.85,572.32,10.84,0,1.97,0.99,4.93,132,569.37,18.72,9.85,0.99,0
08005005366,08,005,005366,254.8,678.54,9.66,1.03,1.13,2.13,1.05,240.34,684.84,12.8,1.06,1.04,0
08005005367,08,005,005367,618.1,510.19,17.04,1.89,0.95,2.84,1.89,576.45,561.31,13.25,0.95,0,0
08005005368,08,005,005368,373.07,182.34,18.44,1.07,2.04,0.03,3.02,351.3,209.23,14.29,3.06,1.05,0
08005005369,08,005,005369,859.49,568.25,18.38,6.4,0.6,4.29,3.79,821.3,589.52,22.34,2.94,6.33,0
08005005370,08,005,005370,860,511,15,5,0,2,7,826,533,18,5,2,0
08005005371,08,005,005371,496.01,345.3,12.36,1.06,2,0.02,2.06,469.5,362.75,14.23,1.08,2.11,0
08005005372,08,005,005372,883,676,26,3,2,4,5,822,725,20,3,4,0
08005005373,08,005,005373,682.16,620.24,19.22,1.01,1.03,3.01,2.07,635.22,670.13,18.26,0.03,0.01,0
08005005374,08,005,005374,879.81,602.82,22.92,2.99,1.99,6.97,2.99,825.01,652.64,22.92,3.99,2.99,0
08005005375,08,005,005375,662,571,14,4,3,0,5,618,615,18,3,0,0
