GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW
39017009ABI,39,017,009ABI,424.64,196.85,9.37,1.87
39017009ABJ,39,017,009ABJ,389,338,5,0
39017009ABK,39,017,009ABK,441.92,182.27,14.11,0.02
39017009ABL,39,017,009ABL,476.08,219.73,10.89,1.98
39017009ABM,39,017,009ABM,387.65,182.33,6.12,0.13
39017009ABN,39,017,009ABN,575.53,361.66,16.46,3.64
39017009ABO,39,017,009ABO,407.13,185.66,1.95,0.98
39017009ABQ,39,017,009ABQ,416.15,217.75,10.88,0.99
39017009ABR,39,017,009ABR,458.06,238.21,12.78,3.94
39017009ABS,39,017,009ABS,287,200,9,1
39017009ABT,39,017,009ABT,239,182,12,2
39017009ABU,39,017,009ABU,340.44,181.29,9.99,1.98
39017009ABV,39,017,009ABV,313,218,13,3
39017009ABW,39,017,009ABW,384.17,169.18,5.89,1.42
39017009ABX,39,017,009ABX,375,226,6,2
39017009ABY,39,017,009ABY,321,247,11,2
39017009ABZ,39,017,009ABZ,331,234,8,1
39017009ACA,39,017,009ACA,381.2,214.87,9.04,0.01
39017009ACB,39,017,009ACB,411,157,6,4
39017009ACC,39,017,009ACC,254.29,146.12,6.01,2
39017009ACD,39,017,009ACD,270.8,132.9,3,2
39017009ACE,39,017,009ACE,529,294,5,0
39017009ACF,39,017,009ACF,267.9,95.9,3.79,0.63
39017009ACG,39,017,009ACG,513.29,246.94,14.28,0.99
39017009ACH,39,017,009ACH,903.14,445.36,10.09,0.92
39017009ACI,39,017,009ACI,326.8,129.13,5.96,1.99
39017009ACJ,39,017,009ACJ,492.53,206.32,10.09,1.07
39017009ACK,39,017,009ACK,284.49,184.46,3.85,3.05
39017009ACL,39,017,009ACL,418.71,177.08,7.95,0.82
39017009ACM,39,017,009ACM,288,117,4,0
39017009ACN,39,017,009ACN,117.24,252.35,5.96,0.99
39017009ACO,39,017,009ACO,57.95,291.37,1.07,3.9
39017009ACQ,39,017,009ACQ,516.96,303.96,8.83,2.93
39017009ACR,39,017,009ACR,194.41,130.25,2.87,0.96
39017009ACT,39,017,009ACT,185,320,10,2
39017009ACU,39,017,009ACU,413.73,265.41,11.05,0.96
39017009ACX,39,017,009ACX,257.63,177,5.9,0
39017009ACY,39,017,009ACY,303.59,143.03,8.04,2
39017009ACZ,39,017,009ACZ,319.31,529.45,12.6,5.82
39017009ADA,39,017,009ADA,249.57,171.36,6.18,1.02
39017009ADB,39,017,009ADB,343.31,197.11,8.3,0.93
39017009ADC,39,017,009ADC,273,145,6,3
39017009ADD,39,017,009ADD,430,213,10,1
39017009ADE,39,017,009ADE,323.21,206.49,2.99,3.99
39017009ADF,39,017,009ADF,94.97,71.1,0.05,0.03
39017009ADG,39,017,009ADG,373.27,153.12,4.01,4
39017009ADH,39,017,009ADH,248.13,140.88,8.18,0
39017009ADI,39,017,009ADI,324.28,163.55,6.58,6.58
39017009ADJ,39,017,009ADJ,362.43,183.15,2.91,1.94
39017009ADK,39,017,009ADK,389,194,3,2
39017009ADL,39,017,009ADL,577.72,247.45,5.42,1.42
39017009ADM,39,017,009ADM,259.17,101.63,3.07,2.05
39017009ADN,39,017,009ADN,331.28,219.69,11.2,5.07
39017009ADO,39,017,009ADO,338.15,139.64,10.83,2.16
39017009ADP,39,017,009ADP,170.19,251.29,2.03,3.03
39017009ADR,39,017,009ADR,108,339,6,1
39017009ADS,39,017,009ADS,37.49,250.26,3.75,4.69
39017009ADT,39,017,009ADT,234.66,121.74,8.08,4.01
39017009ADU,39,017,009ADU,271.04,139.62,1,1.01
39017009ADV,39,017,009ADV,90.55,290.65,2,5.99
39017009ADW,39,017,009ADW,86.51,200.74,0.25,1.31
39017009ADX,39,017,009ADX,291.05,122.94,4.18,0.05
39017009ADY,39,017,009ADY,377,173,2,0
39017009ADZ,39,017,009ADZ,292,203,8,1
39017009AEA,39,017,009AEA,275,193,7,0
39017009AEB,39,017,009AEB,192.88,153.58,6.4,0.91
39017009AEC,39,017,009AEC,358,209,11,2
39017009AED,39,017,009AED,502,243,11,5
39017009AEE,39,017,009AEE,459,205,5,1
39017009AEF,39,017,009AEF,309.68,216.1,11.58,3.86
39017009AEG,39,017,009AEG,320,154,0,0
39017009AEH,39,017,009AEH,270,190,8,5
39017009AEI,39,017,009AEI,398,230,3,1
39017009AEK,39,017,009AEK,294,253.38,5.8,1.93
39017009AEL,39,017,009AEL,346,186,6,0
39017009AEM,39,017,009AEM,319.75,207.48,5.17,0
39017009AEN,39,017,009AEN,231,165,7,0
39017009AEO,39,017,009AEO,294.25,184.52,5.83,0
39017009AEP,39,017,009AEP,405,297,11,3
39017009AEQ,39,017,009AEQ,290,296,8,3
39017009AER,39,017,009AER,371.35,214.32,8.09,2.05
39017009AET,39,017,009AET,117.3,295.51,6.02,1.01
39017009AEU,39,017,009AEU,71,257,4,2
39017009AEV,39,017,009AEV,235.7,593.73,13.06,2.01
39017009AEW,39,017,009AEW,149.87,415.28,4.27,3.06
39017009AEX,39,017,009AEX,135,278,4,1
39017009AEY,39,017,009AEY,16.34,85.92,0.02,0
39017009AEZ,39,017,009AEZ,78.75,159.87,0.01,0
39017009AFA,39,017,009AFA,99,333,7,1
39017009AFB,39,017,009AFB,327.18,481.64,11.28,4
39017009AFC,39,017,009AFC,200.56,363.57,3.95,1.98
39017009AFD,39,017,009AFD,32.57,88.82,1.97,0
39017009AFE,39,017,009AFE,43.68,85.66,2.06,1
39017009AFF,39,017,009AFF,184.68,404.25,4.02,4.02
39017009AFH,39,017,009AFH,139.6,24.69,0,0
39017009AFI,39,017,009AFI,702.85,209.49,4.12,1.02
39017009AFJ,39,017,009AFJ,605.27,204.82,10.93,1.98
39017009AFK,39,017,009AFK,686.29,185.99,8.95,0.99
39017009AFL,39,017,009AFL,222.61,97.57,4.74,0.95
39017009AFM,39,017,009AFM,577.64,187.24,8.43,1.87
39017009AFN,39,017,009AFN,708.61,224.01,13.64,0.18
39017009AFO,39,017,009AFO,191.76,73.31,4.12,0.51
39017009AFP,39,017,009AFP,284.2,87.15,5,1
39017009AFQ,39,017,009AFQ,355.92,197.24,9.42,5.05
39017009AFR,39,017,009AFR,463.61,250.86,6.35,0
39017009AFS,39,017,009AFS,221.81,243.62,2.39,2.17
39017009AFT,39,017,009AFT,583.5,342.27,10.78,4.06
39017009AFU,39,017,009AFU,465.11,208.07,4,2
39017009AFV,39,017,009AFV,397.51,214.34,7.79,1.95
39017009AFW,39,017,009AFW,454,201,5,0
39017009AFX,39,017,009AFX,604.5,271.95,12.32,1.59
39017009AFY,39,017,009AFY,590.34,317.13,10.53,0.01
39017009AFZ,39,017,009AFZ,614,456,9,2
39017009AGA,39,017,009AGA,103.5,56.05,3.68,0.41
39017009AGB,39,017,009AGB,305.99,76.86,0.97,0.97
39017009AGC,39,017,009AGC,356.94,110.51,3.74,1.35
39017009AGD,39,017,009AGD,390.98,108.5,7.18,2
39017009AGE,39,017,009AGE,554.16,146.46,10.89,0
39017009AGF,39,017,009AGF,618,161,8,2
39017009AGG,39,017,009AGG,54.3,19.21,0,0
39017009AGH,39,017,009AGH,495.64,164.42,8.58,0.01
39017009AGJ,39,017,009AGJ,192.4,84.71,0.21,0.04
39017009AGK,39,017,009AGK,275.8,84.02,4.94,0
39017009AGL,39,017,009AGL,526.47,435.6,7.9,4.94
39017009AGM,39,017,009AGM,675.53,475.4,16.1,2.06
39017009AGN,39,017,009AGN,1293,663,35,3
39017009AGO,39,017,009AGO,544.4,348.47,12.38,4.62
39017009AGP,39,017,009AGP,509.43,431.39,11.38,3.54
39017009AGQ,39,017,009AGQ,774,499,26,1
39017009AGR,39,017,009AGR,728.65,464.15,16.89,3.32
39017009AGS,39,017,009AGS,484,363,11,2
39017009AGT,39,017,009AGT,560,309,9,1
39017009AGU,39,017,009AGU,387,207,8,1
39017009AGV,39,017,009AGV,1089.24,581.27,17.28,4.03
39017009AGW,39,017,009AGW,723.45,433.24,10.66,1.24
39017009AGX,39,017,009AGX,647.91,421.38,11.2,1.5
39017009AGY,39,017,009AGY,790.02,195.68,10.4,2.87
39017009AGZ,39,017,009AGZ,829.04,224.45,9.16,4.88
39017009AHA,39,017,009AHA,888.77,224.84,17.01,1.23
39017009AHB,39,017,009AHB,982.69,233.11,8.17,2.01
39017009AHC,39,017,009AHC,184.7,31.21,1.34,0.01
39017009AHF,39,017,009AHF,706.25,195.41,8.01,1.01
39017009AHH,39,017,009AHH,876,304.28,9.01,2
39017009AHJ,39,017,009AHJ,372.6,104.85,1.29,0.95
39017009AHK,39,017,009AHK,564.29,83.56,2.37,0
39017009AHL,39,017,009AHL,662.71,134.44,6.63,0
39017009AHM,39,017,009AHM,669.19,124.63,5.75,1.06
39017009AHN,39,017,009AHN,562.21,98.51,7.96,1.99
39017009AHO,39,017,009AHO,369.98,244.92,3.68,0.93
39017009AHP,39,017,009AHP,41,27,1,1
39017009AHQ,39,017,009AHQ,265.39,320.83,3.64,0
39017009AHS,39,017,009AHS,581,157,10,2
39017009AHT,39,017,009AHT,708,255,8,4
39017009AHU,39,017,009AHU,474,119,4,2
39017009AHV,39,017,009AHV,787.68,176.02,6.88,0
39017009AHW,39,017,009AHW,911.48,254.14,7.25,1.99
39017009AHX,39,017,009AHX,726.61,150.32,8.53,2
39017009AHY,39,017,009AHY,205,48,2,0
39017009AHZ,39,017,009AHZ,463,114,9,0
39017009AIA,39,017,009AIA,484.32,136.98,10.12,1
39017009AIB,39,017,009AIB,858.8,220.68,5.76,0.06
39017009AIC,39,017,009AIC,202.75,59.14,3.01,0
39017009AID,39,017,009AID,1187.95,372.72,17.13,5.02
39017009AIE,39,017,009AIE,600.34,137.26,5.89,0
39017009AIF,39,017,009AIF,302.82,122.32,1.98,1.23
39017009AIJ,39,017,009AIJ,706.67,535.27,10.18,0.97
39017009AIK,39,017,009AIK,520.52,343.89,12.67,0.18
39017009AIL,39,017,009AIL,382,423,13,2
39017009AIM,39,017,009AIM,458.48,371.11,10.33,2.82
39017009AIN,39,017,009AIN,369.96,294.72,7.78,2.93
39017009AIO,39,017,009AIO,413.76,341.59,8.93,1.45
39017009AIP,39,017,009AIP,375.5,361.33,4.42,2.64
39017009AIQ,39,017,009AIQ,352.76,299.28,4.15,0.09
39017009AIS,39,017,009AIS,510.29,292.22,5,0
39017009AIT,39,017,009AIT,617.53,468.87,9.04,3.31
39017009AIU,39,017,009AIU,402.33,389.73,10.82,0.03
39017009AIV,39,017,009AIV,381.22,341.03,9.6,0
39017009AIW,39,017,009AIW,536.12,433.37,11.74,0.15
39017009AIX,39,017,009AIX,432.34,394.09,8.14,1.11
39017009AIY,39,017,009AIY,340.67,341.52,11.03,3
39017009AIZ,39,017,009AIZ,316.01,236.82,4.13,2.47
39017009AJA,39,017,009AJA,445.79,230.57,7.48,0.29
39017009AJB,39,017,009AJB,534.77,324.66,11.77,1.92
39017009AJC,39,017,009AJC,595.47,424.37,15.31,1.06
39017009AJD,39,017,009AJD,410,529,6,1
39017009AJE,39,017,009AJE,244,459,9,1
39017009AJF,39,017,009AJF,306,293,10,2
39017009AJG,39,017,009AJG,408.14,401.4,11.41,2.09
39017009AJH,39,017,009AJH,395.78,316.78,5.72,1.72
39017009AJI,39,017,009AJI,458.19,414.74,9.82,3.88
39017009AJJ,39,017,009AJJ,234,375,23,1
39017009AJK,39,017,009AJK,494.6,326.62,13.91,2.97
39017009AJL,39,017,009AJL,467.89,485.94,10.03,0.92
39017009AJM,39,017,009AJM,491,455,16,2
39017009AJN,39,017,009AJN,559,282,15,3
39017009AJO,39,017,009AJO,553.4,286.71,14.61,0.99
39017009AJP,39,017,009AJP,419.03,245.61,10.74,1.01
39017009AJQ,39,017,009AJQ,409.14,274.49,13.27,0.95
39017009AJR,39,017,009AJR,568.74,495.61,10.85,2.07
39017009AJS,39,017,009AJS,583.57,302.68,22.64,4
39017009AJT,39,017,009AJT,182.06,113.79,2.73,0.91
39017009AJU,39,017,009AJU,304,186,6,1
39017009AJV,39,017,009AJV,86.4,323.94,9.33,3.04
39017009AJW,39,017,009AJW,440.32,386.42,11.15,0.93
39017009AJX,39,017,009AJX,501.95,319.97,19,4
39017009AJY,39,017,009AJY,435,253,9,2
39017009AJZ,39,017,009AJZ,482.52,345.94,5.66,3.19
39017009AKA,39,017,009AKA,503.42,323.28,14.61,3.89
39017009AKC,39,017,009AKC,315.07,62.01,7,1
39017009AKD,39,017,009AKD,544.93,112.99,4,0
39017009AKE,39,017,009AKE,316,62,1,0
39017009AKF,39,017,009AKF,581,139,6,1
39017009AKG,39,017,009AKG,377,90,4,1
39017009AKI,39,017,009AKI,294.82,242,6.03,4
39017009AKJ,39,017,009AKJ,315.18,172,5.97,0
39017009AKK,39,017,009AKK,1095.9,601.74,13.15,3.04
39017009AKL,39,017,009AKL,471.44,161.61,6.69,1.91
39017009AKM,39,017,009AKM,574.7,324.45,10.71,3.9
39017009AKN,39,017,009AKN,712.6,357.29,15.79,2.96
39017009AKO,39,017,009AKO,558.15,180.87,4.86,0
39017009AKP,39,017,009AKP,345.44,202.6,8.43,1.34
39017009AKQ,39,017,009AKQ,517.72,242.73,7.62,1.7
39017009AKT,39,017,009AKT,356.79,193.51,8.01,6.01
39017009AKU,39,017,009AKU,215.81,158.71,0.97,0.97
39017009AKW,39,017,009AKW,51.87,14.34,0.05,0.02
39017009AKX,39,017,009AKX,515.98,315.06,10.18,1.03
39017009AKY,39,017,009AKY,499.69,322.3,11.41,1.05
39017009AKZ,39,017,009AKZ,423,290,4,1
39017009ALA,39,017,009ALA,456.49,267.5,6.39,2.74
39017009ALB,39,017,009ALB,591.51,361.5,11.61,1.26
39017009ALC,39,017,009ALC,575.94,489.88,9.11,1.98
39017009ALD,39,017,009ALD,215.42,130.57,2.16,1.03
39017009ALE,39,017,009ALE,319.98,372.51,4.81,3.13
39017009ALF,39,017,009ALF,97.6,67.9,2.49,0.36
39017009ALG,39,017,009ALG,586.33,285.65,12.22,0.94
39017009ALH,39,017,009ALH,402.82,214.25,5,4
39017009ALI,39,017,009ALI,393.34,230.28,2.3,0.07
39017009ALJ,39,017,009ALJ,580.96,473.17,8.04,0.02
39017009ALK,39,017,009ALK,304,260,10,4
39017009ALM,39,017,009ALM,239.69,64.5,0.15,0.03
39017009ALN,39,017,009ALN,214.67,84.94,2.03,0
39017009ALO,39,017,009ALO,336.87,60.98,5,0
39017009ALP,39,017,009ALP,585.73,461.43,13.92,2.98
39017009ALS,39,017,009ALS,407.33,361.15,9.94,2.08
39017009ALT,39,017,009ALT,572.77,348.19,8.23,3.66
39017009ALU,39,017,009ALU,462,269,8,1
39017009ALV,39,017,009ALV,372.87,158.5,4.84,0.18
39017009ALW,39,017,009ALW,525.15,259.22,8.23,3.06
39017009ALX,39,017,009ALX,468.85,238.13,5.14,1
39017009ALY,39,017,009ALY,720,247,14,2
39017009AMA,39,017,009AMA,729.17,420.95,3.99,1
39017009AMB,39,017,009AMB,295.06,164.43,7.31,0.91
39017009AME,39,017,009AME,459,237,13,2
39017009AMF,39,017,009AMF,601.83,351.32,13.15,3.02
39019010AAA,39,019,010AAA,562,148,11,3
39019010AAC,39,019,010AAC,623.32,296.06,3.9,3.9
39019010AAE,39,019,010AAE,391.68,131.94,4.1,1.1
39019010AAF,39,019,010AAF,362.71,92.95,2.93,1.96
39019010AAG,39,019,010AAG,398.54,123.23,9.02,2.01
39019010AAJ,39,019,010AAJ,334.29,181.05,1.07,3.04
39019010AAL,39,019,010AAL,503.46,213.77,15.98,7.99
39019010AAO,39,019,010AAO,563.41,102.3,1.98,1.96
39019010AAQ,39,019,010AAQ,481.01,179.51,10.99,2.01
39019010AAR,39,019,010AAR,668.58,196.19,10.02,5.02
39019010AAV,39,019,010AAV,343,66,0,2
39019010AAW,39,019,010AAW,392,92,7,1
39019010AAX,39,019,010AAX,653,179,14,2
39019010AAY,39,019,010AAY,461,125,7,0
39019010AAZ,39,019,010AAZ,425,89,8,0
39019010ABB,39,019,010ABB,401,86,1,0
39019010ABD,39,019,010ABD,352.84,123.85,2.25,0.05
39019010ABE,39,019,010ABE,454.16,186.15,9.75,1.95
39019010ABG,39,019,010ABG,493,171,8,3
39019010ABH,39,019,010ABH,400,81,2,1
39019010ABJ,39,019,010ABJ,652,163,16,7
39019010ABK,39,019,010ABK,408,110,6,3
39019010ABL,39,019,010ABL,421,114,4,3
39021011AAA,39,021,011AAA,287.39,145.65,3.19,3.03
39021011AAB,39,021,011AAB,283.36,216.11,5.01,2
39021011AAE,39,021,011AAE,416,336,13,3
39021011AAH,39,021,011AAH,517,271,5,2
39021011AAK,39,021,011AAK,423.4,273.59,5.99,2
39021011AAN,39,021,011AAN,448.79,299.32,11.18,3.14
39021011AAP,39,021,011AAP,369.6,153.41,10.01,3
39021011AAR,39,021,011AAR,334,157,7,6
39021011AAT,39,021,011AAT,488,88,6,1
39021011AAW,39,021,011AAW,827.59,233.04,11.95,1
39021011AAY,39,021,011AAY,477.41,209.96,18.05,1
39021011ABA,39,021,011ABA,416,63,8,0
39021011ABB,39,021,011ABB,528,132,7,0
39021011ABD,39,021,011ABD,512.26,81.55,5.76,0
39021011ABF,39,021,011ABF,736.09,176.37,6.18,4.94
39021011ABH,39,021,011ABH,664.66,211.07,22.06,5.06
39021011ABK,39,021,011ABK,785,250,18,0
39021011ABM,39,021,011ABM,456.81,107.02,9,1
39021011ABO,39,021,011ABO,556.19,166.98,13,2
39021011ABQ,39,021,011ABQ,559,120,7,1
39021011ABR,39,021,011ABR,512,136,14,0
39021011ABS,39,021,011ABS,521.66,188.85,3.72,6
39021011ABT,39,021,011ABT,378.34,114.15,8.28,0
39021011ABU,39,021,011ABU,461.46,151.92,10.62,1.82
39021011ABV,39,021,011ABV,612,261,9,0
39021011ABW,39,021,011ABW,825,213,9,2
39021011ABY,39,021,011ABY,683,168,7,3
39021011ACA,39,021,011ACA,509,138,6,1
39023012AAA,39,023,012AAA,627.16,275.69,14.15,4.59
39023012AAB,39,023,012AAB,580.65,252.28,13.47,0.12
39023012AAE,39,023,012AAE,531.85,190.79,14.83,4.94
39023012AAG,39,023,012AAG,268.58,276.98,6.05,5.02
39023012AAH,39,023,012AAH,174,133,11,6
39023012AAI,39,023,012AAI,217,230,6,3
39023012AAJ,39,023,012AAJ,521.91,355.61,12.29,2.44
39023012AAK,39,023,012AAK,308.35,196.69,9.17,4.98
39023012AAL,39,023,012AAL,225.24,89.32,4.85,2.91
39023012AAO,39,023,012AAO,252.93,246.94,12,4
39023012AAP,39,023,012AAP,349.07,366.06,14,4
39023012AAQ,39,023,012AAQ,178,291,6,3
39023012AAR,39,023,012AAR,272.98,232.98,5,4
39023012AAS,39,023,012AAS,414.1,292.87,11.51,0
39023012AAT,39,023,012AAT,582.77,381.5,9.77,3.96
39023012ABC,39,023,012ABC,441.79,416.53,12.47,4.14
39023012ABD,39,023,012ABD,93.69,206.29,9.97,2.99
39023012ABE,39,023,012ABE,174.42,295.02,15.95,4.98
39023012ABF,39,023,012ABF,221,317,9,1
39023012ABG,39,023,012ABG,260,288,14,1
39023012ABH,39,023,012ABH,223,357,7,0
39023012ABI,39,023,012ABI,362.51,463.31,10.01,2
39023012ABJ,39,023,012ABJ,380.64,325.68,8.76,1.1
39023012ABK,39,023,012ABK,431.85,427.8,9.2,2.61
39023012ABX,39,023,012ABX,289,264,4,2
39023012ABZ,39,023,012ABZ,392.19,302.52,6.9,1.97
39023012ACA,39,023,012ACA,262,301,15,3
39023012ACB,39,023,012ACB,273,277,4,5
39023012ACC,39,023,012ACC,572.75,332.06,10,1.15
39023012ACG,39,023,012ACG,142.8,417.85,9.05,4
39023012ACH,39,023,012ACH,226.08,668.87,11.54,0.63
39023012ACI,39,023,012ACI,199.73,478.46,9.35,6.62
39023012ACM,39,023,012ACM,189.01,184.52,1.99,0.99
39023012ACN,39,023,012ACN,270.15,231.27,5.99,4.97
39023012ACO,39,023,012ACO,378.08,233.94,11.42,3.23
39023012ACR,39,023,012ACR,87.17,85.19,0,0
39023012ACT,39,023,012ACT,100.63,424.91,5.04,3
39023012ACU,39,023,012ACU,90,606,3,3
39023012ACV,39,023,012ACV,135.57,514.26,5.57,3.14
39023012ADA,39,023,012ADA,375.71,116.74,6.58,1.64
39023012ADB,39,023,012ADB,568,246,12,3
39023012ADD,39,023,012ADD,542,212,8,7
39023012ADF,39,023,012ADF,384.07,142.12,12.59,2.7
39023012ADG,39,023,012ADG,510,187,6,1
39023012ADH,39,023,012ADH,464,175,6,1
39023012ADI,39,023,012ADI,529.41,204.61,9.08,4.03
39023012ADJ,39,023,012ADJ,527.59,185.39,5.92,1.97
39023012ADK,39,023,012ADK,438,191,11,2
39023012ADM,39,023,012ADM,528.94,210.97,10,1
39023012ADN,39,023,012ADN,709.63,318.35,9.86,4.93
39023012ADP,39,023,012ADP,399.38,241.5,6.83,4.27
39023012ADQ,39,023,012ADQ,809.35,263.47,15.21,1.13
39023012ADS,39,023,012ADS,355.37,150.93,3.82,1.91
39023012ADV,39,023,012ADV,466,198,8,3
39023012ADW,39,023,012ADW,659,317,11,5
39023012ADZ,39,023,012ADZ,838.4,296.13,15.01,2
39023012AEB,39,023,012AEB,653.6,215.87,10.99,2
39023012AED,39,023,012AED,535.62,200.3,7.06,4.01
39023012AEF,39,023,012AEF,397.38,93.7,3.94,0.99
39023012AEG,39,023,012AEG,475,268,13,1
39023012AEI,39,023,012AEI,564,252,5,3
39023012AEK,39,023,012AEK,612.93,243.88,11.41,1.3
39023012AEM,39,023,012AEM,727,317,20,7
39023012AEN,39,023,012AEN,339,170,4,1
39023012AEP,39,023,012AEP,385,149,8,4
39023012AEQ,39,023,012AEQ,668,360,14,0
39023012AER,39,023,012AER,689.34,278.81,16.19,2.06
39023012AEU,39,023,012AEU,527,161,9,2
39023012AEV,39,023,012AEV,196.93,121.56,3.46,0.96
39023012AEW,39,023,012AEW,930.62,542.74,19.24,2.62
39023012AEY,39,023,012AEY,376,209,4,2
39023012AFA,39,023,012AFA,777,392,14,3
39023012AFB,39,023,012AFB,505.42,276.74,13.35,1.78
39023012AFD,39,023,012AFD,572,199,6,3
39023012AFE,39,023,012AFE,511,266,9,1
39023012AFF,39,023,012AFF,360,153,3,2
39023012AFG,39,023,012AFG,422,239,8,2
39023012AFH,39,023,012AFH,702.64,209.49,12.98,3.71
39023012AFL,39,023,012AFL,667,187,9,4
39023012AFM,39,023,012AFM,663,170,12,1
39023012AFO,39,023,012AFO,523.65,193.18,9.81,2.94
39023012AFP,39,023,012AFP,469.06,324.18,7.11,2.48
39023012AFQ,39,023,012AFQ,350.61,195.74,7.48,1.51
39023012AFW,39,023,012AFW,415.19,218.96,3.72,1.87
39023012AFX,39,023,012AFX,601.27,315.54,16.65,4.38
39023012AGA,39,023,012AGA,236.92,106.14,5.49,0
39023012AGB,39,023,012AGB,582.06,255.96,10.33,3.71
39023012AGD,39,023,012AGD,407.9,244.51,14.86,2.23
39023012AGE,39,023,012AGE,537.38,400.26,4.76,2.38
39023012UAF,39,023,012UAF,844,260,6,5
39025013AAA,39,025,013AAA,252.45,196.02,12.87,0.99
39025013AAB,39,025,013AAB,773.79,558.81,23.74,4
39025013AAC,39,025,013AAC,757.88,329.96,7.98,0.05
39025013AAD,39,025,013AAD,583.47,259.93,10.28,2.09
39025013AAE,39,025,013AAE,606.71,204.2,17.84,1.98
39025013AAF,39,025,013AAF,939.13,427.21,17.64,1.62
39025013AAG,39,025,013AAG,516.26,281.1,9.81,3.96
39025013AAH,39,025,013AAH,969.11,381.82,19.43,3.73
39025013AAI,39,025,013AAI,485.6,201.89,14.16,2.02
39025013AAJ,39,025,013AAJ,435.13,138.79,3.95,0.97
39025013AAK,39,025,013AAK,523.92,264.06,8.82,3.32
39025013AAL,39,025,013AAL,663.73,176.93,9,0
39025013AAM,39,025,013AAM,320.77,160.69,7.42,0.93
39025013AAN,39,025,013AAN,365.48,180.07,6.87,1.53
39025013AAO,39,025,013AAO,213.11,106.29,6.38,0.13
39025013AAP,39,025,013AAP,748.45,358.19,12.7,5.47
39025013AAS,39,025,013AAS,510.92,133.67,5.94,0.99
39025013AAT,39,025,013AAT,267.64,68.69,4.03,0.01
39025013AAV,39,025,013AAV,394,92,9,1
39025013AAZ,39,025,013AAZ,562.36,142,3.08,1.01
39025013ABA,39,025,013ABA,685.78,160.99,8.05,0
39025013ABC,39,025,013ABC,478,116,6,2
39025013ABD,39,025,013ABD,668,192,6,3
39025013ABE,39,025,013ABE,245,62,4,0
39025013ABF,39,025,013ABF,501.2,132.41,11.77,0
39025013ABH,39,025,013ABH,341,102,6,3
39025013ABI,39,025,013ABI,400,87,2,0
39025013ABJ,39,025,013ABJ,379.34,104.07,4.88,0.98
39025013ABK,39,025,013ABK,550,175,9,5
39025013ABL,39,025,013ABL,380.8,169.59,8.23,4
39025013ABM,39,025,013ABM,682,320,10,1
39025013ABN,39,025,013ABN,472.32,76.63,4.97,0.99
39025013ABO,39,025,013ABO,327.09,75.31,3.97,0.01
39025013ABP,39,025,013ABP,611.59,110.06,6.06,1
39025013ABQ,39,025,013ABQ,456.92,414.93,20.66,2.9
39025013ABR,39,025,013ABR,297.21,159.08,6.64,0.95
39025013ABT,39,025,013ABT,378.87,168.38,8.42,0.84
39025013ABU,39,025,013ABU,667.38,412.51,26.66,0.33
39025013ABV,39,025,013ABV,348,219,10,1
39025013ABW,39,025,013ABW,412,190,13,1
39025013ABX,39,025,013ABX,483.97,249.2,11.68,2.7
39025013ABY,39,025,013ABY,260.57,172.07,5.45,1.06
39025013ACA,39,025,013ACA,619.2,397.63,7.91,1.98
39025013ACB,39,025,013ACB,512.56,304.72,14.29,2.05
39025013ACC,39,025,013ACC,290.89,183.44,4.02,0
39025013ACD,39,025,013ACD,354.84,272.81,13.35,1.91
39025013ACE,39,025,013ACE,556.24,271.17,12.56,2.15
39025013ACF,39,025,013ACF,541.04,306.29,20.42,2.08
39025013ACG,39,025,013ACG,529.57,244.84,6.77,0.97
39025013ACI,39,025,013ACI,570.86,262.62,5.28,1.59
39025013ACK,39,025,013ACK,639.46,425.13,14.92,2.38
39025013ACL,39,025,013ACL,437.14,219.7,8.02,3
39025013ACM,39,025,013ACM,338.39,187.5,15.51,0.07
39025013ACN,39,025,013ACN,226.35,129.86,3.13,0.52
39025013ACO,39,025,013ACO,407,173,12,6
39025013ACQ,39,025,013ACQ,272.72,127.27,6.2,2.03
39025013ACR,39,025,013ACR,320.4,187.5,3.5,0.86
39025013ACS,39,025,013ACS,448,189,7,2
39025013ACT,39,025,013ACT,203.06,88.03,6.44,1.3
39025013ACU,39,025,013ACU,361.99,177.37,4.84,1.61
39025013ACV,39,025,013ACV,424.01,234.63,8.16,0.39
39025013ACW,39,025,013ACW,344.97,127.77,6.88,0
39025013ACY,39,025,013ACY,564.41,323.4,9.57,0.96
39025013ACZ,39,025,013ACZ,544,385,12,0
39025013ADA,39,025,013ADA,651.18,447.12,6.05,2.96
39025013ADB,39,025,013ADB,356.97,77.56,1.11,1
39025013ADC,39,025,013ADC,500.29,153.69,6.68,0.95
39025013ADD,39,025,013ADD,566,175,8,2
39025013ADE,39,025,013ADE,478,108,4,2
39025013ADF,39,025,013ADF,595.03,203.31,9.19,2.03
39025013ADJ,39,025,013ADJ,212.72,57.44,1.02,1.02
39025013ADL,39,025,013ADL,343.55,100.7,6.91,0.99
39025013ADM,39,025,013ADM,194.96,77.05,4.11,0.01
39025013ADN,39,025,013ADN,348.8,110.53,2.04,1.01
39025013ADO,39,025,013ADO,332,151,7,1
39025013ADP,39,025,013ADP,603.68,237.72,10.94,1
39025013ADR,39,025,013ADR,471.03,235.3,7.17,1.1
39025013ADS,39,025,013ADS,293.05,199.68,6.19,0.05
