GEOID20,STATEFP,COUNTYFP,DISTRICT,G18SOSRARD,G18SOSREDM,G18SOSRSTO,G18SOSRKEN,G18SOSRCRO,G18SOSRCLO,G18SOSDCOL,G18SOSDFRE,G18SOSNMOR,R18SOSRARD,R18SOSDCOL
22033002-37,22,033,002-37,132.65,70.78,56.63,45.62,10.49,22.55,248.01,117.97,13.63,132.13,173.55
22033003-10,22,033,003-10,170.81,173.44,83.1,26.38,9.23,21.1,168.83,128.6,17.81,213.67,130.58
22033003-11,22,033,003-11,29.27,12.75,4.55,2.99,1.79,10.45,87.82,47.65,4.43,20.88,47.48
22033003-12,22,033,003-12,189.32,123.83,75.66,34.5,13.5,27.33,231.8,198.97,17,217.65,167.64
22033003-13,22,033,003-13,158.65,155.92,114.89,46.05,9.12,30.09,76.13,98.47,14.13,279.01,97.11
22033003-14,22,033,003-14,55.54,46.71,19.17,13.77,6.08,7.69,9.3,11.02,3.21,65.3,9.87
22033003-15,22,033,003-15,218,276,150,50,19,26,122,109,21,362,108
22033003-16,22,033,003-16,108.71,165.52,58.33,17.41,8.86,10.08,21.68,37.56,2.44,199.11,34.51
22033003-17,22,033,003-17,288.02,202.05,165.49,44.72,36.27,36.27,80.24,165.49,10.41,455.33,144.46
22033003-18,22,033,003-18,174.33,145.68,104.58,25.01,1.84,19.85,219.72,165.08,12.28,196.67,152.19
22033003-19,22,033,003-19,325,429,195,59,35,25,52,92,13,547,97
22033003-20,22,033,003-20,41.05,41.05,36.12,4.52,7.39,13.14,175.69,107.14,7.8,49.67,115.35
22033003-21,22,033,003-21,198,137,68,38,14,29,260,179,15,196,200
22033003-22,22,033,003-22,148.71,310.59,65.88,31.06,8.47,15.06,46.12,41.41,6.59,268.24,51.76
22033003-23,22,033,003-23,173.77,148.32,93.26,30.74,22.62,26.95,281.7,221.3,19.09,262.54,268.71
22033003-24,22,033,003-24,46.3,23.68,40.37,12.8,6.88,4.92,692.33,231.23,11.8,24.65,502.38
22033003-25,22,033,003-25,324,334,126,93,44,47,82,76,20,434,74
22033003-26,22,033,003-26,472.46,421.51,176.01,127.84,44.47,61.14,100.98,119.5,17.6,626.24,90.79
22033003-27,22,033,003-27,130.21,101.65,67.05,26.09,6,18.93,247.79,168.56,12.16,180.71,159.07
22033003-28,22,033,003-28,200,138,92,29,22,26,196,178,14,270,192
22033003-29,22,033,003-29,175.26,163.25,118.19,26.08,24.01,26.05,76.12,110.16,9.02,269.46,107.16
22033003-30,22,033,003-30,407,339,134,103,35,35,76,90,24,571,86
22033003-31,22,033,003-31,143.51,152.23,94.05,31.03,17.45,29.09,64.97,130.9,13.57,266.65,103.75
22033003-32,22,033,003-32,81.32,80.54,45.35,17.2,8.21,11.34,152.87,100.48,7.82,120.03,121.2
22033003-33,22,033,003-33,288,312,133,56,27,46,158,162,27,355,181
22033003-34,22,033,003-34,150.36,200.48,90.4,38.49,8.95,38.49,147.68,110.09,12.53,221.96,95.77
22033003-35,22,033,003-35,266.48,211.41,217.31,50.15,24.58,39.33,136.68,140.62,11.8,368.74,176.02
22033003-36,22,033,003-36,73.75,51.49,55.86,10.26,6.98,7.64,24.66,39.93,3.27,113.9,42.77
22033003-37,22,033,003-37,83.19,69.15,34.57,21.07,14.59,15.67,25.39,23.23,6.48,137.75,23.77
22033003-38,22,033,003-38,260.48,396.78,153.33,50.09,45.08,35.1,132.36,139.28,1.04,469.84,156.35
22033003-39,22,033,003-39,33.54,35.53,21.39,8.16,5.03,5.1,144.26,74.34,7.05,40.96,70.33
22033003-40,22,033,003-40,252,237,194,37,22,41,120,158,23,412,137
22033003-41,22,033,003-41,317,376,196,48,25,35,206,180,6,558,194
22033003-43,22,033,003-43,224,261,85,21,23,31,47,76,8,318,56
22033003-44,22,033,003-44,82.77,62.71,77.76,22.57,5.85,18.39,462.36,224.07,10.03,89.46,297.65
22033003-45,22,033,003-45,320.54,412.66,111.59,44.19,30.71,35.2,122.08,118.33,13.48,404.43,120.58
22033003-46,22,033,003-46,287.47,237.64,92.95,69.95,17.25,33.54,37.37,40.25,7.67,364.13,37.37
22033003-47,22,033,003-47,329.96,510.62,129.19,67.52,21.7,39.98,130.61,133.89,23.01,481.85,127.59
22033003-48,22,033,003-48,153.69,211.88,86.28,18.86,16.05,16.85,58.99,67.41,6.82,242.77,62.6
22033003-49,22,033,003-49,184.87,165.52,138.15,27.36,14.68,30.03,146.16,144.16,17.35,294.99,187.54
22033003-50,22,033,003-50,407.63,211.07,233.62,41.89,33.83,39.47,214.29,292.43,15.31,520.41,268.26
22033003-51,22,033,003-51,57.06,66.5,38.21,12.32,6.42,7.42,53.88,71.12,1.26,85.15,40.75
22033003-52,22,033,003-52,127.98,93.49,75.34,19.97,26.32,26.32,118.91,133.43,16.34,131.61,109.83
22033003-53,22,033,003-53,120.52,198.22,83.67,23.91,19.92,25.9,90.64,70.72,8.96,212.16,88.65
22033003-54,22,033,003-54,13.7,10.32,9.63,3.2,0.12,1.08,92.67,42.77,1.2,9.35,53.62
22033003-55,22,033,003-55,48.06,29.41,23.85,7.91,7.03,14.03,345.43,187.11,9.27,46.79,289.53
22033003-56,22,033,003-56,232.57,219.77,150.61,32.79,15.37,27.15,80.94,114.24,10.76,372.93,159.32
22033003-57,22,033,003-57,131.24,69.07,73.39,21.59,12.09,15.54,251.26,149.37,12.95,82.02,131.24
22033003-58,22,033,003-58,25.01,25.22,9.1,4.18,2.43,3.86,10.52,8.25,1.85,37.17,10.95
22033003-59,22,033,003-59,109.97,116.55,55.46,16.4,5.66,14.9,103.61,81.84,10.42,147.99,83.09
22033003-60,22,033,003-60,199.44,194.98,143.91,56.94,11.61,36.87,99.3,126.48,18.24,348.02,123.69
22033003-61,22,033,003-61,357.82,300.89,123.46,88.72,39.18,49.53,59.88,70.97,20.7,420.66,63.58
22033003-62,22,033,003-62,69.21,57.91,41.12,9.85,0.58,7.82,88.61,66.31,4.92,77.6,60.81
22033003-63,22,033,003-63,58.95,58.95,51.88,6.48,10.61,18.86,252.31,153.86,11.2,71.33,165.65
22033003-64,22,033,003-64,250.48,174.89,189.71,34.83,23.71,25.94,83.74,135.61,11.12,386.83,145.25
22033003-65,22,033,003-65,16.23,12.29,15.24,4.43,1.15,3.61,90.64,43.93,1.97,17.54,58.35
22033003-66,22,033,003-66,107.46,138.34,37.41,14.81,10.29,11.8,40.92,39.67,4.52,135.57,40.42
22033003-67,22,033,003-67,229.31,316.12,128.72,28.14,23.95,25.15,88.01,100.59,10.18,362.23,93.4
22033003-68,22,033,003-68,100.6,87.35,75.31,14.77,8.2,15.53,73.25,75.16,8.76,159.81,96.06
22033003-69,22,033,003-69,98.37,50.93,56.38,10.11,8.17,9.53,51.71,70.57,3.69,125.59,64.74
22033003-70,22,033,003-70,221.43,209.23,143.39,31.21,14.63,25.85,77.06,108.76,10.24,355.06,151.68
22033003-71,22,033,003-71,247.29,376.48,132.67,39.59,20.14,22.92,49.32,85.44,5.56,452.89,78.49
22033003-72,22,033,003-72,126.68,125.46,70.65,26.8,12.79,17.66,238.13,156.52,12.18,186.97,188.8
2203301-100,22,033,01-100,4,7,1,4,1,1,176,102,2,2,28
2203301-101,22,033,01-101,23.14,9.08,11.02,6.05,0.02,4.1,193.69,124.41,4.03,10.02,204.85
2203301-102,22,033,01-102,24.32,13.42,19.01,4.75,3.63,7.27,81.62,71.55,8.94,13.14,44.44
2203301-103,22,033,01-103,148.7,184.36,85.73,18.97,6.07,27.31,112.28,105.46,8.35,257.19,106.97
2203301-104,22,033,01-104,42.85,41.85,28.9,12.95,6.97,15.94,430.44,193.3,8.97,38.86,306.89
2203301-105,22,033,01-105,217.6,153.77,128.39,42.07,15.96,20.31,105.9,146.52,12.33,330.03,124.03
2203301-107,22,033,01-107,60.46,35,27.84,11.14,4.77,19.89,97.06,86.72,11.14,50.12,120.13
22035000001,22,035,000001,60,18,28,80,4,17,46,60,4,279,117
22035000003,22,035,000003,7.07,0.1,0.03,5.09,4,0.03,6.67,7.69,2.07,18.22,6.48
22035000004,22,035,000004,17,4,0,7,0,3,4,5,0,18,7
22035000005,22,035,000005,2,0,0,0,0,0,1,0,0,3,4
22035000006,22,035,000006,11,3.01,0,18.01,7,6,96.09,72.07,6,37.01,147.12
22035000007,22,035,000007,2,5.99,4,13.99,3,5,98.91,77.93,2,12.99,134.88
22035000009,22,035,000009,20.97,3.99,3.99,20.97,3,4.99,98.85,99.85,5.99,36.94,137.79
22035000010,22,035,000010,13.03,1.01,7.01,9.03,0,6.01,50.15,55.15,3.01,13.06,77.21
22035000013,22,035,000013,19,4,9,13,2,11,151,124,7,47,275
22035000014,22,035,000014,3.93,5.9,1.97,4.91,0,1.97,38.33,39.31,3.93,12.78,84.52
22035000015,22,035,000015,5.63,2.82,0,3.76,1.88,1.88,6.57,0,0.94,0,0
22035000016,22,035,000016,58,32,34,54,9,9,3,16,4,79,9
22035000017,22,035,000017,15.37,0.18,0,16.24,0.12,2.12,12.43,12,1.06,0,4
22035000018,22,035,000018,51.58,3.82,8.6,19.1,2.87,0.96,3.82,13.37,0,27.7,6.69
22035000019,22,035,000019,64.29,18.08,17,38.27,5,8.05,36.1,28.02,0.02,50.15,7.12
2203500005A,22,035,00005A,4,2,2,7,0,0,4,0,2,5,2
2203500005B,22,035,00005B,2,0,0,0,0,0,0,0,0,0,2
22037000001,22,037,000001,200.53,93.78,55.87,45.89,26.94,13.97,22.95,30.93,11.97,203.52,32.92
22037000002,22,037,000002,170.98,95.88,90.48,76.21,22.03,22.02,115.43,57.62,7.55,223.75,92.93
22037000003,22,037,000003,117,67,31,26,8,14,53,29,0,104,41
22037000004,22,037,000004,259.66,91.04,70.04,73.29,18.68,30.97,224.82,73.29,15.61,261.24,192.43
22037000005,22,037,000005,237.33,121,74.79,70.43,14.37,50.24,186.09,55.69,11.54,236.05,139.63
22037000006,22,037,000006,181.68,64.8,45.36,55.28,8.94,24.92,226.1,75.22,16.44,196.57,177.46
22037000007,22,037,000007,31,9,12,14,3,4,138,31,3,18,107
22037000008,22,037,000008,110,49,38,27,13,14,210,41,6,130,159
22037000009,22,037,000009,113,26,37,20,6,17,289,37,6,88,248
22037000010,22,037,000010,18.13,9.52,9.31,3.93,2.94,3.5,33.94,7.56,0.64,18.17,23.55
22037000011,22,037,000011,86.49,31.78,29,40.07,3.71,20.5,159.97,48.42,10.36,60.78,107.05
22037000012,22,037,000012,96,29,37,33,23,17,189,58,6,98,184
22037000013,22,037,000013,41.73,10.77,6.75,4.86,2.38,6.44,102.83,16.94,1.67,42.6,96.86
22037000014,22,037,000014,142.61,40.19,38.21,15.85,7.94,17.59,267.34,43.77,7.72,125.17,234.71
22039001010,22,039,001010,37.82,1.94,5.82,7.76,7.76,21.34,63.04,51.4,2.91,14.55,28.12
22039001020,22,039,001020,89.09,1.96,5.87,3.92,0.98,38.18,7.83,9.79,2.94,54.82,11.75
22039001030,22,039,001030,145.06,13.06,20.25,17.55,9.18,96.62,7.52,19.91,0,86.15,6.99
22039001031,22,039,001031,61.94,0.94,3.75,8.45,2.82,70.38,38.48,29.09,0,32.85,15.01
22039001040,22,039,001040,33.66,0.08,6.15,5.1,3.06,28.42,52.2,30.14,8.03,21.33,20.08
22039001041,22,039,001041,103.88,11.87,23.74,15.83,8.9,66.29,31.66,22.75,4.95,52.43,12.86
22039001050,22,039,001050,49,8,4,8,0,28,19,14,1,18,13
22039001060,22,039,001060,82,14,2,4,2,42,5,15,1,51,5
22039001080,22,039,001080,37,1,0,5,1,24,44,41,3,13,13
22039001081,22,039,001081,10,2,5,8,0,7,36,27,3,3,5
22039001090,22,039,001090,19,3,3,4,1,10,21,23,3,9,18
22039001091,22,039,001091,63,5,7,14,2,28,34,31,4,33,15
22039001100,22,039,001100,47,9,8,1,0,47,23,10,0,29,12
22039001101,22,039,001101,56.18,5.06,3.18,7.24,2.24,29.66,21.96,28.6,3.09,24.45,16.88
22039001110,22,039,001110,26,6,5,16,3,16,140,126,3,2,68
22039001120,22,039,001120,24,5,5,0,1,18,72,52,3,2,32
22039001130,22,039,001130,148,18,25,26,9,120,13,12,0,99,12
22039001140,22,039,001140,151,7,10,12,2,107,12,6,0,94,5
22039001150,22,039,001150,119,8,8,9,5,87,5,23,0,56,6
22039001160,22,039,001160,25,1,0,7,3,10,109,55,0,4,35
22039001161,22,039,001161,24,0,0,0,1,8,0,1,0,8,0
22039001162,22,039,001162,19,0,2,4,1,11,32,19,0,5,10
22039001170,22,039,001170,15,2,2,3,0,10,44,46,3,5,21
22039001171,22,039,001171,52,4,7,10,3,37,9,5,2,41,1
22039002010,22,039,002010,121,34,23,24,19,65,5,14,1,85,4
22039002020,22,039,002020,81,22,26,24,7,26,21,34,6,20,7
22039002030,22,039,002030,90.78,24.85,11.47,21.02,15.29,23.89,19.11,21.02,0.96,34.41,5.73
22039002040,22,039,002040,77.47,26.34,23.01,35.11,3.38,42.1,52.83,66.7,13.84,30.54,21.87
22039003010,22,039,003010,127,18,12,10,7,110,9,19,0,89,11
22039003020,22,039,003020,76,12,8,13,13,45,52,40,9,101,92
22039003030,22,039,003030,115,20,12,20,7,84,73,44,6,138,92
22039003031,22,039,003031,35,1,10,10,6,54,15,16,6,58,16
22039003032,22,039,003032,31,2,1,13,4,30,11,16,4,51,21
22039003040,22,039,003040,173,18,10,21,8,135,37,36,2,98,35
22039003050,22,039,003050,129,14,12,17,4,123,3,18,2,51,5
22039003051,22,039,003051,8,0,1,3,0,28,1,7,0,6,5
22039003052,22,039,003052,8,1,2,1,0,2,1,0,0,2,0
22039003060,22,039,003060,20,7,6,9,2,29,78,45,5,30,112
22039003070,22,039,003070,56.78,8.49,5.22,17.41,7.3,54.47,5.37,21.41,0.02,34.67,9.11
22039003071,22,039,003071,5,0,3,0,0,2,0,0,0,1,0
22039004001,22,039,004001,47,10,9,12,4,134,5,8,0,36,4
22039004010,22,039,004010,28,7,0,8,0,105,0,3,0,36,3
22039004011,22,039,004011,11,2,5,3,0,34,1,3,0,11,3
22039004012,22,039,004012,6,2,2,0,0,20,0,0,0,5,1
22039004020,22,039,004020,33.77,7.72,0,9.65,2.89,47.27,3.86,2.89,0.96,20.26,0.96
22039004021,22,039,004021,2,2,0,0,3,1,0,0,0,1,0
22039004030,22,039,004030,66.25,19.6,12.13,7.47,6.53,177.3,6.53,10.26,0.93,63.45,0
22039004040,22,039,004040,17.76,2.03,8.32,4.05,0.06,19.85,1.1,2.77,0,18.63,1.91
22039005004,22,039,005004,47,9,9,0,2,81,0,5,0,40,2
22039005010,22,039,005010,44.71,4.95,11.13,12.75,3.44,110.92,26.53,21.74,1.03,52.28,18.28
22039005020,22,039,005020,35,8,3,5,6,79,20,12,0,36,9
22039005030,22,039,005030,49.08,11.32,12.23,6.61,5.63,66.66,2.83,4.75,0.01,38.57,1.9
22039005040,22,039,005040,64.37,25.5,10.87,14.73,6.5,143.45,3.57,7.74,0.07,78.13,0.03
22039005041,22,039,005041,43.42,5.79,9.65,9.65,1.93,104.21,11.58,13.51,0.96,51.14,5.79
22039005050,22,039,005050,18.62,2.88,0.68,5.75,0.91,22.4,2.8,0.23,0,17.79,1.06
2203902010A,22,039,02010A,19,3,2,0,1,8,1,1,0,5,0
22041000001,22,041,000001,60.7,42.2,13.47,27,5.12,8.46,10.01,13.19,1.19,75.53,2.03
22041000002,22,041,000002,77,36,6,57,6,4,5,3,1,33,3
22041000003,22,041,000003,76.42,99.25,13.89,61.53,4.96,22.83,17.86,9.92,0.99,81.38,0
22041000004,22,041,000004,47.96,24.94,9.59,44.12,2.88,11.51,52.75,130.44,2.88,29.73,35.49
22041000006,22,041,000006,179.15,99.01,36.44,113.6,11.23,42.32,29.13,33.04,11.1,111.74,10.87
22041000012,22,041,000012,90,92,19,72,5,19,14,19,4,73,5
22041000013,22,041,000013,48.08,95.37,21.54,52.88,4.95,6.93,17.54,11.76,2.93,55.91,9.75
22041000014,22,041,000014,66,95,17,59,5,20,41,30,8,56,8
22041000016,22,041,000016,16,25,4,13,5,8,128,92,4,19,40
22041000018,22,041,000018,9,0,0,0,0,1,0,1,0,8,0
22041000019,22,041,000019,112.75,90.8,13.18,64,6.32,24.99,11.19,18.03,0.06,72.62,1.65
22041000020,22,041,000020,24,24,21,18,5,7,81,38,5,17,51
22041000021,22,041,000021,91.47,91.07,24.46,94.72,5.13,11.42,16.46,7.42,4.02,79.33,5.24
22041000022,22,041,000022,28,25,4,33,2,5,8,21,1,25,5
22041000024,22,041,000024,42.48,22.33,4.54,22.98,3.1,14.44,141.49,163.39,3.2,18.67,32.39
22041000026,22,041,000026,28.52,25.67,10.46,19.02,1.9,8.56,9.51,7.61,3.8,32.33,7.61
22041000027,22,041,000027,49,46,11,43,5,15,33,36,1,31,14
22041000030,22,041,000030,209.45,123.9,40,164.19,10,40,14.12,25.05,2.99,163.08,3.07
22041000031,22,041,000031,144.18,127.65,19.28,112.95,5.51,17.45,19.28,17.45,0.92,138.67,10.1
22041000032,22,041,000032,97,66,22,92,5,27,15,22,4,79,18
22041000033,22,041,000033,61,10,15,35,0,13,10,14,1,48,6
2204100004A,22,041,00004A,10.04,3.06,1.41,8.88,2.12,0.49,2.25,5.56,0.12,4.27,1.51
2204100004B,22,041,00004B,44,24,7,26,5,7,9,20,7,53,6
2204100013A,22,041,00013A,3,5,3,18,5,1,1,0,0,6,2
220430001-1,22,043,0001-1,54,32,19,25,1,17,23,24,13,53,23
220430001-2,22,043,0001-2,36.79,13.69,16.25,25.66,8.55,6.84,11.98,14.54,9.41,35.93,10.27
220430001-3,22,043,0001-3,95,47,29,51,14,18,8,15,8,97,6
220430002-1,22,043,0002-1,17.31,6.38,3.64,14.58,0,7.29,2.73,6.38,0.91,12.75,0
220430002-2,22,043,0002-2,72.21,24.82,31.98,42.54,8.51,18.41,8.72,5.88,5.57,64.16,3.62
220430002-3,22,043,0002-3,36,32,13,41,3,12,1,3,1,48,5
220430002-5,22,043,0002-5,117,46,22,52,7,23,6,7,5,86,3
220430003-1,22,043,0003-1,19.69,9.62,6.36,11.42,2,6.71,78.27,54.62,3.09,15.25,25
220430003-2,22,043,0003-2,46,27,8,12,6,11,45,49,0,34,40
220430003-3,22,043,0003-3,5,9,2,6,1,5,34,26,3,13,31
220430004-1,22,043,0004-1,109,57,31,64,5,41,12,16,3,113,2
220430004-2,22,043,0004-2,95,70,28,49,4,24,3,12,3,66,0
220430004-3,22,043,0004-3,43,31,15,30,4,15,8,5,0,42,2
220430005-1,22,043,0005-1,86.14,46.12,30.26,70.91,1.54,60.8,8.92,9.05,5.46,100.17,11.75
220430005-2,22,043,0005-2,74.08,39.39,25.32,68.45,10.32,35.63,6.56,11.25,3.75,77.83,13.13
220430005-3,22,043,0005-3,50,21,10,46,2,21,3,12,1,52,6
220430006-1,22,043,0006-1,103.49,63.03,23.85,63.3,1.82,20.27,16.4,6.52,2.75,82.66,10.05
220430006-2,22,043,0006-2,96,66,17,53,4,32,14,5,5,61,3
220430006-3,22,043,0006-3,86.14,39.54,21.14,53.96,4.03,19.2,15.47,4.75,5.57,97.43,13.86
220430006-4,22,043,0006-4,40.51,16.97,11.15,29.7,0.18,13.73,2.6,7.48,1.25,43.34,2.95
220430007-1,22,043,0007-1,80.03,25.02,9.01,23.02,2,32.01,4.01,3,5,96.03,8
220430007-2,22,043,0007-2,54.97,35.98,15.99,44.98,4,14.99,10.99,4,4,63.97,5
220430007-3,22,043,0007-3,145.58,81.38,33.03,79.29,16.76,36.93,13.3,15.21,6.68,114.48,12.12
220430007-4,22,043,0007-4,31.21,22.7,8.51,12.29,1.89,13.24,5.67,3.78,0,30.26,1.89
220430008-1,22,043,0008-1,11,4,5,9,0,3,0,2,1,15,0
220430008-2,22,043,0008-2,119.95,61.2,23.35,62.69,5.43,25.94,5.04,12.07,1.12,108.18,12.19
220430008-3,22,043,0008-3,36,19,8,26,1,5,1,3,3,40,1
220430008-4,22,043,0008-4,136.52,55.15,38.62,78.7,13.76,16.09,10.93,12.9,6.88,109.19,5.9
220450001-1,22,045,0001-1,21.55,10.05,8.93,10.06,4.66,13.19,253.43,158.85,3.23,3.86,121.76
220450001-3,22,045,0001-3,73.75,34.1,36.85,31.4,7.73,27.48,93.77,48.45,2.96,59.22,45.5
220450002-1,22,045,0002-1,38.52,11.93,13.29,16.93,6.32,19.95,197.12,151.39,3.64,19.64,65.99
220450002-3,22,045,0002-3,210.9,91.35,41.26,80.14,14.92,29.01,114.97,79.47,8.44,125.96,73.18
220450003-1,22,045,0003-1,113.27,42.01,25.75,49.77,7.41,13.82,71.37,45.03,1.15,69.14,32.57
220450003-2,22,045,0003-2,210.69,80.21,48.2,81.25,29.37,36.66,74.05,66.4,5.12,157.18,31.12
220450003-3,22,045,0003-3,155.72,60.42,31.85,63.58,16.85,19.26,56.22,37.96,3.11,94.5,28.09
220450004-1,22,045,0004-1,87.13,20.01,16.45,34.79,15.88,19.57,106.92,113.49,4.03,57.73,57.86
220450004-2,22,045,0004-2,68.02,23.48,15.18,31.14,10.55,22.73,215.35,139.13,7.09,44.99,112.83
220450004-3,22,045,0004-3,92.11,25.47,15.86,32.78,10.17,23.58,231.71,216.13,9.39,45.38,167.84
220450004-4,22,045,0004-4,123.94,43.01,31.03,50.11,15.37,29.49,145.79,97.57,6.68,82.98,74.98
220450005-4,22,045,0005-4,294.75,118.22,52.9,83.42,38.91,41.03,56.41,73.26,6.72,239.12,56.35
220450006-1,22,045,0006-1,54.77,28.6,23.39,44.02,10.83,18.61,125.06,68.26,0.97,48.87,40.27
220450006-3,22,045,0006-3,240.8,134.67,39.26,74.36,35.48,33.49,58.01,59.04,6.11,205.05,46.78
220450006-5,22,045,0006-5,241.91,116.68,54.88,56.97,22.47,39.87,120.23,100.56,17.79,221.42,81.71
220450007-1,22,045,0007-1,130.22,64.15,54.58,56.49,16.28,21.06,45,37.34,3.83,154.15,53.62
220450007-2,22,045,0007-2,224.28,92.83,53.41,80.39,29.27,43.03,31.8,55.01,10.46,163.34,33.19
220450007-4,22,045,0007-4,342.92,164.5,95.33,95.25,40.25,64.48,53.19,80.95,13.43,298.61,55.03
220450007-5,22,045,0007-5,70,21,9,15,5,10,3,2,2,48,1
220450008-2,22,045,0008-2,252.88,144.5,36.13,84.82,19.63,39.27,65.97,49.48,7.07,198.69,27.49
220450008-3,22,045,0008-3,156.45,64.81,42.05,43.28,16.3,24.9,42,33.54,3.8,108.18,37.72
220450009-1,22,045,0009-1,197.05,121.47,46.97,78.52,38.6,44.21,155.99,105.84,4.5,206.36,98.89
220450009-2,22,045,0009-2,409.91,175.37,98.22,116.63,36,62.73,93.02,86.18,11.52,269.87,54
220450009-4,22,045,0009-4,368.01,168.23,69.74,93.19,29.97,43.92,62.42,48.25,7.03,237.19,59.37
220450009-5,22,045,0009-5,70.33,23.21,10.31,27.24,7.5,8.25,20.43,27.16,1.38,56.58,7.5
220450010-1,22,045,0010-1,82.24,27.7,17.53,33.99,2.39,26.26,185.65,130.32,9.13,52.69,78.65
220450010-2,22,045,0010-2,159.37,67.94,40.45,58.46,17.98,33.48,78.93,48.95,3.99,98.39,37.97
220450010-3,22,045,0010-3,323.83,115.72,74.4,93.91,40.11,64.91,82.26,64.61,10.02,222.18,48.42
220450010-4,22,045,0010-4,267.65,82.74,60.45,81.03,33.36,51.18,87.14,59.71,8.51,151.47,41.67
220450010-7,22,045,0010-7,23,10,12,3,1,10,3,10,1,34,6
220450011-2,22,045,0011-2,96.91,67,28.49,43.38,18.75,22.59,82.83,66.86,1.36,100.9,38.61
220450012-1,22,045,0012-1,112.39,54.73,27.78,32.77,17.62,22.67,144.46,139.98,6.21,100.36,74.88
220450012-3,22,045,0012-3,29.21,17.7,3.99,12.11,4.35,19.91,348.69,254.69,6.98,21.42,195.41
220450013-1,22,045,0013-1,177.9,51.73,30.04,58.3,17.02,24.56,36.59,27.24,5.68,115.51,15.44
220450013-3,22,045,0013-3,256.43,90.1,57.78,86.94,30.45,48.92,16.65,43.66,2.38,177.81,15.47
220450014-1,22,045,0014-1,271.75,99.73,55.82,72.28,22.88,50.33,38.44,28.38,5.49,160.14,21.05
220450014-3,22,045,0014-3,299.79,85.4,77.55,115.15,39.45,52.29,80.53,80.18,6.75,211.93,52.89
22047000001,22,047,000001,48.41,34.66,12.91,27.84,3.98,9.95,187.66,100.79,2.98,75.77,290.66
22047000003,22,047,000003,35.59,17.34,6.09,15.16,6.02,14.05,242.34,123.21,6.02,71.23,350.34
22047000004,22,047,000004,210.28,79.3,41.42,48.2,4.64,13.92,19.46,35.4,5.63,138,12.97
22047000005,22,047,000005,89.6,47.15,22.66,20.69,2.96,7.91,7.82,32.34,8.8,49.21,4.92
22047000006,22,047,000006,13.32,5.43,4.8,2.38,0.08,2.23,59.11,12.42,2.04,5.56,27.99
22047000007,22,047,000007,31,20,12,19,0,5,203,80,7,19,106
22047000009,22,047,000009,161.82,83.73,55.51,29.16,13.17,34.81,218.26,174.99,5.64,84.67,121.36
22047000010,22,047,000010,191.39,88.06,92.03,17.58,24.95,35.82,88.59,84.55,5.35,138.05,76.88
22047000011,22,047,000011,25.47,8.49,11.32,5.66,6.6,5.66,205.67,118.87,1.89,7.55,112.27
22047000012,22,047,000012,12,2,7,0,1,0,9,5,0,9,9
22047000013,22,047,000013,92,23,19,21,0,1,25,24,2,46,17
22047000014,22,047,000014,63,22,26,19,4,8,29,41,5,56,15
22047000015,22,047,000015,21,7,4,7,3,14,297,80,1,2,140
22047000016,22,047,000016,6,12,4,6,0,10,244,117,6,5,159
22047000017,22,047,000017,109.06,36.78,30.96,23.19,5.4,5.42,25.38,26.75,4.72,83.3,18.21
22047000018,22,047,000018,142.46,44.95,34.7,29.74,8.6,13.58,64.95,58.97,5.28,101.43,54.05
22047000019,22,047,000019,30,20,12,8,1,10,209,80,10,21,88
22047000020,22,047,000020,63.43,16.09,8.52,10.41,3.79,7.57,60.59,42.6,0.95,21.77,26.51
22047000021,22,047,000021,141.65,43.51,31.82,28.38,3.49,15.89,98.24,71.12,6.86,89.77,72.98
22047000022,22,047,000022,304.88,90.75,93.73,53.19,17.86,34.51,233.1,147.34,10.34,223.65,156.17
22047000023,22,047,000023,10.04,2.3,2.32,0.18,0.06,3.12,59.78,26.49,1.03,2.76,37.52
22047000024,22,047,000024,79.23,42.43,41.62,37.92,6.86,3.19,111.03,65.91,4.88,84.83,63.56
22047000025,22,047,000025,163.44,69.79,44.37,40.08,6.18,20.16,6.2,38.12,7.15,89.34,9.02
22047000026,22,047,000026,120,31,23,24,8,10,4,20,4,73,3
22047000027,22,047,000027,67.42,46.48,29.65,21.57,6.73,14.15,5.57,37.15,4.72,90.95,4.86
22047000028,22,047,000028,110.79,55.42,50.9,29.16,2.63,16.4,114.64,108.15,8.47,81.76,90.33
22047000029,22,047,000029,113.15,51.98,36.19,33.41,4.32,10.86,74.85,90.73,4.62,81.26,39.62
22047000031,22,047,000031,52.66,7.7,12.99,14.87,0.15,8.42,118.83,71.16,3.15,25.96,92.2
22047000032,22,047,000032,47.88,18.78,27.22,23.47,9.39,16.9,285.39,182.12,16.9,128.61,447.8
2204700013C,22,047,00013C,8,2,1,6,0,5,64,28,2,2,33
2204700014A,22,047,00014A,17.57,6.91,5.48,6.59,1.21,3.43,91.41,66.4,3.05,9.23,62.49
2204700015B,22,047,00015B,51.94,12.5,9.62,9.62,1.92,5.77,27.89,10.58,0.96,39.44,25.01
22049000001,22,049,000001,35,11,18,12,0,5,2,1,3,18,0
22049000002,22,049,000002,150,72,43,53,12,34,6,12,3,119,13
22049000003,22,049,000003,67,53,39,48,13,20,2,10,0,87,11
22049000004,22,049,000004,73,34,29,52,16,24,45,34,3,60,27
22049000005,22,049,000005,23,10,18,12,0,12,113,49,0,24,62
