GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOMCM,G16PRECCAS,G16PREOOTH,G16USSRKEN,G16USSRBOU,G16USSRFLE,G16USSRMAN,G16USSRDUK,G16USSRCRA,G16USSRCAO,G16USSRMAR,G16USSRPAT,G16USSDCAM,G16USSDFAY,G16USSDEDW,G16USSDLAN,G16USSDPEL,G16USSDWIL,G16USSDMEN,G16USSLCLE,G16USSLGIL,G16USSOLAN,G16USSOTAY,G16USSNBIL,G16USSNHEB,G16USSNMAR,G16USSNWEL,R16USSRKEN,R16USSDCAM
22037000006,22,037,000006,638.75,444.78,3.7,4.7,9.98,2.97,10.64,368.46,66.03,68,31.58,44.66,21.95,1.01,1.98,0,207.06,173.15,23.68,22.52,5.99,3.79,0,3.7,2,1.98,3.96,9.69,0.99,1.7,1,351.21,223.74
22037000007,22,037,000007,94,243,1,0,2,3,1,62,19,10,0,10,5,1,0,0,128,47,15,7,0,0,0,4,0,0,0,4,1,0,1,38,136
22037000008,22,037,000008,323,390,3,3,0,3,2,210,49,25,25,18,6,2,0,0,173,132,17,23,2,2,0,4,0,0,0,10,2,0,1,172,203
22037000009,22,037,000009,234,452,9,3,0,2,3,166,23,24,21,14,11,1,0,2,217,128,21,32,1,3,0,5,0,0,2,6,3,3,0,182,327
22037000010,22,037,000010,58.65,67.21,0.98,0.55,0.66,0,0.29,33.22,7.53,8.65,6.11,3.07,2.28,0.4,0.14,0,24,21.5,5.87,3.47,0.33,1.54,0.07,0.4,0.07,0,0,1.43,0,0.07,0,36.13,37.02
22037000011,22,037,000011,253.18,298.95,10.36,2.79,0,0,5.71,149.69,40.78,36,28.21,17.93,7.71,1.93,1.86,0,106.27,118.12,16.78,16.85,0,2.79,0.93,0.93,0.93,0,0,5.57,0,1.93,0,149.76,153.54
22037000012,22,037,000012,314,381,3,4,4,5,3,179,33,59,15,19,10,1,2,0,149,127,12,23,3,1,0,1,0,0,0,9,1,1,0,174,222
22037000013,22,037,000013,89.31,182.69,1.36,2.88,0.31,0.4,1.61,46.5,19.97,8.17,5.23,9.75,2.38,0.4,0,0,71.9,71.31,8.11,9.57,0,0.4,0.81,0.15,0.4,0,0,2.97,0,0,0,45.47,106.18
22037000014,22,037,000014,304.29,478.98,6.1,4.51,0.62,0.6,2.39,158.51,52.63,30.61,17.77,28.35,5.94,1.6,0,0,199.67,174.08,16.28,25.36,0,1.6,1.19,3.31,0.6,0,0,9.49,1,0,1,186.71,257.78
22039001010,22,039,001010,59.16,229.85,2.91,0.97,0,0,1.94,25.22,38.79,6.79,3.88,3.88,0.97,0,1.94,0,65.95,57.22,11.64,2.91,1.94,0.97,3.88,4.85,0,0,0,2.91,6.79,0.97,1.94,26.19,77.59
22039001020,22,039,001020,148.8,25.45,0.98,0,1.96,0,1.96,32.31,63.63,17.62,24.47,1.96,2.94,0,0,0,5.87,13.71,0.98,0,0,0,0,0,0,1.96,0,2.94,0,0,0,73.42,17.62
22039001030,22,039,001030,400.07,48.33,3.06,0.31,0,0,0.18,102.52,174.53,38.86,21.55,15.8,5.55,1.31,2.06,0.12,16.22,20.85,3.31,0.12,0.18,0.18,0.25,0,0,0,0,7.31,6,3.18,0,141.19,19.4
22039001031,22,039,001031,183.93,111.67,0.94,4.69,0,0,2.82,38.48,99.47,13.14,8.45,12.2,8.45,4.69,0.94,1.88,33.78,28.15,4.69,1.88,2.82,2.82,3.75,0,0,0,0,4.69,0,2.82,0,63.81,36.6
22039001040,22,039,001040,78.45,117.58,0.01,0.01,2,0.02,2.01,17.52,33.16,12.12,13.25,10.21,1.03,1.03,0,0,37.23,24.18,6.03,8.02,0,1,0,0.01,0.01,0,0,2.03,0.02,0.01,0,40.72,57.28
22039001041,22,039,001041,387.82,92.01,0.99,0.99,0,2.97,1.98,82.11,184.02,18.8,39.57,32.65,3.96,4.95,0,0,35.62,28.69,4.95,2.97,0,0,0,0.99,1.98,0,0,4.95,2.97,0.99,0,113.77,44.52
22039001050,22,039,001050,106,34,0,1,0,1,1,26,41,15,11,2,0,0,0,0,23,8,3,0,2,0,0,0,0,0,0,1,0,0,0,42,18
22039001060,22,039,001060,169,12,1,0,6,0,0,30,70,26,19,10,0,0,0,0,1,5,3,5,0,1,0,1,0,0,0,4,2,0,0,87,6
22039001080,22,039,001080,68,146,0,3,0,3,1,12,51,6,3,5,1,0,0,0,42,50,10,8,2,1,0,3,0,0,0,6,2,3,0,22,49
22039001081,22,039,001081,19,165,1,0,0,0,0,5,30,5,0,0,1,2,0,0,37,40,6,12,3,3,1,1,3,6,0,7,2,1,0,2,24
22039001090,22,039,001090,32,71,0,1,0,0,0,12,14,8,0,1,0,1,0,0,23,28,3,3,0,1,1,0,2,0,0,0,2,0,0,12,24
22039001091,22,039,001091,122,135,1,1,0,0,6,34,69,16,4,5,3,0,0,0,30,29,11,12,0,0,1,2,2,0,0,8,4,0,0,49,53
22039001100,22,039,001100,110,55,3,0,0,0,1,18,68,20,4,4,3,0,0,0,17,19,1,5,0,0,0,0,0,0,0,2,2,0,0,47,23
22039001101,22,039,001101,145.84,106.15,1.09,0.03,2,1,0.06,40.78,73.21,14.21,13.12,10.12,2.03,5,0.06,0,34.05,30.78,3.36,0.09,2.06,1.03,0.12,0.15,0,0,0,1.09,2.21,1.03,0.06,49.81,42.41
22039001110,22,039,001110,8,507,1,3,0,1,4,12,66,5,1,2,2,1,0,1,161,131,47,17,3,5,2,2,0,2,0,15,2,4,0,5,162
22039001120,22,039,001120,24,257,0,0,2,0,3,10,33,5,3,1,1,4,0,0,71,74,12,8,3,2,1,2,0,0,0,2,6,1,0,12,75
22039001130,22,039,001130,440,36,3,4,3,1,1,81,215,45,38,13,4,5,1,0,19,10,3,0,0,1,0,1,0,0,0,1,3,1,1,154,24
22039001140,22,039,001140,344,27,1,3,4,0,1,69,154,41,34,16,6,1,0,0,13,10,3,5,0,0,1,1,0,0,0,3,3,1,0,117,19
22039001150,22,039,001150,335,53,3,3,2,0,1,54,167,38,33,24,2,2,3,1,17,20,5,2,0,1,0,1,0,0,0,3,2,0,0,112,29
22039001160,22,039,001160,4,311,0,3,0,0,1,16,23,1,0,1,4,4,1,0,78,103,11,12,0,2,0,0,0,0,0,6,0,1,0,0,120
22039001161,22,039,001161,51,1,1,1,0,0,0,11,32,1,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,21,2
22039001162,22,039,001162,37,86,1,0,2,0,0,12,23,7,6,2,0,0,0,0,17,33,1,3,0,0,0,0,2,0,0,0,0,0,0,18,16
22039001170,22,039,001170,33,156,0,0,0,3,0,19,14,7,0,2,4,0,0,0,49,38,7,11,0,4,0,0,2,0,0,3,0,3,0,23,47
22039001171,22,039,001171,133,21,0,0,0,0,1,21,79,5,4,10,2,1,0,0,8,8,1,3,0,0,0,0,0,2,0,2,0,0,0,52,8
22039002010,22,039,002010,445,30,4,2,0,0,3,110,179,39,42,22,6,2,0,0,12,14,5,2,1,0,1,6,0,0,0,7,2,3,0,153,17
22039002020,22,039,002020,241,58,1,0,0,0,0,54,106,22,29,8,6,1,3,0,18,15,4,6,0,4,0,1,0,0,0,4,0,1,0,68,9
22039002030,22,039,002030,346.87,39.18,0.96,1.91,1.91,0,0,91.73,143.35,39.17,33.45,21.98,4.78,0,0,0.96,24.84,8.6,3.82,1.91,0,0.96,0,0.96,0,0,0,1.91,0,0,0.96,87.93,13.38
22039002040,22,039,002040,280.83,139.24,1.01,5.97,0.05,0.99,3.95,55.79,143.05,20.8,39.4,18.36,4.08,1.97,0,0.03,57.92,33.79,13.92,10.91,0,0.03,0.99,2.99,0,0,0,2.03,0,0.99,0.03,64.57,59.58
22039003010,22,039,003010,383,55,4,0,0,3,6,95,181,53,21,13,6,1,1,0,19,11,4,5,1,0,0,0,2,0,0,1,9,0,0,141,23
22039003020,22,039,003020,156,158,4,4,1,1,0,47,105,7,9,4,2,0,1,1,51,48,5,6,0,5,0,5,0,0,2,4,3,3,1,47,39
22039003030,22,039,003030,319,182,12,7,1,0,4,67,167,26,25,25,5,2,3,0,54,38,16,9,0,4,0,4,3,0,0,12,1,4,0,80,43
22039003031,22,039,003031,196,39,1,1,0,0,0,63,87,7,13,11,5,2,0,0,12,15,3,1,1,1,0,1,0,0,0,7,0,0,0,55,13
22039003032,22,039,003032,116,45,4,0,0,0,0,25,43,10,18,5,1,1,1,0,10,10,3,6,0,0,1,2,0,0,0,4,0,0,0,50,6
22039003040,22,039,003040,525,114,4,2,1,4,6,120,245,50,39,24,12,3,0,1,39,38,9,11,1,0,3,2,0,0,0,9,0,1,0,181,46
22039003050,22,039,003050,317,26,4,1,0,0,0,77,141,35,20,10,5,2,1,0,15,4,3,1,1,1,0,1,0,0,0,4,1,0,0,119,10
22039003051,22,039,003051,53,7,1,0,0,0,0,10,32,4,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,1,1,0,0,21,2
22039003052,22,039,003052,25,0,3,0,0,1,0,4,17,3,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
22039003060,22,039,003060,40,203,6,1,0,1,0,19,43,5,3,1,2,0,0,0,44,91,4,5,3,1,0,0,0,0,0,6,0,1,0,16,78
22039003070,22,039,003070,229.8,20.77,1.02,1.04,0.04,0,0,66.8,86.81,23.77,10.66,18.43,6.09,2,0,0.02,6.49,8.17,0.07,3.04,0,0.02,0,1.02,0,0,0,0.04,0,1,0.02,74.72,11.26
22039003071,22,039,003071,25,0,0,0,0,0,0,5,11,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
22039004001,22,039,004001,439,24,10,4,0,0,0,111,183,43,15,19,9,6,1,0,23,14,6,1,0,0,0,0,0,0,0,6,6,3,0,92,10
22039004010,22,039,004010,241,7,3,0,0,1,0,54,91,27,10,14,2,6,1,0,13,3,4,0,1,0,0,1,1,0,1,1,4,0,0,55,8
22039004011,22,039,004011,90,5,1,0,0,3,0,19,28,12,4,6,6,1,0,0,6,2,2,0,0,0,0,0,0,0,0,1,0,0,0,23,3
22039004012,22,039,004012,43,1,0,0,0,0,1,10,14,10,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
22039004020,22,039,004020,158.22,5.79,0.96,1.93,0,0,0.96,39.55,56.92,28.94,7.72,9.65,4.82,0,0,0,8.68,3.86,1.93,0.96,0,1.93,0,0,0,0,0,1.93,0,0,0,63.67,4.82
22039004021,22,039,004021,16,0,0,0,0,0,0,3,3,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
22039004030,22,039,004030,408.72,48.52,1.87,0,3.73,0.93,0,92.38,142.77,54.12,37.33,31.73,14,2.8,0.93,0,29.86,8.4,11.2,2.8,2.8,0,0.93,0.93,0,0,0,2.8,3.73,0,0,162.37,10.26
22039004040,22,039,004040,98.81,5.72,0,0,0,0.92,0,25.42,11.17,7.18,3.13,16.31,1.22,0,0,0,11.15,8.38,0.92,0.92,0.92,0,0,0,0.92,0,0,0,0,0,0,35.53,1.91
22039005004,22,039,005004,231,6,2,0,0,0,3,63,50,33,19,14,13,2,0,0,15,5,0,3,0,0,0,0,0,0,0,1,1,0,1,76,3
22039005010,22,039,005010,252.6,61.96,6.37,1.06,0.04,0.16,0,55.63,65.94,56.72,21.31,18.1,4.75,2.29,0.25,0,29.47,20.35,7.08,4.98,0,1.99,1,0.13,0.06,1.99,1,2.06,1,0.04,1,75.59,25.01
22039005020,22,039,005020,202,35,1,1,1,0,0,36,62,20,29,23,6,2,0,0,12,16,2,1,0,0,0,0,0,0,0,0,3,0,0,56,14
22039005030,22,039,005030,196.5,8.68,3.77,0.94,0,1.87,0.01,41.48,52.68,25.48,31,16.9,10.31,1.87,3.75,0,7.63,0.98,0.96,0,0,0,0,1.87,0.94,0,0,0,0.01,0,0,53.71,9.47
22039005040,22,039,005040,396.28,24.57,5.13,0,1.27,1.07,1,81.89,127.78,30.27,50.87,33.6,17.17,7.2,0.07,0,15.17,10.63,2.8,3.2,1.2,0,1.07,6.07,0,0,0,4.2,1.27,0,0,139.87,8.77
22039005041,22,039,005041,280.79,43.42,3.86,0,0.96,0.96,0,55.96,99.39,32.81,35.7,27.98,1.93,4.82,0,0,28.95,9.65,0.96,0,0,0,0,0,0,0,0,1.93,0,0.96,0,88.77,12.54
22039005050,22,039,005050,91.2,3.18,0,0,0,0.08,0,37.31,16.27,11.43,5.68,10.37,4.62,0,0,0,1.81,1.59,0.08,0.08,0.08,0,0,0,0.08,0,0,0,0,0,0,37.24,1.06
2203902010A,22,039,02010A,63,5,0,0,0,0,0,21,11,5,5,11,0,1,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,19,5
22041000001,22,041,000001,223.47,33.18,2.95,0,0,0,2.03,95.18,31.18,26.29,8.9,21.42,7.09,0,0,0,19.27,12.64,2,16.7,0,0.98,0,0.03,0,0,0.03,1.01,0,0,0,91.7,22.1
22041000002,22,041,000002,294,12,3,1,0,0,0,116,20,77,19,38,5,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,128,10
22041000003,22,041,000003,389.05,36.72,2.98,0,0,0,0,198.49,20.84,63.52,36.72,23.82,3.97,2.98,0,0,24.81,18.86,1.98,6.95,0,0.99,0,1.98,2.98,0.99,0,0.99,0,0,0,164.75,14.89
22041000004,22,041,000004,179.36,271.43,3.84,2.88,0,0,1.92,71.93,24.94,34.53,3.84,23.02,6.71,0,2.88,0,87.28,85.36,15.35,17.26,2.88,0.96,1.92,1.92,0,0,2.88,10.55,2.88,0.96,0,62.34,102.63
22041000006,22,041,000006,660.29,122.96,5.11,1,0,2,0.04,247.6,42.79,154.4,50.3,51.61,17.07,3.1,0,0,87.62,48.3,10.02,2.08,5,0.07,0,2,1,0,0,3.07,5,0,0,277.21,50.87
22041000012,22,041,000012,380,43,2,1,0,0,5,168,34,82,17,33,7,0,0,2,34,20,1,7,0,0,2,1,0,0,0,1,0,0,1,196,26
22041000013,22,041,000013,316.08,26.37,1.96,0.97,0,0.01,0.01,106.91,74.97,59.77,14.62,20.63,6.87,1.96,0.01,0.01,24.45,12.73,1.95,0.03,0.02,0,0,0.98,0,0.97,0,0.97,0,0,0,127.5,18.52
22041000014,22,041,000014,390,154,5,5,0,0,0,152,81,53,22,44,10,1,5,1,77,48,10,7,0,3,0,4,0,0,3,5,0,0,0,178,44
22041000016,22,041,000016,74,421,4,3,0,0,5,49,10,23,2,17,5,0,0,0,184,110,20,38,1,5,0,1,2,1,0,5,2,0,0,30,166
22041000018,22,041,000018,10,3,1,0,0,0,0,2,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
22041000019,22,041,000019,371.1,60.64,1.23,0.99,0,0.06,0.18,162.15,17.16,102.31,18.93,27.28,9.66,0.18,3.28,0,44.71,22.84,1.23,13.04,0.99,0.06,1.99,1.05,0.06,0,0,0.06,0,0.99,0,204.1,27.1
22041000020,22,041,000020,103,257,0,1,0,3,2,63,13,32,0,9,3,0,0,1,108,70,11,22,1,1,0,6,0,0,0,4,0,0,1,45,124
22041000021,22,041,000021,390.73,33.1,2.09,0,0,1.02,0.07,187.77,33.46,72.91,26.75,18.53,12.26,1.07,2.11,0,33.73,15.73,1.09,3.04,0,0.02,0,0.02,0.02,0,0,0.02,5,0,0,202.11,6.46
22041000022,22,041,000022,151,31,1,1,0,0,0,88,10,25,15,6,3,0,0,0,19,11,1,2,0,0,0,1,0,0,0,0,2,0,0,59,17
22041000024,22,041,000024,78.14,602.94,6.2,0.05,7,0.05,2,71.76,22.62,21.79,0.1,12.3,4.34,3.05,2,2,280.39,125.74,38.05,16.15,0,4,1,2.15,4.05,1,0,21.05,1.05,3,3.05,52.68,189.25
22041000026,22,041,000026,137.86,18.06,3.8,0.95,0,0.95,0,53.24,31.38,15.21,1.9,5.7,6.66,0.95,0,0,7.61,14.26,0.95,2.85,0,0,0,2.85,0.95,0,0,0.95,0.95,0,0.95,90.32,4.75
22041000027,22,041,000027,199,97,1,3,7,0,2,70,18,36,7,30,3,0,0,0,52,31,4,5,0,3,1,0,2,0,0,1,1,3,0,104,46
22041000030,22,041,000030,802.69,55.33,7.01,2.99,0.02,1,0.02,329.38,63,195.25,57.94,78.03,20.99,6.98,0.02,0,47.26,28.07,0.02,3.03,0,0,0.01,1.03,1,0,0,6.98,1,3.99,0,411.26,32.13
22041000031,22,041,000031,571.2,45.92,3.67,0,0,0.92,2.75,323.25,19.28,121.22,31.22,22.04,11.02,2.75,4.59,0,30.3,30.3,3.67,1.84,0,0.92,0,0.92,0.92,0,0,0.92,0,0,0,295.7,19.28
22041000032,22,041,000032,412,97,5,0,0,0,0,189,24,107,15,38,9,3,0,0,48,21,4,10,2,0,0,1,0,0,0,2,0,0,0,199,39
22041000033,22,041,000033,163,31,0,0,0,0,0,77,8,66,2,4,5,0,0,0,14,15,0,2,0,1,0,0,0,0,0,0,0,0,0,122,19
2204100004A,22,041,00004A,49.64,15.57,0.16,0.12,0,0,0.08,21.07,4.06,10.47,2.16,3.98,0.29,0,0.12,2,7.72,4.64,1.65,0.74,0.12,0.04,0.08,0.08,0,0,0.12,0.45,0.12,0.04,0,20.66,4.37
2204100004B,22,041,00004B,114,35,4,3,0,0,0,54,20,27,6,8,3,3,0,0,18,12,0,0,0,0,2,2,0,0,0,0,2,0,0,74,12
2204100013A,22,041,00013A,57,5,1,0,0,0,0,33,8,7,0,1,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
220430001-1,22,043,0001-1,170,68,4,2,2,0,2,20,7,47,61,14,3,2,2,0,27,23,6,11,0,0,0,3,0,2,0,3,0,0,0,91,35
220430001-2,22,043,0001-2,168.53,29.94,0.86,0,0,0.86,0,38.5,5.13,52.18,18.82,17.97,5.13,1.71,0,0,19.68,12.83,7.7,1.71,0,0,1.71,4.28,0,0,0,0.86,0,0.86,0,64.16,21.39
220430001-3,22,043,0001-3,356,45,6,0,1,1,0,99,20,121,64,29,11,1,0,0,27,7,6,2,0,0,2,5,0,0,0,4,2,3,0,137,13
220430002-1,22,043,0002-1,58.3,22.77,0,1.82,0.91,0,0,19.13,3.64,11.84,7.29,5.47,1.82,2.73,0,0,9.11,6.38,2.73,3.64,1.82,0,1.82,2.73,0,0.91,0,1.82,0,0,0,39.17,6.38
220430002-2,22,043,0002-2,256.14,25.8,6.05,1,0,0.05,1,70.32,15.31,87.14,20.13,32.08,3.31,4.1,0,0,14.18,14.77,2.46,4.1,0,0,1.1,0.26,2,3,0,5.05,2,0.05,0,133.86,15.29
220430002-3,22,043,0002-3,192,19,3,1,0,1,0,47,21,67,12,20,1,1,0,0,20,7,2,4,0,0,0,2,0,0,0,5,2,3,0,90,4
220430002-5,22,043,0002-5,366,29,6,3,0,0,1,115,32,120,34,22,17,5,2,0,10,8,0,4,0,2,0,2,0,0,0,2,4,1,0,122,4
220430003-1,22,043,0003-1,55.7,271.23,3,3.18,1.09,0,0,16.87,15.36,18.16,3.71,9.53,5.18,1.27,2,0,93.89,53.62,16.27,23.36,0.18,3,0.18,1.27,2,3.09,0,6.18,1,0,0,21.83,76.62
220430003-2,22,043,0003-2,113,172,3,0,0,0,1,48,13,27,13,6,6,0,2,0,76,35,12,21,2,3,1,1,2,0,2,2,1,1,0,54,67
220430003-3,22,043,0003-3,30,103,1,0,0,0,0,9,6,11,1,1,2,0,0,0,36,18,7,9,2,2,1,1,0,0,2,1,1,0,0,15,53
220430004-1,22,043,0004-1,443,32,6,3,1,0,1,143,41,166,26,39,9,8,0,0,19,8,2,5,0,0,0,1,0,0,0,1,1,1,0,157,17
220430004-2,22,043,0004-2,414,33,5,0,1,0,1,104,50,139,49,26,9,6,1,0,14,8,3,4,2,0,0,4,0,1,0,3,0,1,3,105,6
220430004-3,22,043,0004-3,238,17,9,3,0,0,0,61,20,99,23,20,6,1,1,0,4,10,0,0,0,2,1,0,2,1,0,3,0,0,0,82,4
220430005-1,22,043,0005-1,474.19,19.72,5.7,4.13,1.13,3,1.03,141.81,38.53,153.35,42.34,28.27,22.67,4.24,1.11,2,21.81,7.54,0.16,11.3,0,0.05,0,4.19,0.16,0,0,5.03,5.03,1.03,0.03,139.37,15.32
220430005-2,22,043,0005-2,341.34,20.63,9.38,0.94,0,0,2.81,114.4,19.69,111.59,16.88,42.2,10.32,2.81,0,0,20.63,4.69,5.63,6.56,0,2.81,0,2.81,0,0,0.94,4.69,0.94,1.88,0,135.97,9.38
220430005-3,22,043,0005-3,232,13,5,1,0,0,3,48,16,81,22,24,13,1,1,1,10,1,0,3,1,0,1,1,2,0,0,2,3,0,0,71,8
220430006-1,22,043,0006-1,396.39,37.61,8.21,2.75,3.64,0,0,92.48,29.44,167.15,52.25,25.75,16.49,6.37,0,0,27.45,9.12,1.84,2.83,0,1.82,0.91,0.91,0,0.91,0,0.91,0.02,0.02,0,177.67,15.6
220430006-2,22,043,0006-2,378,23,7,3,0,1,0,128,28,131,36,15,16,1,0,0,27,9,4,0,0,0,0,3,2,0,0,2,0,0,0,130,13
220430006-3,22,043,0006-3,306.07,24.98,6.27,0.2,7.96,2.39,0.2,85.94,24.37,96.87,33.02,23.64,13.25,2.57,1.59,0,11.23,10.32,4.78,5.5,1.2,2,0.16,1.25,0,1,0,4.14,1.2,0.78,0,99.62,12.25
220430006-4,22,043,0006-4,147.61,17.39,1.79,1.25,0.36,0,0,35.52,17.56,44.85,22.75,15.25,6.51,0.63,0,0,9.55,1.88,1.16,5.17,0,0.18,0.09,0.09,0,0.09,0,0.09,0.98,0.98,0,69.33,7.4
220430007-1,22,043,0007-1,205.11,13.01,6,0,3,0,0,61.02,27.01,71.04,34.02,9.01,5,0,0,1,7.01,0,0,0,0,0,0,1,1,0,1,2,0,0,0,111.05,6
220430007-2,22,043,0007-2,207.89,15.99,2,1,0,0,0,45.98,14.99,75.96,27.98,16.99,9,0,0,0,18.99,7,2,3,0,0,0,1,0,0,0,4,0,0,0,92.95,8
220430007-3,22,043,0007-3,515.37,35.93,9.46,0.87,8.04,1.61,0.99,144.23,49.53,181.02,51.76,35.76,16.76,6.62,2.41,0,30.3,9.15,3.59,2.04,0.8,0.19,0,0.99,0,0,0.06,4.33,0.87,3.34,0,209.97,16.7
220430007-4,22,043,0007-4,135.23,9.46,1.89,0,0,0,0,27.42,10.4,60.52,11.35,10.4,5.67,0,0,0,2.84,2.84,0,1.89,0,0,2.84,0.95,0,0,0,2.84,0,0,0,44.45,5.67
220430008-1,22,043,0008-1,55,1,0,0,0,0,3,9,6,12,8,10,0,1,0,0,1,0,1,5,0,0,0,0,0,0,2,1,0,0,0,18,4
220430008-2,22,043,0008-2,508.71,27.43,6.03,0.99,0.07,0,3.17,145.58,33.01,177.93,36.91,52.1,27.82,6.23,0.07,0,20.46,7.46,4.04,0.5,0.07,0.99,0,0,0,1.13,0,2.12,0,1.06,0,195.95,22.28
220430008-3,22,043,0008-3,168,6,1,0,0,1,1,45,9,63,12,13,5,1,1,0,4,3,0,2,0,0,1,1,0,0,0,2,0,0,0,59,3
220430008-4,22,043,0008-4,503.63,47.31,3.97,0.04,0.08,3.93,2.95,129.22,60.22,180.98,58.08,27.22,20.02,3.03,0,0,28.75,15.77,0.98,5,0,0,0,2.95,0,0,0,1.02,1.02,0,0,176.1,19.7
220450001-1,22,045,0001-1,44.76,854.28,2.36,3.71,0.05,0.59,6.95,30.16,99.67,2.06,1.3,9.86,3.88,2.36,0,0,268.66,162.75,70.6,45.54,17.7,15.37,6.59,3.3,6.05,1.31,2,9.17,21.62,8.63,1.89,14.65,237.13
220450001-3,22,045,0001-3,266.91,209.98,7.27,8.41,4.18,0.09,4.9,68.95,140.41,19.74,30.18,13.57,7.27,4.52,0,0,79.02,35.71,13.24,10.48,3.25,7.65,0,0.38,3.34,0.93,0,5.75,25.61,1.86,0,131.68,87.51
220450002-1,22,045,0002-1,121.01,705.81,4.66,7.32,0,3.32,4.98,52.84,152.71,5.95,6.98,14.93,9.95,3.66,2,0,205.22,119.62,56.06,49.47,8.93,13.25,5.32,2.66,1,3.66,1,21.61,26.25,1.32,1.98,44.79,150.7
220450002-3,22,045,0002-3,769.14,279.09,14.08,1.03,0,2.29,2.29,198.26,337.1,25.2,87.75,20.61,11.02,3.32,1.3,0,73.56,71.71,24.44,16.56,8.72,4.58,2.29,3.83,1.53,0,0,8.66,76.86,3.06,0,350.8,111.19
220450003-1,22,045,0003-1,405.3,151.5,15.36,4.13,0,0,0.1,98.84,182.9,27.55,56.55,6.44,7.21,0.07,0.03,0,59.18,30.9,9.15,8.2,3.1,3.11,4,5,6.07,0,1,7.03,42.31,2,0.07,178.94,56.21
220450003-2,22,045,0003-2,658.52,175.25,15.97,4.3,3.13,2,0.79,138.22,319.34,56.52,53.92,23.55,10.86,4.4,0,0,70.69,34.94,10.42,18.94,7.31,0.31,2.41,8.81,0.13,1.04,0,4.87,50.98,3.29,1,317.31,64.35
220450003-3,22,045,0003-3,518.65,139.26,7.66,1.78,0.18,0.34,3.15,135.13,220.37,24.8,44.72,26.13,7.04,6.13,1.91,0,57.11,34.86,9.73,6.4,9.59,1.09,1.88,3.52,0.12,0.16,0,5.37,41.87,1.54,0,246.61,56.58
220450004-1,22,045,0004-1,350.13,395.87,9.07,3.54,1.42,4.94,6.5,86.62,191.21,25.11,32.91,19.6,6.3,1.57,2,0,126.28,73.03,38.04,29.38,10.21,9.42,2.12,8.75,1.93,0.55,0,10.76,46.19,0.51,0.13,151.52,108.79
220450004-2,22,045,0004-2,246.33,628.81,10.19,4.57,3.28,1.61,5.23,67.65,188.78,10.48,16.65,17.51,5.38,3.67,0,1.39,210.78,120.65,51.35,42.12,8.21,7.69,5.29,6,3.9,1.22,1.7,11.26,49.42,1.28,1,110.49,179.9
220450004-3,22,045,0004-3,249.43,804.61,7.13,5.57,1.3,3.71,4.58,71.62,198.3,19.96,20.12,18.15,6.1,2.39,0,0.61,271.98,148.6,74.72,51.24,21.26,10.97,5.85,3.87,7.18,0.27,0.3,17.57,46.01,0.89,0,116.43,235.22
220450004-4,22,045,0004-4,434.5,405.27,10.3,4.01,0.24,0.83,5.12,82.77,227.18,34.31,51.02,24.79,4.91,4.66,0,0,128.7,113.02,26.29,19.28,14.11,4.74,3.94,7.47,1.13,0.06,2,12.89,43.19,0.5,0,204.53,124.23
220450005-4,22,045,0005-4,843.36,155.78,23.6,6.84,8,2,6.12,213.83,376.86,60.39,71.86,21.32,8.72,7.32,2,0,64.46,34.86,11.03,7.39,17.44,0,2.36,0.36,3.36,0,1,2.48,86.42,0,0.12,444.61,75.7
220450006-1,22,045,0006-1,243.2,294.28,5.62,10.76,1.66,0,3.61,65.89,130.04,38.68,20.96,9.16,4.93,5.21,0,0,89.3,70.27,29.17,14.37,6.53,4.58,3.89,1.94,1.32,1.94,0,5.83,19.3,2.92,0,109.96,81.31
220450006-3,22,045,0006-3,741.66,143.83,16.31,7.87,0.65,1.3,6.57,207.92,357.81,63.62,69.7,14.63,4.54,0.88,1.3,0,56.87,34.41,7.64,6.3,9.13,0.88,0,2.41,0.65,0.88,0.65,4.77,42.47,0.88,0,450.06,77.87
220450006-5,22,045,0006-5,728.01,342.55,14.59,4.59,4,0.15,0.54,220.6,300.62,37.68,103.07,22.7,2.71,5.6,3.42,2,115.33,64.8,21.06,9.45,4.09,3.94,0.25,4.78,1.02,1.02,0,11.65,69.53,2.63,1.15,404.2,119.94
