GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_18_rep_fis,uss_18_dem_ray,gov_18_rep_ric,gov_18_dem_kri,atg_18_rep_pet,sos_18_rep_evn,sos_18_dem_dan,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_sas,uss_20_dem_jan,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
3102300013P,NE,Butler County,00013P,703,14,662,4,0,2,0,3,18,540,11,510,0,0,1,0,2,16,308,80,225,118,247,106,266,209,96,321,96,317,66,308,80,236.8,106.7,319,81,270.4,93.7
3102300014P,NE,Butler County,00014P,495,19,456,5,0,0,0,0,15,384,12,361,2,0,0,0,0,9,206,39,157,51,172,46,174,161,42,227,46,218,38,206,39,166,46.3,222.5,42,187.9,43.7
3102300016P,NE,Butler County,00016P,589,8,571,1,0,0,0,2,7,441,6,431,1,0,0,0,0,3,260,62,217,86,232,85,235,189,76,288,77,287,57,260,62,218.2,82.3,287.5,67,244,73.8
3102500001P,NE,Cass County,00001P,2245,81,2047,13,11,7,0,14,72,1617,48,1501,5,9,7,0,9,38,718.9,310.9,561.9,296,556.8,338.4,632.9,570.7,277.3,857.6,404.1,852.3,268.3,718.9,310.9,580.6,303.9,855,336.2,678.8,315.8
3102500001W,NE,Cass County,00001W,591,15,546,3,0,1,0,0,26,474,10,444,2,0,1,0,0,17,167,87,130.7,87.8,136.8,93.9,167,118.7,94.7,196.5,108.1,199.6,76.6,167,87,138.3,92.1,198.1,92.4,159.5,91.4
3102500002P,NE,Cass County,00002P,466,5,432,0,7,2,0,3,17,357,3,335,0,3,0,0,1,15,146.1,70.1,115.1,58,114.2,71.6,145.1,110.3,66.7,196.4,62.9,187.7,38.7,146.1,70.1,121.2,65.5,192,50.8,145,61.4
3102500002W,NE,Cass County,00002W,572,9,533,2,1,0,1,1,25,431,3,405,2,1,0,1,1,18,169,96,126.8,76.3,115.4,98.4,143.3,120.1,79.1,191.7,101.4,204.2,60.8,169,96,126.4,84.6,197.9,81.1,152.9,85.3
31025000031,NE,Cass County,000031,1278,24,1232,0,1,8,0,0,13,1031,12,1003,0,1,5,0,0,10,135.7,58.9,394.4,204.2,391.6,226.1,452.7,373.5,217.5,510.2,352.7,575.9,184.1,135.7,58.9,403.1,215.9,543,268.4,404.9,207.3
3102500003P,NE,Cass County,00003P,888,21,826,0,4,5,0,4,28,694,13,652,0,3,2,0,3,21,292,117,225,138,242,140,282,236,133,353,153,346,112,292,117,246.2,137,349.5,132.5,282.3,132.2
3102500003W,NE,Cass County,00003W,874,52,772,1,2,4,0,4,39,645,32,579,1,2,4,0,3,24,211,104,146.2,95,150.1,103.8,183.3,141.3,102.7,233.5,138.8,237.6,94.7,211,104,155.2,100.5,235.5,116.7,186.1,106.5
3102500004P,NE,Cass County,00004P,1031,29,965,4,3,4,1,2,23,745,17,702,1,3,4,1,2,15,313,151,272,165,284,170,321,270,148,410,189,416,113,313,151,286.8,161,413,151,326.6,156
3102500004W,NE,Cass County,00004W,798,46,706,2,6,3,0,4,31,643,25,593,2,0,3,0,3,17,207.5,97.8,153.5,88.2,165,90.6,190.4,150.3,87.1,243.5,124.1,254.2,74.4,207.5,97.8,164.8,88.6,248.8,99.2,194.9,93.7
3102500005P,NE,Cass County,00005P,679,5,643,3,5,0,0,2,21,524,3,500,1,5,0,0,1,14,224,105,186,92,192,97,230,180,95,264,148,299,69,224,105,197,94.7,281.5,108.5,225,101
3102500005W,NE,Cass County,00005W,840,57,740,7,5,3,0,1,27,635,36,576,6,2,0,0,0,15,221.2,94.5,157.6,92.5,170.8,97.2,192.5,156.7,97.2,240.7,120.8,244.4,92.5,221.2,94.5,169.4,95.6,242.5,106.6,197.7,99.1
3102500006P,NE,Cass County,00006P,934,32,867,2,3,4,0,1,25,719,19,673,0,2,3,0,1,21,339.8,127.2,290.3,121.3,298,129.1,328.1,288.3,115.5,426.2,198,459.2,86.4,339.8,127.2,301.2,122,442.7,142.2,347.1,129.6
3102500006W,NE,Cass County,00006W,800,54,691,5,4,3,0,4,39,605,32,538,5,4,2,0,3,21,198,94,133,89,147,93,177,134,90,229,130,229,90,198,94,147.8,90.7,229,110,178.1,97.7
3102500007W,NE,Cass County,00007W,689,71,569,10,3,4,0,0,32,520,53,436,6,3,4,0,0,18,154.5,72.4,113.6,70,116.4,71.9,129.8,111.7,72.8,174.2,96.2,177.3,71.6,154.5,72.4,117.9,71.6,175.8,83.9,139.6,75.8
3102500008P,NE,Cass County,00008P,487,11,466,0,0,1,0,2,7,375,5,365,0,0,0,0,2,3,199,71,165.4,76.9,165.9,84.7,189.7,159.2,70.2,240.8,106.4,248.2,59.5,199,71,170,77.3,244.5,83,195.5,78.1
3102500008W,NE,Cass County,00008W,1052,62,915,5,2,4,0,7,57,792,38,701,3,2,4,0,6,38,214,84,169.3,83.2,174.5,88.3,205.5,168.1,81.3,276.7,128.1,285.9,90.3,214,84,179.3,84.3,281.3,109.2,213.4,92.5
3102500009P,NE,Cass County,00009P,1035,34,938,7,1,5,0,0,50,740,21,674,5,1,4,0,0,35,261.5,136.1,221.7,137.2,221.7,151.9,259.9,204.1,134.3,343.3,180.4,357,99,261.5,136.1,226.9,141.2,350.1,139.7,267,139.8
3102500009W,NE,Cass County,00009W,833,58,727,0,2,5,1,10,30,626,29,559,0,2,5,1,7,23,218.9,101.5,150.1,95,162.1,100.1,194,158,100,241.2,134,258.3,82.9,218.9,101.5,166.1,98.4,249.7,108.4,197.5,102.3
3102500010P,NE,Cass County,00010P,1068,27,999,4,4,1,0,5,28,812,11,774,4,2,1,0,5,15,410.6,144.9,349.4,135.8,357.4,153.1,377.1,330,141.7,462.8,196.7,490.1,108,410.6,144.9,353.5,143.5,476.5,152.3,396.8,146.7
3102500011P,NE,Cass County,00011P,530,7,506,1,0,0,0,1,15,417,3,401,0,0,0,0,1,12,165,66,103.2,48.2,105.2,54.1,122.9,100.3,46.2,206.5,69.8,204.5,44.2,165,66,107.9,49.5,205.5,57,143.9,54.8
3102500012P,NE,Cass County,00012P,230,9,205,0,3,0,0,0,13,170,5,152,0,2,0,0,0,11,87,25,63.4,19.8,67.4,18.8,68.4,65.4,15.9,110,34.7,120.9,18.8,87,25,66.2,18.2,115.5,26.8,83.2,22.2
3102500013P,NE,Cass County,00013P,1116,33,1019,7,1,8,0,0,48,867,16,800,4,0,8,0,0,39,395,139,321.8,145.7,328.4,151.4,382.3,316.1,145.7,478.7,184.4,484.5,99.4,395,139,337.1,147.6,481.6,141.9,386.7,144.2
3102500014P,NE,Cass County,00014P,363,6,343,2,0,1,0,0,11,280,6,264,2,0,1,0,0,7,123.8,46.5,92.8,45.4,93.9,54.4,97.1,88.8,47.3,150,51.7,139.1,41.3,123.8,46.5,93.2,49,144.6,46.5,112.2,47.8
3102500015P,NE,Cass County,00015P,685,37,574,7,8,4,0,3,52,506,11,454,3,6,1,0,3,28,235.9,73.3,167.6,85.7,173.5,92,200.3,169.4,81.8,251.7,122,253.1,76.4,235.9,73.3,177.7,86.5,252.4,99.2,207.4,88.5
3102500016P,NE,Cass County,00016P,1077,41,1003,1,1,4,0,2,25,838,33,783,0,1,2,0,2,17,389,156,295,144,290,166,364,296,153,447,217,486,114,389,156,311.2,154.3,466.5,165.5,366.7,158.3
3102500017P,NE,Cass County,00017P,724,18,673,0,3,5,1,1,23,544,8,517,0,1,2,1,1,14,258,104,215.6,93.2,218.6,104.2,270.6,219.6,94.1,280,113.3,279.1,82.2,258,104,231.1,97.2,279.5,97.7,248.8,98.5
3102500018P,NE,Cass County,00018P,897,26,830,1,2,2,2,8,26,699,12,657,0,0,1,0,8,21,655.1,284.4,339.6,142.9,345.1,154.2,388.4,330.4,141.3,476.1,177.4,502.7,111.8,655.1,284.4,350.9,146.1,489.4,144.6,433.9,168.7
3102500019P,NE,Cass County,00019P,1265,37,1166,8,0,9,1,0,44,1003,27,935,5,0,6,1,0,29,535,189.2,477.4,189.4,491.9,206.6,533.7,473.2,191.9,670.4,270.3,699,153.1,535,189.2,494.1,196,684.7,211.7,554.4,200.1
3102500020P,NE,Cass County,00020P,1824,57,1669,7,4,6,1,9,71,1397,30,1309,3,4,4,0,5,42,650.3,210.1,539.4,215.8,536.4,238.5,611.6,530.5,223.7,788.8,330.6,837.3,191,650.3,210.1,554.5,226,813,260.8,642,234.9
310250003W2,NE,Cass County,0003W2,727,24,659,0,1,0,0,3,40,547,11,510,0,1,0,0,3,22,146.1,63.3,100.5,58,102,65.8,120.4,101.8,61.5,157.8,87.2,151.2,67.3,146.1,63.3,106.2,61.7,154.5,77.2,125.7,67.2
3102700001P,NE,Cedar County,00001P,374,13,354,0,0,0,0,0,7,281,10,267,0,0,0,0,0,4,142,40,125,42,131,47,145,119,50,157,33,151,29,142,40,130,46.3,154,31,138.6,40.2
3102700002P,NE,Cedar County,00002P,689,4,670,2,0,0,0,0,13,516,3,504,2,0,0,0,0,7,347,65,293,50,297,67,305,264,73,360,67,326,50,347,65,289.8,63.3,343,58.5,313.1,62
3102700003P,NE,Cedar County,00003P,322,4,312,1,0,0,0,0,5,253,4,246,1,0,0,0,0,2,159,31,156,23,139,50,149,123,43,179,25,172,21,159,31,141.8,38.7,175.5,23,153.9,32.2
3102700004P,NE,Cedar County,00004P,708,13,688,0,0,1,0,0,6,517,4,510,0,0,1,0,0,2,233,31,176,38,170,56,188,160,45,386,50,338,49,233,31,173.5,46.3,362,49.5,235.9,44.8
3102700005P,NE,Cedar County,00005P,371,1,364,0,1,1,0,0,4,258,1,253,0,1,1,0,0,2,250,27,195,22,193,30,186,170,34,248,28,230,17,250,27,186,28.7,239,22.5,210.3,26.3
3102700006P,NE,Cedar County,00006P,146,2,141,0,0,0,0,0,3,113,0,110,0,0,0,0,0,3,69,21,63,22,64,24,65,53,30,86,15,79,15,69,21,61.2,25.3,82.5,15,68.4,21.2
3102700007P,NE,Cedar County,00007P,2013,48,1931,7,1,1,1,3,21,1449,23,1399,7,1,1,1,3,14,753.5,122.3,562.2,112.3,516.1,172.4,562.2,504,133.4,986.4,175.3,943.3,121.3,753.5,122.3,536.1,139.3,964.8,148.3,689.7,139.5
3102700009P,NE,Cedar County,00009P,269,11,257,0,0,0,0,0,1,207,11,195,0,0,0,0,0,1,144.5,29.7,116.8,27.7,109.9,36.6,114.8,97,37.6,134.6,33.6,124.7,26.7,144.5,29.7,109.6,34,129.7,30.2,120.3,32
3102700013P,NE,Cedar County,00013P,819,19,768,2,6,1,0,0,23,647,10,614,2,6,1,0,0,14,311,36,247,31,226,56,255,230,45,396,71,364,51,311,36,239.5,44,380,61,289.9,48.3
3102700015P,NE,Cedar County,00015P,228,9,209,0,4,0,0,0,6,174,9,158,0,4,0,0,0,3,130,14,99,10,99,17,100,94,13,142,12,115,12,130,14,98,13.3,128.5,12,111.3,13
3102700016P,NE,Cedar County,00016P,1033,28,978,8,0,0,0,0,19,777,11,752,6,0,0,0,0,8,404,58,336,66,352,77,354,308,79,473,85,440,62,404,58,337.5,74,456.5,73.5,381,71.2
3102700018P,NE,Cedar County,00018P,238,2,229,1,1,0,1,0,4,187,0,183,1,1,0,1,0,1,103,37,97,34,97,34,105,96,34,97,29,99,23,103,37,98.8,34,98,26,99.1,31.8
3102700020P,NE,Cedar County,00020P,1170,32,1109,4,0,5,0,0,20,890,18,859,0,0,5,0,0,8,486,59,400,59,381,88,420,376,73,529,101,520,68,486,59,394.2,73.3,524.5,84.5,444.6,74.7
3102900001P,NE,Chase County,00001P,491,50,420,1,0,5,0,0,15,381,31,333,1,0,5,0,0,11,214,19,189,15,187,18,180,179,15,264,25,258,19,214,19,183.8,16,261,22,210.1,18.5
3102900002P,NE,Chase County,00002P,634,42,568,5,0,1,0,0,18,460,25,418,5,0,1,0,0,11,294.1,25.5,244.7,28.5,251.7,25.6,242.6,237.7,27.4,327.2,29.8,312.1,20.5,294.1,25.5,244.2,27.2,319.7,25.2,272.9,26.2
3102900003P,NE,Chase County,00003P,694,56,618,7,1,3,0,0,9,557,38,506,4,0,3,0,0,6,354,36,238,36,235,47,255,240,36,349,31,309,31,354,36,242,39.7,329,31,282.9,36.2
3102900007P,NE,Chase County,00007P,880,261,590,6,0,2,0,2,19,645,169,459,3,0,1,0,2,11,264.9,36.5,231.3,37.5,233.3,44.4,220.4,228.3,34.5,280.8,57.2,274.9,37.5,264.9,36.5,228.3,38.8,277.8,47.3,247.7,41.3
3102900008P,NE,Chase County,00008P,1194,153,1013,1,1,0,0,0,26,906,91,794,0,1,0,0,0,20,521,54,437,67,447,70,444,431,64,519,83,512,65,521,54,439.8,67,515.5,74,473,67.2
3103100001P,NE,Cherry County,00001P,201,6,174,1,7,0,0,0,13,165,4,150,1,7,0,0,0,3,136,14,83,12,98,15,93,97,10,138,8,98,8,136,14,92.8,12.3,118,8,106.1,11.2
3103100002P,NE,Cherry County,00002P,342,7,313,0,6,0,0,0,16,269,5,248,0,5,0,0,0,11,187,13,155,12,156,23,144,156,12,195,20,162,11,187,13,152.8,15.7,178.5,15.5,165,15.2
3103100003P,NE,Cherry County,00003P,54,2,48,0,4,0,0,0,0,38,0,34,0,4,0,0,0,0,32,3,26,2,25,7,27,24,3,30,4,22,6,32,3,25.5,4,26,5,26.6,4.2
3103100004P,NE,Cherry County,00004P,104,0,87,0,9,0,0,0,8,84,0,77,0,3,0,0,0,4,74,5,61,3,60,10,50,56,4,75,5,52,6,74,5,56.8,5.7,63.5,5.5,61.1,5.5
3103100005P,NE,Cherry County,00005P,181,5,142,0,10,2,0,1,21,111,0,93,0,2,2,0,0,14,89,9,63,5,68,11,69,67,6,125,7,92,11,89,9,66.8,7.3,108.5,9,81.9,8.2
3103100006P,NE,Cherry County,00006P,1369,36,1205,5,63,2,0,1,57,1072,27,963,5,40,2,0,1,34,527,87,363,111,385,119,396,379,94,631,136,582,81,527,87,380.8,108,606.5,108.5,466.1,104.7
3103100007P,NE,Cherry County,00007P,1227,49,1028,2,64,0,0,2,82,967,28,844,2,40,0,0,1,52,506,81,366,78,378,93,363,371,70,562,97,491,76,506,81,369.5,80.3,526.5,86.5,433.9,82.5
3103100008P,NE,Cherry County,00008P,868,16,708,3,102,3,0,1,35,676,6,578,3,58,3,0,1,27,397,60,260,49,281,57,293,283,46,385,59,341,46,397,60,279.2,50.7,363,52.5,320,52.8
3103100009P,NE,Cherry County,00009P,30,2,27,0,0,0,0,0,1,25,2,22,0,0,0,0,0,1,27,1,23,1,21,3,19,22,0,24,0,16,1,27,1,21.2,1.3,20,0.5,21.7,1
3103100010P,NE,Cherry County,00010P,32,0,32,0,0,0,0,0,0,23,0,23,0,0,0,0,0,0,17,0,17,0,19,0,17,19,0,19,1,17,0,17,0,18,0,18,0.5,17.9,0.2
3103100011P,NE,Cherry County,00011P,82,3,74,0,3,0,0,0,2,65,2,59,0,2,0,0,0,2,39.7,2,30.5,1,34.6,3,30.6,38.6,0,44,1,30,0,39.7,2,33.6,1.3,37,0.5,35.4,1.2
3103100012P,NE,Cherry County,00012P,45,1,43,0,1,0,0,0,0,38,1,36,0,1,0,0,0,0,24,1,24,3,20,7,17,20,3,25,0,13,0,24,1,20.2,4.3,19,0,20.4,2.3
3103100013P,NE,Cherry County,00013P,115,3,108,0,0,0,0,0,4,97,0,93,0,0,0,0,0,4,75,5,49,9,49,14,46,49,7,73,5,53,8,75,5,48.2,10,63,6.5,56.3,8
3103100014P,NE,Cherry County,00014P,130,3,126,0,1,0,0,0,0,102,2,99,0,1,0,0,0,0,101,11,72,6,73,12,68,70,7,95,7,78,8,101,11,70.8,8.3,86.5,7.5,79.6,8.5
3103100015P,NE,Cherry County,00015P,37,5,31,0,1,0,0,0,0,21,2,19,0,0,0,0,0,0,22.3,0,14.5,1,17.4,0,19.4,19.4,0,30,0,20,0,22.3,0,17.7,0.3,25,0,20.4,0.2
3103100016P,NE,Cherry County,00016P,103,1,102,0,0,0,0,0,0,73,0,73,0,0,0,0,0,0,41,2,35,2,31,7,30,31,2,44,2,27,3,41,2,31.8,3.7,35.5,2.5,34.1,3
3103100017P,NE,Cherry County,00017P,88,4,84,0,0,0,0,0,0,70,0,70,0,0,0,0,0,0,66,2,46,2,38,12,43,47,1,57,3,52,1,66,2,43.5,5,54.5,2,49.9,3.5
3103100018P,NE,Cherry County,00018P,159,0,159,0,0,0,0,0,0,110,0,110,0,0,0,0,0,0,82,9,69,8,63,12,64,64,3,82,7,60,3,82,9,65,7.7,71,5,69.1,7
3103100019P,NE,Cherry County,00019P,199,5,192,0,0,0,0,2,0,162,3,157,0,0,0,0,2,0,106,10,94,9,94,21,98,101,3,131,10,96,12,106,10,96.8,11,113.5,11,102.9,10.8
3103100020P,NE,Cherry County,00020P,89,0,89,0,0,0,0,0,0,65,0,65,0,0,0,0,0,0,74,2,62,0,68,0,61,63,1,79,1,63,2,74,2,63.5,0.3,71,1.5,67.1,1
3103300001P,NE,Cheyenne County,00001P,611,18,568,3,3,0,0,0,19,490,8,461,2,3,0,0,0,16,321,30,233,28,239,30,244,236,26,312,27,264,36,321,30,238,28,288,31.5,264.1,29.5
3103300002P,NE,Cheyenne County,00002P,466,8,448,0,0,0,0,0,10,401,6,390,0,0,0,0,0,5,249,34,189,34,190,46,201,188,42,239,47,216,30,249,34,192,40.7,227.5,38.5,210.3,38.8
3103300003P,NE,Cheyenne County,00003P,671,20,634,2,0,0,0,3,12,536,9,513,1,0,0,0,1,12,334.8,51,214.9,49,204.9,63,225.9,209.9,50,338.8,65,314.8,56,334.8,51,213.9,54,326.8,60.5,263.4,55.6
3103300004P,NE,Cheyenne County,00004P,441,27,391,1,1,0,0,5,16,357,17,325,0,1,0,0,1,13,266.8,22.1,198.5,23.1,200.5,31.1,208.5,195.5,28.1,265,31,244,25,266.8,22.1,200.8,27.4,254.5,28,225.5,26.7
3103300005P,NE,Cheyenne County,00005P,1167,73,1044,3,2,0,0,5,40,866,39,800,0,2,0,0,2,23,421.1,99.5,295.6,80.3,295.3,84.8,333,306.8,71.3,437.6,114.6,399.7,96.6,421.1,99.5,307.7,78.8,418.7,105.6,355.6,91.2
3103300006P,NE,Cheyenne County,00006P,1876,153,1610,11,5,35,0,10,52,1413,96,1237,7,5,22,0,6,40,706,166,502,108,493,133,537,510,110,791,195,746,154,706,166,510.5,117,768.5,174.5,612.1,144.3
3103300007P,NE,Cheyenne County,00007P,1109,87,957,14,6,5,0,6,34,875,62,760,10,6,4,0,6,27,429.3,102.1,299.2,102,299.2,124,343.2,308.2,109,399.3,127.1,379.3,98.1,429.3,102.1,312.4,111.7,389.3,112.6,351.1,110.4
3103300009P,NE,Cheyenne County,00009P,1402,128,1193,6,1,29,0,5,40,1095,82,949,6,1,25,0,3,29,334,92,227,87,217,108,272,240,83,428,127,392,115,334,92,239,92.7,410,121,301.4,102
3103300010P,NE,Cheyenne County,00010P,1725,237,1394,11,11,6,0,5,61,1288,153,1076,11,11,2,0,2,33,602.9,114.3,406.7,67.6,395,95,427.2,400.5,84.6,602.1,121.3,549,107.3,602.9,114.3,407.4,82.4,575.5,114.3,483.4,98.3
3103500001P,NE,Clay County,00001P,414,20,376,3,1,3,0,0,11,299,9,277,3,1,2,0,0,7,175,26,135,32,138,33,150,133,32,185,47,172,27,175,26,139,32.3,178.5,37,155.4,32.8
3103500002P,NE,Clay County,00002P,1078,215,808,2,1,3,0,5,44,817,144,632,2,1,2,0,3,33,268,76,253,106,290,103,327,268,101,362,112,344,85,268,76,284.5,103.3,353,98.5,301.7,97.2
3103500003P,NE,Clay County,00003P,450,12,435,0,1,0,0,0,2,335,5,328,0,1,0,0,0,1,204,31,165,39,171,39,174,161,31,256,36,234,20,204,31,167.8,36.3,245,28,195,32.7
3103500004P,NE,Clay County,00004P,322,10,305,0,0,0,0,1,6,248,6,237,0,0,0,0,0,5,177,36,143,34,146,36,155,144,32,210,43,214,21,177,36,147,34,212,32,169.9,33.7
3103500005P,NE,Clay County,00005P,397,3,379,0,3,1,0,0,11,289,2,277,0,3,1,0,0,6,161,24,124,29,134,30,146,131,25,188,33,164,25,161,24,133.8,28,176,29,149.7,27.7
3103500006P,NE,Clay County,00006P,324,7,315,0,0,0,0,0,2,254,3,250,0,0,0,0,0,1,172,17,135,32,152,24,141,138,21,193,21,165,22,172,17,141.5,25.7,179,21.5,156.6,22.8
3103500007P,NE,Clay County,00007P,607,19,567,0,0,0,0,0,21,450,8,435,0,0,0,0,0,7,242,56,196,63,213,55,228,197,57,288,80,275,51,242,56,208.5,58.3,281.5,65.5,234.1,60.3
3103500008P,NE,Clay County,00008P,705,97,583,0,3,3,0,5,14,545,59,470,0,3,0,0,4,9,301,47,246,56,249,61,274,240,56,329,65,318,38,301,47,252.2,57.7,323.5,51.5,279.6,53.8
3103500009P,NE,Clay County,00009P,742,91,637,1,2,0,0,1,10,557,38,507,1,2,0,0,1,8,303,62,224,58,228,59,246,225,46,362,77,323,64,303,62,230.8,54.3,342.5,70.5,273,61
3103500010P,NE,Clay County,00010P,735,40,663,1,1,0,0,2,28,563,14,526,0,1,0,0,1,21,265,70,242,90,266,82,278,248,74,319,80,309,47,265,70,258.5,82,314,63.5,275.3,73.8
3103500011P,NE,Clay County,00011P,330,9,304,1,1,0,0,0,15,272,5,251,0,1,0,0,0,15,154,32,116,53,135,42,147,123,44,156,38,142,32,154,32,130.2,46.3,149,35,139,40.2
3103700001P,NE,Colfax County,00001P,2965,1655,1111,145,1,18,0,8,27,2060,994,930,100,0,14,0,2,20,481,257,404,199,413,200,481,385,195,595,308,601,243,481,257,420.8,198,598,275.5,480,233.7
3103700002P,NE,Colfax County,00002P,1569,74,1466,4,0,2,1,2,20,1173,44,1105,3,0,2,0,2,17,579,119,484,102,495,107,515,455,100,701,126,698,75,579,119,487.2,103,699.5,100.5,561,104.8
3103700003P,NE,Colfax County,00003P,2573,1661,693,163,10,13,1,3,29,1707,1007,549,121,6,9,0,0,15,289,185,218,145,228,143,281,214,137,382,243,375,189,289,185,235.2,141.7,378.5,216,283.9,173.7
3103700005P,NE,Colfax County,00005P,2569,1566,901,61,8,14,0,3,16,1718,912,742,41,4,8,0,2,9,440,241,342,197,346,219,408,338,180,516,271,520,198,440,241,358.5,198.7,518,234.5,415.7,217.7
3103700009P,NE,Colfax County,00009P,906,37,847,2,7,3,0,0,10,717,21,679,1,5,3,0,0,8,382,57,283,50,283,69,288,259,52,442,77,458,42,382,57,278.2,57,450,59.5,342.1,57.8
3103900001P,NE,Cuming County,00001P,1653,111,1478,2,0,0,2,4,56,1264,66,1164,2,0,0,2,2,28,599,146,487,145,505,157,557,470,157,632,164,626,102,599,146,504.8,153,629,133,553.7,145.2
3103900002P,NE,Cuming County,00002P,987,26,906,2,16,4,2,2,29,736,18,690,1,11,4,0,2,10,364,104,298,70,295,91,309,275,76,396,87,388,61,364,104,294.2,79,392,74,332.1,81.5
3103900004P,NE,Cuming County,00004P,970,43,884,5,3,6,4,4,21,751,26,694,1,3,6,4,4,13,358,67,298,60,298,74,329,275,66,374,92,386,57,358,67,300,66.7,380,74.5,331.1,69.3
3103900006P,NE,Cuming County,00006P,797,32,758,0,0,0,0,1,6,614,19,592,0,0,0,0,1,2,431,77,374,71,362,85,357,328,69,417,73,416,40,431,77,355.2,75,416.5,56.5,383.6,69.2
3103900007P,NE,Cuming County,00007P,1130,70,1037,5,0,0,0,1,17,826,42,769,3,0,0,0,1,11,434.6,87.5,384.1,61.8,382.2,74.8,392.7,342.4,70.8,538.6,108.8,551.2,58.4,434.6,87.5,375.4,69.1,544.9,83.6,432.3,77
3103900010P,NE,Cuming County,00010P,1984,510,1436,7,3,2,1,9,16,1461,306,1132,4,3,1,1,7,7,503.6,139.2,437.6,100.8,444,114.5,464.1,392.6,101.7,600.2,211,624.9,122.4,503.6,139.2,434.6,105.7,612.5,166.7,495.3,131.6
3103900011P,NE,Cuming County,00011P,1492,320,1139,0,4,6,0,2,21,1144,218,908,0,4,2,0,2,10,431.9,98.2,393.3,95.4,395.8,100.7,418.2,347,96.5,549.1,134.2,573.9,68.2,431.9,98.2,388.6,97.6,561.5,101.2,444.2,98.9
3104100001P,NE,Custer County,00001P,19,0,19,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,54.7,7.2,41.8,8.2,41,9.9,42.4,38.2,8,0,0,0,0,54.7,7.2,40.8,8.7,0,0,31.2,5.5
3104100002P,NE,Custer County,00002P,349,2,330,3,0,0,0,0,14,265,0,253,0,0,0,0,0,12,150.9,19.1,115.4,22.4,113.5,26.5,116.8,105.6,21.5,20.3,3.2,18.8,2.9,150.9,19.1,112.8,23.4,19.6,3.1,91.6,15.9
3104100003P,NE,Custer County,00003P,54,4,46,1,0,0,0,0,3,34,0,30,1,0,0,0,0,3,40.8,1.9,31.9,3.8,33.8,2.3,31.9,30,2.8,125.7,19.8,116.2,18.1,40.8,1.9,31.9,3,120.9,18.9,58.6,8.1
3104100004P,NE,Custer County,00004P,58,0,58,0,0,0,0,0,0,47,0,47,0,0,0,0,0,0,31,1,34,0,29,2,30,29,1,203,20,200,15,31,1,30.5,1,201.5,17.5,79.4,6.5
3104100005P,NE,Custer County,00005P,127,5,120,0,0,0,0,0,2,95,5,88,0,0,0,0,0,2,53.8,7.6,51.7,8.3,52.4,9.7,45.5,47.6,7.6,430,94,420,59,53.8,7.6,49.3,8.5,425,76.5,157.3,31
3104100006P,NE,Custer County,00006P,29,5,24,0,0,0,0,0,0,27,5,22,0,0,0,0,0,0,24.2,3.4,23.3,3.7,23.6,4.3,20.5,21.4,3.4,78,2,71,3,24.2,3.4,22.2,3.8,74.5,2.5,37.4,3.3
3104100008P,NE,Custer County,00008P,500,15,469,2,0,1,0,0,13,397,10,380,0,0,1,0,0,6,203,39,173,37,189,35,192,182,31,0,0,0,0,203,39,184,34.3,0,0,134.1,23.7
3104100009P,NE,Custer County,00009P,130,1,127,0,0,0,0,0,2,111,1,108,0,0,0,0,0,2,39.6,1.8,31,3.6,32.8,2.3,31,29.1,2.7,219,26,207,12,39.6,1.8,31,2.9,213,19,84.2,8.1
3104100010P,NE,Custer County,00010P,738,29,692,2,0,2,0,0,13,573,23,540,0,0,2,0,0,8,422,40,321,46,317,54,328,322,39,420,44,379,40,422,40,322,46.3,399.5,42,358.4,43.8
3104100011P,NE,Custer County,00011P,154,4,150,0,0,0,0,0,0,110,3,107,0,0,0,0,0,0,76,4,53,7,54,7,49,55,5,374,41,344,26,76,4,52.8,6.3,359,33.5,143.6,15
3104100012P,NE,Custer County,00012P,602,22,554,6,1,0,0,3,16,450,13,425,0,0,0,0,3,9,306,28,234,36,240,38,240,234,27,226,40,198,34,306,28,237,33.7,212,37,239.7,33.8
3104100013P,NE,Custer County,00013P,334,4,324,1,0,1,0,0,4,266,3,257,1,0,1,0,0,4,200.3,13,172.8,19.9,170.8,22.8,169,165.9,17.9,206.4,33.4,196.6,17.7,200.3,13,169.6,20.2,201.5,25.6,183.1,20.8
3104100014P,NE,Custer County,00014P,109,0,107,1,0,0,0,0,1,72,0,71,0,0,0,0,0,1,55,4,52,4,50,7,42,44,1,82,6,83,1,55,4,47,4,82.5,3.5,58.3,3.8
3104100015P,NE,Custer County,00015P,115,1,111,0,0,0,0,0,3,98,1,94,0,0,0,0,0,3,64,0,50,1,46,7,46,48,4,23,3,18,3,64,0,47.5,4,20.5,3,42.1,3
3104100016P,NE,Custer County,00016P,100,3,93,0,0,0,0,0,4,81,2,76,0,0,0,0,0,3,51,3,48,0,48,1,44,46,0,0,0,0,0,51,3,46.5,0.3,0,0,33.9,0.7
