GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_she,uss_16_dem_cru,gov_18_rep_ive,gov_18_dem_mad,atg_18_rep_mar,atg_18_dem_sie,sos_18_rep_mer,sos_18_dem_mil,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_tub,uss_20_dem_jon,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
01109000020,AL,Pike County,000020,542,29,190,280,0,7,0,0,36,408,18,159,213,0,7,0,0,11,94,125,103,114,75,71,64,81,70,76,105,111,103,113,98.5,119.5,69.7,76,104,112,87.7,98.7
01109000021,AL,Pike County,000021,2849,66,1100,1519,10,58,1,11,84,2398,41,963,1255,8,50,1,9,71,334,651,361,641,244,513,212,542,216,530,316,720,310,731,347.5,646,224,528.3,313,725.5,284.7,618.3
01109000022,AL,Pike County,000022,2660,65,1745,722,11,22,0,14,81,2106,49,1445,528,4,18,0,14,48,885,331,911,344,765,313,693,378,749,307,905,436,882,476,898,337.5,735.7,332.7,893.5,456,827.1,369.3
01109000023,AL,Pike County,000023,166,6,136,19,0,0,0,0,5,131,2,112,15,0,0,0,0,2,78,11,81,9,62,9,58,12,63,7,81,9,76,12,79.5,10,61,9.3,78.5,10.5,71.3,9.9
01109000024,AL,Pike County,000024,814,23,589,161,3,2,0,3,33,617,10,472,106,2,1,0,3,23,288,61,294,61,227,57,209,74,222,57,336,69,327,81,291,61,219.3,62.7,331.5,75,271.9,65.7
01109000025,AL,Pike County,000025,834,20,544,213,10,2,0,0,45,670,6,445,182,10,2,0,0,25,266,138,259,150,229,124,219,135,228,121,308,140,300,153,262.5,144,225.3,126.7,304,146.5,258.4,137.3
01109000026,AL,Pike County,000026,670,25,521,103,4,1,0,0,16,552,18,431,89,4,1,0,0,9,239.2,47.2,236.2,53.2,188.1,36.1,174.1,49.1,179.1,39.1,258.1,48.2,248.1,62.2,237.7,50.2,180.4,41.5,253.1,55.2,217.6,47.9
01109000027,AL,Pike County,000027,246,2,177,62,1,0,0,4,0,184,2,132,49,1,0,0,0,0,82,55,83,53,68,52,66,54,68,50,92,65,91,65,82.5,54,67.3,52,91.5,65,78.6,56.3
01109000028,AL,Pike County,000028,329,6,221,90,0,0,0,4,8,249,5,176,62,0,0,0,3,3,122,21,120,21,106,22,92,35,103,25,130,30,127,32,121,21,100.3,27.3,128.5,31,114.3,26.6
01109000030,AL,Pike County,000030,749,16,495,198,2,8,0,5,25,592,7,407,150,2,8,0,0,18,245.2,71.4,238.5,76.3,195,71.4,180.6,84,192.1,71.4,267.4,84,262.6,96.6,241.9,73.9,189.2,75.6,265,90.3,225.9,79.3
01109000031,AL,Pike County,000031,826,23,426,332,7,2,2,4,30,629,19,360,223,3,2,2,1,19,210,153,205,155,173,119,151,141,158,123,190,165,171,187,207.5,154,160.7,127.7,180.5,176,179.7,149
01109000032,AL,Pike County,000032,241,2,157,70,2,1,0,4,5,196,2,130,58,2,1,0,0,3,84,25,83,24,66,26,63,28,70,23,98,37,96,41,83.5,24.5,66.3,25.7,97,39,80,29.1
01109000033,AL,Pike County,000033,258,15,189,26,2,3,0,0,23,203,10,152,20,1,3,0,0,17,93.5,21.6,93.5,21.6,75.8,17.7,71.8,21.6,74.8,18.7,106.3,26.6,104.3,29.5,93.5,21.6,74.1,19.4,105.3,28,88.6,22.5
01109000034,AL,Pike County,000034,49,0,10,39,0,0,0,0,0,45,0,8,37,0,0,0,0,0,5,16,9,12,9,15,7,17,6,18,3,27,3,26,7,14,7.3,16.7,3,26.5,6,18.7
01111000001,AL,Randolph County,000001,576,9,490,49,1,0,0,2,25,453,6,381,42,1,0,0,2,21,213,24.3,205.8,30.4,128.1,16.3,128.1,17.3,130.2,15.3,218.2,22.2,213.2,23.3,209.4,27.3,128.8,16.3,215.7,22.8,176.7,21.3
01111000002,AL,Randolph County,000002,1237,122,971,93,5,0,0,0,46,919,57,743,83,5,0,0,0,31,440.6,119.2,434,119.7,323.8,67.9,302.4,85.6,316.3,67.8,457.3,96.3,441.6,110,437.3,119.5,314.1,73.8,449.4,103.2,388,95.2
01111000003,AL,Randolph County,000003,1273,58,1104,46,0,2,0,3,60,1035,24,927,34,0,2,0,3,45,544.3,69,528,83.6,410.2,69.5,401.8,71.7,418.5,53.8,595.9,59.2,582,76.1,536.1,76.3,410.2,65,588.9,67.6,497.2,69
01111000004,AL,Randolph County,000004,2254,42,1992,114,11,5,0,4,86,1793,20,1601,86,10,5,0,4,67,944,107,900,118,698,86,689,88,703,68,1098,105,1082,121,922,112.5,696.7,80.7,1090,113,873.4,99
01111000005,AL,Randolph County,000005,1502,24,1383,56,2,1,1,0,35,1140,11,1071,37,2,1,1,0,17,713,58,683,65,555,49,543,50,550,43,787,58,778,69,698,61.5,549.3,47.3,782.5,63.5,658.4,56
01111000006,AL,Randolph County,000006,3402,60,2680,556,4,8,0,6,88,2811,43,2263,439,4,3,0,5,54,1284.1,452.8,1242.9,459.3,995.5,366.5,986.2,370.7,1006.8,336.4,1413,374.4,1390.5,398,1263.5,456,996.2,357.9,1401.7,386.2,1188.4,394
01111000007,AL,Randolph County,000007,377,13,335,1,0,4,0,1,23,328,10,297,1,0,3,0,1,16,173.1,19.4,158.5,24.3,141,22.4,138.1,25.3,140,22.4,206.2,24.3,203.2,29.2,165.8,21.9,139.7,23.3,204.7,26.7,165.7,23.9
01111000008,AL,Randolph County,000008,955,21,635,250,3,9,0,0,37,780,15,535,201,3,9,0,0,17,293.9,93.2,287.8,106.6,228.7,75.9,223.9,76.8,229.3,69.1,346,76,343.4,76.6,290.8,99.9,227.3,73.9,344.7,76.3,279,82
01111000009,AL,Randolph County,000009,690,34,523,97,6,3,0,0,27,528,18,419,73,5,2,0,0,11,313.9,50.5,299.8,63.8,224.8,44.3,218.7,49.3,213.8,53.1,338.9,53.3,333.8,57.3,306.9,57.2,219.1,48.9,336.4,55.3,277.7,53.1
01111000010,AL,Randolph County,000010,6823,121,4029,2384,9,47,0,23,210,5234,77,3213,1794,9,33,0,6,102,1698.8,1144.4,1672.9,1170.2,1229.8,934.8,1218.9,938.8,1220.9,922.9,1849.8,1199.1,1805,1245.8,1685.8,1157.3,1223.2,932.2,1827.4,1222.4,1528,1079.4
01111000011,AL,Randolph County,000011,945,12,834,55,3,4,0,6,31,745,8,663,46,3,2,0,5,18,364,53,349,63,264,37,257,42,257,41,440,49,432,57,356.5,58,259.3,40,436,53,337.6,48.9
01111000012,AL,Randolph County,000012,671,1,582,64,1,3,0,3,17,513,1,441,58,0,1,0,0,12,283.2,58.6,271.1,61.8,207.2,43.2,202.1,48.2,200.1,47.1,309.2,48.9,303,54.2,277.2,60.2,203.1,46.2,306.1,51.6,253.7,51.7
01111000013,AL,Randolph County,000013,492,57,405,5,3,0,0,0,22,383,29,335,4,3,0,0,0,12,161.2,15.8,163,22.7,126,17.6,129.9,13.7,127.2,13.3,200.8,13.5,198.4,16.9,162.1,19.2,127.7,14.9,199.6,15.2,158.1,16.2
01111000014,AL,Randolph County,000014,770,31,666,44,2,0,0,3,24,602,17,531,32,2,0,0,2,18,278,25.7,258.2,35.6,196.9,28.7,198.9,26.7,201.8,26.7,298.8,23.8,293.8,27.7,268.1,30.7,199.2,27.4,296.3,25.7,246.6,27.8
01113000001,AL,Russell County,000001,9560,442,5548,3027,25,101,5,37,375,7429,293,4640,2152,23,96,1,22,202,2065.6,960.1,2137.2,946.9,1613.1,756.8,1554.2,803.1,1550.2,784.3,1962.4,1216.3,1860.1,1371.6,2101.4,953.5,1572.5,781.4,1911.2,1294,1820.4,977
01113000002,AL,Russell County,000002,7688,334,5560,1314,37,35,12,51,345,5949,195,4510,960,29,25,6,35,189,1724.2,899.9,1729,903,1312,716.5,1249,763.7,1249.9,749.1,1868.4,1054.5,1765,1191.8,1726.6,901.5,1270.3,743.1,1816.7,1123.1,1556.8,896.9
01113000301,AL,Russell County,000301,366,18,236,90,1,0,0,1,20,272,13,172,71,1,0,0,1,14,308.2,115.7,313,109.5,245.6,110.9,233.3,122.5,231.3,123.1,287.8,155.1,277.6,169.4,310.6,112.6,236.8,118.8,282.7,162.3,271,129.5
01113000402,AL,Russell County,000402,2647,112,356,2093,2,11,4,0,69,2064,68,313,1625,2,10,3,0,43,65.6,658,72.7,652.5,49.7,549.5,38,559.5,36,557.3,67.2,646.6,58.5,653.2,69.1,655.3,41.2,555.4,62.9,649.9,55.4,610.9
01113000405,AL,Russell County,000405,11099,408,3619,6591,26,45,11,41,358,8119,265,3033,4528,22,37,9,23,202,1099.9,1498.6,1137,1483.9,845.1,1129.9,780.7,1186,776.8,1172.1,1086.6,1665.8,1016.7,1753,1118.4,1491.3,800.9,1162.7,1051.6,1709.4,963.2,1412.8
01113000501,AL,Russell County,000501,5851,332,1051,4135,15,30,18,19,251,4333,206,803,3127,13,21,10,12,141,239.9,1683.5,257.3,1669.9,186.2,1360.8,153.4,1389,146.8,1382.3,262.5,1692.4,240.2,1709.7,248.6,1676.7,162.1,1377.4,251.4,1701.1,212.4,1555.4
01113000502,AL,Russell County,000502,6534,676,2728,2517,22,91,66,43,391,4506,382,1989,1772,20,72,47,18,206,612.8,733.2,626.4,750.3,445.3,716.5,423,739.6,417.4,738,758.7,1074.7,725.5,1122.7,619.6,741.8,428.6,731.4,742.1,1098.7,572.7,839.3
01113000601,AL,Russell County,000601,3965,488,796,2497,9,36,0,16,123,2741,283,612,1726,4,30,0,8,78,99.3,335.6,103.7,334.2,77.8,261,69.1,268.3,67,266.8,108.9,368.7,101.9,376.3,101.5,334.9,71.3,265.4,105.4,372.5,89.7,315.8
01113000603,AL,Russell County,000603,674,18,446,156,1,9,1,2,41,555,11,388,117,1,9,0,0,29,158.3,86.7,158.3,80.2,132.5,63,128.9,66.6,129.7,65.2,186.3,100.3,179.8,110.3,158.3,83.5,130.4,65,183,105.3,153.4,81.8
01113000701,AL,Russell County,000701,1604,92,963,447,6,17,4,15,60,1308,67,794,389,3,14,4,1,36,407.6,286.4,413.4,297,305.9,274,292.8,286.4,294.3,283.9,498.6,417,484.3,441.4,410.5,291.7,297.6,281.4,491.4,429.2,385.3,326.6
01113000702,AL,Russell County,000702,678,33,211,403,4,1,1,0,25,544,18,174,335,4,1,0,0,12,103.3,220.8,105.2,215.1,92.9,177.2,82.4,187.6,82.4,187.6,114.7,282.4,112.8,284.3,104.2,217.9,85.9,184.1,113.7,283.3,99.1,222.1
01113000703,AL,Russell County,000703,2145,68,1368,567,5,12,2,3,120,1690,38,1078,489,2,9,2,2,70,473.8,385,486.4,368.5,362.6,311,351.9,316.8,356.8,311,585.9,433.8,553.7,475.7,480.1,376.8,357.1,312.9,569.8,454.8,453,371.7
01113000704,AL,Russell County,000704,376,11,155,201,0,0,0,1,8,301,3,119,173,0,0,0,1,5,89.3,102.2,92,97.6,77.4,89.5,75.1,92.7,72.4,90,106.5,131.6,105.5,129.9,90.6,99.9,75,90.7,106,130.8,88.3,104.8
01113000705,AL,Russell County,000705,1201,25,275,865,2,0,1,3,30,1012,14,243,732,0,0,1,3,19,242.7,618.3,254,599.1,206.8,500.4,198.2,507.2,200.1,502.3,247.1,765.4,242.4,756.1,248.3,608.7,201.7,503.3,244.7,760.8,227.3,607
01113000706,AL,Russell County,000706,879,43,458,312,15,1,0,1,49,699,24,372,262,12,1,0,1,27,230.3,530.9,244.7,527.9,179.4,451.7,162.5,464.6,158.5,463,250.3,657.9,235.3,677.8,237.5,529.4,166.8,459.8,242.8,667.8,208.7,539.1
01113000707,AL,Russell County,000707,3916,95,2909,715,10,19,3,1,164,3159,65,2366,596,10,19,0,0,103,1289.3,464.1,1277.7,451.3,1035.6,395.2,992.5,432.5,1004.3,413.8,1472.3,565.5,1423.8,629.6,1283.5,457.7,1010.8,413.8,1448,597.6,1213.6,478.9
01115000001,AL,St. Clair County,000001,2479,98,1838,402,15,13,4,9,100,1927,53,1450,331,15,11,4,1,62,722.5,297.9,698.8,329.1,577.2,265.2,551.1,281.4,568.3,256.5,839.2,342.4,816,375.6,710.6,313.5,565.5,267.7,827.6,359,681.9,306.9
01115000002,AL,St. Clair County,000002,805,5,778,7,3,0,0,0,12,655,2,634,4,3,0,0,0,12,226.4,23.6,213,36.7,178.1,29,175.7,31.3,179.9,24.8,292.1,33.9,282.8,45,219.7,30.2,177.9,28.4,287.5,39.4,221.1,32
01115000003,AL,St. Clair County,000003,4416,102,3131,1005,11,8,2,10,147,3540,58,2450,927,11,3,2,5,84,1299.2,132.8,1304.4,168.1,885.5,171.7,892.5,165.4,906,148.8,1463.7,239.6,1436.3,281.9,1301.8,150.4,894.7,162,1450,260.7,1169.7,186.9
01115000004,AL,St. Clair County,000004,10434,170,9387,410,21,43,0,14,389,7876,97,7134,321,13,33,0,13,265,4650.8,594.4,4611.4,723.4,3696.1,805,3748,758.1,3812.5,678.2,5570.5,930.9,5505.9,1049.5,4631.1,658.9,3752.2,747.1,5538.2,990.2,4513.6,791.4
01115000005,AL,St. Clair County,000005,2770,69,2392,128,21,12,0,1,147,2192,45,1889,119,15,12,0,1,111,981.3,114.7,973.4,134.3,757.9,140.8,765.5,132.3,777.8,113.3,1209.2,163.2,1191.3,183.3,977.3,124.5,767.1,128.8,1200.2,173.3,950.9,140.3
01115000006,AL,St. Clair County,000006,557,28,469,18,3,1,0,2,36,401,16,344,11,2,1,0,1,26,420.2,69.1,401.7,90.8,323.8,66.1,316.2,73.1,325.4,61.3,504.4,79.9,494.2,94.5,410.9,80,321.8,66.8,499.3,87.2,398,76.4
01115000007,AL,St. Clair County,000007,3156,82,2664,226,8,12,1,7,156,2349,57,2015,162,8,9,1,6,91,1185.4,184.7,1189.2,218.1,809.2,212,814.8,206,827.2,190.6,1363,288,1334.5,331.8,1187.3,201.4,817.1,202.9,1348.7,309.9,1074.8,233
01115000009,AL,St. Clair County,000009,2100,29,1723,193,4,2,1,11,137,1631,15,1364,156,4,2,1,6,83,782.2,158.9,749,193.7,533,154.4,539.3,148.9,549.7,129.8,780.3,203.7,756.8,227.9,765.6,176.3,540.6,144.4,768.5,215.8,670,173.9
01115000010,AL,St. Clair County,000010,2261,91,2010,63,3,1,0,6,87,1706,60,1527,54,3,0,0,2,60,741.2,68.8,725.6,97.8,554.3,70.6,552.8,68.3,558.5,60.9,829,98.8,810.3,127.7,733.4,83.3,555.2,66.6,819.7,113.3,681.7,84.7
01115000011,AL,St. Clair County,000011,721,7,664,32,2,1,0,0,15,563,3,521,22,2,1,0,0,14,381.3,44.8,372.3,57.8,296,49.7,294.2,51.5,299,44.1,474.4,47.3,458.1,65.1,376.8,51.3,296.4,48.5,466.2,56.2,367.9,51.5
01115000012,AL,St. Clair County,000012,5175,76,4397,496,10,36,1,11,148,4252,56,3678,374,9,31,1,4,99,1673.8,258,1644.4,315,1307.1,338.3,1318.4,321.2,1350.7,285.7,1857.2,315,1830.2,360.1,1659.1,286.5,1325.4,315.1,1843.7,337.6,1568.8,313.3
01115000013,AL,St. Clair County,000013,1908,44,1546,207,9,2,0,8,92,1532,25,1265,162,8,1,0,7,64,753.7,153.6,735,179,588.2,179.2,586.7,181.5,613.3,149.9,879,204.2,868.5,223.1,744.4,166.3,596.1,170.2,873.8,213.6,717.8,181.5
01115000014,AL,St. Clair County,000014,748,17,656,20,0,5,0,2,48,572,11,507,18,0,3,0,2,31,317.9,20.4,310.2,29.1,244.5,36.8,242.6,38.7,249.3,32.9,418.8,42.5,412,48.4,314.1,24.8,245.5,36.1,415.4,45.5,313.6,35.6
01115000015,AL,St. Clair County,000015,5812,161,4471,871,11,23,0,6,269,4415,117,3463,650,9,20,0,1,155,1736,635.8,1723.3,696.7,1281.8,571.8,1259.4,586.9,1272.2,573,1893,781,1846.2,832.1,1729.7,666.3,1271.1,577.2,1869.6,806.5,1573.1,668.2
01115000016,AL,St. Clair County,000016,2852,62,2566,51,10,13,1,19,130,2280,47,2084,40,8,11,1,6,83,1046.8,130.7,1025.9,165.3,743.8,164,752.1,152.9,755.8,149.1,1082.8,172.8,1064.3,204.7,1036.3,148,750.5,155.3,1073.6,188.7,924.5,162.8
01115000017,AL,St. Clair County,000017,12576,498,9977,1224,25,228,5,47,572,9592,317,7792,879,22,172,5,31,374,4463.8,891.9,4458.7,1058.1,3299.6,1058,3338.1,1006.1,3386.3,944.7,4884.1,1274,4767.3,1452.6,4461.2,975,3341.4,1002.9,4825.7,1363.3,4085.4,1097.9
01115000018,AL,St. Clair County,000018,1561,59,1383,32,11,8,1,9,58,1181,35,1070,17,11,4,1,6,37,639.6,47.6,623.7,75.6,449.3,75.8,449.5,72.7,458.9,62.5,789,79.2,772.1,97.5,631.6,61.6,452.6,70.3,780.5,88.3,597.5,73
01115000019,AL,St. Clair County,000019,4948,136,4059,509,6,71,0,2,165,3939,90,3285,397,2,55,0,0,110,2091.1,439.3,2079.1,483.4,1551.3,476.6,1560.5,470.5,1584.8,431.1,2545,528.3,2502.5,615.6,2085.1,461.3,1565.5,459.4,2523.7,572,1987.8,492.1
01115000020,AL,St. Clair County,000020,2027,51,1634,230,3,18,1,9,81,1637,33,1346,186,3,15,1,6,47,785.6,172,782.1,181.5,549.6,163.3,560,155.6,562.6,146.9,869.4,224.7,857.3,244.6,783.8,176.7,557.4,155.3,863.3,234.6,709.5,184.1
01115000021,AL,St. Clair County,000021,499,14,451,16,2,0,0,0,16,382,5,353,10,2,0,0,0,12,205.8,10.9,198.8,20,160.9,17.1,162.8,16,158.1,16.6,238.9,16.9,231.6,24,202.3,15.4,160.6,16.6,235.3,20.5,193.8,17.4
01115000022,AL,St. Clair County,000022,897,17,810,40,2,2,0,6,20,712,6,653,29,2,2,0,4,16,423.8,30.8,413.1,54.7,330,40,329.1,39.1,335.5,28.8,514.1,43.8,499.2,56.8,418.4,42.7,331.6,36,506.6,50.3,406.4,42
01115000023,AL,St. Clair County,000023,2028,106,1771,31,6,3,0,5,106,1527,64,1354,13,3,3,0,4,86,723.4,65.9,719.7,84.2,547.9,75.6,541.6,79.8,550.9,67.5,848.1,98.6,817.5,140.8,721.5,75.1,546.8,74.3,832.8,119.7,678.4,87.5
01115000024,AL,St. Clair County,000024,3446,52,2837,346,17,42,2,7,143,2627,36,2228,239,14,31,2,2,75,713.9,92.9,692.2,129.3,490.9,105.8,484.2,110.5,499.8,93.2,749.3,126.6,729.7,156.6,703.1,111.1,491.6,103.2,739.5,141.6,622.9,116.4
01115000025,AL,St. Clair County,000025,4202,115,3157,652,4,29,0,16,229,3001,50,2298,478,4,17,0,9,145,1165.6,342,1172.1,375,801.4,390.1,819.2,369.5,827.9,353.1,1340.2,503.8,1311.4,545.2,1168.8,358.5,816.1,370.9,1325.8,524.5,1062.5,411.2
01115000026,AL,St. Clair County,000026,3983,154,3050,551,20,26,1,9,172,2973,87,2318,394,16,17,1,7,133,813.6,185.2,800.3,211.3,598,198.1,592.2,205.9,604.2,190.3,937.3,255.9,912.3,299.9,807,198.3,598.1,198.1,924.8,277.9,751.1,221
01115000027,AL,St. Clair County,000027,1163,52,1051,5,5,3,0,1,46,931,37,852,4,3,3,0,1,31,339.9,43.6,333.7,56,254.4,35.5,247.3,41.1,254.6,31.4,423.5,39.5,412.9,53.7,336.8,49.8,252.1,36,418.2,46.6,323.7,43
01115000028,AL,St. Clair County,000028,385,6,365,1,2,2,0,2,7,312,3,298,1,1,2,0,2,5,133.4,11.2,128.4,15.2,95,17.1,97,13.2,97,15.1,158.8,14.1,152.7,19.2,130.9,13.2,96.4,15.1,155.7,16.7,123.2,15
01115000029,AL,St. Clair County,000029,1208,66,1077,8,6,1,0,0,50,933,34,854,5,5,1,0,0,34,329.4,17.8,308.1,37.7,252,32.5,249.8,33.2,257.2,26.6,411.2,29.5,397.9,47.9,318.7,27.7,253,30.7,404.5,38.7,315.1,32.2
01115000030,AL,St. Clair County,000030,2082,113,1743,147,4,9,0,2,64,1648,67,1400,113,4,9,0,2,53,899.9,161.9,894,201.2,695,216.8,717.5,190.4,730.3,172.7,968.4,280.6,941.8,325.9,897,181.6,714.3,193.3,955.1,303.3,835.3,221.4
01115000031,AL,St. Clair County,000031,3904,95,2905,696,5,41,0,13,149,2806,63,2128,491,5,29,0,3,87,1015.6,191.3,1009.4,220.5,688.1,236.1,706.5,218,718,201.3,1047,289.2,1027,317.8,1012.5,205.9,704.2,218.5,1037,303.5,887.4,239.2
01117000001,AL,Shelby County,000001,823,26,741,13,6,2,0,1,34,656,15,604,6,6,2,0,0,23,410.2,32.3,415.4,36.4,332.2,47.2,328.3,48.1,342.4,36.9,438.4,56.8,437.2,68.2,412.8,34.3,334.3,44.1,437.8,62.5,386.3,46.6
01117000002,AL,Shelby County,000002,1422,39,1288,31,7,1,0,3,53,1129,25,1042,18,7,1,0,0,36,667.5,65.5,661.9,77.8,488.3,75.1,488.3,73.1,495.2,62.3,767,72.2,754.2,84,664.7,71.7,490.6,70.2,760.6,78.1,617.5,72.9
01117000003,AL,Shelby County,000003,624,19,520,57,1,0,0,2,25,508,10,427,50,1,0,0,0,20,248.2,57.8,246.2,68.6,189.6,60.7,186.7,62.7,189.6,57.8,269.8,85.2,263.9,93,247.2,63.2,188.6,60.4,266.8,89.1,227.7,69.4
01117000004,AL,Shelby County,000004,2366,49,1793,441,10,2,0,19,52,1890,26,1458,345,10,2,0,9,40,789.5,316.5,771,358.7,613.5,300.4,604.6,303.4,605.7,301.3,915.8,436.6,891.2,465.1,780.3,337.6,607.9,301.7,903.5,450.8,741.6,354.6
01117000005,AL,Shelby County,000005,1858,37,1375,361,8,2,0,9,66,1499,23,1122,294,7,2,0,7,44,659.2,249.9,647,261.6,491.8,276.9,489.6,280,499.9,265.6,783,356.5,762.9,381,653.1,255.8,493.8,274.2,772.9,368.8,619,295.9
01117000006,AL,Shelby County,000006,6290,312,5182,430,22,82,1,26,235,4609,166,3887,297,11,66,1,21,160,2192.7,408.3,2227.3,457,1722.5,481,1767.5,427,1766.6,415.9,2593.9,629.2,2555.8,702.4,2210,432.6,1752.2,441.3,2574.8,665.8,2118,503
01117000007,AL,Shelby County,000007,5919,211,4837,521,23,81,2,13,231,4208,127,3486,366,14,53,2,11,149,2088.1,332.4,2112.6,393.1,1783.7,508.4,1837,450.2,1854.1,424,2661.8,628.6,2614.7,712,2100.3,362.8,1824.9,460.9,2638.3,670.3,2136,492.7
01117000008,AL,Shelby County,000008,3425,150,2655,321,8,138,2,28,123,2737,100,2194,246,6,99,2,13,77,830.2,231.6,873.5,234.6,1230.4,538.2,1247.5,519,1274.6,482,1612.7,562.6,1573.7,622.7,851.9,233.1,1250.8,513.1,1593.2,592.6,1234.6,455.8
01117000009,AL,Shelby County,000009,5683,143,4700,349,7,282,0,14,188,4281,85,3593,273,5,206,0,10,109,2219.7,559.7,2368.3,562.1,1699.1,716.2,1747,655,1791.2,591.4,2487.2,862,2453.3,956.2,2294,560.9,1745.8,654.2,2470.2,909.1,2109.4,700.4
01117000010,AL,Shelby County,000010,8860,283,7122,866,15,215,1,35,323,6619,199,5383,642,9,172,1,14,199,2891.4,808.7,3005.3,818.5,2263.1,849.4,2329.2,781.3,2362.8,736.1,3074.6,931.6,3027.4,1045,2948.4,813.6,2318.3,788.9,3051,988.3,2707.7,852.9
01117000011,AL,Shelby County,000011,2949,55,2604,111,1,93,0,2,83,2310,36,2057,96,1,70,0,0,50,938.3,208.1,984.7,209.9,946.6,316.9,961.4,298.1,983.1,273.4,1417.5,418.5,1385.9,471.8,961.5,209,963.7,296.1,1401.7,445.2,1088.2,313.8
01117000012,AL,Shelby County,000012,1394,23,1155,102,0,66,0,3,45,1135,20,963,73,0,45,0,2,32,839.7,193.7,885.4,192.9,529.1,197.5,549.5,176.2,563.6,152.9,701.4,246,670.2,285.6,862.5,193.3,547.4,175.5,685.8,265.8,677,206.4
01117000013,AL,Shelby County,000013,2274,73,1655,345,4,109,0,8,80,1843,44,1395,264,1,77,0,8,54,1242.7,325.1,1297.9,326.9,744.9,309.8,766.3,282.6,780.9,266.1,920.8,344.8,882.9,390.4,1270.3,326,764,286.2,901.8,367.6,948.1,320.8
01117000014,AL,Shelby County,000014,8909,443,6640,1068,10,426,0,27,295,7160,318,5462,834,9,333,0,12,192,2729.2,897,2876.6,865.6,2451.4,1044.3,2523.8,958.9,2578.5,888.4,3070.3,1184.7,3011,1292.5,2802.9,881.3,2517.9,963.9,3040.7,1238.6,2748.7,1018.8
01117000015,AL,Shelby County,000015,7420,374,4967,1250,17,458,4,39,311,6142,302,4180,1020,17,366,4,24,229,2011.3,820.3,2156.6,836.2,1528.7,1034.5,1585,968.5,1624,918.8,2100.1,1390,2039.2,1495.5,2083.9,828.3,1579.2,973.9,2069.7,1442.7,1863.6,1066.3
01117000016,AL,Shelby County,000016,3008,61,2704,41,6,63,0,10,123,2276,34,2098,27,4,41,0,4,68,1680.7,397.6,1786.7,410.6,1311.2,428.9,1345.8,388,1361.7,369.2,1663.5,455.3,1632.5,531.2,1733.7,404.1,1339.6,395.4,1648,493.2,1540.3,425.8
01117000017,AL,Shelby County,000017,6299,285,4642,812,16,312,7,21,204,5187,214,3904,646,10,237,4,14,158,2032.8,719.5,2162.2,734.4,1493.6,893.7,1552.6,829.5,1591.4,768.5,2005.5,1185.9,1946.3,1295.9,2097.5,727,1545.8,830.5,1975.9,1240.9,1826.3,918.2
01117000018,AL,Shelby County,000018,7626,202,6606,297,20,184,0,16,301,5899,132,5189,217,17,141,0,15,188,2968.5,771.9,3170.1,793.9,2637.1,1075.2,2741.3,952.8,2820.3,845.4,3203.4,1073.2,3132.3,1206.4,3069.3,782.9,2732.9,957.8,3167.8,1139.8,2953.3,959.8
01117000019,AL,Shelby County,000019,6211,263,4463,913,6,312,2,21,231,5056,183,3734,741,5,241,2,12,138,1946,639.4,2065.4,650.3,1600,1069,1649.9,1005.5,1699.8,938,2013.5,1332.7,1959.7,1445,2005.7,644.8,1649.9,1004.2,1986.6,1388.8,1847.7,1011.4
01117000020,AL,Shelby County,000020,11033,2002,7336,1068,24,216,13,51,323,8486,1274,5950,802,20,169,10,33,228,3920.1,1187.2,3997.9,1324,2917.4,1337.1,2988.8,1260.9,3060.6,1166.5,3915.1,1478.7,3816.2,1630.2,3959,1255.6,2988.9,1254.9,3865.6,1554.5,3516.6,1340.7
01117000021,AL,Shelby County,000021,16952,917,12915,1948,32,288,12,65,775,11925,547,9333,1340,29,193,10,39,434,4942.8,1602,5109.4,1704.7,3800,1896,3880.1,1794.4,3920.2,1700.9,5703.9,2453.6,5564.9,2738.6,5026.1,1653.3,3866.8,1797.1,5634.4,2596.1,4703.1,1984.3
01117000022,AL,Shelby County,000022,6047,194,4705,643,14,257,0,11,223,4456,123,3559,428,13,197,0,7,129,2307.1,603.5,2375.6,634.3,1879.1,784.2,1924.5,736.9,1962.6,675.8,3125.2,1112.6,3056.1,1216.2,2341.3,618.9,1922.1,732.3,3090.7,1164.4,2375.7,823.4
01117000023,AL,Shelby County,000023,7050,871,4753,1075,12,79,2,20,238,5222,551,3681,760,11,58,1,12,148,1374.1,431.3,1381.3,473.7,1626,834,1641,809,1679,763,2361,990,2290,1103,1377.7,452.5,1648.7,802,2325.5,1046.5,1764.6,772
01117000024,AL,Shelby County,000024,11126,1070,7740,1581,22,145,5,35,528,8365,647,6127,1108,21,121,5,22,314,3496.3,1121.2,3615.8,1243.2,2321.1,1231.5,2366.4,1180.3,2419.6,1123.1,3388.7,1580.6,3301.2,1747.9,3556.1,1182.2,2369,1178.3,3345,1664.3,2987,1318.2
