GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREISMI,G16PREIKEN,G16PREIFUE,G16PREOWRI
47107006051,47,107,006051,1197,291,27,6,3,0,6,1
47107006052,47,107,006052,1263.23,305.81,33.07,5.02,4.01,2,3.01,3.01
47107006053,47,107,006053,1907.06,340.49,34.05,3.02,4,3,4.01,6
47107006054,47,107,006054,901.41,327.98,29.37,8.81,2.94,0.98,4.9,3.92
47107006055,47,107,006055,328.06,156.52,15.95,3.98,0,1,1.99,1
47107006056,47,107,006056,442.82,225.79,11.89,2.97,0.99,1.98,0,0
47107006057,47,107,006057,1343.18,269.21,26.11,6.03,5.01,0.02,2,3
47107006058,47,107,006058,888.89,164.32,13.45,0.96,1.92,0,5.77,0
47107006059,47,107,006059,867.47,130.94,12.53,4.16,0.06,1.02,4.08,3.07
47107006060,47,107,006060,1718,459,48,10,6,3,5,4
47107006061,47,107,006061,859.28,183,27.85,4.97,2.98,0,4.97,2.98
47107006062,47,107,006062,401.48,121.31,13.02,0.28,2.03,1,1.03,0.19
47107006063,47,107,006063,729.72,93,8.15,1.03,1.02,0,2.03,1.02
47107006064,47,107,006064,1447,384,29,10,2,5,5,7
47107006065,47,107,006065,385,55,11,2,0,1,0,3
47109006151,47,109,006151,920,174,20,17,7,2,1,0
47109006152,47,109,006152,481.69,77.5,7.85,6.87,0.98,2.94,0.98,0
47109006153,47,109,006153,526.91,226.96,10,13,6,1,0,0
47109006154,47,109,006154,287,50,8,3,1,0,1,0
47109006155,47,109,006155,508,125,6,9,7,2,1,0
47109006156,47,109,006156,1130.09,329.04,27,14,13,4,0,0
47109006157,47,109,006157,973.02,160.02,12,11,3,1,0,0
47109006158,47,109,006158,468,137,5,3,3,2,0,0
47109006159,47,109,006159,328,42,8,4,1,0,0,0
47109006160,47,109,006160,300,32,5,1,1,0,1,0
47109006161,47,109,006161,204,43,4,3,2,0,0,0
47109006162,47,109,006162,257,66,7,2,0,0,0,0
47109006163,47,109,006163,360,63,8,3,5,2,0,0
47109006164,47,109,006164,311,53,7,4,4,0,0,0
47109006165,47,109,006165,98.98,94.98,3,3,1,1,1,0
47109006166,47,109,006166,161.31,24.5,1.15,3.13,2.02,0.06,0.02,0
47109006167,47,109,006167,526,150,11,10,5,2,1,0
47111005551,47,111,005551,559,139,14,5,3,0,3,0
47111005552,47,111,005552,716,79,6,3,1,0,1,4
47111005553,47,111,005553,702.49,81.48,6.96,1.99,0,0,0.99,0
47111005554,47,111,005554,663.75,112.45,11.94,2.99,1,1,1.99,0
47111005555,47,111,005555,511,119,10,3,3,1,1,0
47111005556,47,111,005556,516.05,78.79,5.91,4.92,0.98,0,0,2.95
47111005557,47,111,005557,688,122,10,4,3,1,0,3
47111005558,47,111,005558,804.67,107.78,11.14,3.09,3.02,0,1.01,0.05
47111005559,47,111,005559,647.25,128.55,11.06,5.01,0,1,1.01,0
47111005560,47,111,005560,454.79,103.95,4,3,3,0,0,0
47113005651,47,113,005651,177.44,577.67,24.28,9.32,3.06,1,3.13,7.98
47113005652,47,113,005652,52.99,877.42,4.65,4.65,0.93,0,1.86,0
47113005653,47,113,005653,13,738,2,2,0,3,2,1
47113005654,47,113,005654,40,863,3,3,1,1,6,1
47113005655,47,113,005655,621.54,997.32,30.64,8.54,0.95,1.02,0.97,8.55
47113005656,47,113,005656,86.7,434.31,4.19,2.97,0.05,1,1.04,2.01
47113005657,47,113,005657,626.52,433.42,16.76,2.02,2.94,1,3.94,2.98
47113005658,47,113,005658,173,532,5,1,0,1,1,1
47113005659,47,113,005659,226,97,7,2,1,0,1,0
47113005660,47,113,005660,656,139,12,0,2,0,0,1
47113005661,47,113,005661,231,93,6,0,2,0,0,1
47113005662,47,113,005662,362,91,7,1,2,1,1,0
47113005663,47,113,005663,656.78,170.61,7.95,0.01,2.97,0.01,1.98,0.02
47113005664,47,113,005664,412.15,178.68,9.01,2.01,1,3,1.01,2
47113005665,47,113,005665,596,98,10,3,0,0,0,5
47113005666,47,113,005666,414,98,6,4,1,1,2,0
47113005667,47,113,005667,642.7,276.58,20.41,3.46,0.06,2.98,1.03,3.46
47113005668,47,113,005668,1635.32,655.91,37.59,2.97,6.93,0,4.95,4.95
47113005669,47,113,005669,1412.29,906.85,55.07,5.86,3.98,0.99,9.81,17.71
47113005670,47,113,005670,1019,293,25,3,0,0,3,11
47113005671,47,113,005671,296.68,890.05,12.94,8.96,0,1.99,1,7.96
47113005672,47,113,005672,688.67,698.47,45.94,13.99,3,0,2,53.88
47113005673,47,113,005673,860.32,562.95,42.06,8.04,8,4.01,3,19.04
47113005674,47,113,005674,281.74,490.76,8.12,7.04,3.01,0,3.01,4.14
47113005675,47,113,005675,1022,460,28,3,6,2,2,22
47113005676,47,113,005676,1266,963,58,12,7,4,2,43
47113005677,47,113,005677,574.01,580.05,19,7,10,4,2,7
47113005678,47,113,005678,795,374,27,2,1,1,0,41
47113005679,47,113,005679,321,91,6,2,1,0,1,8
47113005680,47,113,005680,1912.64,761.75,45.99,8.99,5,2,3,22
47113005681,47,113,005681,2004.52,637.6,53.29,3.18,4.09,2.01,9.23,23.34
47113005682,47,113,005682,902.19,324.37,19.05,1.99,5.03,1.99,3.02,7.98
47113005683,47,113,005683,354,62,1,1,1,1,0,2
47115002660,47,115,002660,0,0,0,0,0,0,0,0
47115005751,47,115,005751,207.82,60.16,7.17,1.61,0.15,0.04,0.04,1.41
47115005752,47,115,005752,367.9,81.39,7.03,0.31,1.05,0.13,0.12,0.07
47115005753,47,115,005753,274.28,109.68,9.32,3.05,2.05,0,1,0
47115005754,47,115,005754,1509.4,622.6,52.35,12.37,3.85,2.85,4.8,3.79
47115005755,47,115,005755,582,248.02,11.19,1.51,2.09,1.1,1.15,0.16
47115005756,47,115,005756,129.74,50.21,5.95,0.98,0.03,0.02,0.02,0
47115005757,47,115,005757,401.87,195.29,16.72,2.95,0.01,0.98,0.01,0.98
47115005758,47,115,005758,378.91,102.73,10.12,6.03,1.03,1,2.03,1
47115005759,47,115,005759,39.03,19.16,2.98,0.04,0.04,0.92,0.92,0.03
47115005760,47,115,005760,822.62,187.91,27.99,5,3,1,2,0
47115005761,47,115,005761,202.79,41.38,6.17,2.03,0.03,0,1,1
47115005762,47,115,005762,657.28,177.21,12.47,2.06,1.08,0,1,0
47115005763,47,115,005763,261.98,80.33,3.65,0.91,0.91,0,0.91,0
47115005764,47,115,005764,744.44,573.91,25.47,3.87,3.87,2.04,2.04,2.9
47115005765,47,115,005765,148.46,42.91,5.15,0.86,0.86,0,0,0
47115005766,47,115,005766,767.38,182.09,14.01,4,2,0,0,0
47115005767,47,115,005767,253.78,66.37,4.88,2.93,0,2.93,0.98,0
47117005851,47,117,005851,1084.52,290.89,46.24,6.05,7.02,0.02,1.01,11.04
47117005852,47,117,005852,1063.43,226.88,20.99,4,1,2,2,1
47117005853,47,117,005853,930.02,238.01,26,5,1,3,2,2
47117005854,47,117,005854,1169,295,34,7,3,2,1,5
47117005855,47,117,005855,1030.58,450.72,31.58,8.27,3.23,4.09,4.2,3.12
47117005856,47,117,005856,746.02,313.13,28.47,6.87,2.94,0.98,2.94,0.98
47117005857,47,117,005857,452.61,332.25,16.91,5.97,3.98,1.99,2.98,2.98
47117005858,47,117,005858,813.95,324.51,23.08,13.02,7.02,0.01,3.01,1.02
47117005859,47,117,005859,899.97,382.27,28.96,3.86,4.83,1.93,3.86,2.9
47119005951,47,119,005951,2659.81,1159.69,158.28,33.09,13,2.01,10.01,80.08
47119005952,47,119,005952,977.89,298.36,45.8,4.01,7.73,0.02,0.02,6.9
47119005953,47,119,005953,1341.9,495.91,31.6,3.05,5.1,4,1,9.09
47119005954,47,119,005954,716.42,144.14,13.68,4.04,3.11,1,1.99,6.08
47119005956,47,119,005956,2016,1075,93,8,6,4,2,13
47119005957,47,119,005957,1668,639,71,16,8,1,3,26
47119005958,47,119,005958,848.67,430.94,65.3,12.02,3.06,4,3,12.04
47119005959,47,119,005959,305,221,14,4,0,0,2,10
47119005960,47,119,005960,1361,605,78,8,5,4,5,16
47119005961,47,119,005961,1493,751,42,4,8,2,3,8
47119005962,47,119,005962,849.79,170.62,17.19,3.03,0,0,0.08,4.03
47119005963,47,119,005963,391,1288,18,12,1,1,2,1
47119005964,47,119,005964,1811.08,493.35,60.11,8.03,2.01,2,4,17.03
47119005965,47,119,005965,715.9,194.34,27.76,3.97,1.98,1.98,0.99,4.96
47119005966,47,119,005966,1771,544,46,10,5,2,5,5
47119005967,47,119,005967,805.43,385.22,25.03,13.01,5,4,3,10.01
47119005968,47,119,005968,1114.03,256.78,24.98,4,6.99,0,1,9.99
47119005969,47,119,005969,864.92,191.65,15.89,4.97,1.99,0,0,3.97
47119005970,47,119,005970,1059.88,362.73,27.3,8.78,0,0.98,0.98,7.8
47119005971,47,119,005971,1033,332,47,2,7,1,2,18
47121006251,47,121,006251,699,159.49,17.72,8.86,2.95,0.98,0.98,1.97
47121006252,47,121,006252,450.96,142.45,9.27,0.06,3.06,1,0.01,2.18
47121006253,47,121,006253,623.05,104.92,16.1,1.05,2.02,0.01,1.01,0.01
47121006254,47,121,006254,384.22,126.04,10.98,0.99,0.02,0.01,0,0.02
47121006255,47,121,006255,552.26,169.82,10.25,2.01,3.04,1,0.1,0.01
47121006256,47,121,006256,642.99,154.36,12.78,5.9,4.92,0.98,0,0
47123006351,47,123,006351,1824.04,473.56,49.17,10.03,5.2,0.04,6.33,5.04
47123006352,47,123,006352,862.58,351.08,21.37,0.04,2.91,0,6.76,0.98
47123006353,47,123,006353,608.46,151.38,22.46,2.93,4.88,1.95,3.91,0.98
47123006354,47,123,006354,1354.18,312.37,45.12,8.01,7,3,1,4.99
47123006355,47,123,006355,1395.99,435.65,47.88,4.39,6.12,1.11,5,2
47123006356,47,123,006356,991.51,229.27,21.93,6.6,2.86,1.88,0.97,0.01
47123006357,47,123,006357,1455.82,369.15,49.2,5.02,6.03,2,3.03,6.99
47123006358,47,123,006358,492.75,97.62,21.88,1.99,1,0,0,0.01
47123006359,47,123,006359,848.6,185.91,7,4,6,1,0,1
47123006360,47,123,006360,483,88,10,4,1,0,1,2
47123006361,47,123,006361,1600.21,280.74,23.75,6.92,2.98,2.97,0.99,2.96
47123006362,47,123,006362,646.91,77.75,14.95,1,1,4.98,1.99,0
47123006363,47,123,006363,814.81,134.49,10.42,3.14,6.08,0.05,0.02,0.07
47125006451,47,125,006451,221,278,22,5,4,2,3,5
47125006452,47,125,006452,769,931,80,15,7,3,7,21
47125006453,47,125,006453,3119.19,936.25,164.12,18.78,8.9,3.95,5.93,17.8
47125006454,47,125,006454,957.73,875.52,83.42,32.6,7.15,6.22,3.22,16.5
47125006455,47,125,006455,2234.95,563.58,118.96,17.7,1.97,6.88,4.92,17.7
47125006456,47,125,006456,812.68,888.41,80.68,17.71,6.89,5.9,7.87,11.81
47125006457,47,125,006457,1020,1165,119,30,9,5,5,11
47125006458,47,125,006458,598.78,1055.54,61.08,27.07,7.01,0.02,7,2.01
47125006459,47,125,006459,482,477,32,19,7,1,5,2
47125006460,47,125,006460,1579.8,624.82,72.4,12.41,2.71,5.35,2,13.23
47125006461,47,125,006461,1605.76,544.29,58.82,12.21,9.1,1.03,4.08,4.11
47125006462,47,125,006462,1281.18,708.33,71.73,15.94,1,1.99,4.98,6.97
47125006463,47,125,006463,1167,1225,141,28,6,2,8,16
47125006464,47,125,006464,1697.8,935.65,109.27,21.06,12,3.01,5.02,7.03
47125006465,47,125,006465,1343,1189,132,35,8,8,8,19
47125006466,47,125,006466,1070,1048,132,23,7,3,7,18
47125006467,47,125,006467,1302.02,1047.01,130,26,5,1,4,21
47125006468,47,125,006468,2641.13,1083.79,147.61,27.74,15.85,1.98,6.93,18.82
47125006469,47,125,006469,1492.8,765.2,70.44,5.08,5.05,5.01,2.02,9.06
47125006470,47,125,006470,979,898,64,36,6,3,13,3
47125006471,47,125,006471,2535.87,1494.75,183.84,39.39,10.2,4.06,7.11,41.33
47125006472,47,125,006472,500.84,325.67,34.54,6.58,3.29,1.64,0,5.76
47125006473,47,125,006473,459,110,11,3,1,1,0,2
47125006474,47,125,006474,420,582,33,16,3,4,6,3
47125006476,47,125,006476,221.22,437.46,23.92,20.93,2.99,4.98,1,3.99
47125006477,47,125,006477,681.48,486.5,56.05,11.01,2.01,0,3,3
47125006478,47,125,006478,655,337,44,5,7,2,1,5
47125006479,47,125,006479,119,79,12,0,0,2,0,0
47125006480,47,125,006480,402,618,49,13,6,2,1,2
47127006551,47,127,006551,528,88,16,7,0,0,0,0
47127006552,47,127,006552,485.98,99.26,17.26,3.04,3.09,1,3.04,0.04
47127006553,47,127,006553,501.33,99.87,15.81,1.98,0,0,0.99,0
47127006554,47,127,006554,362.49,102.69,10.11,3.01,3,1,2.01,0
47127006555,47,127,006555,443.75,104.64,11.63,1.94,1.94,0,0.97,0
47129006651,47,129,006651,982,180,29,5,12,3,2,5
47129006652,47,129,006652,664.85,67.17,6.36,0.27,6.1,1.11,0.14,1.38
47129006653,47,129,006653,128,66,5,0,0,0,0,0
47129006654,47,129,006654,973.39,214.27,30.78,1.98,2.15,1.02,1.98,8.92
47129006655,47,129,006655,162,33,1,1,0,0,0,0
47129006656,47,129,006656,621.38,95.86,5.9,2.8,1.87,0.01,0.02,1.03
47129006657,47,129,006657,187.38,44.31,1.85,0.92,0,0.92,0.92,0
47129006658,47,129,006658,685.87,113.19,10.03,2,1,0,4,5.01
47129006659,47,129,006659,337.65,97.6,3.45,0.23,1.15,1,2,2.08
47129006660,47,129,006660,231,49,6,0,2,1,1,2
47129006661,47,129,006661,186,40,6,1,0,0,0,0
47129006662,47,129,006662,282.42,53.77,9.65,1.8,1.73,0.94,0.94,2.59
47131006751,47,131,006751,1383.1,397.87,26.79,6.95,0,0.99,0,4.96
47131006752,47,131,006752,1408.44,428.05,40.11,6.02,7,4.01,0,5.03
47131006753,47,131,006753,827.42,116.65,13.84,0.99,0,1.98,0.99,2.97
47131006754,47,131,006754,782,94,10,2,2,2,1,1
47131006755,47,131,006755,357,66,3,3,1,1,0,0
47131006756,47,131,006756,637.12,193.17,15.93,1.04,1.95,3.92,0.01,1.05
47131006757,47,131,006757,502.59,95.57,6.14,0.03,0.01,0.01,0,0.04
47131006758,47,131,006758,434.6,104.6,4.13,3.02,2.01,0.02,0.01,1.01
47131006759,47,131,006759,295.49,33.94,2.99,2,0,0,2,0
47131006760,47,131,006760,1179.8,154.19,24.87,4.97,1.99,3.98,0.99,1.99
47131006761,47,131,006761,940.78,171.1,17.1,2.98,0.99,0.99,0.02,4.9
47131006762,47,131,006762,777.66,570.87,28.1,3,1.05,1.1,0.98,1.05
47133006851,47,133,006851,634.87,205.43,8.8,1.96,3.91,1.96,0,0
47133006852,47,133,006852,770.87,280.59,11.98,1,2,2,3.99,0
47133006853,47,133,006853,990.53,499.93,27.03,12.01,1.01,2.01,3.01,4
47133006854,47,133,006854,393.5,89.3,1.03,2.01,0.01,0.01,1.01,0
47133006855,47,133,006855,661.34,200.67,11.86,1.98,1.98,1.98,2.97,0
47133006856,47,133,006856,322.38,118.25,3.16,1.02,1.19,0.98,0.98,0
47133006857,47,133,006857,1433.62,393.04,34.88,8.95,11.94,2.02,2.02,12.88
47133006858,47,133,006858,572.37,93.9,5.99,1,1,0,1,10.99
47133006859,47,133,006859,269.18,60.55,6.11,1.05,5.9,0.02,0.02,0.13
47135006951,47,135,006951,236,78.57,4.1,4.07,0.02,0.05,0,0
47135006952,47,135,006952,255.26,58.71,9.91,1,0,0.01,0.99,0
47135006953,47,135,006953,241.53,58.08,7.61,1.91,0,0,0,0
47135006954,47,135,006954,233.53,45.27,6.79,0.98,0.02,0.96,0,0.03
47135006955,47,135,006955,317.47,107.92,9.39,6.09,0,0,2,0
47135006956,47,135,006956,287.69,105.5,3.95,2.94,0.97,1.96,0,0
47135006957,47,135,006957,108.71,27.67,3.95,1.98,0,0.99,0,0
47135006958,47,135,006958,142.63,36.15,4.88,0,0,0,0,0
47135006959,47,135,006959,179.07,33.12,4.32,0.05,1,0.05,0,0
47135006960,47,135,006960,167.37,46.85,4.12,4,0,0,0,0
47137007051,47,137,007051,435.9,167.58,9.97,1,2.99,0,1,0
47137007052,47,137,007052,271,82,6,3,3,0,0,3
47137007053,47,137,007053,342.1,53.42,6.03,1,0.01,0,0,0
47137007054,47,137,007054,369.27,94.06,5.01,0,1,0,0,1
47137007055,47,137,007055,135,33,3,1,1,0,0,0
47137007056,47,137,007056,162.27,35.06,2.01,1,0,0,0,0
47137007057,47,137,007057,65,18,1,0,0,1,0,0
47137007058,47,137,007058,154.11,31.61,2.96,0,0,0.99,0,0
47137007059,47,137,007059,86.35,21.28,0.03,0,0,0.01,0,0
47139007151,47,139,007151,545.86,154.83,17.56,2.95,1.97,0.97,0.01,0
47139007152,47,139,007152,563.56,155.9,15.47,4.06,2.05,0.04,0,0
47139007153,47,139,007153,869.58,262.27,12.96,2.99,4.99,1.99,1.99,0
47139007154,47,139,007154,393.16,90.09,10.04,2.06,0,1,0,0
47139007155,47,139,007155,471.82,77.21,10.02,0.01,1,0,1,0
47139007156,47,139,007156,766.89,158.44,15.06,1.03,5.01,0,0,0
47139007157,47,139,007157,535.36,124.54,15.18,6.97,3.42,0,0,0
47139007158,47,139,007158,123.49,28.56,0.85,0.77,0.02,0,0.01,0
47139007159,47,139,007159,235.74,54.86,6.9,3.13,1.57,0,0,0
47139007160,47,139,007160,122.96,38.3,0.04,1.04,1.99,0,0,0
47139007161,47,139,007161,468.58,106.99,9.91,0.99,0.99,0,0.99,0
47141007251,47,141,007251,815.22,319.6,37.37,10.82,2.95,1.97,0,1.97
47141007252,47,141,007252,1084.62,387.57,39.42,14.14,8.24,0.09,1.09,10.58
47141007253,47,141,007253,1111.34,285.35,34.14,4.03,4.06,1.03,0,25
47141007254,47,141,007254,691.45,157.61,15.49,1.82,2.73,0.91,0.91,16.4
47141007255,47,141,007255,1401.89,803.07,76.1,21.76,5.95,1.01,1.96,10.83
47141007256,47,141,007256,389.18,306.61,39.04,25.08,4.06,1.01,2.01,7.12
47141007257,47,141,007257,864.83,250.04,27.01,10,5,1,1,24.99
47141007258,47,141,007258,512.69,301.08,41.28,13.95,5.88,0.02,1,10.78
47141007260,47,141,007260,249,55,9,1,0,0,1,0
47141007261,47,141,007261,638.37,184.95,23.86,7.95,1.99,0.99,0.99,4.97
47141007262,47,141,007262,839.59,202.2,19.5,2.84,4.64,0.01,2.8,4.62
47141007263,47,141,007263,1410,487,52,7,8,1,4,23
47141007264,47,141,007264,1231.07,604.11,67.56,24.84,5.96,2.98,7.95,13.91
47141007265,47,141,007265,1649.98,477.03,69.23,15.27,8.05,1,1.06,14.12
47141007266,47,141,007266,1519.12,796.05,78.26,26.05,2.05,1.02,3.01,23.04
47141007267,47,141,007267,1080.88,272.95,34.74,6.95,6.95,2.98,0.99,4.96
47141007268,47,141,007268,668,124,21,1,4,1,0,11
47141007269,47,141,007269,922.55,210.4,19.51,10.33,0.18,0.02,3.02,9.3
47141007270,47,141,007270,129.12,30.81,2.15,0.04,0.01,1.01,0.01,5
47141007271,47,141,007271,403,108,11,4,0,3,1,0
47141007272,47,141,007272,420.5,100.88,9.99,6.99,2,0,1,0
47141007273,47,141,007273,506.93,193.44,10.89,7.08,2.22,0.99,3.11,0.23
47141007274,47,141,007274,335.36,143.51,14.08,2.04,2,1,1,5.01
47141007275,47,141,007275,143.75,54.9,4.67,0.1,0.15,0,0.09,0.17
47143007351,47,143,007351,875.09,214.47,29.12,6.06,13.05,2.01,6,3
47143007352,47,143,007352,271.6,56.62,2.88,0.96,1.92,0,2.88,0
47143007353,47,143,007353,960.8,271.62,23.26,3.04,2.12,1.01,3.16,7.01
47143007354,47,143,007354,574.62,72.7,10.94,1,2.98,0.99,1,2.98
47143007355,47,143,007355,590.62,112.13,9.67,0,1.93,0,3.87,0
47143007356,47,143,007356,841.93,161.16,17.59,2.77,3.7,0.92,1.86,8.32
47143007357,47,143,007357,675.36,206.77,27.35,5.41,8.23,2.17,1.54,15.05
47143007358,47,143,007358,554.78,179.56,19.23,3.84,1.1,1.91,5.61,8.81
47143007359,47,143,007359,1253.1,237.27,23.97,5.04,7.96,1,1,18.83
47143007360,47,143,007360,1141.12,243.96,33.85,5.97,5.97,2.99,1,34.85
47143007361,47,143,007361,354,94,12,1,3,0,2,0
47143007362,47,143,007362,555,90,11,0,1,0,2,7
47145007451,47,145,007451,777.6,172.7,29.67,5.14,1.02,2.89,5.14,4.02
47145007452,47,145,007452,1058.98,249.8,53.88,2.94,1.96,1.96,2.94,7.84
47145007453,47,145,007453,479.68,91.27,12.62,1.94,1.94,0.97,0,1.94
47145007454,47,145,007454,289.71,52.94,5.77,1.92,0,0,0.96,0
47145007455,47,145,007455,263.68,70.7,18.15,0.96,5.73,0.96,3.82,0
47145007456,47,145,007456,1731.54,488.95,62.24,11.01,12.08,5.01,4.05,6
47145007457,47,145,007457,719.4,163.63,17.77,0.09,2.07,5.03,3.03,5.07
47145007458,47,145,007458,893.98,782.38,82.04,16.06,7.13,3.03,5.03,11.12
47145007459,47,145,007459,846.67,178.49,37.38,6.54,4.67,1.87,0.93,1.87
47145007460,47,145,007460,416,89,11,2,1,0,3,0
47145007461,47,145,007461,442.13,110.85,6.93,2.97,1.98,0,0,0
47145007462,47,145,007462,1095,359,37,3,9,0,4,2
47145007463,47,145,007463,453,133,15,0,4,2,3,1
47145007464,47,145,007464,778.41,208.88,24.08,4.01,2.02,2,3,0.02
47145007465,47,145,007465,772.87,317.15,29.07,11.03,4.02,2,5,1
47145007466,47,145,007466,277.8,61.5,6.2,0.38,2.27,2.11,1.05,0.11
47145007467,47,145,007467,818.73,265.33,17.05,4,4.01,4,2,2.01
47145007468,47,145,007468,561.06,137.21,14.1,3.05,1.04,1.01,0,2
47145007469,47,145,007469,826.94,190.3,32.71,8.07,0.19,2.03,1.14,2
47145007470,47,145,007470,397,95,9,1,3,0,3,2
47145007471,47,145,007471,445,170,22,1,4,1,4,3
47145007472,47,145,007472,964.86,353.79,33.87,4.98,6.97,1,1.99,7.97
47145007473,47,145,007473,390.13,69.12,16.12,9.04,4,0,2.02,6
47145007474,47,145,007474,221,31,3,1,3,1,1,0
47147007551,47,147,007551,1826.23,496.87,67.51,13.51,6,1,3,5.01
47147007552,47,147,007552,1891.01,489,96,17,4,5,2,2
47147007553,47,147,007553,1133,200,46,12,5,1,1,2
47147007554,47,147,007554,1814.59,525.91,67.66,24.1,3.84,0,3.86,4.06
47147007555,47,147,007555,1746,475,56,10,3,2,1,9
47147007556,47,147,007556,839.86,184.33,26.34,3.06,5.01,1.01,3.01,0.01
47147007557,47,147,007557,1193.14,313.67,45.66,7.94,0.99,0.99,0.99,1.99
47147007558,47,147,007558,509.01,118,11.38,3,5,0,3,0
47147007559,47,147,007559,1307,329,44,5,2,2,5,2
47147007560,47,147,007560,861.01,178.88,27.09,4.02,1.02,2,2.01,5.01
47147007561,47,147,007561,484.85,137.11,5.96,3.97,0.99,0.99,3.97,0
47147007562,47,147,007562,456.25,102.73,10.55,3.51,0.01,0,0,0
47147007563,47,147,007563,855.15,235.89,23.88,8.02,2.27,1.07,1.34,4.13
47147007564,47,147,007564,1245.98,665.73,53.08,13.97,3.73,0.93,4.66,1.87
47147007565,47,147,007565,1437.4,642.56,61.87,16.93,11.93,2,9.96,6.95
47147007566,47,147,007566,329.99,76,9.62,0,0,0,0,0
47147007567,47,147,007567,1163.15,535.89,44.04,11.03,8.01,2.01,3.03,7
47147007568,47,147,007568,256.99,914.33,18.02,3.04,1.04,0.99,2.02,0.03
47149007651,47,149,007651,1312.62,2064.18,103.11,31.03,11.01,6,11.01,6
47149007652,47,149,007652,759,149,30,4,4,1,2,0
47149007653,47,149,007653,1949,664,100,16,8,1,8,9
47149007654,47,149,007654,1877.57,580.41,85.28,14.06,6.03,2,3,14.02
47149007655,47,149,007655,1484,715,83,16,9,1,4,17
