GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRMCS,G18USSDSIN,G18USSGGRE,G18USSOWRI,G18GOVRDUC,G18GOVDGAR,G18GOVGTOR,G18GOVOWRI,G18SOSRGAY,G18SOSDHOB,G18SOSOWRI,G18ATGRBRN,G18ATGDCON,G18ATGOWRI,G18TRERYEE,G18TREDMAN,G18TREOWRI,G18SPIRRIG,G18SPIDHOF,G18SPIOWRI,G18MNIRHAR,G18MNIDPIE,G18MNIOWRI
04019000043,04,019,000043,123.16,556.21,32.78,3.97,180.77,496.62,29.8,0.99,119.19,567.14,2.98,123.16,559.19,0.99,147,533.37,3.97,122.17,563.16,0.99,134.09,551.24,0.99
04019000044,04,019,000044,190,1180,30,2,202,1130,36,2,187,1162,0,197,1140,0,219,1111,1,174,1161,0,202,1138,1
04019000045,04,019,000045,107,1108,23,1,133,1059,34,1,103,1112,3,103,1104,3,145,1039,2,95,1102,2,125,1060,3
04019000046,04,019,000046,497,298,9,1,526,268,10,0,461,317,1,480,298,1,500,277,0,455,317,3,491,282,0
04019000047,04,019,000047,195.82,1165.09,60.33,2.97,308.57,1049.37,48.46,3.96,193.85,1204.64,1.98,205.71,1191.79,1.98,246.27,1145.3,1.98,189.89,1199.69,2.97,209.67,1179.92,1.98
04019000048,04,019,000048,308,771,44,1,372,722,24,2,311,778,4,305,788,3,347,739,4,301,788,3,320,767,5
04019000049,04,019,000049,526,401,26,3,580,338,32,0,517,416,2,512,419,4,547,372,2,486,437,3,530,388,3
04019000050,04,019,000050,161,970,35,3,246,879,39,1,172,969,1,186,959,3,204,929,3,170,971,1,188,959,0
04019000051,04,019,000051,125,720,36,0,187,650,36,1,135,728,2,127,724,5,156,692,5,125,727,4,131,727,5
04019000052,04,019,000052,159,860,35,4,225,782,45,3,150,881,1,151,874,1,183,846,1,143,881,1,173,860,0
04019000053,04,019,000053,482,1780,100,6,641,1627,83,6,471,1852,4,489,1827,8,567,1745,6,457,1857,7,512,1817,10
04019000054,04,019,000054,769.16,1733.58,119.93,2.97,939.64,1590.85,82.27,5.95,782.04,1797.02,1.98,770.15,1796.03,5.95,873.23,1697.9,1.98,765.19,1799.99,5.95,820.7,1751.42,2.97
04019000055,04,019,000055,295,614,14,0,329,580,11,1,289,617,1,293,613,2,337,559,1,275,620,0,309,573,0
04019000056,04,019,000056,630,1295,20,1,700,1220,19,1,595,1310,1,618,1279,2,683,1207,0,577,1310,0,641,1225,0
04019000057,04,019,000057,512,1620,75,3,621,1498,65,7,491,1648,5,523,1611,8,603,1519,3,475,1651,4,534,1576,5
04019000058,04,019,000058,360,1437,65,3,422,1359,67,1,359,1452,1,371,1429,1,422,1362,2,327,1461,2,390,1389,3
04019000059,04,019,000059,241,736,33,1,309,668,29,4,234,751,2,250,732,1,257,722,3,237,748,0,246,739,2
04019000060,04,019,000060,444.89,411.07,40.69,0.99,520.29,348.56,25.83,0.99,421.12,457.71,0.99,451.89,422.96,2.97,473.64,407.16,0.99,430.04,451.75,0.99,439.94,434.91,0
04019000061,04,019,000061,672.4,884.33,12.52,0,766.8,765.84,26.97,0.96,653.13,885.29,0,670.47,860.24,0.96,728.27,787.99,0,641.57,873.73,0,701.3,793.77,0.96
04019000062,04,019,000062,219,1076,39,2,194,932,23,1,190,930,0,183,934,2,231,877,0,174,938,2,212,893,1
04019000063,04,019,000063,203,905,14,1,252,842,18,3,194,896,3,207,882,5,248,836,3,201,881,3,226,844,5
04019000064,04,019,000064,134.95,900.68,35.99,1,211.93,816.71,39.99,2,147.95,898.68,3,141.95,907.68,0,177.94,861.7,1,142.95,900.68,1,144.95,904.68,3
04019000065,04,019,000065,8.88,7.89,0,0,8.88,7.89,0,0,8.88,7.89,0,7.89,7.89,0,8.88,7.89,0,8.88,7.89,0,9.86,6.9,0
04019000066,04,019,000066,198,1016,26,5,265,933,41,2,186,1028,1,187,1025,4,232,973,2,198,1010,1,208,1001,2
04019000067,04,019,000067,408,1172,61,8,512,1050,60,5,406,1185,4,416,1173,7,465,1104,5,398,1177,7,450,1124,4
04019000068,04,019,000068,411,1357,36,1,489,1263,41,1,403,1367,1,410,1353,1,486,1268,0,398,1365,0,455,1289,4
04019000069,04,019,000069,1315,1735,63,3,1594,1439,78,3,1265,1783,2,1274,1747,7,1401,1599,6,1249,1761,8,1340,1644,7
04019000070,04,019,000070,783.98,647.08,45.31,0.98,842.09,581.09,47.27,0.98,761.32,686.47,1.97,756.4,686.47,4.92,815.49,626.39,1.97,754.43,686.47,4.92,791.86,647.08,0.98
04019000071,04,019,000071,11.95,84.66,1,1.99,23.9,75.7,2.99,1,17.93,81.67,1,14.94,86.65,1,17.93,79.68,1,10.96,85.66,1.99,13.94,87.65,1
04019000072,04,019,000072,517,1590,91,3,667,1430,92,4,517,1639,3,541,1603,5,600,1533,4,519,1618,7,556,1572,7
04019000073,04,019,000073,359,1736,32,2,414,1647,51,2,345,1732,0,370,1701,1,425,1639,0,328,1735,2,388,1650,0
04019000074,04,019,000074,905.05,828.65,22.36,5,1050.28,675.98,28.77,1,885.96,826.75,2,884.36,816.28,3.04,926.31,759.86,4,868.48,817.72,3,897.83,789.33,1
04019000075,04,019,000075,399,1570,70,4,481,1464,74,4,380,1602,8,399,1577,5,470,1509,3,379,1597,7,410,1554,5
04019000076,04,019,000076,15.05,178.34,12,0.01,39.1,152.3,11.01,1,11.07,192.33,1,21.06,178.35,1,27.07,175.32,1,10.04,192.34,2.01,20.06,181.35,0
04019000077,04,019,000077,1085,868,13,2,1166,768,17,2,1029,878,0,1056,844,5,1120,772,1,1011,878,4,1054,803,5
04019000078,04,019,000078,213,1130,11,4,260,1072,11,3,209,1113,3,224,1098,3,263,1040,3,206,1098,3,239,1055,3
04019000079,04,019,000079,1223,983,46,2,1331,866,38,3,1164,1018,3,1172,1001,5,1269,886,1,1132,1027,2,1228,919,1
04019000080,04,019,000080,314,1268,33,3,381,1181,39,4,312,1259,2,326,1243,2,363,1189,3,306,1259,3,326,1222,4
04019000081,04,019,000081,433,369,17,0,480,309,17,1,405,387,1,409,374,2,442,340,2,376,403,2,404,376,1
04019000082,04,019,000082,245,1268,44,5,339,1178,34,4,253,1276,2,259,1268,2,311,1208,2,254,1271,2,285,1234,4
04019000083,04,019,000083,772,443,20,1,833,368,28,2,735,478,2,758,449,1,769,430,4,717,484,2,751,445,3
04019000084,04,019,000084,2176,1581,44,3,2482,1273,44,5,2117,1616,3,2151,1577,5,2266,1434,2,2088,1594,5,2183,1479,1
04019000085,04,019,000085,382,693,24,2,456,603,37,1,368,704,1,373,692,1,413,643,2,353,705,2,405,655,2
04019000086,04,019,000086,533,1723,73,3,704,1556,66,3,529,1758,2,524,1751,7,610,1662,4,524,1750,3,559,1714,1
04019000087,04,019,000087,117,300,15,2,149,272,10,1,121,293,0,118,296,0,141,264,0,113,300,2,120,283,0
04019000088,04,019,000088,912,1242,17,1,1028,1117,12,2,884,1221,2,891,1210,2,954,1137,2,864,1231,0,924,1134,0
04019000089,04,019,000089,611,1427,38,4,742,1267,46,4,601,1433,3,625,1399,3,700,1308,4,585,1427,2,637,1360,3
04019000090,04,019,000090,598,459,19,2,622,408,38,4,558,492,2,560,485,2,613,425,1,551,487,3,574,444,2
04019000091,04,019,000091,475,1327,69,6,617,1188,60,3,474,1353,4,483,1336,8,562,1245,3,467,1348,3,504,1293,4
04019000092,04,019,000092,967,1350,43,2,1095,1232,33,0,944,1371,4,934,1354,5,1037,1246,4,911,1368,6,980,1293,3
04019000093,04,019,000093,357,1137,24,1,417,1052,40,1,346,1129,1,355,1123,1,397,1082,1,339,1135,1,374,1103,1
04019000094,04,019,000094,378,1276,37,4,460,1203,31,3,344,1322,3,369,1283,5,416,1226,3,340,1306,1,377,1239,4
04019000095,04,019,000095,534,347,23,4,574,308,16,2,509,371,4,508,374,8,559,321,5,501,374,8,528,344,4
04019000096,04,019,000096,456,1344,41,2,533,1263,38,2,443,1366,0,449,1350,0,504,1272,1,420,1368,2,478,1295,2
04019000097,04,019,000097,300,950,29,6,376,863,36,1,293,961,4,303,939,5,359,870,3,291,944,4,310,919,4
04019000098,04,019,000098,456,1191,67,1,572,1077,59,3,451,1229,5,455,1225,6,526,1148,2,434,1242,1,465,1203,1
04019000099,04,019,000099,539.6,1264.67,24.48,0,651.2,1131.16,31.03,2.04,522.87,1263.71,0,520.53,1262.76,3.04,605.73,1161.01,0,499.43,1270.27,1,558.7,1186.23,2.04
04019000100,04,019,000100,561,1144,63,3,695,1008,58,4,543,1179,4,554,1157,3,626,1077,4,536,1165,6,572,1131,2
04019000101,04,019,000101,552.26,637.86,45.13,2,677.43,515.67,42.14,0,557.19,665.98,0.01,576.18,632.98,0.01,607.35,595.8,0.01,544.17,654.98,3.01,582.28,621.86,0
04019000102,04,019,000102,433,910,38,1,509,820,50,2,411,953,6,402,945,4,459,894,4,415,938,3,433,921,3
04019000103,04,019,000103,249,662,14,0,296,607,13,3,235,672,0,253,649,1,275,614,0,243,647,1,263,617,0
04019000104,04,019,000104,1385,1243,54,0,1488,1137,44,7,1318,1284,2,1345,1259,2,1426,1164,1,1316,1286,1,1371,1199,3
04019000105,04,019,000105,358.67,576.04,46.44,3.95,417.95,516.76,45.45,0.99,353.73,604.7,0.99,362.62,592.84,2.96,403.13,554.31,0.99,334.95,627.42,3.95,365.58,580,0
04019000106,04,019,000106,561.81,588.71,5.98,0,619.59,519.98,10.96,0,533.92,587.71,2.99,560.82,568.79,1.99,607.64,508.02,4.98,544.88,565.8,2.99,567.79,527.95,0
04019000107,04,019,000107,665.19,1382.29,60.02,3,819.41,1217.02,56.04,4,647.08,1425.29,2.01,686.18,1374.21,2.01,743.36,1305.98,4.02,638.12,1417.2,2.01,672.21,1363.05,3
04019000108,04,019,000108,875,1861,54,4,1044,1666,60,5,854,1870,8,862,1855,10,957,1750,7,825,1893,5,911,1762,8
04019000109,04,019,000109,1857,1290,61,2,2042,1083,52,8,1795,1311,6,1804,1291,7,1911,1159,7,1726,1348,9,1829,1228,6
04019000110,04,019,000110,65,700,42,4,105,665,36,4,59,731,3,62,725,3,82,704,2,60,730,2,62,724,2
04019000111,04,019,000111,531,935,47,2,634,827,41,3,508,964,3,504,962,7,575,874,4,505,952,3,541,911,1
04019000112,04,019,000112,1017,1241,16,0,1152,1086,23,0,984,1228,1,992,1220,1,1065,1135,1,948,1242,2,1009,1151,2
04019000113,04,019,000113,653,990,70,3,771,871,62,4,630,1050,6,624,1043,8,686,971,4,611,1059,2,638,1020,4
04019000114,04,019,000114,185.06,188.61,7.34,0.07,192.36,168.48,14.11,1.04,184.02,187.43,0.02,176.16,190.11,0.08,193.43,172.79,1.02,177.6,190.67,0.08,180.46,185.56,0.02
04019000115,04,019,000115,1614.72,1437.71,53.96,2.29,1835.99,1215.01,40.24,3.16,1556.8,1470.68,0.26,1589.52,1425.13,3.11,1701.86,1290.79,0.14,1500.29,1489.43,5.15,1615.85,1339.18,4.22
04019000116,04,019,000116,1122,1416,80,3,1328,1199,68,2,1084,1469,1,1104,1431,3,1212,1319,3,1070,1474,5,1161,1354,3
04019000117,04,019,000117,629,998,38,1,766,855,44,3,606,1030,1,627,1005,3,663,952,1,600,1023,2,625,990,1
04019000118,04,019,000118,870,1295,26,2,1006,1121,49,1,848,1290,1,852,1270,1,900,1202,1,818,1292,2,861,1222,3
04019000119,04,019,000119,549,826,33,5,653,714,35,2,521,854,3,541,833,3,597,766,1,521,842,1,568,782,2
04019000120,04,019,000120,741,1136,61,1,906,967,59,0,722,1186,3,737,1161,3,790,1102,3,706,1183,3,754,1140,6
04019000121,04,019,000121,630,728,23,2,751,597,22,1,596,766,0,613,732,5,667,674,1,577,758,4,634,684,1
04019000122,04,019,000122,555,698,45,2,657,579,55,1,534,732,1,553,708,2,581,681,2,517,742,4,556,697,4
04019000123,04,019,000123,998,1344,92,4,1190,1142,97,2,975,1412,6,966,1401,6,1054,1310,5,941,1426,10,991,1383,5
04019000124,04,019,000124,457,523,25,2,518,447,33,3,437,551,2,455,524,1,487,489,3,439,539,1,458,512,4
04019000125,04,019,000125,692.68,795.7,14.72,1.96,761.36,722.11,11.77,2.94,673.06,804.53,1.96,674.04,792.75,1.96,729.96,730.94,0.98,651.47,818.26,2.94,690.72,757.43,1.96
04019000126,04,019,000126,637.18,522.37,7.01,0,704.31,439.21,12.03,1,618.13,520.39,1,640.16,502.34,0.01,682.28,448.21,1,591.11,532.37,1,639.21,476.25,0
04019000127,04,019,000127,3032.88,2166.35,53.05,2.95,3367.91,1822.48,45.19,6.88,2958.22,2154.56,5.89,2992.6,2105.43,11.79,3131.13,1937.43,3.93,2897.3,2158.49,9.82,3053.52,1978.69,2.95
04019000128,04,019,000128,750,891,25,5,838,796,31,7,689,943,4,726,911,6,783,843,4,690,931,6,747,859,3
04019000129,04,019,000129,542,790,40,4,661,670,39,2,527,828,1,546,800,2,580,755,0,518,820,1,561,767,3
04019000130,04,019,000130,1047,1172,62,5,1205,992,62,5,1012,1208,5,1048,1177,6,1132,1078,9,998,1210,3,1076,1122,2
04019000131,04,019,000131,765,771,24,0,856,662,29,3,744,782,2,752,769,5,828,678,1,696,809,4,775,726,1
04019000132,04,019,000132,975,1044,42,6,1097,901,53,2,938,1086,4,938,1077,4,1012,987,1,914,1089,2,982,1018,1
04019000133,04,019,000133,987,1103,66,2,1162,909,76,1,960,1159,2,997,1121,2,1060,1045,3,962,1139,2,999,1086,2
04019000134,04,019,000134,673,690,30,4,765,599,25,6,632,723,3,649,701,3,703,640,4,626,732,2,657,672,4
04019000135,04,019,000135,3,113,6,0,12,104,2,2,6,115,0,8,112,0,7,112,0,5,114,0,11,111,0
04019000136,04,019,000136,6.89,62.99,2.95,0,6.89,62.99,3.94,0,5.91,65.94,0,6.89,63.97,0,10.83,58.07,0,7.87,60.04,0.98,9.84,62.99,0.98
04019000137,04,019,000137,5.23,73.54,3.98,0.98,10.13,71.57,2.02,0,6.15,77.52,0,13.03,69.64,0,7.24,76.38,0,10.11,72.52,0.02,8.19,74.52,0.02
04019000138,04,019,000138,16.88,257.21,12.91,0.99,37.74,237.35,12.91,0,11.92,274.09,0,21.85,265.15,0.99,24.83,263.17,0,14.9,272.11,0,15.89,270.12,0
04019000139,04,019,000139,90.54,169.19,8.23,0.91,113.41,139.93,12.8,1.83,89.63,171.02,1.83,96.03,161.88,2.74,95.11,161.88,1.83,89.63,166.45,1.83,91.46,167.36,0.91
04019000140,04,019,000140,253.77,191.06,3.92,0,283.16,156.77,4.9,0.98,244.95,197.92,0.98,242.99,194.98,1.96,261.61,177.34,0,235.15,203.8,0,245.93,190.08,0.98
04019000141,04,019,000141,1691,1719,60,1,2047,1349,57,0,1653,1730,3,1681,1695,2,1775,1573,3,1670,1675,6,1756,1592,1
04019000142,04,019,000142,1092.04,1090.12,47.33,6.03,1252.13,929.96,42.3,4.02,1039.81,1142.27,3.02,1084.83,1088.21,9.03,1154.66,1006.1,2.01,1012.3,1144.42,5.04,1106.87,1024.47,7.01
04019000143,04,019,000143,54,599,20,2,60,580,16,2,51,594,0,45,602,2,75,568,0,41,607,0,58,578,2
04019000144,04,019,000144,436.61,1223.01,29.01,6,517.7,1113.92,54.01,3,419.6,1241,3,434.6,1219,4,481.63,1151.96,3,409.57,1230.02,4,446.6,1179.99,5
04019000145,04,019,000145,2190,1950,50,2,2489,1635,46,0,2127,1955,4,2152,1926,2,2286,1762,3,2081,1958,6,2271,1769,1
04019000146,04,019,000146,750.18,983.06,31.43,3,877.01,843.34,33.31,1,744.68,984.61,1,745.13,973.18,4.02,819.49,886.6,2.02,719.75,989.44,0,785.3,907.51,1
04019000147,04,019,000147,790,688,48,2,865,606,41,2,767,728,2,777,713,2,822,660,1,746,739,1,789,694,0
04019000148,04,019,000148,762,858,18,1,831,772,27,2,716,878,3,701,879,3,792,781,2,707,876,3,763,803,4
04019000149,04,019,000149,623,892,13,4,718,789,20,3,598,910,2,606,889,8,666,823,2,597,896,2,630,843,2
04019000150,04,019,000150,332.06,363.87,19.86,2.9,372.83,317.71,23.53,2.23,324.12,376.3,0.36,325.44,373.09,2.27,348.86,349.51,0.36,311.69,386.89,1.97,333.47,361.57,1.65
04019000151,04,019,000151,273.15,444.04,3.56,0.01,308.79,404.31,5.58,0.01,266.88,436.55,0.02,266.82,437.55,1.06,281.52,419.84,0.02,252.83,445.53,0.06,268.26,432.07,1.01
04019000152,04,019,000152,109,402,16,3,148,359,20,1,98,422,0,102,419,0,123,390,1,101,413,0,117,400,0
04019000153,04,019,000153,714,1529,54,3,839,1383,61,4,676,1558,3,697,1536,2,787,1425,3,643,1566,3,719,1476,9
04019000154,04,019,000154,196,622,40,0,265,551,37,0,214,626,0,210,616,3,240,589,0,193,638,0,217,607,3
04019000155,04,019,000155,177,472,11,1,213,423,23,1,169,488,0,173,477,0,192,459,3,166,486,3,179,474,1
04019000156,04,019,000156,553.96,657.95,47.04,3,678.09,538.79,42.05,0,541.93,692.98,3,565.95,669.95,1,605.02,622.87,1,536.91,692.98,3,588.99,636.89,3
04019000157,04,019,000157,317.49,1129.72,56.12,0.01,407.75,1046.46,49.11,1,291.47,1186.79,1,304.47,1152.78,1,366.52,1095.71,0,306.46,1158.79,1,331.49,1132.78,2
04019000158,04,019,000158,582,902,10,1,662,810,14,0,562,895,0,565,882,2,613,824,0,552,892,0,597,828,4
04019000159,04,019,000159,361,1453,60,3,482,1338,45,2,335,1506,1,346,1491,2,402,1430,2,334,1504,3,359,1474,1
04019000160,04,019,000160,109,630,16,1,155,591,16,3,101,643,1,106,640,0,120,622,1,95,648,2,99,645,2
04019000161,04,019,000161,402,258,7,0,430,227,9,0,392,259,0,389,260,1,416,234,0,384,271,0,392,254,0
04019000162,04,019,000162,478,760,17,1,545,688,22,0,475,754,0,475,744,0,513,698,0,465,754,0,495,715,3
04019000163,04,019,000163,736,914,12,0,844,802,10,1,729,899,2,746,865,1,797,806,2,703,901,3,746,837,3
04019000164,04,019,000164,346.67,1356.31,23.5,3.92,443.61,1246.63,26.44,2.94,339.81,1357.28,3.92,362.33,1332.8,2.94,419.13,1265.23,0,325.12,1363.16,0,381.92,1288.73,5.88
04019000165,04,019,000165,173,75,2,0,181,66,3,0,167,80,0,170,77,0,167,78,1,164,82,0,166,76,1
04019000166,04,019,000166,321,1464,52,1,389,1382,52,4,324,1465,3,316,1457,3,366,1392,1,298,1461,2,342,1415,4
04019000167,04,019,000167,229,997,22,3,270,934,33,3,207,1015,4,226,990,7,258,947,4,205,1000,3,234,969,5
04019000168,04,019,000168,380.52,279.91,15.95,0.01,444.23,213.25,14.94,0,362.59,300.79,0,349.66,304.78,0.99,396.46,260.98,0,369.56,284.87,0,375.54,275.92,0
04019000169,04,019,000169,1640.22,1315.67,45.04,1.03,1798.2,1145.14,40.13,2.03,1564.43,1346.1,4.09,1588.95,1318.46,3.06,1703.15,1183.66,3,1535.02,1359.82,7,1628.11,1240.18,2.14
04019000170,04,019,000170,625.33,1160.69,20.5,3.08,723.39,1045.37,26.56,5.06,602.19,1146.72,5.08,607.67,1145.2,3.06,679.87,1058.77,2,584.88,1150.84,3,644.08,1078.27,3.12
04019000171,04,019,000171,1031,1130,23,2,1200,963,19,1,984,1148,3,995,1137,4,1100,1010,2,946,1159,6,1035,1049,3
04019000172,04,019,000172,1548.73,1175.69,38.29,1.16,1690.69,1013.79,41.02,1.16,1481.86,1191.92,3.1,1499.34,1171.3,2.13,1615.27,1032.57,0,1432.05,1218.24,0,1577.91,1053.19,4.86
04019000173,04,019,000173,1120,973,31,2,1256,839,25,1,1099,976,3,1098,968,2,1172,871,2,1074,977,6,1129,908,2
04019000174,04,019,000174,915,1265,42,2,1051,1108,49,0,886,1288,0,903,1262,3,967,1177,0,874,1271,3,928,1194,2
04019000175,04,019,000175,988.69,671.04,49.67,5.03,1102.61,577.91,30.61,6.09,958.61,708.72,6.07,1002,664.1,6.17,1023.13,639.52,4.05,953.66,713.77,3.14,988.01,667.08,6.03
04019000176,04,019,000176,692,538,35,1,744,474,36,6,655,567,2,659,558,2,713,490,1,637,570,5,663,536,3
04019000177,04,019,000177,1054,1142,85,5,1216,986,64,6,1018,1232,3,1038,1212,4,1118,1109,2,1010,1218,3,1058,1164,3
04019000178,04,019,000178,996,935,29,1,1107,804,38,0,961,952,2,971,931,5,1031,857,1,934,960,0,978,894,2
04019000179,04,019,000179,1578,1261,29,2,1727,1087,41,3,1528,1278,2,1538,1255,1,1656,1116,2,1489,1276,6,1562,1154,3
04019000180,04,019,000180,1077,1188,43,4,1219,1019,61,4,1034,1224,8,1067,1185,5,1158,1086,4,1013,1216,6,1117,1103,5
04019000181,04,019,000181,1286,1208,30,2,1446,1024,40,4,1222,1243,6,1257,1204,6,1323,1118,2,1213,1233,4,1265,1163,4
04019000182,04,019,000182,1159,1214,62,5,1336,1035,63,1,1119,1259,3,1126,1243,2,1208,1143,1,1089,1268,4,1158,1187,5
04019000183,04,019,000183,834.04,820.05,34.96,1,945.91,687.21,44.95,0,806.07,849.02,2,820.05,821.05,1,884.98,755.13,1,788.09,848.02,4,855.01,766.11,4
04019000184,04,019,000184,1377,807,37,1,1495,683,35,1,1335,832,4,1355,805,4,1441,708,1,1296,855,2,1376,759,0
04019000185,04,019,000185,610,596,20,0,663,533,29,1,586,614,4,603,593,6,646,538,3,578,623,2,608,570,2
04019000186,04,019,000186,122,114,3,2,134,100,6,1,119,117,0,112,121,1,126,111,0,118,117,0,124,109,0
04019000187,04,019,000187,1309,1232,36,3,1471,1070,35,4,1260,1271,5,1280,1238,6,1382,1136,3,1228,1302,3,1322,1170,4
04019000188,04,019,000188,1156.72,781.43,50.77,3.98,1247.3,692.84,43.8,1.99,1125.86,821.25,1.99,1138.8,804.33,4.98,1202.51,738.63,1,1118.89,810.3,4.98,1183.6,740.62,1.99
04019000189,04,019,000189,321,729,21,1,382,660,23,4,310,734,0,320,731,0,370,673,0,309,732,0,329,695,0
04019000190,04,019,000190,196,651,23,4,263,573,30,2,203,652,2,216,631,2,238,611,1,204,647,1,225,625,1
04019000191,04,019,000191,375.8,370.92,17.57,0,409.97,341.64,12.69,0,355.3,393.37,0,373.85,375.8,0.98,388.49,352.38,0.98,358.23,386.54,0,380.68,348.47,0
04019000192,04,019,000192,1063,1084,56,3,1165,953,66,2,1010,1136,5,1062,1089,6,1118,1010,2,999,1130,1,1058,1043,5
04019000193,04,019,000193,661.95,598.35,9.64,0,773.72,475.02,20.23,0,633.04,601.25,0,643.64,588.72,0.96,668.69,551.14,0,620.52,600.28,0,656.17,563.67,0
04019000194,04,019,000194,1433,1107,31,3,1603,938,19,3,1382,1132,2,1404,1100,8,1489,992,0,1353,1137,1,1457,1010,1
04019000195,04,019,000195,877,576,11,1,936,497,15,3,814,609,1,823,590,3,888,523,1,809,603,2,840,558,2
04019000196,04,019,000196,0,5,0,0,2,3,0,0,0,5,0,0,5,0,2,3,0,1,4,0,2,3,0
04019000197,04,019,000197,754,692,44,4,884,550,42,6,732,719,5,753,690,6,816,619,4,716,723,4,755,666,6
04019000198,04,019,000198,971,509,19,1,1036,432,32,1,922,547,0,911,552,1,993,454,1,896,553,0,945,482,0
04019000199,04,019,000199,1204,892,26,2,1317,764,34,3,1156,913,1,1175,887,0,1246,806,1,1130,911,1,1196,831,0
04019000200,04,019,000200,564.06,336.64,14.67,0.82,599.11,295.07,13.86,0.82,534.71,343.98,0.82,534.71,347.24,0.82,570.58,300.78,0,524.93,352.94,0,559.98,314.63,0
04019000201,04,019,000201,859,1014,37,3,940,919,42,2,826,1040,1,840,1016,1,913,935,4,794,1053,3,873,957,2
04019000202,04,019,000202,1219.98,1126.9,33.67,2.97,1329.89,1009.06,30.7,1.98,1196.21,1141.75,1.98,1198.19,1135.81,2.97,1282.36,1022.92,0.99,1144.72,1156.61,3.96,1203.14,1060.55,0.99
04019000203,04,019,000203,311,543,33,0,390,477,18,1,306,569,0,319,554,0,357,515,0,319,552,0,326,552,0
04019000204,04,019,000204,282,56,7,0,293,49,4,0,275,61,0,278,56,0,281,54,1,270,66,0,273,65,1
04019000205,04,019,000205,1308,1000,35,0,1517,798,28,3,1264,1035,2,1292,992,0,1360,913,0,1245,1023,2,1301,956,2
04019000206,04,019,000206,209.57,144.68,5.78,0.09,226.85,121.79,12.2,0.18,196.46,158.87,0.18,212.02,143.02,0.27,213.04,140.93,0.17,203.39,150.49,0.17,212.6,142.51,1.09
04019000207,04,019,000207,1084.39,1231.34,23.69,1.04,1309.92,992.68,30.58,1.02,1048.47,1229.24,1.02,1075.6,1197.04,2.09,1160.57,1099.65,0,1054.07,1184.13,1.02,1104.73,1137.44,0.02
04019000208,04,019,000208,477,424,40,4,552,350,35,3,468,458,1,474,448,4,514,398,3,467,446,3,496,419,1
04019000209,04,019,000209,1158,963,50,4,1417,727,27,3,1137,994,2,1163,968,1,1211,888,1,1134,967,5,1196,904,0
04019000210,04,019,000210,610,1227,13,0,708,1107,23,0,601,1203,2,593,1208,2,665,1120,2,575,1214,2,630,1128,2
04019000211,04,019,000211,791,953,17,2,889,854,15,0,763,939,4,772,926,0,836,850,2,745,944,0,792,868,2
04019000212,04,019,000212,613,543,19,4,671,483,19,3,591,557,1,603,537,5,659,479,1,591,554,0,631,492,1
04019000213,04,019,000213,114,123,1,1,122,113,2,0,104,128,0,112,118,0,114,113,0,107,121,1,114,111,0
04019000214,04,019,000214,860,1197,28,1,1001,1056,21,1,827,1223,5,846,1190,3,908,1107,4,823,1199,6,877,1124,3
04019000215,04,019,000215,526,388,32,2,587,331,26,1,513,415,1,518,412,1,551,369,1,492,423,2,524,392,1
04019000216,04,019,000216,925,818,22,3,1073,674,16,1,915,809,1,922,795,6,989,719,1,882,828,2,956,736,2
04019000217,04,019,000217,1352.13,1174.9,75.67,2.99,1569.19,970.78,58.74,1.99,1343.17,1229.66,1,1363.08,1187.84,3.98,1451.7,1076.33,1,1314.29,1217.71,2.99,1380.01,1135.07,1.99
04019000218,04,019,000218,1458,1600,48,6,1573,1464,62,5,1416,1614,3,1400,1622,10,1539,1473,4,1339,1677,7,1444,1548,5
04019000219,04,019,000219,826.25,791.01,43.07,0,895.76,704.86,49.93,0.98,774.37,833.11,2.94,793.95,814.5,2.94,852.68,744.02,2.94,750.87,845.83,2.94,808.63,782.2,1.96
04019000220,04,019,000220,1315,1165,23,4,1477,976,35,0,1281,1166,2,1278,1157,9,1378,1031,3,1248,1159,2,1325,1058,2
04019000221,04,019,000221,1028.26,451.79,31.91,4.99,1080.12,395.94,32.91,1.99,975.4,509.64,2.99,983.38,496.67,1.99,1050.2,412.9,0,975.4,489.69,1,998.34,458.78,3.99
04019000222,04,019,000222,667.67,429.92,52.5,2.97,767.72,337.8,37.64,3.96,672.62,455.68,0.99,674.6,455.68,5.94,716.21,402.19,1.98,655.78,468.56,2.97,693.42,432.89,0.99
04019000223,04,019,000223,434,400,18,0,475,351,15,3,436,395,0,435,398,1,455,369,0,418,403,1,445,371,0
04019000224,04,019,000224,1368,1181,65,8,1520,1041,48,2,1308,1242,2,1344,1193,2,1467,1062,0,1302,1224,4,1383,1122,3
04019000225,04,019,000225,1293,1497,77,7,1484,1291,78,3,1275,1524,4,1274,1517,10,1371,1405,6,1248,1533,5,1322,1444,4
04019000226,04,019,000226,362,364,11,1,419,309,8,1,358,365,0,356,363,0,391,326,0,344,372,2,373,345,1
04019000227,04,019,000227,1753,1511,72,7,1861,1387,76,5,1684,1580,3,1680,1581,5,1817,1414,5,1592,1657,8,1703,1525,2
04019000228,04,019,000228,450,526,17,1,485,486,20,0,441,534,0,433,537,1,481,484,1,416,546,1,455,507,0
04019000229,04,019,000229,1780,1009,74,3,1950,839,64,2,1728,1073,6,1756,1040,11,1852,932,2,1702,1072,5,1765,1001,3
