GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRENDEL,G20PRETBLA,G20USSRJAM,G20USSDPET,G20USSGSQU,G20USSNDER,G20USSTWIL
26023023003,26,023,023003,487.6,158.28,3.36,1.98,0.01,1.25,471.36,158.96,6.28,3.14,7.07
26023023004,26,023,023004,589,247,14,4,1,4,553,260,12,0,16
26023023005,26,023,023005,538,149,9,1,1,0,528,158,3,2,3
26023023006,26,023,023006,459,154,8,1,0,1,454,148,5,4,5
26023023007,26,023,023007,227.05,59.85,1.21,1.1,0,0,221.22,60.37,2.1,1.1,5.21
26023023008,26,023,023008,512.1,492.8,14.43,7.06,3,2.08,482.74,486.68,11.2,6.18,17.51
26023023009,26,023,023009,742.67,479.23,16.79,8.84,0.98,1,714.14,475.27,9.86,3.97,15.83
26023023010,26,023,023010,912.93,596.95,19,2,1,6,917.93,560.96,8,2,20
26023023011,26,023,023011,615.92,420.6,13.11,2.02,2,2.02,580.83,419.56,10.05,3.05,22.13
26023023012,26,023,023012,1306.35,494.41,21.67,3.09,0.02,3.9,1288.33,488.51,9.89,8.81,25.53
26023023013,26,023,023013,285.32,113.02,4.28,0.14,0,0,279.55,109.37,1.14,3.14,3.28
26023023014,26,023,023014,760.13,261.92,9.85,0.99,0,0.98,726.65,274.72,3.94,1.97,16.74
26023023015,26,023,023015,617.63,237.13,5.51,2.76,0,0,622.23,224.26,2.76,2.76,5.51
26023023016,26,023,023016,453.63,204.14,4.93,1.97,0,0,456.59,189.34,1.97,2.96,9.86
26023023017,26,023,023017,211,54,3,0,0,1,213,55,0,0,2
26023023018,26,023,023018,1083.91,408.43,18.98,2.02,1.99,2.01,1063.8,417.42,5.05,3.02,17.02
26023023019,26,023,023019,522,203,11,0,0,1,502,209,5,1,9
26023023020,26,023,023020,842,316,8,3,0,2,827,312,5,2,17
26023023021,26,023,023021,749.37,272.86,7.07,2.03,0,2,707.41,275.66,8.03,6.04,18.14
26023023022,26,023,023022,982.91,421.1,14.15,2.02,1,5.02,930.38,434.3,14.06,7.03,20.26
26025025001,26,025,025001,92,446,4,0,0,0,88,438,4,1,7
26025025002,26,025,025002,87.32,304.64,3.88,0.97,0,0,80.52,304.64,0.97,0,4.85
26025025003,26,025,025003,194,435,12,2,0,2,208,411,4,6,14
26025025004,26,025,025004,184,306,3,2,0,1,180,301,7,1,2
26025025005,26,025,025005,256.91,444.84,9,1,0,0,245.91,434.84,6,2,13
26025025006,26,025,025006,125,206,3,1,0,0,122,206,3,0,3
26025025007,26,025,025007,460,187,5,0,0,0,427,197,7,2,10
26025025008,26,025,025008,946,354,17,2,0,3,921,350,12,4,16
26025025009,26,025,025009,388.53,398.29,13.38,1.06,0.02,3.01,387.16,390.92,8.23,2.14,10.44
26025025010,26,025,025010,627.41,802.72,17.04,5.98,0,4.01,602.52,781.75,16,7.98,30.95
26025025011,26,025,025011,454,383,13,2,0,2,451,371,5,1,15
26025025012,26,025,025012,573,484,16,1,2,1,550,481,8,4,23
26025025013,26,025,025013,187.26,366.63,4.93,0.99,0.99,0.99,174.45,349.88,3.94,3.94,16.75
26025025014,26,025,025014,126.74,620.37,6.07,0.01,0.01,1.01,123.55,603.12,6.06,5.06,10.25
26025025015,26,025,025015,256.65,546.58,9.81,0.22,1.99,3.24,244.65,525.9,11.85,3.32,20.08
26025025016,26,025,025016,232,852,11,1,1,1,235,806,13,7,20
26025025017,26,025,025017,322.31,414.18,17.64,2.11,0,2.05,300.12,410.77,8.53,6.18,19.48
26025025018,26,025,025018,528,905,18,5,4,3,558,862,15,2,10
26025025019,26,025,025019,540.25,734.81,17.92,5.18,2.04,1.14,536.74,705.94,16.53,3.2,24.82
26025025020,26,025,025020,222,324,10,4,1,3,216,314,13,3,9
26025025021,26,025,025021,474,441,22,2,0,0,472,428,11,2,15
26025025022,26,025,025022,767.01,728.04,19.16,3.4,0,0.24,784.09,694.44,13.04,2.4,8.36
26025025023,26,025,025023,526.32,527.31,10.96,2.99,0,1.99,515.35,508.37,10.96,1,11.96
26025025024,26,025,025024,332.32,447.28,13.52,4.83,0,2.9,311.07,438.59,15.46,3.86,19.32
26025025025,26,025,025025,725,553,7,0,1,0,748,519,3,1,6
26025025026,26,025,025026,711.01,662.55,15.82,0,0.99,0.99,743.64,622,6.92,3.96,4.94
26025025027,26,025,025027,845.02,738.6,17.69,2.13,1,3.08,885.04,690.09,8.33,0.13,14.44
26025025028,26,025,025028,716.54,849.59,25.77,8.14,0,7.09,729.57,822.02,20.37,5.14,23.48
26025025029,26,025,025029,786.99,595.45,15.18,6,0.01,1.01,817.36,559,7.08,2.04,4.06
26025025030,26,025,025030,1106.44,601.82,22.55,2.86,0.23,4.5,1096.99,591.06,11.42,5.55,16.95
26025025031,26,025,025031,869.9,587.45,22.85,4.39,1.75,3.52,853.25,581.28,7.06,10.52,21.96
26025025032,26,025,025032,856.8,848.08,17.4,6.71,0,1.95,849.08,825.05,13.48,4.82,26.9
26025025034,26,025,025034,741,293,10,2,1,0,699,301,7,9,15
26025025035,26,025,025035,856,319,12,3,1,2,810,340,5,7,18
26025025036,26,025,025036,476,149,5,1,0,1,452,151,2,3,6
26025025037,26,025,025037,717.79,305.41,10.44,0.19,1.09,0.29,701.04,307.21,3.75,1.09,14.71
26025025038,26,025,025038,613,184,13,0,0,3,603,182,4,2,13
26025025039,26,025,025039,571.99,357.86,23.15,3.86,0,1.93,562.34,344.35,18.33,6.75,18.33
26025025040,26,025,025040,1094,582,32,4,1,4,1088,580,5,3,16
26025025041,26,025,025041,711.67,587.79,14.7,1.96,0.01,5.87,699.89,570.1,13.73,7.82,18.64
26025025042,26,025,025042,1112.43,626.77,23.37,4.33,0,2.6,1113.3,609.46,11.25,4.33,14.72
26025025043,26,025,025043,646,310,17,1,0,1,651,309,7,2,4
26025025044,26,025,025044,911,288,13,0,0,1,841,325,8,6,20
26025025045,26,025,025045,449,146,12,2,0,0,428,161,9,3,2
26025025046,26,025,025046,902,352,14,1,0,1,882,358,3,2,16
26025025047,26,025,025047,796.95,423.79,13.67,0.08,0.08,4.13,780.53,421.38,6.38,0.25,13.67
26025025048,26,025,025048,817.44,392.63,13.81,2.96,2.96,3.94,805.63,387.69,6.91,2.96,14.79
26025025049,26,025,025049,985.46,1001.1,44.56,7.09,1.05,1.12,1010.58,967.68,19.24,9.05,22.4
26025025050,26,025,025050,917.05,990.24,37.94,4.98,0.98,5.94,948.05,953.14,14.96,1.02,20.07
26025025051,26,025,025051,1204.05,823.03,29.69,2.98,0.01,1.99,1230.75,784.5,10.89,1.98,21.73
26025025053,26,025,025053,1144.05,476.21,15.33,1.92,1.92,2.87,1111.47,489.62,8.62,5.75,15.33
26025025054,26,025,025054,1252.22,606.46,22.94,2.01,0.99,3.97,1221.45,586.53,18.95,8.96,21.94
26025025055,26,025,025055,649.27,603.73,20.35,4.85,0.97,2.91,645.4,581.44,10.66,2.91,17.44
26025025056,26,025,025056,1003.21,537.59,23.56,1.81,0.91,2.71,1004.96,516.79,7.25,0.91,26.29
26025025057,26,025,025057,575.78,263.52,6.12,0.03,1,2,529.56,281.52,12.03,1,17.15
26025025058,26,025,025058,544.96,431.63,17.74,0,0,0,539.05,409.95,13.8,0.99,14.78
26025025059,26,025,025059,424.96,465,14.03,2,0,2.01,404.96,445.98,16.02,6.01,16.03
26025025060,26,025,025060,581,258,8,1,1,1,561,250,7,5,16
26027001001,26,027,001001,18.77,19.59,1.22,0.33,0.04,0,18.89,18.49,0.78,0.24,0.69
26027027001,26,027,027001,574.55,427.24,7.06,0.01,0,3.01,598.55,383.18,6.02,1.01,12.04
26027027002,26,027,027002,254.01,419.9,7,3,3,2,246.01,398.9,10,3,12
26027027003,26,027,027003,390,396,18,1,0,0,406,378,4,2,6
26027027004,26,027,027004,336.12,285.31,12.7,0.98,0,1.95,341.98,277.49,2.93,1.95,4.89
26027027005,26,027,027005,1052.6,520.48,17.45,0,0,1.94,1052.6,475.9,4.85,3.88,12.6
26027027006,26,027,027006,1085,556,20,2,1,1,1071,548,5,5,14
26027027008,26,027,027008,933.83,453.87,20.14,2.05,0,2.01,934.24,431.35,9.12,4.97,15.99
26027027009,26,027,027009,788.67,752.55,21.05,5,2,3,796.65,711.53,15.01,5.01,16.04
26027027010,26,027,027010,759.52,426.17,24.95,2.99,1,2,747.54,406.21,14.97,4.99,24.95
26027027011,26,027,027011,942.26,345.36,14.97,1,1,2.99,943.26,326.4,8.98,2,13.97
26027027012,26,027,027012,1356,596,19,1,0,3,1379,548,12,2,14
26027027013,26,027,027013,644.24,229.28,11.06,2.01,0,0.01,633.23,227.2,2.04,5.01,12.06
26027027014,26,027,027014,1031.38,529.84,21.72,3.94,0,1.98,1052.97,486.52,12.81,1.99,10.9
26027027015,26,027,027015,1137,534,15,4,2,3,1146,498,6,4,10
26027027016,26,027,027016,614.8,396.6,3.05,3.01,0,2.01,631.81,368.51,6.03,0.01,8.04
26027027017,26,027,027017,784.44,437.64,6.56,2,1,2.06,789.44,409.22,12.16,2.12,9.4
26027027018,26,027,027018,877,355,15,1,0,0,887,327,9,2,4
26027027019,26,027,027019,707.21,299.19,6.06,2.01,0,1.03,716.15,275.1,4.09,1.02,8.12
26027027020,26,027,027020,1128.96,564.98,10,4,0,5,1149.95,508.98,4,4,17
26027027021,26,027,027021,455,194,2,2,0,1,455,183,3,0,8
26027027022,26,027,027022,831.14,402.71,12.98,1.97,1.95,1.02,820.55,388.87,8.85,2,18.65
26029029001,26,029,029001,468.89,351.94,2.96,1.97,0,0.99,485.58,326.43,3.93,0.98,0.99
26029029002,26,029,029002,1233.22,1002.3,28.98,4,1,2,1267.19,960.32,17.99,6.99,12.99
26029029003,26,029,029003,543.02,334.9,5.47,2.16,1,0,538.34,328.62,3.2,2.08,5.24
26029029004,26,029,029004,128.38,64.67,1.21,1.02,0,0.05,128.14,61.96,0.05,1.02,0.24
26029029005,26,029,029005,258.69,286.53,2.89,1.63,0,0.05,280.63,263.97,1.68,0.87,0.96
26029029006,26,029,029006,205.86,245.16,2.81,0.94,0,0,206.79,240.48,0.94,0.94,2.81
26029029007,26,029,029007,293.96,225.75,3.84,0,0,0,290.12,224.79,0.96,0.96,4.8
26029029008,26,029,029008,630.79,611.41,12.15,2.35,0,0.94,660.45,584.14,3.33,2.16,4.2
26029029009,26,029,029009,705.83,354.87,13.95,1,0,1.99,685.93,358.84,7.98,3.98,6.97
26029029010,26,029,029010,307.93,221.23,1.99,4.98,1,0,319.89,211.27,2.99,0,1
26029029011,26,029,029011,706.8,422.78,11.82,1.01,0.98,0.01,742.12,388.38,1.07,0.99,2.96
26029029012,26,029,029012,764.53,586.07,11.7,4.88,0,2.93,783.06,566.57,7.8,0,4.88
26029029013,26,029,029013,268.21,134.12,4.79,0.98,0,0.95,263.45,137.84,0.95,0.98,4.76
26029029014,26,029,029014,707.81,380.37,16.67,2.94,0,1.96,722.51,362.73,2.94,0,6.86
26029029015,26,029,029015,490.39,340.31,11.53,3.85,0,0,498.07,333.57,4.8,1.92,5.76
26029029016,26,029,029016,299.73,206.1,5.02,0.06,0,0.04,300.03,201.07,1,0,2.95
26029029017,26,029,029017,124.12,106.64,1.75,2.62,0,0,121.5,104.01,1.75,1.75,2.62
26029029018,26,029,029018,53.52,94.85,1.35,0,0,0,60.3,86.04,0.68,0.68,0.68
26029029019,26,029,029019,810.44,380.11,8.24,2.01,0.02,1,820.06,363.52,8.96,1.03,2.08
26029029020,26,029,029020,728.78,471.7,9.02,4,0,0,741.81,448.68,8.01,1.01,8.01
26029ZZZZZZ,26,029,ZZZZZZ,115.19,126.22,2.03,0.65,0,0.12,119.82,119.43,1.04,0.7,1.33
26031031001,26,031,031001,423.42,216.66,8.9,0.99,0.99,0,420.45,212.7,4.95,0,6.93
26031031002,26,031,031002,474,231,8,0,0,0,457,243,1,2,7
26031031003,26,031,031003,1334.49,737.72,28.11,2.13,3.06,1.07,1325.7,724.46,9.99,5.06,10.33
26031031004,26,031,031004,363.81,171.92,3,0,0,0,369.81,166.92,0,0,1
26031031005,26,031,031005,108,71,5,1,0,0,114,65,2,0,2
26031031006,26,031,031006,825.14,582.05,24.82,4.28,0,3.42,796.89,583.76,16.26,5.14,18.83
26031031007,26,031,031007,135.19,102.56,1.86,1.86,0.93,0.93,137.98,98.83,0,0.93,4.66
26031031008,26,031,031008,176.01,65.52,5.13,0.64,0,0,169.11,70.15,3.2,0.01,2.69
26031031009,26,031,031009,397.12,152.49,8.31,0,0,0.92,380.17,168.91,0.92,0,5.1
26031031010,26,031,031010,371.1,222,6.1,0.01,0.01,1.02,370.98,221,0.07,1,0.1
26031031011,26,031,031011,113.97,67.28,2.02,0.02,0,0,107.94,70.19,2.05,1,1.03
26031031012,26,031,031012,993.28,550,17.15,2.2,1,2.16,975.96,559.08,6.75,2.24,8.87
26031031013,26,031,031013,473.16,204.05,6.9,0.99,0,0,471.19,204.05,2.96,1.97,4.93
26031031014,26,031,031014,178.33,136.88,0.93,0.91,0.01,0.01,176.63,131.44,2.7,0.02,1.79
26031031015,26,031,031015,372.11,166.04,5,0,0,2,357.11,176.05,5,4,5
26031031016,26,031,031016,566.19,278.08,9,1,0,0,569.19,272.08,1,1,3
26031031017,26,031,031017,281,174,10,0,1,0,286,168,3,0,2
26031031018,26,031,031018,580.62,253.95,10.65,1.46,0.04,0.08,549.07,273.06,5,3.08,7.07
26031031019,26,031,031019,1343.94,749.59,26.2,2.03,0,4,1348.74,748.71,6.11,0.02,16.12
26031031020,26,031,031020,62.15,18.91,0,0,0,0,57.28,20.54,0,0,1.08
26031031021,26,031,031021,190.83,80.71,0.99,0,0,1.98,179.79,86.04,1.98,0,3.22
26031031022,26,031,031022,303.55,120.08,4.8,2.88,0.96,0,290.11,126.8,4.8,1.92,5.76
26031ZZZZZZ,26,031,ZZZZZZ,120.34,85.83,3.15,0.62,0,0.42,116.7,85.47,2.27,0.63,2.49
26033033001,26,033,033001,328.59,544.21,7.97,3.98,0,0.99,322.59,534.28,14.92,1.99,4.98
26033033002,26,033,033002,890.41,381.32,10.98,2.99,0,2.99,874.44,390.3,3.99,2,4.99
26033033003,26,033,033003,89.41,22.85,1.99,0.99,0,0,81.46,27.82,0.99,0,1.99
26033033004,26,033,033004,476.05,174.91,7.95,1.99,0,1.99,469.09,176.9,1.99,0,4.97
26033033005,26,033,033005,299.76,220.67,0.98,0.98,0,0,287.07,229.46,0,0.98,0
26033033006,26,033,033006,487.79,242.79,5.01,0.01,0,0,471.63,256.9,2,2.01,2
26033033007,26,033,033007,89.43,32.79,0,0,0,0,89.43,26.83,0.99,0,2.98
26033033008,26,033,033008,1002,461,22,1,1,4,961,491,8,5,18
26033033009,26,033,033009,717.71,217.32,10.03,2.02,1,3.01,711.69,222.3,3.03,3.01,4.02
26033033010,26,033,033010,293.64,168.52,2.17,3.02,1.01,0.04,294.66,158.54,7,1.03,2.07
26033033011,26,033,033011,550,193,11,2,0,0,540,201,1,1,4
26033033012,26,033,033012,1034.35,1034.27,45.01,9,4,2,1034.34,1035.28,22,3,22.01
26033033013,26,033,033013,1039.29,823.2,32.99,3,0,3,1021.29,842.19,7,2,20
26033033014,26,033,033014,1016,814,31,5,6,1,1000,817,12,7,16
26033033015,26,033,033015,1184,591,28,1,0,3,1169,611,6,0,10
26033033016,26,033,033016,280.36,209.52,0,0,0,0,274.37,205.53,0,1,2
26033033017,26,033,033017,468.02,295.1,7.05,0.01,0,2.01,465.97,285.12,5.01,1,7.03
26033033018,26,033,033018,153.21,83.05,3,1,0,0,148.19,81.07,3,1,1
26033033019,26,033,033019,281.28,137.6,5.93,0.99,0,1.98,281.28,135.58,2.97,0.99,0.02
26033ZZZZZZ,26,033,ZZZZZZ,8.47,7.02,0.12,0.04,0,0.03,8.29,7.04,0.11,0.03,0.03
26035035001,26,035,035001,310,69,6,0,0,0,311,72,0,0,1
26035035002,26,035,035002,824.18,628.07,17.22,8.99,0.02,0.07,829.75,612.54,10.02,3.99,10.07
26035035003,26,035,035003,305,133,8,1,0,0,292,144,1,4,3
26035035004,26,035,035004,466.76,243.18,5.88,1.96,0,0,450.09,248.09,5.88,0.98,5.88
26035035005,26,035,035005,457.35,163.08,6.37,0.08,0,0.03,446.42,161.48,4.29,4.08,4.34
26035035006,26,035,035006,703.24,359.82,10.12,0.04,0,4,658.91,374.91,9.12,7.02,10.12
26035035007,26,035,035007,1185.02,505.56,18.26,2.92,0.96,3.82,1163.09,525.52,4.84,0.98,7.71
26035035008,26,035,035008,458,173,5,0,0,0,452,169,1,3,2
26035035009,26,035,035009,713,288,5,4,0,0,672,310,7,2,11
26035035010,26,035,035010,586,360,13,2,0,2,567,364,7,3,11
26035035011,26,035,035011,401,128,8,1,0,1,379,142,5,1,2
26035035012,26,035,035012,787.84,316.56,15.66,2.92,0,0,759.48,324.31,11.73,3.95,11.73
26035035013,26,035,035013,771.81,390.36,2.97,0,0,2.97,740.1,407.2,2.97,3.96,7.93
26035035014,26,035,035014,671,395,5,1,0,1,640,407,5,1,9
26035035015,26,035,035015,167,67,3,0,0,0,158,71,0,0,3
26035035016,26,035,035016,480.98,171.17,6.48,0.08,0.03,2.1,464.4,175.7,4.13,1.03,9.2
26035035017,26,035,035017,189.47,74.27,1.9,2.86,0,1.9,179,85.69,1.9,0,1.9
26035035018,26,035,035018,1157.82,640.2,22.04,5.01,2,2.01,1092.76,679.25,15.01,6,11.02
26035035019,26,035,035019,206.53,85.73,1.1,0.14,0,0.1,193,91.31,0.1,1,1.1
26037000002,26,037,000002,14.36,14.34,0.35,0.08,0,0.02,13.83,14.24,0.37,0.02,0.2
26037004042,26,037,004042,64.98,116.78,1.94,0.76,0.01,0.19,60.71,116.99,2.57,1.03,2.25
26037037001,26,037,037001,603,543,12,3,2,0,584,530,9,3,19
26037037002,26,037,037002,566.59,915.79,18.69,3.93,1.97,3.93,558.72,909.89,15.74,8.85,8.85
26037037003,26,037,037003,558,559,14,3,0,1,546,551,7,1,10
26037037004,26,037,037004,783.41,1322.21,26.31,4.07,1.03,0.07,848.28,1238.11,16.26,5.15,10.15
26037037005,26,037,037005,349.57,745.07,18.01,3,0,1,367.58,731.05,7.01,1,7.01
26037037006,26,037,037006,476,241,6,1,0,3,477,224,2,3,6
26037037007,26,037,037007,1030.67,665.97,36.61,1.04,2.94,4.9,1039.34,672.88,3.1,0.06,15.76
26037037008,26,037,037008,1163,297,19,2,1,2,1172,295,7,0,6
26037037009,26,037,037009,568,751,29,0,2,2,595,721,8,5,6
26037037010,26,037,037010,827.6,1051.59,26.32,2.08,4,1,871.99,1005.73,8.08,2.03,9.14
26037037011,26,037,037011,748,987,15,1,1,2,852,895,6,1,3
26037037012,26,037,037012,586.4,660.41,11.68,2.92,0,0,601.01,630.27,2.92,0.97,4.86
26037037013,26,037,037013,757,890,18,2,1,1,782,860,10,2,8
26037037014,26,037,037014,515.46,479.15,14.1,3.01,1,3.02,511.46,477.15,8.01,1.01,11.06
26037037015,26,037,037015,672.54,793.56,20.83,2.98,0.99,4.96,691.39,765.78,6.94,0,3.97
26037037016,26,037,037016,381.69,449.84,12.06,2.07,0.02,1,370.36,445.26,11.04,3.03,9.03
26037037017,26,037,037017,573.08,775.12,21.49,1.07,0.03,1.94,552.59,774.3,11.75,2.96,14.64
26037037018,26,037,037018,852,452,19,4,1,2,834,440,13,3,10
26037037019,26,037,037019,1020,781,17,4,1,2,1012,759,8,3,17
26037037020,26,037,037020,317.66,905.96,5.44,3.85,0.96,0.06,349.47,875.39,4.19,2,3.32
26037037021,26,037,037021,781,344,19,3,1,1,757,357,5,3,10
26037037022,26,037,037022,916.14,462.38,19.08,2,0.01,1.01,900.16,466.4,7.01,5,5.03
26037037023,26,037,037023,254,84,6,2,0,1,248,95,1,0,2
26037037024,26,037,037024,1003.24,624.13,29,2,1,4.99,1003.26,626.06,3.02,3,15.97
26037037025,26,037,037025,380.25,242.17,14.34,3.82,1.91,2.86,368.76,244.11,5.73,3.82,12.42
26037037026,26,037,037026,865.57,459.95,16.41,3.08,0.04,1.07,839.42,476.86,3.15,3.08,6.27
26037037027,26,037,037027,800,456,23,1,0,4,800,449,10,3,7
26037037028,26,037,037028,800.91,676.68,21.42,5.01,0.03,2.06,803.01,673.76,11.03,2,6.18
26037037029,26,037,037029,845.01,616.45,36.95,6.95,0.02,0.03,827.21,622.45,18.87,7.94,7.05
26037037030,26,037,037030,701.26,603.51,20.95,1,0,1,693.28,603.51,4.99,0,8.98
26037037031,26,037,037031,1189.62,1054.68,32.74,2.98,0.99,2.98,1195.57,1034.84,9.92,1.98,8.93
26037037032,26,037,037032,906,774,17,4,0,2,909,761,5,1,11
26037037033,26,037,037033,1040,1017,27,6,0,1,1054,983,11,2,14
26037037034,26,037,037034,1249,274,15,1,1,1,1238,283,5,2,6
26039039001,26,039,039001,709,324,7,3,1,1,710,314,7,3,5
26039039002,26,039,039002,537.53,236.86,5.02,2,0.01,0.01,515.53,238.86,2,4,5.01
26039039003,26,039,039003,455.74,294.83,11.99,3,1,1,451.74,285.84,6,1,8
26039039004,26,039,039004,146,78,1,1,0,0,147,76,1,0,2
26039039005,26,039,039005,744.37,441.22,10.01,1,0,0,765.36,419.21,1,1,5.01
26039039006,26,039,039006,729,404,12,4,1,2,706,404,6,4,11
26039039007,26,039,039007,469.23,243.12,3,1,1,0,461.23,243.13,2,2,4
26039039008,26,039,039008,305.46,163.1,4.15,1.09,0.04,0.02,302.22,165.07,3.13,0.07,3.18
26039039009,26,039,039009,297,102,5,1,0,0,288,103,2,1,7
26039039010,26,039,039010,707,391,10,7,1,0,687,410,4,4,2
26041041001,26,041,041001,374.71,136.54,4.72,2.76,0.11,0.18,349.57,156.55,4.76,1.05,1.28
26041041002,26,041,041002,682.91,198.68,12.01,1.85,1.85,0.92,661.65,216.24,4.62,0,4.62
26041041003,26,041,041003,177.88,86.11,1.31,0.03,0,0.01,164.53,98.22,1.06,0.07,0.1
26041041004,26,041,041004,350.56,217.5,5.97,0,0.85,0.85,339.47,225.18,0.85,0.85,1.71
26041041005,26,041,041005,292.41,127.89,5.05,0.07,0.15,0.15,277.38,139.86,0.57,0.02,3.4
26041041006,26,041,041006,335.35,215.07,5.64,0.09,0.05,0.14,314.64,228.38,1.23,1.09,1.14
26041041007,26,041,041007,562.88,436.05,22.8,2.85,0,1.43,550.05,443.89,7.12,4.28,8.55
26041041008,26,041,041008,1260.93,930.47,17.75,7.33,1,4.16,1259.36,909.5,13.83,7.5,10.02
26041041009,26,041,041009,980,757,27,2,0,4,952,760,12,6,20
26041041010,26,041,041010,587.29,449.95,17.24,2.63,0.96,2.28,551.47,465.34,7.54,2.99,14.61
26041041011,26,041,041011,1249.13,568.65,14.97,0.9,0.24,0.67,1215.69,574.93,9.63,2.4,7.21
26041041012,26,041,041012,276.43,120.16,6.22,0.05,0.85,0.89,249.43,146.93,2.64,0.03,2.63
26041041013,26,041,041013,197.24,119.48,3.82,0.06,1.76,0.04,184.22,133.13,1.86,0.03,0.09
26041041014,26,041,041014,122.33,58.62,3.4,0,0.85,0,120.63,58.62,0.85,0,2.55
26041041015,26,041,041015,821.95,458.91,7.38,5.05,1.06,3.03,823.27,449.46,5.14,1,9.14
26041041016,26,041,041016,333.51,203.06,6.37,0.99,1.08,1.98,318.54,219.85,0.11,1.01,4.22
26041041017,26,041,041017,644.81,510.95,16.62,1.75,0.87,2.62,648.31,510.95,5.25,2.62,3.5
26041041018,26,041,041018,1019.99,577.11,15.71,5.16,1.08,1.23,1020.84,577.04,1.65,0.28,7.45
26041041019,26,041,041019,313.28,150.23,4.15,1.17,0,1.95,289.27,171,4.22,1.04,2.01
26041041020,26,041,041020,735.2,360.74,16.07,0,0.04,2,716.54,379.06,0.06,1.04,4.02
26041041021,26,041,041021,241.94,105.15,8.34,1,0.06,1.04,237.43,113.55,1.03,2,1.23
26041041022,26,041,041022,650.25,334.7,9.5,3.08,1.04,1.08,626.85,340.28,5.25,2.08,11.54
26041041023,26,041,041023,971.68,466.61,16.33,3.09,0.09,2.29,933.18,492.19,5.47,1.5,4.73
26041ZZZZZZ,26,041,ZZZZZZ,22.5,15.45,0.57,0.09,0.01,0.05,21.84,15.89,0.23,0.12,0.22
26043043001,26,043,043001,233.04,51.5,0,0,0,0.98,226.23,54.42,0.97,0,0.98
26043043002,26,043,043002,783.61,276.63,8.67,0,0,0,777.83,280.48,0.96,0.96,3.86
26043043003,26,043,043003,663,270,7,0,0,2,652,272,5,0,3
26043043004,26,043,043004,1132.76,470.49,19.98,0,1,3,1118.78,480.47,4.99,3,5.99
26043043005,26,043,043005,336.02,90.98,1.98,0,0,0,324.16,99.88,0,0,3.95
26043043006,26,043,043006,836.32,487.76,17.34,2,0,0,844.09,479.91,4.04,0.04,7.15
26043043007,26,043,043007,721.29,471.12,26.01,3,1,0,712.29,486.13,7,5,7
26043043008,26,043,043008,793,493,28,1,1,1,781,503,10,1,10
26043043009,26,043,043009,799.3,435.69,11.03,2,1,1,786.26,446.72,8.01,1,7.02
26043043010,26,043,043010,918.72,490.31,23.97,2,2,3,892.75,507.29,9.99,3,11.98
26043043011,26,043,043011,857.79,559.54,21.56,2.94,1,2.93,819.61,585.9,9.78,2.94,13.71
26043043012,26,043,043012,630.86,302.12,8.33,1.04,1.97,0.07,620.02,302.97,2.18,1.06,4.24
26043043013,26,043,043013,501.7,183.45,8.12,1.01,1.02,0,487.47,200.53,2.02,1.01,5.08
26043043015,26,043,043015,378.68,146.7,5.01,0.01,1,0,359.82,164.5,0.02,1.99,3
26043043016,26,043,043016,30.73,14.71,0,0,0,1.02,28.5,16.81,0.03,0,1.03
26045045001,26,045,045001,1238.86,428.59,20.16,1,0.01,1.92,1186.79,442.31,8.61,2.93,20.15
26045045002,26,045,045002,1100.92,638.01,29.68,3.96,0,0.99,1039.59,672.63,7.91,3.96,18.79
26045045003,26,045,045003,571.88,243.25,12.91,1.99,0,2.98,524.22,265.09,5.96,3.97,14.89
26045045004,26,045,045004,1098.92,644.95,26,7,1,5,1042.92,665.95,13,5,25
26045045005,26,045,045005,598.8,578.11,11.49,4.77,0.96,4.75,574.89,582.96,8.57,5.7,17.17
26045045006,26,045,045006,488.51,425.56,12.75,1.96,0.01,3.87,471.77,427.67,9.72,0.98,12.72
26045045007,26,045,045007,589.08,519.05,29,5,1,0,565.08,530.05,9,4,11
26045045008,26,045,045008,657,551,26,2,2,3,617,559,13,4,19
26045045009,26,045,045009,735,302,16,1,0,3,696,336,2,4,13
26045045010,26,045,045010,677.02,866,10.08,3.59,0.15,1.89,689.18,834.61,7.49,4.45,7.93
26045045011,26,045,045011,914,1178,24,2,0,5,936,1136,11,3,12
26045045012,26,045,045012,341,760,12,2,0,0,349,738,9,1,4
26045045013,26,045,045013,653,996,27,6,0,4,678,979,10,2,14
26045045014,26,045,045014,432,985,17,4,0,2,441,963,9,3,14
26045045015,26,045,045015,503.98,836,11.92,3.41,0.85,5.11,527.82,799.39,8.51,2.55,11.07
26045045016,26,045,045016,319,740,10,4,2,2,304,737,7,1,16
26045045017,26,045,045017,335.6,808.81,24.75,7.92,0,1.98,342.53,800.89,12.87,1.98,16.83
26045045018,26,045,045018,357,733,8,5,0,2,358,732,11,1,5
26045045019,26,045,045019,521.4,913.19,26.25,0.08,0,2.02,537.47,888.11,6.13,2.02,21.17
26045045020,26,045,045020,250,504,6,3,2,1,238,503,12,1,7
26045045021,26,045,045021,728,846,19,0,2,3,748,819,8,5,7
26045045022,26,045,045022,571,654,10,1,2,3,595,632,2,0,3
26045045023,26,045,045023,472,922,10,4,0,2,463,923,5,1,5
26045045024,26,045,045024,304,701,10,3,1,3,307,682,6,1,13
