GEOID20,STATEFP,COUNTYFP,DISTRICT,G18SSCRJAC,G18SSCRANG,G18SSCDEAR,G18SACRHEA,G18SACDARR,G18SACRGRI,G18SACRRAY,G18SACDHAM,G18SACRKIT,G18SACDCOL,G18SACLMON
37023000052,37,023,000052,204.05,175.56,220.5,376.52,219.6,253.27,139.2,204.44,367.36,209.52,20.23
37023000053,37,023,000053,354,353,232,688,250,473,229,227,661,226,46
37023000062,37,023,000062,164.99,100.99,123.99,257.98,133.99,186.98,80.99,122.99,252.98,125.99,14
37023000064,37,023,000064,154.05,117.58,122.4,263.8,127.3,175.63,97.97,111.63,258.89,112.62,13.72
37023000065,37,023,000065,206,159,122,357,132,245,126,115,354,121,13
37023000066,37,023,000066,307.46,259.42,277.68,554.39,289.21,358.39,214.26,267.11,539.02,272.87,29.79
37023000070,37,023,000070,492.03,321.61,334.43,786.15,354.59,527.77,288.62,321.61,767.83,339.02,34.82
370230029-A,37,023,0029-A,235.02,149.3,86.69,387.2,81.87,293.77,96.32,81.87,385.28,77.06,11.56
370230029-B,37,023,0029-B,213.8,170.36,134.13,375.01,140.2,256.8,127.5,129.64,370.85,124.11,23.15
370230047-A,37,023,0047-A,282,217,527,479,542,333,175,511,467,530,25
370230047-B,37,023,0047-B,227,173,241,381,262,265,133,241,362,255,25
37025001-02,37,025,001-02,637.18,359.49,478.2,1015.63,495.29,727.47,269.3,467.05,963.4,461.94,81.57
37025001-04,37,025,001-04,823.65,489.13,1460.34,1289.21,1527.23,859.45,450.51,1443.37,1208.16,1451.82,141.4
37025001-07,37,025,001-07,658,365,600,1022,628,678,353,575,983,586,78
37025001-08,37,025,001-08,639.82,438.51,1235.8,1068.37,1261.71,726.53,381.7,1189.95,999.6,1158.06,167.43
37025001-10,37,025,001-10,514,357,763,867,787,562,314,736,800,717,137
37025001-11,37,025,001-11,930.98,554.63,1245.45,1470.56,1302.47,992.01,518.66,1212.34,1377.38,1217.19,167.46
37025002-01,37,025,002-01,524.51,265.17,553.65,795.5,581.81,534.22,253.51,541.99,750.82,540.05,79.65
37025002-02,37,025,002-02,712.8,465.17,1078.91,1193.5,1094.45,817.68,393.3,1029.38,1120.67,1012.88,141.78
37025002-03,37,025,002-03,1154.76,677.58,1431.55,1798.82,1486.99,1293.83,561.49,1389.09,1675.7,1377.61,223.13
37025002-05,37,025,002-05,960,449,1059,1420,1103,969,483,1021,1333,1019,156
37025002-06,37,025,002-06,426.98,275.99,968.96,714.97,974.96,442.98,278.99,928.96,640.97,940.96,102
37025002-07,37,025,002-07,777.8,386.5,842.41,1154.52,878.5,797.84,406.52,794.02,1094.14,832.75,107.09
37025002-08,37,025,002-08,985.2,616.5,1848.59,1603.48,1885.5,1102.16,538.48,1785.98,1481.86,1759.26,246.91
37025002-09,37,025,002-09,916.52,538.78,2147.33,1422.12,2232.24,937.01,554.4,2106.33,1305.96,2100.47,232.3
37025003-00,37,025,003-00,1071.62,679.23,1113.19,1745.81,1151.07,1160.31,589.63,1075.24,1626.26,1049.38,203.36
37025004-01,37,025,004-01,408.27,248.56,714.73,646.85,735.69,431.23,234.58,679.79,612.91,685.78,77.86
37025004-03,37,025,004-03,440,290,727,738,748,519,222,708,694,711,69
37025004-08,37,025,004-08,311.02,169.01,263.04,486.03,272.04,327.02,160.01,251.04,442.03,252.04,56
37025004-09,37,025,004-09,757.73,423.73,613.83,1185.45,642.93,832.95,352.5,602.74,1129.14,597.67,94.52
37025004-11,37,025,004-11,430.59,287.23,690.5,711.86,731.31,503.97,204.89,694.54,667.12,690.54,75.55
37025004-12,37,025,004-12,587,352,1193,926,1226,669,286,1161,889,1159,98
37025004-13,37,025,004-13,1136,622,1074,1774,1114,1255,511,1032,1692,1045,138
37025005-00,37,025,005-00,685,428,349,1120,370,837,284,320,1063,338,89
37025006-00,37,025,006-00,578,375,170,956,194,699,246,152,937,163,40
37025007-00,37,025,007-00,334.98,185.99,112.99,520.97,127.99,397.97,119.99,109.99,500.97,117.99,26
37025008-00,37,025,008-00,1055,579,461,1619,507,1210,395,428,1582,463,73
37025009-00,37,025,009-00,707.22,401.42,242.05,1118.61,262.97,831.73,266.95,230.1,1076.77,240.06,54.78
37025010-00,37,025,010-00,1310.93,576.21,692.85,1887.14,724.75,1406.63,476.52,657.96,1833.3,681.88,89.72
37025011-01,37,025,011-01,678,441,1234,1105,1285,796,333,1232,1036,1220,129
37025011-02,37,025,011-02,749.78,460.58,519.95,1211.39,550.03,835.27,380.05,485.9,1126.23,496.94,122.22
37025012-03,37,025,012-03,429.73,211.44,470.27,627.15,498.31,415.77,215.42,454.21,592.09,465.22,63.14
37025012-04,37,025,012-04,372,246,616,601,655,413,204,606,568,603,72
37025012-05,37,025,012-05,508,236,465,709,526,511,232,453,695,449,72
37025012-06,37,025,012-06,236,141,459,371,481,238,152,442,353,439,61
37025012-08,37,025,012-08,175.49,135.83,281.35,307.5,300.19,219.78,88.49,281.01,290.18,279.95,31.35
37025012-09,37,025,012-09,474,274,467,782,475,557,212,434,739,448,61
37025012-10,37,025,012-10,278,166,282,432,299,306,135,271,397,270,58
37025012-11,37,025,012-11,253,166,381,415,401,282,141,373,393,366,57
37025012-12,37,025,012-12,392,243,453,650,467,466,195,433,589,436,93
37025012-13,37,025,012-13,268,156,1359,415,1402,252,186,1352,375,1321,100
3702700PR01,37,027,00PR01,650.52,330.44,467.47,962.94,476.49,716.61,229.36,441.45,927.91,453.46,59.05
3702700PR02,37,027,00PR02,340,194,208,522,211,397,137,178,509,191,40
3702700PR07,37,027,00PR07,483.81,261.23,244.63,755.03,237.71,554.6,197.48,213.64,729.89,227.6,32.24
3702700PR08,37,027,00PR08,273.18,143.89,163.58,411.05,170.6,290.33,118.78,156.37,397.98,160.51,23.12
3702700PR13,37,027,00PR13,806,442,263,1219,294,913,330,232,1197,253,59
3702700PR14,37,027,00PR14,733.04,291.02,408.01,1000.06,425.01,735.05,280.02,384.01,977.06,388.01,58
3702700PR16,37,027,00PR16,244,117,406,344,411,238,121,390,331,404,32
3702700PR17,37,027,00PR17,388.07,212.49,286.31,580.61,302.27,404.03,188.55,263.37,566.64,285.31,29.93
3702700PR18,37,027,00PR18,1000.93,506.51,696.69,1459.39,732.73,1075.97,404.45,644.63,1412.36,684.69,84.07
3702700PR21,37,027,00PR21,786.51,406.58,310.59,1174.06,314.47,881.67,295.64,275.38,1153.8,292.09,42.45
3702700PR22,37,027,00PR22,817.82,333.08,259.17,1125.95,280.29,847.58,284.13,229.42,1119.23,246.69,35.52
3702700PR24,37,027,00PR24,446.93,245.41,171.59,689.34,178.57,503.79,181.56,152.63,679.37,157.62,30.93
3702700PR25,37,027,00PR25,425.94,249.14,174.72,658.95,185.85,469.4,198.62,153.55,660.83,165.68,26.27
3702700PR29,37,027,00PR29,489,243,452,710,470,524,205,416,683,428,62
3702700PR30,37,027,00PR30,362,182,537,535,535,372,161,507,526,519,33
3702700PR31,37,027,00PR31,311.84,126.72,225.72,434.6,228.69,332.63,111.87,196.02,425.69,215.82,17.82
3702700PR32,37,027,00PR32,764.67,277.77,318.05,1029.44,325.05,806.84,221.63,291.92,998.38,304,50.1
3702700PR33,37,027,00PR33,1378.87,748.83,623.99,2069.8,679.87,1534.63,571.1,567.07,2025.88,620.97,92.85
3702700PR34,37,027,00PR34,1179.03,622.46,596.89,1779.86,624.42,1243.93,540.84,550.67,1722.82,579.19,102.27
3702700PR35,37,027,00PR35,708.3,313.27,196.19,1016.49,201.29,735.53,279.97,170.02,993.28,186.12,39.37
370290000CH,37,029,0000CH,617,444,452,1075,457,701,361,444,988,448,91
370290000SH,37,029,0000SH,425,297,245,716,254,476,230,244,654,251,54
370290000SM,37,029,0000SM,586,367,389,947,403,619,335,374,853,382,107
3703100ABCH,37,031,00ABCH,468,145,217,611,222,506,115,205,592,202,36
3703100ATSL,37,031,00ATSL,167,67,90,232,97,171,64,90,223,91,15
3703100BCRK,37,031,00BCRK,578,149,243,711,259,562,164,238,699,243,32
3703100BFT1,37,031,00BFT1,285,109,524,380,543,300,96,523,360,524,37
3703100BFT2,37,031,00BFT2,799,268,768,1034,811,777,294,753,987,771,81
3703100BOGU,37,031,00BOGU,910.89,275.66,284.65,1149.59,315.61,870.94,303.63,275.66,1122.63,276.66,65.92
3703100CCCP,37,031,00CCCP,1011.8,312.8,366.06,1306.84,383.8,1005.14,324.98,349.24,1259.24,363.21,66.32
3703100CISL,37,031,00CISL,60,20,16,73,21,64,13,18,71,17,3
3703100DASW,37,031,00DASW,228,74,83,300,86,232,64,83,288,85,8
3703100EMIS,37,031,00EMIS,1151.56,336.21,641.96,1443.45,698.06,1133.83,347.1,634.96,1409.7,636.04,82.98
3703100HAIS,37,031,00HAIS,374,95,127,471,130,369,92,123,457,129,11
3703100IBSP,37,031,00IBSP,92,40,70,128,73,99,28,71,124,67,7
3703100MASM,37,031,00MASM,185.18,65.3,122.38,248.42,126.47,182.27,72.22,114.35,233.34,118.3,16.21
3703100MCRK,37,031,00MCRK,174.13,65.54,40.11,232.83,44.02,178.04,58.7,40.11,228.91,40.11,7.83
3703100MERR,37,031,00MERR,152,48,114,202,115,141,66,108,199,115,3
3703100MHD1,37,031,00MHD1,590.37,214.25,435.06,794.33,444.41,579.14,223.61,421.96,772.81,425.7,44.91
3703100MHD2,37,031,00MHD2,592.21,221.78,502.69,794.75,533.9,575.96,240.99,494.39,756.27,503.48,62
3703100MHD3,37,031,00MHD3,1037.43,316.97,583.26,1322.92,615.69,1024.9,343.4,557.65,1275.92,579.82,80.09
3703100MHD4,37,031,00MHD4,1011,264,468,1228,509,970,290,458,1207,464,73
3703100NPT1,37,031,00NPT1,910,264,442,1163,456,885,282,440,1110,437,63
3703100NPT2,37,031,00NPT2,766,280,274,1034,288,783,253,265,991,283,46
3703100NRIV,37,031,00NRIV,145.47,48.79,236.49,186.85,242.24,127.22,66.14,230.21,175.15,237.84,13.72
3703100PELE,37,031,00PELE,448.14,157.34,180.89,598.13,190.37,468.5,139.34,172.81,575.68,180.51,29.24
3703100PKNL,37,031,00PKNL,416,144,280,542,301,369,187,275,522,281,39
3703100STEL,37,031,00STEL,390,153.88,155.37,536.17,168.1,421.28,121.53,156.15,522.93,147.28,35.94
3703100WIHA,37,031,00WIHA,526.97,206.2,271.95,721.22,291.87,540.91,186.28,273.94,694.32,275.94,38.85
3703100WILD,37,031,00WILD,956.87,309.46,474.89,1250.17,495.98,950.96,316.3,454.89,1211.09,461.89,68.17
370310OTBEG,37,031,0OTBEG,539.35,219.91,234.13,750.73,249.3,554.52,206.64,228.44,736.51,220.86,35.07
370330000PH,37,033,0000PH,382,246,389,613,402,463,163,387,589,391,33
3703300ANDE,37,033,00ANDE,234.87,131.92,169.63,365.25,167.2,261.24,103.93,159.99,351.48,160.44,16.76
3703300LEAS,37,033,00LEAS,102,88,176,176,188,128,61,174,166,177,19
3703300LOCU,37,033,00LOCU,264,179,634,437,636,292,144,632,409,637,28
3703300MILT,37,033,00MILT,276,185,703,432,715,310,148,684,418,701,31
3703300PELH,37,033,00PELH,562,404,534,955,539,679,296,509,928,521,44
3703300STON,37,033,00STON,411.24,272.21,419.56,674.11,425.81,492.46,200.11,405.27,661.52,400.03,37.42
3703300YANC,37,033,00YANC,307,207,601,508,599,372,152,587,493,586,36
370330PROVI,37,033,0PROVI,167,104,171,270,172,202,82,158,259,174,11
37035000001,37,035,000001,1003,437,286,1437,286,1048,373,252,1372,266,77
37035000002,37,035,000002,644.46,378.5,281.99,1017.61,287.09,710.47,296.88,255.2,971.14,263.58,58.78
37035000003,37,035,000003,544.95,301.44,268.95,828.32,285.43,578.23,239.56,255.92,778.67,258.32,67.48
37035000004,37,035,000004,96.35,72.98,195.95,164.29,195.12,103.91,65.3,188.77,158.83,182.93,18.58
37035000005,37,035,000005,678.09,371.95,427.79,1032.09,439.76,744.9,284.2,390.9,982.23,403.86,84.76
37035000006,37,035,000006,563.98,325.47,367.04,885.45,372.99,564.16,297.61,334.4,829.1,345.28,72.22
37035000007,37,035,000007,544,291,557,821,567,568,263,518,772,517,87
37035000008,37,035,000008,654,366,415,1011,421,636,338,374,952,395,71
37035000009,37,035,000009,724.55,339.54,219.77,1073.54,214.24,750.16,305.74,189.86,1029.41,185.34,65.82
37035000010,37,035,000010,60,30,157,88,156,58,31,154,83,150,13
37035000011,37,035,000011,173,95,291,265,290,183,86,262,250,261,45
37035000012,37,035,000012,100,47,559,140,563,96,48,546,130,551,21
37035000013,37,035,000013,130.32,112.89,328.07,240.48,330.81,167.54,75.65,319.87,220.51,308.05,40.91
37035000014,37,035,000014,369.65,150.86,437.58,515.51,453.57,349.67,164.84,414.61,473.55,404.61,78.92
37035000015,37,035,000015,5,8,287,8,291,4,6,286,9,282,4
37035000016,37,035,000016,397,234,522,618,524,396,218,503,582,478,84
37035000017,37,035,000017,228.01,160.3,285.58,383.28,290.57,248.42,135.03,272.66,372.8,260.72,39.3
37035000019,37,035,000019,223.28,144.05,218.71,371.93,217.13,240.03,133.93,196.5,353.01,204.42,32.47
37035000020,37,035,000020,733.59,419.33,391.98,1142.86,399.03,744.65,365.24,367.86,1055.7,380.92,94.24
37035000021,37,035,000021,427,313,209,729,224,490,241,200,688,197,64
37035000022,37,035,000022,749.96,402.98,465.98,1131.94,481.98,758.96,373.98,424.98,1086.94,449.98,78
37035000023,37,035,000023,977.69,573.76,667.91,1527.18,690.14,1005.59,503.49,631.37,1434.27,615.98,160.73
37035000024,37,035,000024,923.35,550.98,505.41,1453.08,531.27,1018.98,433.39,475.72,1380.12,478.62,114.56
37035000025,37,035,000025,340.86,210.63,349.76,546.29,355.96,354.27,189.03,326.79,518.54,322.28,57.93
37035000026,37,035,000026,412.09,232.93,515.4,630.69,531.75,407.53,228.37,486.42,595.82,492.16,68.28
37035000027,37,035,000027,782.36,516.15,423.42,1297.33,428.57,852.33,412.5,383.81,1236.76,382.97,100.14
37035000028,37,035,000028,641,326,489,961,495,657,299,457,920,458,69
37035000029,37,035,000029,1221.04,634.11,684.86,1819.5,722.27,1215.94,603.7,632.28,1730.89,653.67,142.62
37035000030,37,035,000030,700,412,714,1097,731,745,357,657,1045,680,89
37035000031,37,035,000031,1171.08,690.07,617.14,1847.23,630.29,1200.47,652.96,557.34,1736.25,562.54,170.51
37035000032,37,035,000032,554.52,288.26,572.98,843.4,573.29,568.62,274.79,528.43,771.52,539.4,97.68
37035000033,37,035,000033,876.52,402.22,483.09,1253.38,502.7,854.92,382.18,449.49,1189.72,454.1,97.84
37035000034,37,035,000034,1258.75,634.48,726.75,1857.06,757.03,1273.76,583.83,671.41,1766.09,671.24,166.16
37035000035,37,035,000035,518.62,306,529.08,805.35,542.8,521.05,303.46,490.69,756.45,487.7,104.02
37035000036,37,035,000036,602,267,503,860,515,523,323,473,793,476,97
37035000037,37,035,000037,456,225,549,675,547,447,235,513,642,497,88
37035000038,37,035,000038,754.89,335.29,618,1087.2,624.94,717.19,370.01,566.42,1016.77,583.28,104.16
37035000039,37,035,000039,686,342,463,1032,467,688,342,411,962,427,100
37035000040,37,035,000040,217.06,106.58,213.71,322.16,215.16,213.21,108.95,200.41,303.49,203.66,26.87
37035000041,37,035,000041,1129.14,555.85,515.5,1652.32,547.69,1136.33,530.19,481.73,1575.63,478.91,137.61
37037000003,37,037,000003,496.47,186.83,288.02,696.28,294.02,564.41,143.85,275.04,667.31,282.02,37.97
37037000006,37,037,000006,243,129,82,380,83,319,59,77,372,79,11
37037000009,37,037,000009,364.48,183.12,260.41,549.68,265.48,448.35,110.47,249.18,539.41,243.3,31.45
37037000015,37,037,000015,364.91,159.05,992.14,516.91,1004.25,392.66,155.17,965.29,490.74,941.35,94.98
37037000018,37,037,000018,595.42,241.34,542.32,838.53,556.56,685.18,168.43,523.12,803.07,530.02,61.99
37037000020,37,037,000020,466.93,167.51,453.41,631.06,466.35,500.07,143.4,446.09,576.72,439.36,76.9
37037000021,37,037,000021,346.66,147.45,521.46,503.88,526.34,375.96,138.67,505.84,438.46,501.93,87.89
37037000024,37,037,000024,265.69,119.86,43.95,386.54,46.94,308.64,72.91,46.94,371.56,44.95,16.98
37037000030,37,037,000030,429,184,484,608,496,465,153,475,586,462,51
37037000042,37,037,000042,508.95,183.98,515.95,683.93,528.95,529.95,184.98,488.95,643.94,497.95,68.99
37037000045,37,037,000045,233.34,139.18,269.28,364.53,279.27,280.36,90.15,264.27,339.48,267.27,38.04
37037000075,37,037,000075,1228.95,321.65,1645.25,1515.84,1682.99,1166.41,409.01,1608.52,1446.34,1618.45,135.03
37037000078,37,037,000078,993,301,2411,1283,2433,991,336,2366,1211,2370,133
37037000085,37,037,000085,472.7,223.55,676.55,704.12,683.44,564.28,154.61,651.93,675.57,664.73,47.27
37037ESC114,37,037,ESC114,653.71,300.87,1116.51,961.58,1133.5,775.66,196.91,1112.51,916.6,1102.52,77.97
37037MCH110,37,037,MCH110,1123.56,388.4,3856.74,1464.73,3927.52,1057.58,497.47,3810.83,1319.84,3734.29,334.23
37037NWM117,37,037,NWM117,1068,326,2765,1356,2809,1032,369,2737,1266,2716,187
37037PIT113,37,037,PIT113,1410.84,486.96,2969.93,1859.97,3046.43,1402.36,520.93,2944.6,1718.07,2895.37,274.48
3703900ANNW,37,039,00ANNW,301.4,229.09,188.49,501.77,217.37,355.45,165.4,191.61,492.21,197.78,26.73
3703900ANSW,37,039,00ANSW,345.89,256.07,202.56,588.46,223.19,400.17,199.83,204.42,565.45,203.74,37.59
3703900BELL,37,039,00BELL,246.22,240.21,178.28,476.35,187.57,291.9,191.84,177.99,465.28,182.32,21.32
3703900BRAS,37,039,00BRAS,166.78,139.79,141.72,304.65,149.43,212.1,103.16,134.01,302.72,142.68,8.68
3703900CSON,37,039,00CSON,180,158,101,332,113,208,143,96,334,97,13
3703900GCRK,37,039,00GCRK,111.51,80.05,41.53,189.18,43.14,124.1,65.65,40.56,186.1,39.75,7.22
3703900HANG,37,039,00HANG,194.14,178.21,59.73,355.42,72.68,244.91,127.43,57.74,352.43,59.73,19.91
3703900HIWA,37,039,00HIWA,454.16,335.54,221.1,769.58,243.18,503.27,286.8,215.7,753.13,226.15,40.52
3703900HOTH,37,039,00HOTH,287.96,258.48,134.65,528.75,147.42,371.5,175.92,129.73,514.01,126.78,35.38
3703900MARB,37,039,00MARB,267.03,208.51,115.33,465.1,128.59,314.21,162.23,112.52,444.39,119.12,32.99
3703900MURN,37,039,00MURN,422.09,275.31,279.89,669.97,312.2,434.93,259.54,275.98,650.41,278.91,47
3703900MURS,37,039,00MURS,510.86,346.05,273.63,835.76,299.82,540.58,315.34,276.59,831.44,259.7,45.49
3703900PCHT,37,039,00PCHT,470,359,259,792,300,551,279,257,774,276,39
3703900RGER,37,039,00RGER,359,275,209,634,219,415,231,193,608,217,22
3703900TOPT,37,039,00TOPT,114.87,78.91,42.95,190.78,48.94,139.84,57.93,41.95,190.78,41.95,7.99
3703900UNKA,37,039,00UNKA,128.4,110.09,72.9,235.34,74.97,154.12,91.77,64.18,225.41,73.62,12.37
37041000001,37,041,000001,265,121,623,361,643,280,106,605,338,617,39
37041000002,37,041,000002,646,280,809,882,846,676,236,803,826,827,71
37041000003,37,041,000003,421,232,148,646,155,482,170,138,631,149,24
37041000004,37,041,000004,136,78,227,209,230,156,58,221,204,229,8
37041000005,37,041,000005,260.25,121.17,112.62,373.41,114.65,262.27,115.16,107.63,359.4,111.63,18.03
37041000006,37,041,000006,358.81,176.93,340.04,511.64,363.12,373.74,159.99,337.02,501.56,356.07,24.12
3704300BRAS,37,043,00BRAS,195.08,141.74,147.5,325.8,155.55,236.36,99.36,140.4,313.63,147.48,16.25
3704300HAY1,37,043,00HAY1,283.58,218.36,182.79,474.28,202.56,348.79,137.34,171.93,466.37,175.88,32.61
3704300HAY2,37,043,00HAY2,330.42,256.64,244.21,553.72,276.44,342.21,211.66,247.07,529.63,249.12,44.39
3704300HAYC,37,043,00HAYC,94,81,58,161,70,105,60,60,163,59,8
3704300HIAW,37,043,00HIAW,336,265,212,592,221,414,179,202,586,204,26
3704300SHCR,37,043,00SHCR,304.98,265.23,139.09,559.28,154.99,377.49,180.8,131.15,543.38,140.09,24.84
3704300SWEE,37,043,00SWEE,154.92,129.26,111.5,283.2,115.45,175.64,101.64,104.6,270.37,110.52,18.75
3704300TUSQ,37,043,00TUSQ,188.16,112.24,113.86,291.46,124.78,202.28,89.22,110.88,284.53,106.94,14.89
3704300WARN,37,043,00WARN,173,149,114,323,117,198,119,106,306,112,22
370450000BR,37,045,0000BR,1118.27,616.94,716.09,1712.42,733.48,1203.24,505.64,672.49,1643.94,700.19,92.46
37045000S-5,37,045,000S-5,494.75,222.15,665.67,693.22,681.44,465.21,246.77,637.87,664.5,662.58,51.56
37045000S-C,37,045,000S-C,1025.63,516.26,1707.03,1489.9,1744,1034.73,473.17,1639.83,1440.79,1655.86,141.27
37045000S-S,37,045,000S-S,922.32,439.77,1409.84,1366.06,1399.89,957.14,410.91,1340.2,1327.26,1353.13,95.52
3704500KM-N,37,045,00KM-N,970.79,474.62,849.47,1414.66,881.2,1007.61,397.16,821.67,1366.06,839.52,91.3
3704500KM-S,37,045,00KM-S,891.59,409.19,769.34,1278.77,784.34,936.62,338.16,749.33,1227.76,745.32,90.04
3704500LATT,37,045,00LATT,706.45,360.77,292.05,1062.21,296.06,796.32,245.94,273.05,1018.25,269.09,64.94
3704500S-4A,37,045,00S-4A,738.76,397.9,1217.73,1126.65,1222.74,800.99,339.61,1162.68,1088.54,1188.67,72.16
3704500WACO,37,045,00WACO,719.29,321.83,553.46,1017.82,574.67,742.92,272.14,523.11,1004.45,539.43,47.66
370450CASAR,37,045,0CASAR,373.38,224.02,83.66,584.79,90.45,430.63,145.46,70.07,582.78,75.9,16.54
370450MULLS,37,045,0MULLS,449.56,253.62,195.93,698.2,199.91,498.29,184.99,175.05,670.36,187.98,40.78
370450RIPPY,37,045,0RIPPY,729,396,567,1106,581,796,303,541,1083,531,70
37045BETHWR,37,045,BETHWR,431.68,237.47,219.2,672.04,212.47,463.41,195.17,198.05,648.96,193.25,42.3
37045FALSTN,37,045,FALSTN,381,224,142,587,160,464,132,123,580,138,30
37045GROVER,37,045,GROVER,723,359,393,1072,403,799,255,378,1050,373,53
37045KINGST,37,045,KINGST,110.76,61.63,348.27,161.27,350.31,110.26,59.05,336.13,159.09,340.22,13.26
37045LAWNDL,37,045,LAWNDL,269,149,461,430,452,312,108,429,412,435,23
37045MRB-YO,37,045,MRB-YO,356,224,184,586,180,418,154,164,574,157,31
37045OAKGRV,37,045,OAKGRV,912.37,465.04,405.72,1352.5,423.48,1000.68,362.26,372.84,1320.52,382.66,73.8
37045POLKVL,37,045,POLKVL,564.17,334.73,259.24,875.05,269.17,666.47,214.54,230.43,838.3,249.31,52.64
37045SHANGI,37,045,SHANGI,574.51,326.38,436.13,883.72,444.72,638.45,254.81,401.78,851.27,417.05,53.44
37047000P03,37,047,000P03,96,110,55,203,59,155,45,56,202,58,3
37047000P04,37,047,000P04,73,34,70,106,72,76,28,72,101,73,4
37047000P05,37,047,000P05,75,93,51,161,59,131,32,55,162,55,6
37047000P06,37,047,000P06,202,152,126,333,141,268,73,126,319,141,14
37047000P07,37,047,000P07,394,328,767,663,799,518,182,757,634,802,50
37047000P08,37,047,000P08,98,100,20,198,17,171,32,16,192,19,6
37047000P09,37,047,000P09,167,116,289,260,309,202,69,286,240,307,26
37047000P10,37,047,000P10,191.86,149.44,35.67,330.69,44.35,241.03,97.38,35.67,321.05,40.49,11.57
37047000P11,37,047,000P11,177,169,109,331,121,251,82,112,327,114,7
37047000P12,37,047,000P12,29.79,42.43,18.96,65.9,23.47,60.48,9.03,19.86,65.9,20.76,4.51
37047000P13,37,047,000P13,136,128,59,254,66,210,52,62,251,63,11
37047000P14,37,047,000P14,504.12,374.39,915.17,861.52,926.25,633.25,241.34,902.17,837.42,901.32,48.97
37047000P15,37,047,000P15,308.23,254.08,511.1,547.3,521.11,439.24,124.07,500.1,538.29,521.11,19.01
37047000P17,37,047,000P17,121,98,400,201,416,150,67,395,186,410,15
37047000P18,37,047,000P18,109.01,70,105.01,169.01,116.01,125.01,50,106.01,164.01,110.01,8
37047000P19,37,047,000P19,408.29,261.66,632.8,629.45,664,468.79,202.03,615.49,597.79,659.91,32.68
